"mode","scenario","type","K","D","cluster","n_active_dims","active_dims","n_patterns","pct_total_patterns","pct_rest_patterns","assigned_pct","unassigned_pct"
"9_top3data","10-9-top3","pos",1,0,1,3,"COMPETENCE | AUTONOMY | PHYSICALNESS",1,1.12359550561798,100,55.4097375,44.5902625
"9_top3data","10-9-top3","pos",1,2,1,3,"COMPETENCE | AUTONOMY | PHYSICALNESS",23,25.8426966292135,100,55.4097375,44.5902625
"9_top3data","10-9-top3","pos",1,4,1,3,"COMPETENCE | AUTONOMY | PHYSICALNESS",70,78.6516853932584,100,55.4097375,44.5902625
"9_top3data","10-9-top3","pos",1,6,1,3,"COMPETENCE | AUTONOMY | PHYSICALNESS",89,100,100,55.4097375,44.5902625
"9_top3data","10-9-top3","pos",1,8,1,3,"COMPETENCE | AUTONOMY | PHYSICALNESS",89,100,100,55.4097375,44.5902625
"9_top3data","10-9-top3","pos",1,10,1,3,"COMPETENCE | AUTONOMY | PHYSICALNESS",89,100,100,55.4097375,44.5902625
"9_top3data","10-9-top3","pos",2,0,1,3,"COMPETENCE | AUTONOMY | PHYSICALNESS",1,1.12359550561798,100,86.5203375,13.4796625
"9_top3data","10-9-top3","pos",2,0,2,3,"SECURITY | COMPETENCE | AUTONOMY",1,1.12359550561798,98.876404494382,86.5203375,13.4796625
"9_top3data","10-9-top3","pos",2,2,1,3,"COMPETENCE | AUTONOMY | PHYSICALNESS",23,25.8426966292135,100,86.5203375,13.4796625
"9_top3data","10-9-top3","pos",2,2,2,3,"FINANCIAL | SECURITY | COMPETENCE",18,20.2247191011236,74.1573033707865,86.5203375,13.4796625
"9_top3data","10-9-top3","pos",2,4,1,3,"COMPETENCE | AUTONOMY | PHYSICALNESS",70,78.6516853932584,100,86.5203375,13.4796625
"9_top3data","10-9-top3","pos",2,4,2,3,"FINANCIAL | SECURITY | POPULARITY",18,20.2247191011236,21.3483146067416,86.5203375,13.4796625
"9_top3data","10-9-top3","pos",2,6,1,3,"COMPETENCE | AUTONOMY | PHYSICALNESS",89,100,100,86.5203375,13.4796625
"9_top3data","10-9-top3","pos",2,8,1,3,"COMPETENCE | AUTONOMY | PHYSICALNESS",89,100,100,86.5203375,13.4796625
"9_top3data","10-9-top3","pos",2,10,1,3,"COMPETENCE | AUTONOMY | PHYSICALNESS",89,100,100,86.5203375,13.4796625
"9_top3data","10-9-top3","pos",3,0,1,3,"COMPETENCE | AUTONOMY | PHYSICALNESS",1,1.12359550561798,100,96.8709875,3.1290125
"9_top3data","10-9-top3","pos",3,0,2,3,"SECURITY | COMPETENCE | AUTONOMY",1,1.12359550561798,98.876404494382,96.8709875,3.1290125
"9_top3data","10-9-top3","pos",3,0,3,3,"FINANCIAL | COMPETENCE | AUTONOMY",1,1.12359550561798,97.752808988764,96.8709875,3.1290125
"9_top3data","10-9-top3","pos",3,2,1,3,"COMPETENCE | AUTONOMY | PHYSICALNESS",23,25.8426966292135,100,96.8709875,3.1290125
"9_top3data","10-9-top3","pos",3,2,2,3,"FINANCIAL | SECURITY | COMPETENCE",18,20.2247191011236,74.1573033707865,96.8709875,3.1290125
"9_top3data","10-9-top3","pos",3,2,3,3,"FINANCIAL | AUTONOMY | STIMULATION",12,13.4831460674157,53.9325842696629,96.8709875,3.1290125
"9_top3data","10-9-top3","pos",3,4,1,3,"COMPETENCE | AUTONOMY | PHYSICALNESS",70,78.6516853932584,100,96.8709875,3.1290125
"9_top3data","10-9-top3","pos",3,4,2,3,"FINANCIAL | SECURITY | POPULARITY",18,20.2247191011236,21.3483146067416,96.8709875,3.1290125
"9_top3data","10-9-top3","pos",3,4,3,3,"RELATEDNESS | STIMULATION | MEANING",1,1.12359550561798,1.12359550561797,96.8709875,3.1290125
"9_top3data","10-9-top3","pos",3,6,1,3,"COMPETENCE | AUTONOMY | PHYSICALNESS",89,100,100,96.8709875,3.1290125
"9_top3data","10-9-top3","pos",3,8,1,3,"COMPETENCE | AUTONOMY | PHYSICALNESS",89,100,100,96.8709875,3.1290125
"9_top3data","10-9-top3","pos",3,10,1,3,"COMPETENCE | AUTONOMY | PHYSICALNESS",89,100,100,96.8709875,3.1290125
"9_top3data","10-9-top3","pos",4,0,1,3,"COMPETENCE | AUTONOMY | PHYSICALNESS",1,1.12359550561798,100,97.8945625,2.1054375
"9_top3data","10-9-top3","pos",4,0,2,3,"SECURITY | COMPETENCE | AUTONOMY",1,1.12359550561798,98.876404494382,97.8945625,2.1054375
"9_top3data","10-9-top3","pos",4,0,3,3,"FINANCIAL | COMPETENCE | AUTONOMY",1,1.12359550561798,97.752808988764,97.8945625,2.1054375
"9_top3data","10-9-top3","pos",4,0,4,3,"SECURITY | AUTONOMY | PHYSICALNESS",1,1.12359550561798,96.6292134831461,97.8945625,2.1054375
"9_top3data","10-9-top3","pos",4,2,1,3,"COMPETENCE | AUTONOMY | PHYSICALNESS",23,25.8426966292135,100,97.8945625,2.1054375
"9_top3data","10-9-top3","pos",4,2,2,3,"FINANCIAL | SECURITY | COMPETENCE",18,20.2247191011236,74.1573033707865,97.8945625,2.1054375
"9_top3data","10-9-top3","pos",4,2,3,3,"FINANCIAL | AUTONOMY | STIMULATION",12,13.4831460674157,53.9325842696629,97.8945625,2.1054375
"9_top3data","10-9-top3","pos",4,2,4,3,"SECURITY | AUTONOMY | POPULARITY",9,10.1123595505618,40.4494382022472,97.8945625,2.1054375
"9_top3data","10-9-top3","pos",4,4,1,3,"COMPETENCE | AUTONOMY | PHYSICALNESS",70,78.6516853932584,100,97.8945625,2.1054375
"9_top3data","10-9-top3","pos",4,4,2,3,"FINANCIAL | SECURITY | POPULARITY",18,20.2247191011236,21.3483146067416,97.8945625,2.1054375
"9_top3data","10-9-top3","pos",4,4,3,3,"RELATEDNESS | STIMULATION | MEANING",1,1.12359550561798,1.12359550561797,97.8945625,2.1054375
"9_top3data","10-9-top3","pos",4,6,1,3,"COMPETENCE | AUTONOMY | PHYSICALNESS",89,100,100,97.8945625,2.1054375
"9_top3data","10-9-top3","pos",4,8,1,3,"COMPETENCE | AUTONOMY | PHYSICALNESS",89,100,100,97.8945625,2.1054375
"9_top3data","10-9-top3","pos",4,10,1,3,"COMPETENCE | AUTONOMY | PHYSICALNESS",89,100,100,97.8945625,2.1054375
"9_top3data","10-9-top3","pos",5,0,1,3,"COMPETENCE | AUTONOMY | PHYSICALNESS",1,1.12359550561798,100,98.5058125,1.4941875
"9_top3data","10-9-top3","pos",5,0,2,3,"SECURITY | COMPETENCE | AUTONOMY",1,1.12359550561798,98.876404494382,98.5058125,1.4941875
"9_top3data","10-9-top3","pos",5,0,3,3,"FINANCIAL | COMPETENCE | AUTONOMY",1,1.12359550561798,97.752808988764,98.5058125,1.4941875
"9_top3data","10-9-top3","pos",5,0,4,3,"SECURITY | AUTONOMY | PHYSICALNESS",1,1.12359550561798,96.6292134831461,98.5058125,1.4941875
"9_top3data","10-9-top3","pos",5,0,5,3,"FINANCIAL | AUTONOMY | PHYSICALNESS",1,1.12359550561798,95.5056179775281,98.5058125,1.4941875
"9_top3data","10-9-top3","pos",5,2,1,3,"COMPETENCE | AUTONOMY | PHYSICALNESS",23,25.8426966292135,100,98.5058125,1.4941875
"9_top3data","10-9-top3","pos",5,2,2,3,"FINANCIAL | SECURITY | COMPETENCE",18,20.2247191011236,74.1573033707865,98.5058125,1.4941875
"9_top3data","10-9-top3","pos",5,2,3,3,"FINANCIAL | AUTONOMY | STIMULATION",12,13.4831460674157,53.9325842696629,98.5058125,1.4941875
"9_top3data","10-9-top3","pos",5,2,4,3,"SECURITY | AUTONOMY | POPULARITY",9,10.1123595505618,40.4494382022472,98.5058125,1.4941875
"9_top3data","10-9-top3","pos",5,2,5,0,"",2,2.24719101123596,30.3370786516854,98.5058125,1.4941875
"9_top3data","10-9-top3","pos",5,4,1,3,"COMPETENCE | AUTONOMY | PHYSICALNESS",70,78.6516853932584,100,98.5058125,1.4941875
"9_top3data","10-9-top3","pos",5,4,2,3,"FINANCIAL | SECURITY | POPULARITY",18,20.2247191011236,21.3483146067416,98.5058125,1.4941875
"9_top3data","10-9-top3","pos",5,4,3,3,"RELATEDNESS | STIMULATION | MEANING",1,1.12359550561798,1.12359550561797,98.5058125,1.4941875
"9_top3data","10-9-top3","pos",5,6,1,3,"COMPETENCE | AUTONOMY | PHYSICALNESS",89,100,100,98.5058125,1.4941875
