analysis_sample,matrix_name,k,n_runs,n_ok,n_error,mean_n_rows_used,mean_n_rows_dropped,mean_prop_rows_used,mean_totss,mean_tot_withinss,sd_tot_withinss,mean_betweenss,mean_between_over_total,sd_between_over_total,mean_calinski_harabasz,sd_calinski_harabasz,mean_silhouette,sd_silhouette,mean_cluster_distance,sd_cluster_distance,mean_min_cluster_distance,mean_max_cluster_distance,matrix
DIEGO,matrix_32_pos_0_1,4,100,100,0,251.22,0,1,182.59753389050863,160.4283062031098,7.389972302245563,22.169227687398823,0.12141907136269324,0.00467112769995393,11.388685208588948,0.6599312611260859,0.03947865060256063,NA,0.4960260820744573,NA,0.4230734636123627,0.5741557264290907,POS
DIEGO,matrix_32_pos_0_1,5,100,100,0,251.22,0,1,182.59753389050863,156.31190093976898,7.275498753092213,26.285632950739636,0.14397951635116463,0.00494406244671404,10.351909872271612,0.543814081561539,0.03916146203451574,NA,0.5243890743301884,NA,0.4280160767930155,0.629702234662699,POS
DIEGO,matrix_32_pos_0_1,6,100,100,0,251.22,0,1,182.59753389050863,152.71855113502502,7.156609967967237,29.878982755483595,0.16366991618352156,0.00496261557010787,9.596285449271956,0.47503098196844673,0.03921760155237579,NA,0.549967438001385,NA,0.43550118235237073,0.6873711488135132,POS
DIEGO,matrix_32_pos_0_1,7,100,100,0,251.22,0,1,182.59753389050863,149.54332439862796,7.044535557156045,33.05420949188066,0.1810666739216216,0.00508482851289883,8.99782768106632,0.4310713657181723,0.04050323021499048,NA,0.5700202387030636,NA,0.44144344167425026,0.7241047467130084,POS
DIEGO,matrix_32_pos_0_1,8,100,100,0,251.22,0,1,182.59753389050863,146.58832243316047,6.93016636387361,36.00921145734815,0.19725428403505751,0.00515201827851876,8.535955639627023,0.39374205279503327,0.04108200689570947,NA,0.59046412951806,NA,0.4478567307345499,0.7638506766314468,POS
DIEGO,matrix_32_raw_0_1,2,100,100,0,251.22,0,1,520.1978701910549,482.5621104229239,22.454085835722136,37.63575976813103,0.07232523760356835,0.00533312314503562,19.44172181037309,1.7948178907291386,0.06618255754677457,NA,0.7806852592043744,NA,0.7806852592043744,0.7806852592043744,RAW
DIEGO,matrix_32_raw_0_1,3,100,100,0,251.22,0,1,520.1978701910549,463.63741044471465,21.68947768603808,56.5604597463403,0.10871249470187964,0.0055727904514073,15.142883757990468,1.0860862847158963,0.05166713187627916,NA,0.8234705572092839,NA,0.7245995670469392,0.9486374504779876,RAW
DIEGO,matrix_32_raw_0_1,4,100,100,0,251.22,0,1,520.1978701910549,449.7350761335686,21.213711207740143,70.46279405748632,0.135453097875469,0.00564135099570559,12.91297454216059,0.807200274508909,0.04832539758479646,NA,0.8639680371373561,NA,0.7378977873975728,1.0941759035851777,RAW
DIEGO,matrix_32_raw_0_1,5,100,100,0,251.22,0,1,520.1978701910549,438.3575038997838,20.7806092059516,81.84036629127111,0.15733282591730127,0.0057909600888122,11.49384899067898,0.6735030708621356,0.04743505437334223,NA,0.9028843708164954,NA,0.7497987926052663,1.2085037555856142,RAW
DIEGO,matrix_32_raw_0_1,6,100,100,0,251.22,0,1,520.1978701910549,428.7108694798954,20.393341145425193,91.48700071115952,0.17588202643876788,0.00588651144354516,10.467544023484264,0.586873831952429,0.04760422674742255,NA,0.9365472306100148,NA,0.757950092891377,1.3028207777364518,RAW
DIEGO,matrix_32_raw_0_1,7,100,100,0,251.22,0,1,520.1978701910549,420.1861836702428,20.129960903300933,100.01168652081212,0.19228183985208863,0.0058546712280458,9.689483491085834,0.5127188619821456,0.04834753863354048,NA,0.9655896618609806,NA,0.766190958732125,1.3628212179229504,RAW
DIEGO,matrix_32_raw_0_1,8,100,100,0,251.22,0,1,520.1978701910549,412.44865398501867,19.8093069792291,107.74921620603628,0.20716002202455217,0.0057405259691756,9.07808772459638,0.4589943272825738,0.04878980311674091,NA,0.9936857087131944,NA,0.7744205150957786,1.4189955047252858,RAW
DIEGO,matrix_32_z_abs,2,100,100,0,251.22,0,1,2368.588427148321,2269.8160129288935,110.33688804826544,98.7724142194276,0.04171071777776898,0.00190487009409541,10.845049151125831,0.6394170761585641,0.0409843269126763,NA,1.2690150220570522,NA,1.2690150220570522,1.2690150220570522,Z_ABS
DIEGO,matrix_32_z_abs,3,100,100,0,251.22,0,1,2368.588427148321,2197.0003652937767,107.32915328526452,171.5880618545447,0.07246277957558644,0.00250087597367018,9.693614301345296,0.49268965852686936,0.03595600897521043,NA,1.4501070373047042,NA,1.3664668273881706,1.5243259423102968,Z_ABS
DIEGO,matrix_32_z_abs,4,100,100,0,251.22,0,1,2368.588427148321,2138.5288607556513,104.73619798246806,230.0595663926697,0.09715280366849229,0.00293717395258918,8.865619616376527,0.43073463594259626,0.03554525336810132,NA,1.5909391094056384,NA,1.4417070908354472,1.739521314715672,Z_ABS
DIEGO,matrix_32_z_abs,5,100,100,0,251.22,0,1,2368.588427148321,2088.3873352367973,103.25676553963584,280.20109191152375,0.11833969903987678,0.00345147981384853,8.259484494351918,0.376910801816509,0.03639304996934075,NA,1.7088764019544047,NA,1.4990337291133455,1.9324303547522628,Z_ABS
DIEGO,matrix_32_z_abs,6,100,100,0,251.22,0,1,2368.588427148321,2043.6849006742807,102.0136354738447,324.9035264740405,0.13723174546274247,0.00364056147673963,7.797840772700235,0.3309926553439216,0.03774883357308525,NA,1.8142110943998877,NA,1.5274539225228143,2.1233708677294594,Z_ABS
DIEGO,matrix_32_z_abs,7,100,100,0,251.22,0,1,2368.588427148321,2003.347360781641,100.08495620904412,365.24106636667983,0.15426103776013525,0.00386262872919214,7.421534438716745,0.31579876633456805,0.03903772900295126,NA,1.894938906813822,NA,1.5694472554094117,2.267875989788993,Z_ABS
DIEGO,matrix_32_z_abs,8,100,100,0,251.22,0,1,2368.588427148321,1967.5169783063336,98.69266030677066,401.07144884198766,0.16939429539627035,0.00420166207734118,7.083495190430287,0.3011694763688112,0.04008255494816542,NA,1.9720829127328243,NA,1.60370156634584,2.4377403941441216,Z_ABS
RENOVISOR,matrix_32_ext_0_1,2,100,100,0,610.49,0,1,2896.7290873920906,2418.1489547289366,45.80236041525743,478.5801326631542,0.16520812862139758,0.00696959022842035,120.4569687877594,5.9850676497426285,0.1549103843036063,NA,1.7776474235263895,NA,1.7776474235263895,1.7776474235263895,EXT
RENOVISOR,matrix_32_ext_0_1,3,100,100,0,610.49,0,1,2896.7290873920906,2275.238756513788,43.95390781401948,621.4903308783028,0.21453538588516224,0.0080543337197638391,82.99630938059816,3.981935517977806,0.11422754850410978,NA,1.7442553035957051,NA,1.3772712812198564,2.3493530128848104,EXT
RENOVISOR,matrix_32_ext_0_1,4,100,100,0,610.49,0,1,2896.7290873920906,2176.74617657114,43.791253013277725,719.9829108209508,0.24853958939880272,0.00858116794437781,66.8911046523509,3.034324780685514,0.10793431238347174,NA,1.7585554643880503,NA,1.3107640236580118,2.7974952466279897,EXT
RENOVISOR,matrix_32_ext_0_1,5,100,100,0,610.49,0,1,2896.7290873920906,2118.3618957718513,43.48303035909557,778.3671916202392,0.2686985203697688,0.0085829261749244,55.63991774944048,2.3934040287032348,0.09126176390182011,NA,1.7604403695195618,NA,1.1946585155724885,2.995547243753373,EXT
RENOVISOR,matrix_32_ext_0_1,6,100,100,0,610.49,0,1,2896.7290873920906,2069.9117733416388,43.18290223134759,826.8173140504518,0.28542553953901983,0.00872341855781248,48.31031071333728,2.0366256958581266,0.0863015810225784,NA,1.765248816132055,NA,1.1546871031325177,3.151681917357158,EXT
RENOVISOR,matrix_32_ext_0_1,7,100,100,0,610.49,0,1,2896.7290873920906,2027.535242012254,41.877498473618374,869.1938453798366,0.30005305625127876,0.00844718627855464,43.133158505299605,1.706354067712848,0.08491419278643694,NA,1.7750779516333623,NA,1.1350998282716038,3.256625924598727,EXT
RENOVISOR,matrix_32_ext_0_1,8,100,100,0,610.49,0,1,2896.7290873920906,1989.7946855625112,42.02060149245592,906.9344018295792,0.3130875434780004,0.00836648418214568,39.24347440283084,1.491712764346472,0.08329264428003953,NA,1.801417203607334,NA,1.1205024866832285,3.3595967183668005,EXT
RENOVISOR,matrix_32_pos_0_1,2,100,100,0,610.49,0,1,400.50407571036624,342.68676118768275,7.679663529537173,57.81731452268349,0.1442999788724392,0.0079371587960802,102.6681562387134,6.659297125438003,0.16410481976680844,NA,0.6545874358915357,NA,0.6545874358915357,0.6545874358915357,POS
RENOVISOR,matrix_32_pos_0_1,3,100,100,0,610.49,0,1,400.50407571036624,322.2777567677895,7.144410662011036,78.22631894257668,0.1952451720717582,0.00873683374774685,73.73111936164221,4.0967890828613225,0.09108471381775736,NA,0.6825010125952087,NA,0.4641474509000017,0.9460259712183148,POS
RENOVISOR,matrix_32_pos_0_1,4,100,100,0,610.49,0,1,400.50407571036624,306.63405289300107,6.921130811910072,93.87002281736515,0.2343090059483468,0.00888357827253863,61.89442260607908,3.070060913950865,0.08573699994059739,NA,0.6903643841829319,NA,0.4689129730056248,1.0736349612907536,POS
RENOVISOR,matrix_32_pos_0_1,5,100,100,0,610.49,0,1,400.50407571036624,296.671347895886,6.775630683565449,103.8327278144802,0.25918202996879786,0.00935685280886833,52.98695185436618,2.5852731042716335,0.07875040797174805,NA,0.7272590855017952,NA,0.4500317297228693,1.214563875746942,POS
RENOVISOR,matrix_32_pos_0_1,6,100,100,0,610.49,0,1,400.50407571036624,288.5097225909692,6.656561101036719,111.994353119397,0.2795604181837432,0.00957370856139495,46.93892169858331,2.231417522665655,0.0750253652640876,NA,0.7438308956249788,NA,0.4406369393256672,1.3075392591592732,POS
RENOVISOR,matrix_32_pos_0_1,7,100,100,0,610.49,0,1,400.50407571036624,281.7869631961682,6.537806319114896,118.71711251419804,0.296344849242884,0.00971992099130939,42.38269500690576,1.9602113223559137,0.0737025850743444,NA,0.7501235177563557,NA,0.4281625054709364,1.3720715652245186,POS
RENOVISOR,matrix_32_pos_0_1,8,100,100,0,610.49,0,1,400.50407571036624,275.86282937433486,6.306884887270017,124.64124633603134,0.31112597639268713,0.01000038352485142,38.89575849305271,1.8147903733257025,0.07416462130508962,NA,0.761881737325616,NA,0.4217546160848208,1.426098155184817,POS
RENOVISOR,matrix_32_raw_0_1,2,100,100,0,610.49,0,1,955.7422723004072,847.9381143961045,22.925277229011215,107.80415790430264,0.11279553817047466,0.00613929185747923,77.38475326405474,4.72649341762214,0.10097170334018309,NA,0.8498295598642676,NA,0.8498295598642676,0.8498295598642676,RAW
RENOVISOR,matrix_32_raw_0_1,3,100,100,0,610.49,0,1,955.7422723004072,796.6293672422327,21.450507427350633,159.11290505817453,0.1664731776115059,0.00642204431123972,60.68083926803521,2.8188378494996496,0.08350412676605998,NA,0.9004630705962349,NA,0.7476028092808189,1.0660995403778295,RAW
RENOVISOR,matrix_32_raw_0_1,4,100,100,0,610.49,0,1,955.7422723004072,758.4157218600668,20.42706721825079,197.32655044034036,0.20644744777847823,0.00723619857004601,52.61104883326325,2.340170045640684,0.08129807361030415,NA,0.9606763489774174,NA,0.7766773887260944,1.3152564573051242,RAW
RENOVISOR,matrix_32_raw_0_1,5,100,100,0,610.49,0,1,955.7422723004072,728.89144746049794,19.312969038403057,226.8508248399092,0.23732348202690967,0.00771482589424952,47.11986965697559,2.0309904918727035,0.07795741412110321,NA,1.0291248572148064,NA,0.7808690432055818,1.584423797507518,RAW
RENOVISOR,matrix_32_raw_0_1,6,100,100,0,610.49,0,1,955.7422723004072,706.6446607147444,18.73205160273378,249.0976115856628,0.26059333371171767,0.0082689605959077,42.62516512945498,1.824971628040554,0.07675293913793232,NA,1.0764083750790834,NA,0.7529297254752813,1.7329263542511413,RAW
RENOVISOR,matrix_32_raw_0_1,7,100,100,0,610.49,0,1,955.7422723004072,689.6495946909407,18.25801640014724,266.0926776094664,0.27837141122316966,0.00843781493700213,38.81516494149024,1.6284316541128938,0.0738305315290531,NA,1.116942262521452,NA,0.7054666959277526,1.8698236182214132,RAW
RENOVISOR,matrix_32_raw_0_1,8,100,100,0,610.49,0,1,955.7422723004072,674.8699919647117,17.624075385802197,280.8722803356954,0.29382550032245447,0.00858144011685907,35.827317555077194,1.4968923783381034,0.07196162163506206,NA,1.1496254465841194,NA,0.6838115849118384,2.004267523699157,RAW
RENOVISOR,matrix_32_z_abs,2,100,100,0,610.49,0,1,7548.00373395816,6706.111229339269,189.99950767231567,841.8925046188907,0.11151504349828856,0.00663084596166022,76.39225671175502,4.9556713015849185,0.1676055047554822,NA,2.523239335655072,NA,2.523239335655072,2.523239335655072,Z_ABS
RENOVISOR,matrix_32_z_abs,3,100,100,0,610.49,0,1,7548.00373395816,6435.025729252797,180.86738089618856,1112.9780047053628,0.14741517421125763,0.00762989397493717,52.5352965060822,3.086946499361876,0.09905800257858784,NA,2.6164868484911223,NA,1.9385236137084036,3.4350403968530157,Z_ABS
RENOVISOR,matrix_32_z_abs,4,100,100,0,610.49,0,1,7548.00373395816,6214.571462917506,172.98174849481353,1333.4322710406532,0.17661409167139103,0.00770486391775422,43.37649509494317,2.2214156166156096,0.08063775593269391,NA,2.7545757718842614,NA,1.7429701949276528,3.974809107246708,Z_ABS
RENOVISOR,matrix_32_z_abs,5,100,100,0,610.49,0,1,7548.00373395816,6036.656417559459,167.14651414976225,1511.3473163987005,0.20017479033271532,0.00835592508467859,37.89798355913739,1.9152303516472944,0.07512539118515332,NA,2.88684321041055,NA,1.747762518896257,4.320508135010351,Z_ABS
RENOVISOR,matrix_32_z_abs,6,100,100,0,610.49,0,1,7548.00373395816,5889.137296052226,162.36593856595994,1658.8664379059344,0.2197075622974438,0.00907339244941815,34.056505128587226,1.7616735848367122,0.07038050950625255,NA,3.030345944394173,NA,1.718762601329852,4.5958282255547385,Z_ABS
RENOVISOR,matrix_32_z_abs,7,100,100,0,610.49,0,1,7548.00373395816,5765.412521809928,157.573068051535,1782.5912121482315,0.23609028003401308,0.00933916994009546,31.099706602435948,1.5754509158200365,0.06885583384649434,NA,3.1435956307252577,NA,1.697248544459005,4.8560991800951845,Z_ABS
RENOVISOR,matrix_32_z_abs,8,100,100,0,610.49,0,1,7548.00373395816,5653.637976346859,155.71013983024483,1894.3657576113,0.25089800897688525,0.00966651756306145,28.84149124065561,1.4426447170529872,0.0662065667359971,NA,3.2599882663738557,NA,1.6210729366329455,5.178151320241393,Z_ABS
WHY_EUROPE,matrix_32_ext_0_1,2,100,100,0,138.29,0,1,614.3179813218925,513.3532103003679,38.92046329097155,100.9647710215246,0.16419325079736152,0.01713015271302288,26.8378338174626,3.84229489860884,0.1668964977733619,NA,1.749465420522494,NA,1.749465420522494,1.749465420522494,EXT
WHY_EUROPE,matrix_32_ext_0_1,3,100,100,0,138.29,0,1,614.3179813218925,479.43149083768986,36.60585525430956,134.88649048420257,0.21946883827068095,0.01574822260165774,19.049756441209833,2.2052545527156364,0.11532997327994524,NA,1.7132324785963498,NA,1.3852693428243703,2.1653391630846786,EXT
WHY_EUROPE,matrix_32_ext_0_1,4,100,100,0,138.29,0,1,614.3179813218925,454.0259855355998,35.38038615939064,160.2919957862927,0.26087496705747926,0.01730591704984961,15.823504451721288,1.770291761593043,0.09852171632385812,NA,1.7467591800187314,NA,1.34175429827569,2.5872195085032343,EXT
WHY_EUROPE,matrix_32_ext_0_1,5,100,100,0,138.29,0,1,614.3179813218925,436.5841348740078,34.574945307842484,177.73384644788464,0.289323597287348,0.01727155916688185,13.58237807588986,1.4224834579027803,0.0922656396688084,NA,1.803610086991882,NA,1.2752138931615633,2.7669597097357297,EXT
WHY_EUROPE,matrix_32_ext_0_1,6,100,100,0,138.29,0,1,614.3179813218925,421.99170121081227,33.92138418337671,192.3262801110802,0.31313878214212065,0.01693930193774073,12.07261549929324,1.1866506766720033,0.08967789365664329,NA,1.8474633428808047,NA,1.2421526337515305,2.917638854274818,EXT
WHY_EUROPE,matrix_32_ext_0_1,7,100,100,0,138.29,0,1,614.3179813218925,409.1870672231812,33.46416680938747,205.13091409871123,0.3340391627287352,0.01715263383134348,10.982957917446528,1.040482074307193,0.09076105876493558,NA,1.8878711343844217,NA,1.2365234980816215,3.017691528122017,EXT
WHY_EUROPE,matrix_32_ext_0_1,8,100,100,0,138.29,0,1,614.3179813218925,397.57728920184553,33.046044365223736,216.74069212004693,0.35299931450935323,0.01692369299688338,10.158805247515271,0.9124540627327324,0.08983496259257132,NA,1.932176675639118,NA,1.2129254025719958,3.1216731058794274,EXT
WHY_EUROPE,matrix_32_pos_0_1,2,100,100,0,138.29,0,1,81.22951381149038,68.7705787659036,5.447101587247601,12.458935045586797,0.15314261043870775,0.0140295850823725,24.68279521191868,3.175055101765127,0.15921450062435177,NA,0.618077907303708,NA,0.618077907303708,0.618077907303708,POS
WHY_EUROPE,matrix_32_pos_0_1,3,100,100,0,138.29,0,1,81.22951381149038,64.63866007518818,5.251845717289047,16.590853736302197,0.2041438845693393,0.01397826433269561,17.36133993600104,1.8148598268143208,0.10450993807130872,NA,0.6105692522617627,NA,0.4874857182898911,0.7631508626284627,POS
WHY_EUROPE,matrix_32_pos_0_1,4,100,100,0,138.29,0,1,81.22951381149038,61.504868339992946,5.103457449256658,19.724645471497436,0.2428265530423016,0.01383098819172397,14.35772840255963,1.3349090319699737,0.08869580598244776,NA,0.6320864320988542,NA,0.4663277301313272,0.8892447726791416,POS
WHY_EUROPE,matrix_32_pos_0_1,5,100,100,0,138.29,0,1,81.22951381149038,58.99797868077296,4.938419684284452,22.231535130717425,0.27371005013648164,0.01441674695675326,12.558992930777386,1.1259844586398613,0.0819829448624867,NA,0.6607396681343017,NA,0.4546823798625458,0.972041914320464,POS
WHY_EUROPE,matrix_32_pos_0_1,6,100,100,0,138.29,0,1,81.22951381149038,56.8885725805546,4.804180615523844,24.34094123093578,0.29970626185898125,0.01462025086922713,11.32299780174822,0.978295266256724,0.07942504538486779,NA,0.6862035278866442,NA,0.4447270145107919,1.037814182972497,POS
WHY_EUROPE,matrix_32_pos_0_1,7,100,100,0,138.29,0,1,81.22951381149038,55.03179379040277,4.7131227479167945,26.19772002108761,0.3226158712806132,0.01496744773459276,10.419484012693736,0.865742829108556,0.07986883962522093,NA,0.714310416190856,NA,0.43808102483682354,1.1005992602024368,POS
WHY_EUROPE,matrix_32_pos_0_1,8,100,100,0,138.29,0,1,81.22951381149038,53.372081532738775,4.640294774718067,27.85743227875161,0.3431008794073066,0.01524665870933223,9.718727436058932,0.785191191716994,0.07764704773023844,NA,0.7368290768390607,NA,0.42621969822610595,1.156912234593925,POS
WHY_EUROPE,matrix_32_raw_0_1,2,100,100,0,138.29,0,1,204.51911450300744,182.25302509207532,15.886521235121377,22.266089410932075,0.10882296471039105,0.01005259645735843,16.651954859966583,2.025322275770542,0.10175646262946908,NA,0.8116310530524361,NA,0.8116310530524361,0.8116310530524361,RAW
WHY_EUROPE,matrix_32_raw_0_1,3,100,100,0,138.29,0,1,204.51911450300744,169.06915524475954,14.6415753093643,35.44995925824786,0.17323142035419517,0.0108654557913525,14.177014546330778,1.3897380558095525,0.08865567720404134,NA,0.9037563825798643,NA,0.8158409635209715,0.9995185235453664,RAW
WHY_EUROPE,matrix_32_raw_0_1,4,100,100,0,138.29,0,1,204.51911450300744,159.68229558317884,13.894157245564712,44.83681891982856,0.21915200160839973,0.01114305186856091,12.566311681179352,1.148359456289118,0.0825501453976907,NA,0.9785163755733892,NA,0.797662212957513,1.204217496419005,RAW
WHY_EUROPE,matrix_32_raw_0_1,5,100,100,0,138.29,0,1,204.51911450300744,152.81250319384804,13.48133036740419,51.70661130915935,0.2528078400868367,0.01216710996590063,11.27464861787658,0.9850152596490378,0.07796467513109373,NA,1.060375599178335,NA,0.7725498083144672,1.4956111627338555,RAW
WHY_EUROPE,matrix_32_raw_0_1,6,100,100,0,138.29,0,1,204.51911450300744,147.20833457774833,13.142991964023985,57.31077992525906,0.28025783879557015,0.01321072532807839,10.3017496241909,0.8876600974863647,0.07482811097220142,NA,1.1215453063933094,NA,0.7442813829199421,1.691077643511257,RAW
WHY_EUROPE,matrix_32_raw_0_1,7,100,100,0,138.29,0,1,204.51911450300744,142.31251342957032,12.816032443487387,62.2066010734371,0.3042230206602649,0.01390212192858233,9.565952817743058,0.8044606889999496,0.07337596760324257,NA,1.1668464056100154,NA,0.7260055031505834,1.8497716721474584,RAW
WHY_EUROPE,matrix_32_raw_0_1,8,100,100,0,138.29,0,1,204.51911450300744,137.9408624149792,12.594583015797882,66.57825208802821,0.32565142163676064,0.01468283604148121,8.986096594557605,0.7435064421663041,0.07575290646955041,NA,1.2236560412778192,NA,0.7172783750490108,2.016968223934935,RAW
WHY_EUROPE,matrix_32_z_abs,2,100,100,0,138.29,0,1,1589.71040678084,1404.0410710871254,126.77377199341797,185.66933569371457,0.11647352443281628,0.01361848771894927,18.003658221974813,2.715265423062247,0.1518886944851078,NA,2.448053467911364,NA,2.448053467911364,2.448053467911364,Z_ABS
WHY_EUROPE,matrix_32_z_abs,3,100,100,0,138.29,0,1,1589.71040678084,1333.770893481567,119.6219111472328,255.93951329927293,0.1606114589546849,0.01571054535561447,12.969838651665944,1.7747300410210505,0.10579692274511623,NA,2.771288108745649,NA,2.036180885117815,3.594748252218439,Z_ABS
WHY_EUROPE,matrix_32_z_abs,4,100,100,0,138.29,0,1,1589.71040678084,1279.494915915521,115.8229854671832,310.215490865319,0.19480877971174831,0.01630637184833909,10.84790869899206,1.3448627350090767,0.08773955197910063,NA,3.0338911349933477,NA,1.9211752374614508,4.403921735429627,Z_ABS
WHY_EUROPE,matrix_32_z_abs,5,100,100,0,138.29,0,1,1589.71040678084,1233.7732056350833,112.48949651634751,355.9372011457566,0.2236138280729046,0.01662493728395363,9.610695208949608,1.113395526308381,0.07655719281889697,NA,3.2039226901983273,NA,1.8420631465456896,4.968078729295011,Z_ABS
WHY_EUROPE,matrix_32_z_abs,6,100,100,0,138.29,0,1,1589.71040678084,1193.6176697305198,110.03679190051665,396.0927370503203,0.2489400341456679,0.0166659952986287,8.778262311566415,0.9461576054600708,0.07059830931541192,NA,3.305244467227771,NA,1.797920695722666,5.369414627251248,Z_ABS
WHY_EUROPE,matrix_32_z_abs,7,100,100,0,138.29,0,1,1589.71040678084,1157.3103774351498,107.82366744482972,432.40002934569026,0.2718279458188686,0.017123997374690388,8.175014611355538,0.844666279535526,0.06594104550231285,NA,3.4112924129494604,NA,1.7574202108425594,5.76896940875252,Z_ABS
WHY_EUROPE,matrix_32_z_abs,8,100,100,0,138.29,0,1,1589.71040678084,1124.0487725734115,105.14076279867984,465.6616342074285,0.2927779611875533,0.01692442797934178,7.710331118562311,0.7625650699473729,0.06384347642575204,NA,3.5217552283089506,NA,1.7104116281551274,6.1051129841327185,Z_ABS
WHY_LATAM,matrix_32_ext_0_1,2,100,100,0,608,0,1,2980.992314486818,2479.0547891423357,26.591859044547473,501.93752534448214,0.16835191425464888,0.00741107946448529,122.73103743652064,6.511604072437652,0.15442538363891342,NA,1.8227609893575143,NA,1.8227609893575143,1.8227609893575143,EXT
WHY_LATAM,matrix_32_ext_0_1,3,100,100,0,608,0,1,2980.992314486818,2321.227967989286,26.52877701705659,659.7643464975321,0.2212986272042839,0.00753278560577303,86.00332610230058,3.764745094528263,0.11564995539231804,NA,1.739424211038696,NA,1.4231664606711412,2.2967997897448273,EXT
WHY_LATAM,matrix_32_ext_0_1,4,100,100,0,608,0,1,2980.992314486818,2213.170186374315,26.726919266211144,767.8221281125029,0.25754793612919835,0.00782558575854561,69.86998906071415,2.857174814390822,0.11274479778201422,NA,1.764081623657498,NA,1.372666174630775,2.7394211548965197,EXT
WHY_LATAM,matrix_32_ext_0_1,5,100,100,0,608,0,1,2980.992314486818,2147.9003536012933,25.646666901386663,833.0919608855244,0.27944072963844907,0.00779704636059606,58.48672946560337,2.2628457684384617,0.1022631164177339,NA,1.7792171465517437,NA,1.2719929485608417,2.903043982345564,EXT
WHY_LATAM,matrix_32_ext_0_1,6,100,100,0,608,0,1,2980.992314486818,2095.8948202604415,25.829277913698377,885.0974942263764,0.2968850319434063,0.0080855671923006,50.86039567463343,1.9675397801791017,0.099314836320601,NA,1.779785460796372,NA,1.240869614273887,3.0105933678957384,EXT
WHY_LATAM,matrix_32_ext_0_1,7,100,100,0,608,0,1,2980.992314486818,2051.214103710948,26.093815440160984,929.77821077587,0.3118776946844031,0.00790518499937832,45.41754097335827,1.6707575998834003,0.09640414537302604,NA,1.8023425629774263,NA,1.2051361923393609,3.1056837798840715,EXT
WHY_LATAM,matrix_32_ext_0_1,8,100,100,0,608,0,1,2980.992314486818,2013.1354329694725,25.564356795730436,967.8568815173456,0.3246487705233868,0.0080165440517373,41.22149820180281,1.5061898931066595,0.09719521598424025,NA,1.8237563639132788,NA,1.1963072660714928,3.161491491785249,EXT
WHY_LATAM,matrix_32_pos_0_1,2,100,100,0,608,0,1,433.5299406842086,365.3521383879946,6.066522438229409,68.17780229621395,0.1572100392887818,0.00771702481614157,113.10016827379576,6.597724424807473,0.1625526913027959,NA,0.6845719021176948,NA,0.6845719021176948,0.6845719021176948,POS
WHY_LATAM,matrix_32_pos_0_1,3,100,100,0,608,0,1,433.5299406842086,344.8578929457724,5.796955216783683,88.6720477384362,0.20447455054464517,0.00868872874151981,77.79692376417512,4.171909423676048,0.1139830276516432,NA,0.6812931509438381,NA,0.5405703732477547,0.9007176765331294,POS
WHY_LATAM,matrix_32_pos_0_1,4,100,100,0,608,0,1,433.5299406842086,329.2095970111939,5.550570224285549,104.32034367301468,0.2405682501090224,0.00872474632564931,63.811921182428016,3.055926272862884,0.10134544819096034,NA,0.6932419117186589,NA,0.4985419743856657,1.0351955940193474,POS
WHY_LATAM,matrix_32_pos_0_1,5,100,100,0,608,0,1,433.5299406842086,317.13396198117914,5.4715847491411616,116.3959787030295,0.26841847650525763,0.00932510184469504,55.34364883238247,2.633302744828891,0.0869136441482317,NA,0.7140687679275926,NA,0.4633680659068536,1.1442235364925455,POS
WHY_LATAM,matrix_32_pos_0_1,6,100,100,0,608,0,1,433.5299406842086,307.3729082712742,5.381223664342465,126.15703241293444,0.290933762254177,0.00944293955096599,49.43062795231629,2.264412895620312,0.08694337731882093,NA,0.7309982740296948,NA,0.4604555184048386,1.2364502125639425,POS
WHY_LATAM,matrix_32_pos_0_1,7,100,100,0,608,0,1,433.5299406842086,299.33706427249473,5.234261376820506,134.19287641171388,0.309466324515407,0.00954731083864476,44.91765947232542,2.005011270565883,0.08931124100674397,NA,0.7416266488775793,NA,0.4658839653314135,1.2830085433280545,POS
WHY_LATAM,matrix_32_pos_0_1,8,100,100,0,608,0,1,433.5299406842086,292.5928656574473,4.906790371435685,140.9370750267613,0.32501952380491234,0.00908979542889406,41.29626252766461,1.7066242852690754,0.08955260678180937,NA,0.7594125226773953,NA,0.45714979894200647,1.3276735825433046,POS
WHY_LATAM,matrix_32_raw_0_1,2,100,100,0,608,0,1,978.2636844687484,870.1242543874426,18.63894778590507,108.13943008130585,0.11051435412199652,0.00620060681969737,75.32537966458925,4.748058179842023,0.1007208876629575,NA,0.8505050148753605,NA,0.8505050148753605,0.8505050148753605,RAW
WHY_LATAM,matrix_32_raw_0_1,3,100,100,0,608,0,1,978.2636844687484,808.771612714447,17.961352477554478,169.49207175430158,0.17323879910932957,0.00674228579430875,63.40973608504363,2.992396239893881,0.09493352212228812,NA,0.9308679718245384,NA,0.8188541054388048,1.0381388141507026,RAW
WHY_LATAM,matrix_32_raw_0_1,4,100,100,0,608,0,1,978.2636844687484,767.1711361400897,17.53275361999338,211.0925483286588,0.2157555288535282,0.00854164005059155,55.41955977894193,2.8034341945939736,0.09607402722066896,NA,1.0602185732661549,NA,0.7987618405635539,1.6312261470627891,RAW
