analysis_sample,matrix,matrix_name,d_hamming,prototype,KMEANS,EFA,delta_KMEANS_minus_EFA
COMPLETE,RAW,matrix_32_raw_0_1,3,3,21.68770833333274,21.50720238095156,0.1805059523811785
COMPLETE,RAW,matrix_32_raw_0_1,3,4,29.482142857142065,26.146339285713253,3.335803571428812
COMPLETE,RAW,matrix_32_raw_0_1,3,5,37.16187499999901,28.54955357142745,8.612321428571558
COMPLETE,RAW,matrix_32_raw_0_1,3,6,43.159166666665485,30.91238095237974,12.246785714285746
COMPLETE,RAW,matrix_32_raw_0_1,3,7,47.16485119047489,34.19267857142723,12.972172619047662
COMPLETE,RAW,matrix_32_raw_0_1,3,8,51.468928571427135,38.14059523809374,13.328333333333397
COMPLETE,RAW,matrix_32_raw_0_1,4,1,11.03702380952353,10.937351190475798,0.09967261904773217
COMPLETE,RAW,matrix_32_raw_0_1,4,2,23.104523809523247,20.15113095238021,2.9533928571430366
COMPLETE,RAW,matrix_32_raw_0_1,4,3,34.758749999999154,25.833124999999026,8.925625000000128
COMPLETE,RAW,matrix_32_raw_0_1,4,4,45.80663690476081,32.69669642857012,13.109940476190687
COMPLETE,RAW,matrix_32_raw_0_1,4,5,56.824553571427224,35.17800595237955,21.646547619047674
COMPLETE,RAW,matrix_32_raw_0_1,4,6,64.54491071428417,37.568779761903265,26.976130952380906
COMPLETE,RAW,matrix_32_raw_0_1,4,7,69.81636904761734,42.262976190474475,27.553392857142867
COMPLETE,RAW,matrix_32_raw_0_1,4,8,72.09550595237917,47.92392857142662,24.17157738095255
COMPLETE,RAW,matrix_32_raw_0_1,5,1,15.815297619047072,13.187053571428091,2.6282440476189812
COMPLETE,RAW,matrix_32_raw_0_1,5,2,32.89961309523695,25.1061607142848,7.79345238095215
COMPLETE,RAW,matrix_32_raw_0_1,5,3,49.95514880952217,34.17053571428455,15.784613095237624
