analysis_sample,matrix,matrix_name,d_hamming,prototype,KMEANS,EFA,delta_KMEANS_minus_EFA
EUROPE,EXT,matrix_32_ext_0_1,7,8,84.29601190476232,65.49247023809433,18.803541666667996
EUROPE,EXT,matrix_32_ext_0_1,8,1,36.96717261904836,18.13261904761865,18.834553571429712
EUROPE,EXT,matrix_32_ext_0_1,8,2,67.09738095238157,36.39961309523673,30.69776785714484
EUROPE,EXT,matrix_32_ext_0_1,8,3,77.79145833333416,52.40360119047437,25.387857142859794
EUROPE,EXT,matrix_32_ext_0_1,8,4,84.36392857142924,57.81187499999813,26.55205357143111
EUROPE,EXT,matrix_32_ext_0_1,8,5,84.90026785714352,66.80083333333144,18.09943452381208
EUROPE,EXT,matrix_32_ext_0_1,8,6,85.1049702380959,70.21470238095044,14.89026785714546
EUROPE,EXT,matrix_32_ext_0_1,8,7,88.2486904761911,74.49226190475991,13.756428571431186
EUROPE,EXT,matrix_32_ext_0_1,8,8,90.66866071428632,76.67357142856942,13.995089285716901
EUROPE,EXT,matrix_32_ext_0_1,9,1,41.50321428571517,18.92773809523761,22.575476190477556
EUROPE,EXT,matrix_32_ext_0_1,9,2,76.32095238095387,41.28318452380813,35.03776785714574
EUROPE,EXT,matrix_32_ext_0_1,9,3,82.6241071428585,59.33815476190242,23.285952380956083
EUROPE,EXT,matrix_32_ext_0_1,9,4,85.596666666668,70.60827380952169,14.988392857146309
EUROPE,EXT,matrix_32_ext_0_1,9,5,90.25764880952514,75.7602083333311,14.497440476194043
EUROPE,EXT,matrix_32_ext_0_1,9,6,92.91741071428702,78.65830357142629,14.259107142860728
EUROPE,EXT,matrix_32_ext_0_1,9,7,95.12098214285844,83.03672619047384,12.084255952384595
EUROPE,EXT,matrix_32_ext_0_1,9,8,95.55455357142986,85.74889880952142,9.805654761908443
EUROPE,EXT,matrix_32_ext_0_1,10,1,46.23523809523928,20.253392857142256,25.981845238097026
EUROPE,EXT,matrix_32_ext_0_1,10,2,83.07000000000191,46.51619047618871,36.5538095238132
EUROPE,EXT,matrix_32_ext_0_1,10,3,86.94752976190664,67.01952380952062,19.928005952386016
EUROPE,EXT,matrix_32_ext_0_1,10,4,88.45803571428759,79.73583333333045,8.722202380957143
EUROPE,EXT,matrix_32_ext_0_1,10,5,94.37250000000184,84.85217261904464,9.520327380957198
EUROPE,EXT,matrix_32_ext_0_1,10,6,96.2997023809542,87.88232142856839,8.417380952385813
EUROPE,EXT,matrix_32_ext_0_1,10,7,98.02535714285897,91.01095238094928,7.014404761909688
EUROPE,EXT,matrix_32_ext_0_1,10,8,98.47788690476372,91.59842261904453,6.8794642857191945
EUROPE,Z_ABS,matrix_32_z_abs,0,1,0.943511904761838,0.7496726190476141,0.19383928571422393
EUROPE,Z_ABS,matrix_32_z_abs,0,2,1.4990476190475126,1.1295833333333258,0.36946428571418677
EUROPE,Z_ABS,matrix_32_z_abs,0,3,1.972648809523669,1.4070238095238004,0.5656249999998686
EUROPE,Z_ABS,matrix_32_z_abs,0,4,2.3613392857141173,1.6838095238095128,0.6775297619046046
EUROPE,Z_ABS,matrix_32_z_abs,0,5,2.5637202380950557,1.8997023809523683,0.6640178571426874
EUROPE,Z_ABS,matrix_32_z_abs,0,6,2.7352976190474245,2.110565476190463,0.6247321428569617
EUROPE,Z_ABS,matrix_32_z_abs,0,7,2.8622321428569393,2.309196428571414,0.5530357142855253
EUROPE,Z_ABS,matrix_32_z_abs,0,8,2.97565476190455,2.44133928571427,0.53431547619028
EUROPE,Z_ABS,matrix_32_z_abs,1,1,2.490684523809347,1.873749999999988,0.6169345238093589
EUROPE,Z_ABS,matrix_32_z_abs,1,2,3.846488095237822,2.491785714285698,1.3547023809521241
EUROPE,Z_ABS,matrix_32_z_abs,1,3,4.092946428571137,3.168095238095218,0.9248511904759193
EUROPE,Z_ABS,matrix_32_z_abs,1,4,4.475297619047301,3.646547619047596,0.828749999999705
EUROPE,Z_ABS,matrix_32_z_abs,1,5,5.155654761904396,3.912559523809499,1.243095238094897
EUROPE,Z_ABS,matrix_32_z_abs,1,6,5.4867857142853245,4.478244047619019,1.0085416666663054
EUROPE,Z_ABS,matrix_32_z_abs,1,7,5.777410714285304,4.770863095238065,1.0065476190472396
EUROPE,Z_ABS,matrix_32_z_abs,1,8,6.09598214285671,5.284404761904728,0.8115773809519817
EUROPE,Z_ABS,matrix_32_z_abs,2,1,5.1536904761901,4.145327380952351,1.0083630952377485
EUROPE,Z_ABS,matrix_32_z_abs,2,2,7.361190476189944,5.829166666666628,1.5320238095233156
EUROPE,Z_ABS,matrix_32_z_abs,2,3,9.527559523808838,7.168720238095193,2.3588392857136453
EUROPE,Z_ABS,matrix_32_z_abs,2,4,10.576458333332573,8.371696428571376,2.204761904761197
EUROPE,Z_ABS,matrix_32_z_abs,2,5,10.958482142856356,9.739761904761847,1.2187202380945088
EUROPE,Z_ABS,matrix_32_z_abs,2,6,11.878124999999146,10.231577380952318,1.646547619046828
EUROPE,Z_ABS,matrix_32_z_abs,2,7,12.553839285713384,11.138511904761838,1.4153273809515454
EUROPE,Z_ABS,matrix_32_z_abs,2,8,13.459077380951417,11.740446428571357,1.7186309523800603
EUROPE,Z_ABS,matrix_32_z_abs,3,1,7.590535714285213,6.3909226190475605,1.1996130952376527
EUROPE,Z_ABS,matrix_32_z_abs,3,2,12.829077380951466,9.245595238095165,3.583482142856301
EUROPE,Z_ABS,matrix_32_z_abs,3,3,15.422857142856047,11.309583333333247,4.1132738095228
EUROPE,Z_ABS,matrix_32_z_abs,3,4,16.55630952380835,14.436011904761804,2.1202976190465446
EUROPE,Z_ABS,matrix_32_z_abs,3,5,17.81014880952255,15.61946428571418,2.1906845238083683
EUROPE,Z_ABS,matrix_32_z_abs,3,6,19.564315476189098,16.622261904761796,2.9420535714273015
EUROPE,Z_ABS,matrix_32_z_abs,3,7,20.647648809522348,18.34999999999988,2.2976488095224674
EUROPE,Z_ABS,matrix_32_z_abs,3,8,21.81029761904608,19.07437499999988,2.7359226190461996
EUROPE,Z_ABS,matrix_32_z_abs,4,1,10.649047619046964,9.10181547619048,1.547232142856485
EUROPE,Z_ABS,matrix_32_z_abs,4,2,19.518898809522575,13.737380952380878,5.781517857141697
EUROPE,Z_ABS,matrix_32_z_abs,4,3,22.456577380950943,19.10970238095222,3.3468749999987217
EUROPE,Z_ABS,matrix_32_z_abs,4,4,25.652946428569773,21.954910714285543,3.698035714284231
EUROPE,Z_ABS,matrix_32_z_abs,4,5,28.309374999998163,23.91800595238077,4.391369047617392
EUROPE,Z_ABS,matrix_32_z_abs,4,6,30.11556547618851,26.53839285714267,3.5771726190458395
EUROPE,Z_ABS,matrix_32_z_abs,4,7,31.354732142855095,27.49232142857124,3.862410714283854
EUROPE,Z_ABS,matrix_32_z_abs,4,8,34.12934523809301,28.02354166666647,6.105803571426538
EUROPE,Z_ABS,matrix_32_z_abs,5,1,13.796904761903916,11.622976190476212,2.1739285714277035
EUROPE,Z_ABS,matrix_32_z_abs,5,2,26.146369047617483,19.04425595238095,7.102113095236533
EUROPE,Z_ABS,matrix_32_z_abs,5,3,29.989434523807695,26.615863095238087,3.3735714285696083
EUROPE,Z_ABS,matrix_32_z_abs,5,4,34.81267857142639,31.70166666666656,3.1110119047598275
EUROPE,Z_ABS,matrix_32_z_abs,5,5,39.47383928571173,32.65690476190465,6.816934523807085
EUROPE,Z_ABS,matrix_32_z_abs,5,6,40.613660714283085,35.38681547619035,5.226845238092736
EUROPE,Z_ABS,matrix_32_z_abs,5,7,44.09238095237809,37.41907738095225,6.673303571425841
EUROPE,Z_ABS,matrix_32_z_abs,5,8,44.86943452380661,38.14904761904749,6.720386904759124
EUROPE,Z_ABS,matrix_32_z_abs,6,1,17.576220238093736,14.177678571428345,3.398541666665391
EUROPE,Z_ABS,matrix_32_z_abs,6,2,32.85669642856855,24.57598214285703,8.280714285711518
EUROPE,Z_ABS,matrix_32_z_abs,6,3,39.68133928571081,34.34741071428569,5.333928571425126
EUROPE,Z_ABS,matrix_32_z_abs,6,4,42.68092261904395,42.22604166666663,0.45488095237731585
EUROPE,Z_ABS,matrix_32_z_abs,6,5,50.5015178571386,43.53142857142853,6.970089285710074
EUROPE,Z_ABS,matrix_32_z_abs,6,6,54.477559523805,47.42074404761899,7.05681547618601
EUROPE,Z_ABS,matrix_32_z_abs,6,7,55.48752976190017,49.59187499999994,5.895654761900232
EUROPE,Z_ABS,matrix_32_z_abs,6,8,60.076755952376026,50.921130952380885,9.15562499999514
EUROPE,Z_ABS,matrix_32_z_abs,7,1,21.544285714283795,16.70848214285691,4.8358035714268865
EUROPE,Z_ABS,matrix_32_z_abs,7,2,38.897648809519886,30.121994047619,8.775654761900885
EUROPE,Z_ABS,matrix_32_z_abs,7,3,47.665148809519295,41.79005952380962,5.875089285709677
EUROPE,Z_ABS,matrix_32_z_abs,7,4,58.86136904761402,52.942410714285906,5.9189583333281135
EUROPE,Z_ABS,matrix_32_z_abs,7,5,62.54574404761376,54.30708333333352,8.238660714280236
EUROPE,Z_ABS,matrix_32_z_abs,7,6,64.514821428566,60.45595238095245,4.058869047613541
EUROPE,Z_ABS,matrix_32_z_abs,7,7,67.5708333333277,63.157559523809574,4.413273809518124
EUROPE,Z_ABS,matrix_32_z_abs,7,8,69.6696130952323,63.355982142857194,6.3136309523750995
EUROPE,Z_ABS,matrix_32_z_abs,8,1,24.450952380950135,17.590119047618774,6.86083333333136
EUROPE,Z_ABS,matrix_32_z_abs,8,2,43.68967261904314,34.02208333333272,9.667589285710413
EUROPE,Z_ABS,matrix_32_z_abs,8,3,54.00261904761402,47.24345238095199,6.759166666662026
EUROPE,Z_ABS,matrix_32_z_abs,8,4,67.99235119047057,61.48169642857118,6.510654761899389
EUROPE,Z_ABS,matrix_32_z_abs,8,5,70.46008928570846,70.47482142857113,-0.014732142862669662
EUROPE,Z_ABS,matrix_32_z_abs,8,6,76.30392857142233,73.25863095238063,3.0452976190417047
EUROPE,Z_ABS,matrix_32_z_abs,8,7,78.53901785713646,73.67220238095204,4.866815476184414
EUROPE,Z_ABS,matrix_32_z_abs,8,8,80.29565476189825,74.94452380952347,5.351130952374774
EUROPE,Z_ABS,matrix_32_z_abs,9,1,27.860446428568757,18.60374999999969,9.256696428569068
EUROPE,Z_ABS,matrix_32_z_abs,9,2,49.341785714280654,38.5508928571414,10.790892857139255
EUROPE,Z_ABS,matrix_32_z_abs,9,3,60.201160714280114,52.81303571428452,7.388124999995597
EUROPE,Z_ABS,matrix_32_z_abs,9,4,76.40988095237422,69.1620535714269,7.247827380947328
EUROPE,Z_ABS,matrix_32_z_abs,9,5,79.0786607142788,80.24904761904612,-1.1703869047673265
EUROPE,Z_ABS,matrix_32_z_abs,9,6,84.49059523808793,82.94089285714132,1.5497023809466128
EUROPE,Z_ABS,matrix_32_z_abs,9,7,86.01428571427832,83.36529761904609,2.6489880952322267
EUROPE,Z_ABS,matrix_32_z_abs,9,8,87.12976190475442,84.93642857142704,2.1933333333273737
EUROPE,Z_ABS,matrix_32_z_abs,10,1,32.79720238094915,19.95470238095199,12.842499999997163
EUROPE,Z_ABS,matrix_32_z_abs,10,2,56.017380952375085,43.99235119047456,12.025029761900527
EUROPE,Z_ABS,matrix_32_z_abs,10,3,66.50166666666023,58.53428571428437,7.967380952375855
EUROPE,Z_ABS,matrix_32_z_abs,10,4,83.94071428570635,76.53476190475968,7.4059523809466725
EUROPE,Z_ABS,matrix_32_z_abs,10,5,86.54300595237282,88.36014880952182,-1.817142857148994
EUROPE,Z_ABS,matrix_32_z_abs,10,6,90.9578571428487,90.08854166666468,0.8693154761840134
EUROPE,Z_ABS,matrix_32_z_abs,10,7,92.8079761904676,91.68488095237896,1.1230952380886379
EUROPE,Z_ABS,matrix_32_z_abs,10,8,94.95181547618176,92.5329761904742,2.4188392857075627
LATAM,RAW,matrix_32_raw_0_1,0,1,0.4035714285714184,1.653779761904712,-1.2502083333332936
LATAM,RAW,matrix_32_raw_0_1,0,2,0.7772619047618854,2.455297619047543,-1.6780357142856575
LATAM,RAW,matrix_32_raw_0_1,0,3,1.1357142857142577,3.1085119047618077,-1.97279761904755
LATAM,RAW,matrix_32_raw_0_1,0,4,1.488422619047582,3.737470238095121,-2.249047619047539
LATAM,RAW,matrix_32_raw_0_1,0,5,1.8387499999999544,4.350803571428434,-2.51205357142848
LATAM,RAW,matrix_32_raw_0_1,0,6,2.18351190476185,4.916249999999844,-2.7327380952379943
LATAM,RAW,matrix_32_raw_0_1,0,7,2.528065476190413,5.342738095237926,-2.8146726190475126
LATAM,RAW,matrix_32_raw_0_1,0,8,2.863214285714214,5.694196428571247,-2.8309821428570325
LATAM,RAW,matrix_32_raw_0_1,1,1,1.3011309523809207,3.5180654761903662,-2.216934523809446
LATAM,RAW,matrix_32_raw_0_1,1,2,3.16511904761897,5.455773809523638,-2.290654761904668
LATAM,RAW,matrix_32_raw_0_1,1,3,4.944910714285593,8.218273809523549,-3.273363095237956
LATAM,RAW,matrix_32_raw_0_1,1,4,5.339791666666535,9.333422619047322,-3.993630952380787
LATAM,RAW,matrix_32_raw_0_1,1,5,6.3690178571427,10.586249999999664,-4.217232142856964
LATAM,RAW,matrix_32_raw_0_1,1,6,8.149880952380752,11.2452678571425,-3.0953869047617477
LATAM,RAW,matrix_32_raw_0_1,1,7,9.738601190475952,11.977708333332952,-2.2391071428569997
LATAM,RAW,matrix_32_raw_0_1,1,8,11.503601190475909,12.55735119047579,-1.0537499999998818
LATAM,RAW,matrix_32_raw_0_1,2,1,4.469077380952267,5.977678571428382,-1.5086011904761154
LATAM,RAW,matrix_32_raw_0_1,2,2,9.151964285714048,9.909791666666344,-0.7578273809522962
LATAM,RAW,matrix_32_raw_0_1,2,3,12.08547619047588,16.133571428570903,-4.048095238095023
LATAM,RAW,matrix_32_raw_0_1,2,4,15.22505952380914,18.8495238095232,-3.6244642857140583
LATAM,RAW,matrix_32_raw_0_1,2,5,18.994732142856662,20.874880952380277,-1.8801488095236145
LATAM,RAW,matrix_32_raw_0_1,2,6,22.220476190475633,23.890982142856373,-1.67050595238074
LATAM,RAW,matrix_32_raw_0_1,2,7,26.598333333332665,25.31723214285633,1.2811011904763348
LATAM,RAW,matrix_32_raw_0_1,2,8,28.907916666665944,26.407857142856297,2.5000595238096466
LATAM,RAW,matrix_32_raw_0_1,3,1,8.417291666666474,8.358333333333078,0.058958333333395174
LATAM,RAW,matrix_32_raw_0_1,3,2,16.03961309523775,14.194940476190007,1.8446726190477438
LATAM,RAW,matrix_32_raw_0_1,3,3,20.283065476190018,23.208511904761185,-2.925446428571167
LATAM,RAW,matrix_32_raw_0_1,3,4,26.381815476189846,27.68827380952293,-1.306458333333083
LATAM,RAW,matrix_32_raw_0_1,3,5,33.055178571427795,29.39392857142764,3.6612500000001553
LATAM,RAW,matrix_32_raw_0_1,3,6,38.97550595238,33.669999999998915,5.305505952381083
LATAM,RAW,matrix_32_raw_0_1,3,7,44.325505952379864,35.778124999998845,8.547380952381019
LATAM,RAW,matrix_32_raw_0_1,3,8,47.9450892857131,39.263601190474915,8.681488095238187
LATAM,RAW,matrix_32_raw_0_1,4,1,14.78976190476149,10.891220238094933,3.8985416666665564
LATAM,RAW,matrix_32_raw_0_1,4,2,27.091874999999387,18.842499999999497,8.24937499999989
LATAM,RAW,matrix_32_raw_0_1,4,3,31.72077380952305,30.97065476190396,0.7501190476190907
LATAM,RAW,matrix_32_raw_0_1,4,4,43.77461309523713,37.9694345238085,5.805178571428627
LATAM,RAW,matrix_32_raw_0_1,4,5,51.757529761903655,40.37967261904652,11.377857142857138
LATAM,RAW,matrix_32_raw_0_1,4,6,59.69809523809399,46.17279761904627,13.52529761904772
LATAM,RAW,matrix_32_raw_0_1,4,7,63.91770833333196,50.56184523809373,13.355863095238227
LATAM,RAW,matrix_32_raw_0_1,4,8,68.65145833333183,51.335595238093696,17.315863095238136
LATAM,RAW,matrix_32_raw_0_1,5,1,21.07568452380896,13.467708333332917,7.607976190476043
LATAM,RAW,matrix_32_raw_0_1,5,2,39.65741071428449,23.46279761904701,16.19461309523748
LATAM,RAW,matrix_32_raw_0_1,5,3,57.75720238095055,38.355386904760586,19.401815476189967
LATAM,RAW,matrix_32_raw_0_1,5,4,66.21642857142663,48.090535714284194,18.12589285714244
LATAM,RAW,matrix_32_raw_0_1,5,5,74.44991071428366,50.19657738095079,24.25333333333287
LATAM,RAW,matrix_32_raw_0_1,5,6,78.33026785714068,58.46592261904587,19.864345238094813
LATAM,RAW,matrix_32_raw_0_1,5,7,82.30163690475962,60.585565476188656,21.716071428570963
LATAM,RAW,matrix_32_raw_0_1,5,8,84.67258928571195,60.91556547618865,23.757023809523304
LATAM,RAW,matrix_32_raw_0_1,6,1,29.396130952380663,16.421577380951703,12.97455357142896
LATAM,RAW,matrix_32_raw_0_1,6,2,54.645535714284456,28.83553571428484,25.809999999999615
LATAM,RAW,matrix_32_raw_0_1,6,3,79.3012499999979,44.82866071428409,34.472589285713816
LATAM,RAW,matrix_32_raw_0_1,6,4,85.89297619047387,57.33919642856958,28.553779761904295
LATAM,RAW,matrix_32_raw_0_1,6,5,87.81622023809288,68.69508928571224,19.12113095238064
LATAM,RAW,matrix_32_raw_0_1,6,6,89.78014880952142,70.15074404761697,19.629404761904453
LATAM,RAW,matrix_32_raw_0_1,6,7,92.65767857142612,71.42869047618836,21.228988095237753
LATAM,RAW,matrix_32_raw_0_1,6,8,94.53511904761652,73.42476190475972,21.1103571428568
LATAM,RAW,matrix_32_raw_0_1,7,1,38.258392857142475,19.467857142856275,18.7905357142862
LATAM,RAW,matrix_32_raw_0_1,7,2,72.21038690476117,34.39830357142709,37.81208333333407
LATAM,RAW,matrix_32_raw_0_1,7,3,88.05642857142722,51.22479166666438,36.83163690476284
LATAM,RAW,matrix_32_raw_0_1,7,4,91.86404761904618,66.0883333333306,25.77571428571558
LATAM,RAW,matrix_32_raw_0_1,7,5,93.77857142856996,80.42565476190168,13.352916666668278
LATAM,RAW,matrix_32_raw_0_1,7,6,95.07669642856992,80.89794642856833,14.178750000001585
LATAM,RAW,matrix_32_raw_0_1,7,7,96.48604166666512,84.590595238092,11.89544642857311
LATAM,RAW,matrix_32_raw_0_1,7,8,97.03351190476032,86.86976190475862,10.163750000001698
LATAM,RAW,matrix_32_raw_0_1,8,1,45.54898809523764,20.6409226190466,24.90806547619104
LATAM,RAW,matrix_32_raw_0_1,8,2,85.76107142857036,36.721726190474186,49.039345238096175
LATAM,RAW,matrix_32_raw_0_1,8,3,93.57023809523685,54.19806547618762,39.37217261904922
LATAM,RAW,matrix_32_raw_0_1,8,4,96.72068452380816,69.43309523809195,27.28758928571621
LATAM,RAW,matrix_32_raw_0_1,8,5,97.7051785714272,85.77017857142444,11.93500000000276
LATAM,RAW,matrix_32_raw_0_1,8,6,97.9081547619034,89.18491071428146,8.723244047621947
LATAM,RAW,matrix_32_raw_0_1,8,7,98.10592261904624,91.36374999999568,6.742172619050564
LATAM,RAW,matrix_32_raw_0_1,8,8,98.23434523809384,91.99842261904328,6.235922619050555
LATAM,RAW,matrix_32_raw_0_1,9,1,52.774374999999445,21.789434523808335,30.98494047619111
LATAM,RAW,matrix_32_raw_0_1,9,2,94.49324404761796,39.32854166666449,55.16470238095347
LATAM,RAW,matrix_32_raw_0_1,9,3,97.46624999999882,57.520982142854045,39.94526785714478
LATAM,RAW,matrix_32_raw_0_1,9,4,97.5497023809512,72.815327380949,24.734375000002203
LATAM,RAW,matrix_32_raw_0_1,9,5,97.75014880952264,90.7436011904716,7.006547619051048
LATAM,RAW,matrix_32_raw_0_1,9,6,98.01592261904644,93.45342261904295,4.562500000003482
LATAM,RAW,matrix_32_raw_0_1,9,7,98.05877976190358,94.41413690475724,3.644642857146337
LATAM,RAW,matrix_32_raw_0_1,9,8,98.25389880952262,96.27705357142382,1.9768452380988037
LATAM,RAW,matrix_32_raw_0_1,10,1,58.40827380952409,22.712529761903436,35.69574404762065
LATAM,RAW,matrix_32_raw_0_1,10,2,97.1323809523808,42.71383928571208,54.418541666668716
LATAM,RAW,matrix_32_raw_0_1,10,3,98.35699404761884,61.572172619044416,36.784821428574425
LATAM,RAW,matrix_32_raw_0_1,10,4,98.5639880952379,76.55985119047287,22.004136904765033
LATAM,RAW,matrix_32_raw_0_1,10,5,98.72306547619029,94.16949404761463,4.553571428575651
LATAM,RAW,matrix_32_raw_0_1,10,6,98.86413690476172,95.81035714285268,3.053779761909041
LATAM,RAW,matrix_32_raw_0_1,10,7,99.12053571428552,96.36809523809076,2.7524404761947636
LATAM,RAW,matrix_32_raw_0_1,10,8,99.7517857142855,97.73738095237644,2.014404761909063
LATAM,POS,matrix_32_pos_0_1,0,1,1.054255952380933,1.055773809523828,-0.001517857142895096
LATAM,POS,matrix_32_pos_0_1,0,2,1.847857142857108,1.90261904761908,-0.05476190476197207
LATAM,POS,matrix_32_pos_0_1,0,3,2.608660714285665,2.431785714285755,0.17687499999990974
LATAM,POS,matrix_32_pos_0_1,0,4,3.3342261904761266,2.8447916666667146,0.489434523809412
LATAM,POS,matrix_32_pos_0_1,0,5,3.9987202380951614,3.254672619047673,0.7440476190474885
LATAM,POS,matrix_32_pos_0_1,0,6,4.6536011904761,3.623928571428632,1.029672619047468
LATAM,POS,matrix_32_pos_0_1,0,7,5.273333333333231,3.8864583333333975,1.3868749999998338
LATAM,POS,matrix_32_pos_0_1,0,8,5.868988095237982,4.1425297619048305,1.7264583333331514
LATAM,POS,matrix_32_pos_0_1,1,1,4.906398809523715,2.54479166666671,2.361607142857005
LATAM,POS,matrix_32_pos_0_1,1,2,7.925892857142703,3.779196428571492,4.146696428571211
LATAM,POS,matrix_32_pos_0_1,1,3,9.892321428571234,4.893005952381035,4.9993154761901994
LATAM,POS,matrix_32_pos_0_1,1,4,13.536994047618784,6.675863095238206,6.861130952380577
LATAM,POS,matrix_32_pos_0_1,1,5,15.1408630952378,7.486398809523934,7.654464285713865
LATAM,POS,matrix_32_pos_0_1,1,6,16.94017857142824,8.639791666666811,8.30038690476143
LATAM,POS,matrix_32_pos_0_1,1,7,18.999166666666294,9.389821428571585,9.60934523809471
LATAM,POS,matrix_32_pos_0_1,1,8,20.46389880952341,10.44321428571446,10.020684523808951
LATAM,POS,matrix_32_pos_0_1,2,1,9.527410714285535,5.018839285714363,4.508571428571172
LATAM,POS,matrix_32_pos_0_1,2,2,16.929434523809203,7.880000000000126,9.049434523809076
LATAM,POS,matrix_32_pos_0_1,2,3,22.937053571428127,11.976398809524,10.960654761904127
LATAM,POS,matrix_32_pos_0_1,2,4,30.69181547618989,14.260357142857377,16.431458333332515
LATAM,POS,matrix_32_pos_0_1,2,5,34.63532738095172,16.694613095238367,17.940714285713355
LATAM,POS,matrix_32_pos_0_1,2,6,38.5634821428564,18.683482142857457,19.879999999998944
LATAM,POS,matrix_32_pos_0_1,2,7,41.27431547618968,21.193839285714635,20.080476190475043
LATAM,POS,matrix_32_pos_0_1,2,8,43.858035714284874,22.262589285714657,21.595446428570217
LATAM,POS,matrix_32_pos_0_1,3,1,17.711994047618695,7.251577380952524,10.460416666666172
LATAM,POS,matrix_32_pos_0_1,3,2,32.477529761904115,12.266964285714495,20.210565476189622
LATAM,POS,matrix_32_pos_0_1,3,3,41.71794642857063,18.49660714285743,23.221339285713196
LATAM,POS,matrix_32_pos_0_1,3,4,47.47711309523718,22.86523809523844,24.61187499999874
LATAM,POS,matrix_32_pos_0_1,3,5,54.75288690476088,24.846517857143237,29.90636904761764
LATAM,POS,matrix_32_pos_0_1,3,6,57.3913392857132,26.511309523809928,30.880029761903273
LATAM,POS,matrix_32_pos_0_1,3,7,60.19642857142743,28.04755952380996,32.148869047617474
LATAM,POS,matrix_32_pos_0_1,3,8,62.46803571428453,30.276309523809996,32.19172619047454
LATAM,POS,matrix_32_pos_0_1,4,1,26.936071428571008,9.815625000000216,17.120446428570794
LATAM,POS,matrix_32_pos_0_1,4,2,49.664702380951475,17.834107142857537,31.830595238093938
LATAM,POS,matrix_32_pos_0_1,4,3,66.13735119047485,26.85059523809588,39.28675595237897
LATAM,POS,matrix_32_pos_0_1,4,4,69.48169642857002,33.73818452381026,35.74351190475976
LATAM,POS,matrix_32_pos_0_1,4,5,77.2510119047604,35.43303571428648,41.81797619047392
LATAM,POS,matrix_32_pos_0_1,4,6,78.86053571428417,36.82220238095318,42.03833333333099
LATAM,POS,matrix_32_pos_0_1,4,7,80.0273809523794,39.76934523809609,40.25803571428331
LATAM,POS,matrix_32_pos_0_1,4,8,83.1516369047603,41.95181547619137,41.199821428568924
LATAM,POS,matrix_32_pos_0_1,5,1,39.70907738095181,12.388333333333652,27.32074404761816
LATAM,POS,matrix_32_pos_0_1,5,2,67.96321428571335,23.281190476191053,44.68202380952229
LATAM,POS,matrix_32_pos_0_1,5,3,78.14363095237997,34.9737797619057,43.16985119047426
LATAM,POS,matrix_32_pos_0_1,5,4,80.70172619047516,44.117827380953585,36.58389880952157
LATAM,POS,matrix_32_pos_0_1,5,5,86.00895833333213,45.541785714286945,40.467172619045186
LATAM,POS,matrix_32_pos_0_1,5,6,87.0961607142845,46.632053571429815,40.46410714285468
LATAM,POS,matrix_32_pos_0_1,5,7,87.91324404761782,50.02880952381083,37.884434523806995
LATAM,POS,matrix_32_pos_0_1,5,8,91.1528273809511,52.030922619048965,39.12190476190213
LATAM,POS,matrix_32_pos_0_1,6,1,53.708273809524634,15.39455357142846,38.313720238096174
LATAM,POS,matrix_32_pos_0_1,6,2,83.76827380952436,29.219613095238223,54.548660714286136
LATAM,POS,matrix_32_pos_0_1,6,3,86.47627976190525,42.56925595238153,43.907023809523714
LATAM,POS,matrix_32_pos_0_1,6,4,92.14154761904794,53.87354166666761,38.26800595238033
LATAM,POS,matrix_32_pos_0_1,6,5,94.93955357142885,55.29854166666764,39.64101190476121
LATAM,POS,matrix_32_pos_0_1,6,6,95.527470238095475,60.99035714285815,34.53711309523732
LATAM,POS,matrix_32_pos_0_1,6,7,96.1090178571431,61.72193452381054,34.38708333333256
LATAM,POS,matrix_32_pos_0_1,6,8,96.92401785714308,64.9487202380963,31.975297619046785
LATAM,POS,matrix_32_pos_0_1,7,1,63.92934523809468,18.410982142857208,45.518363095237476
LATAM,POS,matrix_32_pos_0_1,7,2,90.80928571428448,34.897797619047886,55.9114880952366
LATAM,POS,matrix_32_pos_0_1,7,3,92.78860119047492,49.89556547619093,42.89303571428399
LATAM,POS,matrix_32_pos_0_1,7,4,96.19812499999868,63.24937500000093,32.94874999999775
LATAM,POS,matrix_32_pos_0_1,7,5,97.66687499999864,71.23514880952497,26.431726190473668
LATAM,POS,matrix_32_pos_0_1,7,6,98.27422619047482,75.56720238095362,22.707023809521203
LATAM,POS,matrix_32_pos_0_1,7,7,98.8508035714272,76.20541666666792,22.64538690475929
LATAM,POS,matrix_32_pos_0_1,7,8,98.95035714285576,79.13758928571559,19.812767857140173
LATAM,POS,matrix_32_pos_0_1,8,1,74.22333333333242,19.836696428571393,54.386636904761026
LATAM,POS,matrix_32_pos_0_1,8,2,96.13803571428411,37.12416666666691,59.013869047617206
LATAM,POS,matrix_32_pos_0_1,8,3,98.2723214285698,53.713809523809694,44.5585119047601
LATAM,POS,matrix_32_pos_0_1,8,4,98.8733928571412,67.63800595238163,31.235386904759565
LATAM,POS,matrix_32_pos_0_1,8,5,99.43398809523646,78.0446428571439,21.38934523809256
LATAM,POS,matrix_32_pos_0_1,8,6,99.67663690476029,82.76327380952492,16.91336309523537
LATAM,POS,matrix_32_pos_0_1,8,7,99.7071428571412,84.62083333333447,15.086309523806733
LATAM,POS,matrix_32_pos_0_1,8,8,99.7665178571412,85.05169642857258,14.714821428568612
LATAM,POS,matrix_32_pos_0_1,9,1,83.05202380952271,21.32166666666652,61.73035714285619
