analysis_sample,weighting,method,matrix_name,d_hamming,coverage_threshold,first_prototype_reaching_threshold,max_coverage_available,matrix
EUROPE,equal_candidate,EFA,matrix_32_pos_0_1,10,80,5,98.38059523809656,POS
EUROPE,equal_candidate,EFA,matrix_32_pos_0_1,10,85,5,98.38059523809656,POS
EUROPE,equal_candidate,EFA,matrix_32_pos_0_1,10,90,6,98.38059523809656,POS
EUROPE,equal_candidate,EFA,matrix_32_pos_0_1,10,95,6,98.38059523809656,POS
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,0,80,NA,4.8616666666666175,EXT
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,0,85,NA,4.8616666666666175,EXT
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,0,90,NA,4.8616666666666175,EXT
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,0,95,NA,4.8616666666666175,EXT
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,1,80,NA,9.764434523809424,EXT
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,1,85,NA,9.764434523809424,EXT
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,1,90,NA,9.764434523809424,EXT
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,1,95,NA,9.764434523809424,EXT
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,2,80,NA,19.728095238095033,EXT
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,2,85,NA,19.728095238095033,EXT
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,2,90,NA,19.728095238095033,EXT
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,2,95,NA,19.728095238095033,EXT
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,3,80,NA,27.42059523809497,EXT
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,3,85,NA,27.42059523809497,EXT
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,3,90,NA,27.42059523809497,EXT
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,3,95,NA,27.42059523809497,EXT
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,4,80,NA,37.059880952380546,EXT
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,4,85,NA,37.059880952380546,EXT
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,4,90,NA,37.059880952380546,EXT
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,4,95,NA,37.059880952380546,EXT
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,5,80,NA,47.6283630952378,EXT
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,5,85,NA,47.6283630952378,EXT
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,5,90,NA,47.6283630952378,EXT
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,5,95,NA,47.6283630952378,EXT
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,6,80,NA,58.63297619047574,EXT
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,6,85,NA,58.63297619047574,EXT
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,6,90,NA,58.63297619047574,EXT
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,6,95,NA,58.63297619047574,EXT
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,7,80,NA,71.3150892857133,EXT
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,7,85,NA,71.3150892857133,EXT
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,7,90,NA,71.3150892857133,EXT
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,7,95,NA,71.3150892857133,EXT
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,8,80,10,82.1974404761884,EXT
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,8,85,NA,82.1974404761884,EXT
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,8,90,NA,82.1974404761884,EXT
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,8,95,NA,82.1974404761884,EXT
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,9,80,7,90.27119047618804,EXT
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,9,85,8,90.27119047618804,EXT
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,9,90,12,90.27119047618804,EXT
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,9,95,NA,90.27119047618804,EXT
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,10,80,5,95.01148809523497,EXT
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,10,85,6,95.01148809523497,EXT
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,10,90,7,95.01148809523497,EXT
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,10,95,12,95.01148809523497,EXT
EUROPE,equal_candidate,EFA,matrix_32_z_abs,0,80,NA,2.854374999999982,Z_ABS
EUROPE,equal_candidate,EFA,matrix_32_z_abs,0,85,NA,2.854374999999982,Z_ABS
EUROPE,equal_candidate,EFA,matrix_32_z_abs,0,90,NA,2.854374999999982,Z_ABS
EUROPE,equal_candidate,EFA,matrix_32_z_abs,0,95,NA,2.854374999999982,Z_ABS
EUROPE,equal_candidate,EFA,matrix_32_z_abs,1,80,NA,6.340208333333293,Z_ABS
EUROPE,equal_candidate,EFA,matrix_32_z_abs,1,85,NA,6.340208333333293,Z_ABS
EUROPE,equal_candidate,EFA,matrix_32_z_abs,1,90,NA,6.340208333333293,Z_ABS
EUROPE,equal_candidate,EFA,matrix_32_z_abs,1,95,NA,6.340208333333293,Z_ABS
EUROPE,equal_candidate,EFA,matrix_32_z_abs,2,80,NA,14.257916666666576,Z_ABS
EUROPE,equal_candidate,EFA,matrix_32_z_abs,2,85,NA,14.257916666666576,Z_ABS
EUROPE,equal_candidate,EFA,matrix_32_z_abs,2,90,NA,14.257916666666576,Z_ABS
EUROPE,equal_candidate,EFA,matrix_32_z_abs,2,95,NA,14.257916666666576,Z_ABS
EUROPE,equal_candidate,EFA,matrix_32_z_abs,3,80,NA,21.99904761904748,Z_ABS
EUROPE,equal_candidate,EFA,matrix_32_z_abs,3,85,NA,21.99904761904748,Z_ABS
EUROPE,equal_candidate,EFA,matrix_32_z_abs,3,90,NA,21.99904761904748,Z_ABS
EUROPE,equal_candidate,EFA,matrix_32_z_abs,3,95,NA,21.99904761904748,Z_ABS
EUROPE,equal_candidate,EFA,matrix_32_z_abs,4,80,NA,33.23770833333312,Z_ABS
EUROPE,equal_candidate,EFA,matrix_32_z_abs,4,85,NA,33.23770833333312,Z_ABS
EUROPE,equal_candidate,EFA,matrix_32_z_abs,4,90,NA,33.23770833333312,Z_ABS
EUROPE,equal_candidate,EFA,matrix_32_z_abs,4,95,NA,33.23770833333312,Z_ABS
EUROPE,equal_candidate,EFA,matrix_32_z_abs,5,80,NA,43.95642857142841,Z_ABS
EUROPE,equal_candidate,EFA,matrix_32_z_abs,5,85,NA,43.95642857142841,Z_ABS
EUROPE,equal_candidate,EFA,matrix_32_z_abs,5,90,NA,43.95642857142841,Z_ABS
EUROPE,equal_candidate,EFA,matrix_32_z_abs,5,95,NA,43.95642857142841,Z_ABS
EUROPE,equal_candidate,EFA,matrix_32_z_abs,6,80,NA,53.63794642857133,Z_ABS
EUROPE,equal_candidate,EFA,matrix_32_z_abs,6,85,NA,53.63794642857133,Z_ABS
EUROPE,equal_candidate,EFA,matrix_32_z_abs,6,90,NA,53.63794642857133,Z_ABS
EUROPE,equal_candidate,EFA,matrix_32_z_abs,6,95,NA,53.63794642857133,Z_ABS
EUROPE,equal_candidate,EFA,matrix_32_z_abs,7,80,NA,68.99577380952383,Z_ABS
EUROPE,equal_candidate,EFA,matrix_32_z_abs,7,85,NA,68.99577380952383,Z_ABS
EUROPE,equal_candidate,EFA,matrix_32_z_abs,7,90,NA,68.99577380952383,Z_ABS
EUROPE,equal_candidate,EFA,matrix_32_z_abs,7,95,NA,68.99577380952383,Z_ABS
EUROPE,equal_candidate,EFA,matrix_32_z_abs,8,80,12,80.37755952380915,Z_ABS
EUROPE,equal_candidate,EFA,matrix_32_z_abs,8,85,NA,80.37755952380915,Z_ABS
EUROPE,equal_candidate,EFA,matrix_32_z_abs,8,90,NA,80.37755952380915,Z_ABS
EUROPE,equal_candidate,EFA,matrix_32_z_abs,8,95,NA,80.37755952380915,Z_ABS
EUROPE,equal_candidate,EFA,matrix_32_z_abs,9,80,5,88.67553571428415,Z_ABS
EUROPE,equal_candidate,EFA,matrix_32_z_abs,9,85,9,88.67553571428415,Z_ABS
EUROPE,equal_candidate,EFA,matrix_32_z_abs,9,90,NA,88.67553571428415,Z_ABS
EUROPE,equal_candidate,EFA,matrix_32_z_abs,9,95,NA,88.67553571428415,Z_ABS
EUROPE,equal_candidate,EFA,matrix_32_z_abs,10,80,5,95.47327380952176,Z_ABS
EUROPE,equal_candidate,EFA,matrix_32_z_abs,10,85,5,95.47327380952176,Z_ABS
EUROPE,equal_candidate,EFA,matrix_32_z_abs,10,90,6,95.47327380952176,Z_ABS
EUROPE,equal_candidate,EFA,matrix_32_z_abs,10,95,12,95.47327380952176,Z_ABS
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,0,80,NA,4.158452380952277,RAW
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,0,85,NA,4.158452380952277,RAW
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,0,90,NA,4.158452380952277,RAW
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,0,95,NA,4.158452380952277,RAW
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,1,80,NA,14.38360119047584,RAW
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,1,85,NA,14.38360119047584,RAW
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,1,90,NA,14.38360119047584,RAW
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,1,95,NA,14.38360119047584,RAW
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,2,80,NA,37.21139880952288,RAW
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,2,85,NA,37.21139880952288,RAW
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,2,90,NA,37.21139880952288,RAW
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,2,95,NA,37.21139880952288,RAW
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,3,80,NA,59.49041666666516,RAW
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,3,85,NA,59.49041666666516,RAW
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,3,90,NA,59.49041666666516,RAW
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,3,95,NA,59.49041666666516,RAW
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,4,80,12,81.53773809523624,RAW
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,4,85,NA,81.53773809523624,RAW
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,4,90,NA,81.53773809523624,RAW
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,4,95,NA,81.53773809523624,RAW
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,5,80,7,91.54297619047368,RAW
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,5,85,9,91.54297619047368,RAW
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,5,90,12,91.54297619047368,RAW
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,5,95,NA,91.54297619047368,RAW
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,6,80,4,96.28666666666412,RAW
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,6,85,4,96.28666666666412,RAW
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,6,90,7,96.28666666666412,RAW
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,6,95,9,96.28666666666412,RAW
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,7,80,3,97.75711309523652,RAW
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,7,85,3,97.75711309523652,RAW
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,7,90,4,97.75711309523652,RAW
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,7,95,6,97.75711309523652,RAW
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,8,80,2,98.78568452380811,RAW
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,8,85,2,98.78568452380811,RAW
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,8,90,3,98.78568452380811,RAW
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,8,95,4,98.78568452380811,RAW
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,9,80,2,99.69211309523688,RAW
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,9,85,2,99.69211309523688,RAW
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,9,90,2,99.69211309523688,RAW
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,9,95,3,99.69211309523688,RAW
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,10,80,2,99.9531249999998,RAW
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,10,85,2,99.9531249999998,RAW
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,10,90,2,99.9531249999998,RAW
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,10,95,2,99.9531249999998,RAW
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,0,80,NA,7.820744047618897,POS
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,0,85,NA,7.820744047618897,POS
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,0,90,NA,7.820744047618897,POS
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,0,95,NA,7.820744047618897,POS
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,1,80,NA,25.410446428570932,POS
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,1,85,NA,25.410446428570932,POS
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,1,90,NA,25.410446428570932,POS
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,1,95,NA,25.410446428570932,POS
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,2,80,NA,50.03282738095142,POS
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,2,85,NA,50.03282738095142,POS
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,2,90,NA,50.03282738095142,POS
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,2,95,NA,50.03282738095142,POS
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,3,80,NA,71.97717261904623,POS
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,3,85,NA,71.97717261904623,POS
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,3,90,NA,71.97717261904623,POS
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,3,95,NA,71.97717261904623,POS
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,4,80,7,88.78476190476019,POS
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,4,85,9,88.78476190476019,POS
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,4,90,NA,88.78476190476019,POS
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,4,95,NA,88.78476190476019,POS
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,5,80,4,94.6330059523796,POS
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,5,85,5,94.6330059523796,POS
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,5,90,8,94.6330059523796,POS
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,5,95,NA,94.6330059523796,POS
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,6,80,2,98.2127380952383,POS
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,6,85,3,98.2127380952383,POS
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,6,90,4,98.2127380952383,POS
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,6,95,6,98.2127380952383,POS
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,7,80,2,99.6272619047605,POS
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,7,85,2,99.6272619047605,POS
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,7,90,2,99.6272619047605,POS
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,7,95,4,99.6272619047605,POS
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,8,80,2,99.96874999999834,POS
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,8,85,2,99.96874999999834,POS
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,8,90,2,99.96874999999834,POS
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,8,95,2,99.96874999999834,POS
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,9,80,1,99.99999999999858,POS
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,9,85,2,99.99999999999858,POS
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,9,90,2,99.99999999999858,POS
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,9,95,2,99.99999999999858,POS
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,10,80,1,99.99999999999903,POS
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,10,85,1,99.99999999999903,POS
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,10,90,1,99.99999999999903,POS
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,10,95,2,99.99999999999903,POS
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,0,80,NA,5.238392857142726,EXT
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,0,85,NA,5.238392857142726,EXT
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,0,90,NA,5.238392857142726,EXT
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,0,95,NA,5.238392857142726,EXT
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,1,80,NA,11.548928571428286,EXT
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,1,85,NA,11.548928571428286,EXT
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,1,90,NA,11.548928571428286,EXT
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,1,95,NA,11.548928571428286,EXT
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,2,80,NA,29.3105952380945,EXT
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,2,85,NA,29.3105952380945,EXT
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,2,90,NA,29.3105952380945,EXT
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,2,95,NA,29.3105952380945,EXT
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,3,80,NA,48.05297619047497,EXT
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,3,85,NA,48.05297619047497,EXT
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,3,90,NA,48.05297619047497,EXT
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,3,95,NA,48.05297619047497,EXT
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,4,80,NA,68.2863988095221,EXT
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,4,85,NA,68.2863988095221,EXT
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,4,90,NA,68.2863988095221,EXT
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,4,95,NA,68.2863988095221,EXT
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,5,80,10,84.1115178571401,EXT
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,5,85,NA,84.1115178571401,EXT
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,5,90,NA,84.1115178571401,EXT
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,5,95,NA,84.1115178571401,EXT
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,6,80,5,93.36592261904424,EXT
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,6,85,7,93.36592261904424,EXT
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,6,90,8,93.36592261904424,EXT
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,6,95,NA,93.36592261904424,EXT
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,7,80,3,97.37491071428376,EXT
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,7,85,4,97.37491071428376,EXT
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,7,90,6,97.37491071428376,EXT
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,7,95,8,97.37491071428376,EXT
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,8,80,3,98.76803571428462,EXT
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,8,85,3,98.76803571428462,EXT
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,8,90,4,98.76803571428462,EXT
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,8,95,6,98.76803571428462,EXT
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,9,80,2,99.5104166666664,EXT
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,9,85,2,99.5104166666664,EXT
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,9,90,3,99.5104166666664,EXT
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,9,95,5,99.5104166666664,EXT
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,10,80,2,99.83258928571416,EXT
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,10,85,2,99.83258928571416,EXT
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,10,90,2,99.83258928571416,EXT
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,10,95,3,99.83258928571416,EXT
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,0,80,NA,1.6440178571427218,Z_ABS
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,0,85,NA,1.6440178571427218,Z_ABS
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,0,90,NA,1.6440178571427218,Z_ABS
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,0,95,NA,1.6440178571427218,Z_ABS
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,1,80,NA,3.200059523809261,Z_ABS
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,1,85,NA,3.200059523809261,Z_ABS
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,1,90,NA,3.200059523809261,Z_ABS
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,1,95,NA,3.200059523809261,Z_ABS
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,2,80,NA,5.706041666666195,Z_ABS
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,2,85,NA,5.706041666666195,Z_ABS
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,2,90,NA,5.706041666666195,Z_ABS
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,2,95,NA,5.706041666666195,Z_ABS
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,3,80,NA,10.449613095237243,Z_ABS
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,3,85,NA,10.449613095237243,Z_ABS
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,3,90,NA,10.449613095237243,Z_ABS
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,3,95,NA,10.449613095237243,Z_ABS
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,4,80,NA,20.703601190474473,Z_ABS
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,4,85,NA,20.703601190474473,Z_ABS
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,4,90,NA,20.703601190474473,Z_ABS
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,4,95,NA,20.703601190474473,Z_ABS
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,5,80,NA,30.904315476187904,Z_ABS
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,5,85,NA,30.904315476187904,Z_ABS
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,5,90,NA,30.904315476187904,Z_ABS
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,5,95,NA,30.904315476187904,Z_ABS
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,6,80,NA,48.86770833332933,Z_ABS
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,6,85,NA,48.86770833332933,Z_ABS
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,6,90,NA,48.86770833332933,Z_ABS
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,6,95,NA,48.86770833332933,Z_ABS
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,7,80,NA,64.04645833332793,Z_ABS
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,7,85,NA,64.04645833332793,Z_ABS
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,7,90,NA,64.04645833332793,Z_ABS
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,7,95,NA,64.04645833332793,Z_ABS
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,8,80,NA,78.41249999999334,Z_ABS
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,8,85,NA,78.41249999999334,Z_ABS
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,8,90,NA,78.41249999999334,Z_ABS
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,8,95,NA,78.41249999999334,Z_ABS
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,9,80,8,87.86610119046944,Z_ABS
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,9,85,9,87.86610119046944,Z_ABS
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,9,90,NA,87.86610119046944,Z_ABS
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,9,95,NA,87.86610119046944,Z_ABS
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,10,80,8,96.09672619046924,Z_ABS
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,10,85,9,96.09672619046924,Z_ABS
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,10,90,9,96.09672619046924,Z_ABS
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,10,95,12,96.09672619046924,Z_ABS
LATAM,equal_candidate,EFA,matrix_32_raw_0_1,0,80,NA,6.799642857142641,RAW
LATAM,equal_candidate,EFA,matrix_32_raw_0_1,0,85,NA,6.799642857142641,RAW
LATAM,equal_candidate,EFA,matrix_32_raw_0_1,0,90,NA,6.799642857142641,RAW
LATAM,equal_candidate,EFA,matrix_32_raw_0_1,0,95,NA,6.799642857142641,RAW
LATAM,equal_candidate,EFA,matrix_32_raw_0_1,1,80,NA,15.062976190475712,RAW
LATAM,equal_candidate,EFA,matrix_32_raw_0_1,1,85,NA,15.062976190475712,RAW
LATAM,equal_candidate,EFA,matrix_32_raw_0_1,1,90,NA,15.062976190475712,RAW
LATAM,equal_candidate,EFA,matrix_32_raw_0_1,1,95,NA,15.062976190475712,RAW
LATAM,equal_candidate,EFA,matrix_32_raw_0_1,2,80,NA,32.0534226190466,RAW
LATAM,equal_candidate,EFA,matrix_32_raw_0_1,2,85,NA,32.0534226190466,RAW
LATAM,equal_candidate,EFA,matrix_32_raw_0_1,2,90,NA,32.0534226190466,RAW
LATAM,equal_candidate,EFA,matrix_32_raw_0_1,2,95,NA,32.0534226190466,RAW
LATAM,equal_candidate,EFA,matrix_32_raw_0_1,3,80,NA,44.53446428571285,RAW
LATAM,equal_candidate,EFA,matrix_32_raw_0_1,3,85,NA,44.53446428571285,RAW
