analysis_sample,variable,category,n_bootstraps,mean_n,sd_n,mean_total_n,min_total_n,max_total_n,mean_prop,sd_prop,min_prop,q25_prop,median_prop,q75_prop,max_prop
DIEGO,age_group_model,25_34,1000,93.698,8.475531288988943,249.936,212,285,0.37495194264643744,0.030080155553978357,0.265625,0.3538125629828687,0.37448503856912774,0.3941908713692946,0.4727272727272727
DIEGO,age_group_model,45_54,1000,48.063,6.473866073834245,249.936,212,285,0.19233848078292007,0.02477639275107898,0.11788617886178862,0.17647058823529413,0.19140625,0.20901639344262296,0.296137339055794
DIEGO,age_group_model,65_plus,1000,3.002,1.7184146615264129,249.936,212,285,0.012015187299953864,0.006868182715693309,0,0.007751937984496124,0.011764705882352941,0.016260162601626018,0.0398406374501992
RENOVISOR,age_group_model,25_34,1000,220.716,12.077218355366577,611.641,583,646,0.36083404004864045,0.018471199559373673,0.30033557046979864,0.3489047930903059,0.361445612115331,0.3738390032570244,0.41098169717138106
RENOVISOR,age_group_model,35_44,1000,124.483,9.836893588703445,611.641,583,646,0.20353281883044502,0.015895002726064682,0.15296052631578946,0.19266046252466493,0.2036727879799666,0.2146341463414634,0.2573770491803279
RENOVISOR,age_group_model,18_24,1000,75.006,8.351030098359344,611.641,583,646,0.1226132096345631,0.013354896761581279,0.08552631578947369,0.11323764599453985,0.1225960550647216,0.13086028558727544,0.16885245901639345
RENOVISOR,age_group_model,45_54,1000,63.867,7.182541326014063,611.641,583,646,0.10443582982182957,0.011777697131207427,0.06666666666666667,0.09651569641315108,0.10423452768729642,0.11201633004557221,0.13884297520661157
RENOVISOR,age_group_model,unknown,1000,62.719,7.125363837012803,611.641,583,646,0.10253749449183949,0.011498669098727167,0.06935483870967742,0.0941176934896546,0.10231023102310231,0.11038158711140589,0.14057507987220447
RENOVISOR,age_group_model,55_64,1000,49.188,6.416215693368157,611.641,583,646,0.08043387128862946,0.010525141705865203,0.0492845786963434,0.07332247557003257,0.08032786885245902,0.08766233766233766,0.12376237623762376
RENOVISOR,age_group_model,65_plus,1000,15.662,3.7847166446221703,611.641,583,646,0.025612735884052877,0.006202028054262716,0.004784688995215311,0.02130275549354726,0.025518341307814992,0.0297029702970297,0.048252911813643926
WHY_EUROPE,age_group_model,25_34,1000,65.24,7.30039010572009,138.423,102,171,0.4715472928925091,0.04190307675563308,0.34558823529411764,0.44366197183098594,0.47244094488188976,0.5,0.6086956521739131
WHY_EUROPE,age_group_model,18_24,1000,49.148,6.550649357659671,138.423,102,171,0.35497036559523193,0.03861319955481521,0.23529411764705882,0.32857142857142857,0.35513019821220365,0.38028169014084506,0.4632352941176471
WHY_EUROPE,age_group_model,35_44,1000,13.876,3.806193782653624,138.423,102,171,0.10021470157365554,0.026510864875035095,0.028368794326241134,0.08269123221276331,0.09774436090225563,0.11678832116788321,0.203125
WHY_EUROPE,age_group_model,45_54,1000,7.843,2.84296208793459,138.423,102,171,0.05658256422961533,0.019856782047508532,0.007246376811594203,0.04225352112676056,0.056338028169014086,0.06870229007633588,0.12413793103448276
WHY_EUROPE,age_group_model,55_64,1000,1.351,1.1623898443079117,138.423,102,171,0.009732213149398459,0.008297525872533715,0,0,0.007547277284119389,0.014814814814814815,0.0410958904109589
WHY_EUROPE,age_group_model,65_plus,1000,0.835,0.8992127576850694,138.423,102,171,0.00602081558792892,0.006452887927271544,0,0,0.006756756756756757,0.008,0.031746031746031744
WHY_EUROPE,age_group_model,unknown,1000,0.13,0.37045544568441535,138.423,102,171,9.320469716607243e-4,0.0026546888645714675,0,0,0,0,0.015503875968992248
WHY_LATAM,age_group_model,25_34,1000,311.263,12.133303262015996,608,608,608,0.5119457236842105,0.019956090891473703,0.45230263157894735,0.5,0.5115131578947368,0.524671052631579,0.5822368421052632
WHY_LATAM,age_group_model,18_24,1000,185.807,11.128323799682985,608,608,608,0.30560361842105266,0.01830316414421542,0.24671052631578946,0.2944078947368421,0.3059210526315789,0.31743421052631576,0.36019736842105265
WHY_LATAM,age_group_model,35_44,1000,55.913,7.005605577643485,608,608,608,0.09196217105263157,0.011522377594808364,0.05592105263157895,0.08388157894736842,0.09210526315789473,0.10032894736842106,0.13486842105263158
WHY_LATAM,age_group_model,unknown,1000,28.89,3.807939127717296,608,608,608,0.047516447368421054,0.006263057775850809,0.03125,0.04276315789473684,0.047697368421052634,0.05263157894736842,0.06907894736842106
WHY_LATAM,age_group_model,45_54,1000,19.572,4.412968421628494,608,608,608,0.03219078947368421,0.007258171746099504,0.011513157894736841,0.02631578947368421,0.03125,0.03618421052631579,0.05592105263157895
WHY_LATAM,age_group_model,55_64,1000,6.332,2.446990756779391,608,608,608,0.010414473684210526,0.004024655849966117,0,0.008223684210526315,0.009868421052631578,0.013157894736842105,0.023026315789473683
WHY_LATAM,age_group_model,65_plus,1000,0.223,0.46204381229975117,608,608,608,3.667763157894737e-4,7.599404807561649e-4,0,0,0,0,0.004934210526315789
COMPLETE,bootstrap_source,EU_POLITICAL,1000,1000,0,1608,1608,1608,0.6218905472636815,0,0.6218905472636815,0.6218905472636815,0.6218905472636815,0.6218905472636815,0.6218905472636815
COMPLETE,bootstrap_source,LATAM_INCOME,1000,608,0,1608,1608,1608,0.3781094527363184,0,0.3781094527363184,0.3781094527363184,0.3781094527363184,0.3781094527363184,0.3781094527363184
EUROPE,bootstrap_source,EU_POLITICAL,1000,1000,0,1000,1000,1000,1,0,1,1,1,1,1
LATAM,bootstrap_source,LATAM_INCOME,1000,608,0,608,608,608,1,0,1,1,1,1,1
DIEGO,bootstrap_source,EU_POLITICAL,1000,249.936,11.36992432600935,249.936,212,285,1,0,1,1,1,1,1
RENOVISOR,bootstrap_source,EU_POLITICAL,1000,611.641,9.484939803872402,611.641,583,646,1,0,1,1,1,1,1
WHY_EUROPE,bootstrap_source,EU_POLITICAL,1000,138.423,10.385756348717935,138.423,102,171,1,0,1,1,1,1,1
WHY_LATAM,bootstrap_source,LATAM_INCOME,1000,608,0,608,608,608,1,0,1,1,1,1,1
COMPLETE,city_size_model,unknown,1000,1002.967,9.304756283186004,1608,1608,1608,0.6237356965174129,0.005786539977105735,0.6038557213930348,0.6200248756218906,0.6237562189054726,0.6274875621890548,0.6411691542288557
COMPLETE,city_size_model,rural_small,1000,604.944,9.291134978525982,1608,1608,1608,0.3762089552238806,0.005778069016496263,0.35883084577114427,0.3725124378109453,0.3762437810945274,0.37997512437810943,0.39614427860696516
COMPLETE,city_size_model,conflict,1000,0.089,0.30194398515315746,1608,1608,1608,5.534825870646761e-5,1.8777611016987546e-4,0,0,0,0,0.0012437810945273632
EUROPE,city_size_model,rural_small,1000,604.944,9.291134978525982,1000,1000,1000,0.604944,0.009291134978526011,0.577,0.599,0.605,0.611,0.637
EUROPE,city_size_model,unknown,1000,394.967,9.304756283186004,1000,1000,1000,0.394967,0.00930475628318602,0.363,0.389,0.395,0.401,0.423
EUROPE,city_size_model,conflict,1000,0.089,0.30194398515315746,1000,1000,1000,8.90000000000001e-5,3.019439851531561e-4,0,0,0,0,0.002
LATAM,city_size_model,unknown,1000,608,0,608,608,608,1,0,1,1,1,1,1
DIEGO,city_size_model,unknown,1000,249.936,11.36992432600935,249.936,212,285,1,0,1,1,1,1,1
RENOVISOR,city_size_model,rural_small,1000,604.944,9.291134978525982,611.641,583,646,0.989062337580826,0.0042891496551720225,0.9688524590163935,0.9866888519134775,0.9898819273819275,0.99185667752443,1
RENOVISOR,city_size_model,unknown,1000,6.608,2.637288624950119,611.641,583,646,0.010792531561217365,0.004273326102965543,0,0.008116883116883116,0.01001669449081803,0.013245033112582781,0.03114754098360656
RENOVISOR,city_size_model,conflict,1000,0.089,0.30194398515315746,611.641,583,646,1.451308579567117e-4,4.929042551471474e-4,0,0,0,0,0.0033277870216306157
WHY_EUROPE,city_size_model,unknown,1000,138.423,10.385756348717935,138.423,102,171,1,0,1,1,1,1,1
WHY_LATAM,city_size_model,unknown,1000,608,0,608,608,608,1,0,1,1,1,1,1
COMPLETE,comparison_region,EUROPE,1000,1000,0,1608,1608,1608,0.6218905472636815,0,0.6218905472636815,0.6218905472636815,0.6218905472636815,0.6218905472636815,0.6218905472636815
COMPLETE,comparison_region,LATAM,1000,608,0,1608,1608,1608,0.3781094527363184,0,0.3781094527363184,0.3781094527363184,0.3781094527363184,0.3781094527363184,0.3781094527363184
EUROPE,comparison_region,EUROPE,1000,1000,0,1000,1000,1000,1,0,1,1,1,1,1
LATAM,comparison_region,LATAM,1000,608,0,608,608,608,1,0,1,1,1,1,1
DIEGO,comparison_region,EUROPE,1000,249.936,11.36992432600935,249.936,212,285,1,0,1,1,1,1,1
RENOVISOR,comparison_region,EUROPE,1000,611.641,9.484939803872402,611.641,583,646,1,0,1,1,1,1,1
WHY_EUROPE,comparison_region,EUROPE,1000,138.423,10.385756348717935,138.423,102,171,1,0,1,1,1,1,1
WHY_LATAM,comparison_region,LATAM,1000,608,0,608,608,608,1,0,1,1,1,1,1
COMPLETE,country,Missing,1000,1000,0,1608,1608,1608,0.6218905472636815,0,0.6218905472636815,0.6218905472636815,0.6218905472636815,0.6218905472636815,0.6218905472636815
COMPLETE,country,Mexico,1000,517,0,1608,1608,1608,0.3215174129353234,0,0.3215174129353234,0.3215174129353234,0.3215174129353234,0.3215174129353234,0.3215174129353234
COMPLETE,country,Chile,1000,78,0,1608,1608,1608,0.048507462686567165,0,0.048507462686567165,0.048507462686567165,0.048507462686567165,0.048507462686567165,0.048507462686567165
COMPLETE,country,Colombia,1000,13,0,1608,1608,1608,0.00808457711442786,0,0.00808457711442786,0.00808457711442786,0.00808457711442786,0.00808457711442786,0.00808457711442786
EUROPE,country,Missing,1000,1000,0,1000,1000,1000,1,0,1,1,1,1,1
LATAM,country,Mexico,1000,517,0,608,608,608,0.850328947368421,0,0.850328947368421,0.850328947368421,0.850328947368421,0.850328947368421,0.850328947368421
LATAM,country,Chile,1000,78,0,608,608,608,0.12828947368421054,0,0.12828947368421054,0.12828947368421054,0.12828947368421054,0.12828947368421054,0.12828947368421054
LATAM,country,Colombia,1000,13,0,608,608,608,0.02138157894736842,0,0.02138157894736842,0.02138157894736842,0.02138157894736842,0.02138157894736842,0.02138157894736842
DIEGO,country,Missing,1000,249.936,11.36992432600935,249.936,212,285,1,0,1,1,1,1,1
RENOVISOR,country,Missing,1000,611.641,9.484939803872402,611.641,583,646,1,0,1,1,1,1,1
WHY_EUROPE,country,Missing,1000,138.423,10.385756348717935,138.423,102,171,1,0,1,1,1,1,1
WHY_LATAM,country,Mexico,1000,517,0,608,608,608,0.850328947368421,0,0.850328947368421,0.850328947368421,0.850328947368421,0.850328947368421,0.850328947368421
WHY_LATAM,country,Chile,1000,78,0,608,608,608,0.12828947368421054,0,0.12828947368421054,0.12828947368421054,0.12828947368421054,0.12828947368421054,0.12828947368421054
WHY_LATAM,country,Colombia,1000,13,0,608,608,608,0.02138157894736842,0,0.02138157894736842,0.02138157894736842,0.02138157894736842,0.02138157894736842,0.02138157894736842
COMPLETE,country_code,Missing,1000,1000,0,1608,1608,1608,0.6218905472636815,0,0.6218905472636815,0.6218905472636815,0.6218905472636815,0.6218905472636815,0.6218905472636815
COMPLETE,country_code,MX,1000,517,0,1608,1608,1608,0.3215174129353234,0,0.3215174129353234,0.3215174129353234,0.3215174129353234,0.3215174129353234,0.3215174129353234
COMPLETE,country_code,CL,1000,78,0,1608,1608,1608,0.048507462686567165,0,0.048507462686567165,0.048507462686567165,0.048507462686567165,0.048507462686567165,0.048507462686567165
COMPLETE,country_code,CO,1000,13,0,1608,1608,1608,0.00808457711442786,0,0.00808457711442786,0.00808457711442786,0.00808457711442786,0.00808457711442786,0.00808457711442786
EUROPE,country_code,Missing,1000,1000,0,1000,1000,1000,1,0,1,1,1,1,1
LATAM,country_code,MX,1000,517,0,608,608,608,0.850328947368421,0,0.850328947368421,0.850328947368421,0.850328947368421,0.850328947368421,0.850328947368421
LATAM,country_code,CL,1000,78,0,608,608,608,0.12828947368421054,0,0.12828947368421054,0.12828947368421054,0.12828947368421054,0.12828947368421054,0.12828947368421054
LATAM,country_code,CO,1000,13,0,608,608,608,0.02138157894736842,0,0.02138157894736842,0.02138157894736842,0.02138157894736842,0.02138157894736842,0.02138157894736842
DIEGO,country_code,Missing,1000,249.936,11.36992432600935,249.936,212,285,1,0,1,1,1,1,1
RENOVISOR,country_code,Missing,1000,611.641,9.484939803872402,611.641,583,646,1,0,1,1,1,1,1
WHY_EUROPE,country_code,Missing,1000,138.423,10.385756348717935,138.423,102,171,1,0,1,1,1,1,1
WHY_LATAM,country_code,MX,1000,517,0,608,608,608,0.850328947368421,0,0.850328947368421,0.850328947368421,0.850328947368421,0.850328947368421,0.850328947368421
WHY_LATAM,country_code,CL,1000,78,0,608,608,608,0.12828947368421054,0,0.12828947368421054,0.12828947368421054,0.12828947368421054,0.12828947368421054,0.12828947368421054
WHY_LATAM,country_code,CO,1000,13,0,608,608,608,0.02138157894736842,0,0.02138157894736842,0.02138157894736842,0.02138157894736842,0.02138157894736842,0.02138157894736842
COMPLETE,country_model,MX,1000,517,0,1608,1608,1608,0.3215174129353234,0,0.3215174129353234,0.3215174129353234,0.3215174129353234,0.3215174129353234,0.3215174129353234
COMPLETE,country_model,DE,1000,181.133,11.77199604531411,1608,1608,1608,0.11264490049751244,0.007320893063006279,0.08395522388059702,0.10820895522388059,0.11318407960199005,0.11753731343283583,0.13495024875621892
COMPLETE,country_model,ES,1000,151.468,10.045092328091359,1608,1608,1608,0.09419651741293532,0.006246947965230938,0.07276119402985075,0.08955223880597014,0.09390547263681592,0.09825870646766169,0.11318407960199005
COMPLETE,country_model,IT,1000,147.078,11.127881458109883,1608,1608,1608,0.09146641791044777,0.006920324289869332,0.07027363184079602,0.08706467661691543,0.0914179104477612,0.09577114427860696,0.11629353233830846
COMPLETE,country_model,FR,1000,102.176,9.23332433516111,1608,1608,1608,0.06354228855721393,0.005742117123856408,0.04539800995024876,0.05970149253731343,0.06343283582089553,0.06716417910447761,0.08333333333333333
COMPLETE,country_model,GB,1000,80.985,8.086542349308951,1608,1608,1608,0.05036380597014925,0.005028944247082684,0.034203980099502485,0.04664179104477612,0.05037313432835821,0.054104477611940295,0.0640547263681592
COMPLETE,country_model,CL,1000,78,0,1608,1608,1608,0.048507462686567165,0,0.048507462686567165,0.048507462686567165,0.048507462686567165,0.048507462686567165,0.048507462686567165
COMPLETE,country_model,NL,1000,52.524,6.855393527757567,1608,1608,1608,0.03266417910447761,0.004263304432685058,0.01990049751243781,0.029850746268656716,0.03233830845771144,0.03544776119402985,0.0472636815920398
COMPLETE,country_model,PL,1000,45.834,6.567463404966604,1608,1608,1608,0.028503731343283583,0.0040842434110488855,0.013681592039800995,0.025497512437810944,0.028606965174129355,0.03109452736318408,0.04228855721393035
COMPLETE,country_model,BE,1000,37.505,5.990815041783955,1608,1608,1608,0.02332400497512438,0.00372563124489052,0.013059701492537313,0.021144278606965175,0.0236318407960199,0.025497512437810944,0.034203980099502485
COMPLETE,country_model,GR,1000,32.232,5.680003383664304,1608,1608,1608,0.020044776119402984,0.0035323404127265826,0.009950248756218905,0.017412935323383085,0.01990049751243781,0.022388059701492536,0.03171641791044776
COMPLETE,country_model,HU,1000,19.934,4.246136323020455,1608,1608,1608,0.012396766169154229,0.002640632041679391,0.004353233830845771,0.010572139303482588,0.012437810945273632,0.014303482587064677,0.021144278606965175
COMPLETE,country_model,RO,1000,19.003,4.273787109374569,1608,1608,1608,0.011817786069651741,0.0026578278043374163,0.003109452736318408,0.009950248756218905,0.01181592039800995,0.013681592039800995,0.021766169154228857
COMPLETE,country_model,CZ,1000,15.534,3.988075820336015,1608,1608,1608,0.00966044776119403,0.0024801466544378237,0.003109452736318408,0.00808457711442786,0.009328358208955223,0.011194029850746268,0.018656716417910446
COMPLETE,country_model,PT,1000,14.263,3.7115504316399397,1608,1608,1608,0.00887002487562189,0.002308178129129317,0.003109452736318408,0.007462686567164179,0.008706467661691543,0.010572139303482588,0.017412935323383085
COMPLETE,country_model,CO,1000,13,0,1608,1608,1608,0.00808457711442786,0,0.00808457711442786,0.00808457711442786,0.00808457711442786,0.00808457711442786,0.00808457711442786
COMPLETE,country_model,IE,1000,13.361,3.585740723551626,1608,1608,1608,0.00830907960199005,0.0022299382609151904,0.0024875621890547263,0.006840796019900498,0.00808457711442786,0.009950248756218905,0.014925373134328358
COMPLETE,country_model,CH,1000,10.666,3.251617600059547,1608,1608,1608,0.0066330845771144275,0.0020221502487932502,0.0012437810945273632,0.004975124378109453,0.006840796019900498,0.00808457711442786,0.014303482587064677
COMPLETE,country_model,Missing,1000,10.274,3.1961131299031207,1608,1608,1608,0.006389303482587065,0.0019876325434721,0.0012437810945273632,0.004975124378109453,0.006218905472636816,0.007462686567164179,0.01554726368159204
COMPLETE,country_model,FI,1000,9.616,2.98352902540689,1608,1608,1608,0.005980099502487562,0.001855428498387377,6.218905472636816e-4,0.004975124378109453,0.005597014925373134,0.006840796019900498,0.012437810945273632
COMPLETE,country_model,SE,1000,8.862,2.9996589729424206,1608,1608,1608,0.0055111940298507465,0.0018654595602875753,0,0.004353233830845771,0.005597014925373134,0.006840796019900498,0.013059701492537313
COMPLETE,country_model,AT,1000,7.627,2.7672239751289616,1608,1608,1608,0.0047431592039801,0.0017209104322941315,0,0.0037313432835820895,0.004975124378109453,0.005597014925373134,0.009950248756218905
COMPLETE,country_model,NO,1000,8.046,2.783816379295453,1608,1608,1608,0.005003731343283582,0.0017312290916016552,6.218905472636816e-4,0.0037313432835820895,0.004975124378109453,0.006218905472636816,0.010572139303482588
COMPLETE,country_model,DK,1000,5.416,2.240527608391374,1608,1608,1608,0.0033681592039800996,0.0013933629405419052,0,0.0024875621890547263,0.003109452736318408,0.004353233830845771,0.007462686567164179
COMPLETE,country_model,LV,1000,5.293,2.3521657432425234,1608,1608,1608,0.0032916666666666667,0.0014627896413199847,0,0.0024875621890547263,0.003109452736318408,0.004353233830845771,0.009328358208955223
COMPLETE,country_model,SI,1000,5.391,2.30248136157938,1608,1608,1608,0.0033526119402985076,0.001431891394017019,0,0.0024875621890547263,0.003109452736318408,0.004353233830845771,0.009950248756218905
COMPLETE,country_model,SK,1000,5.281,2.327543008508428,1608,1608,1608,0.0032842039800995027,0.0014474769953410575,0,0.0024875621890547263,0.003109452736318408,0.004353233830845771,0.008706467661691543
COMPLETE,country_model,BG,1000,4.388,2.047840240265252,1608,1608,1608,0.002728855721393035,0.0012735324877271457,0,0.0018656716417910447,0.0024875621890547263,0.0037313432835820895,0.00808457711442786
COMPLETE,country_model,EE,1000,2.802,1.6969607171869563,1608,1608,1608,0.0017425373134328356,0.0010553238290963698,0,0.0012437810945273632,0.0018656716417910447,0.0024875621890547263,0.006218905472636816
COMPLETE,country_model,LT,1000,1.849,1.3864058284359333,1608,1608,1608,0.0011498756218905472,8.621926793755792e-4,0,6.218905472636816e-4,0.0012437810945273632,0.0018656716417910447,0.004353233830845771
COMPLETE,country_model,IS,1000,1.136,1.0623712310829156,1608,1608,1608,7.064676616915423e-4,6.60678626295348e-4,0,0,6.218905472636816e-4,0.0012437810945273632,0.003109452736318408
COMPLETE,country_model,MT,1000,0.183,0.44689004319934533,1608,1608,1608,1.138059701492538e-4,2.7791669353192976e-4,0,0,0,0,0.0018656716417910447
COMPLETE,country_model,OTHER_EU,1000,0.14,0.37220765513156284,1608,1608,1608,8.706467661691539e-5,2.3147242234549938e-4,0,0,0,0,0.0018656716417910447
EUROPE,country_model,DE,1000,181.133,11.77199604531411,1000,1000,1000,0.181133,0.011771996045314117,0.135,0.174,0.182,0.189,0.217
EUROPE,country_model,ES,1000,151.468,10.045092328091359,1000,1000,1000,0.151468,0.01004509232809134,0.117,0.144,0.151,0.158,0.182
EUROPE,country_model,IT,1000,147.078,11.127881458109883,1000,1000,1000,0.147078,0.011127881458109888,0.113,0.14,0.147,0.154,0.187
EUROPE,country_model,FR,1000,102.176,9.23332433516111,1000,1000,1000,0.102176,0.009233324335161068,0.073,0.096,0.102,0.108,0.134
EUROPE,country_model,GB,1000,80.985,8.086542349308951,1000,1000,1000,0.080985,0.008086542349308936,0.055,0.075,0.081,0.087,0.103
EUROPE,country_model,NL,1000,52.524,6.855393527757567,1000,1000,1000,0.052524,0.006855393527757578,0.032,0.048,0.052,0.057,0.076
EUROPE,country_model,PL,1000,45.834,6.567463404966604,1000,1000,1000,0.045834,0.006567463404966618,0.022,0.041,0.046,0.05,0.068
EUROPE,country_model,BE,1000,37.505,5.990815041783955,1000,1000,1000,0.037505,0.0059908150417839505,0.021,0.034,0.038,0.041,0.055
EUROPE,country_model,GR,1000,32.232,5.680003383664304,1000,1000,1000,0.032232,0.005680003383664352,0.016,0.028,0.032,0.036,0.051
EUROPE,country_model,HU,1000,19.934,4.246136323020455,1000,1000,1000,0.019934,0.004246136323020459,0.007,0.017,0.02,0.023,0.034
EUROPE,country_model,RO,1000,19.003,4.273787109374569,1000,1000,1000,0.019003,0.004273787109374565,0.005,0.016,0.019,0.022,0.035
EUROPE,country_model,CZ,1000,15.534,3.988075820336015,1000,1000,1000,0.015534,0.0039880758203360055,0.005,0.013,0.015,0.018,0.03
EUROPE,country_model,PT,1000,14.263,3.7115504316399397,1000,1000,1000,0.014263,0.0037115504316399405,0.005,0.012,0.014,0.017,0.028
EUROPE,country_model,IE,1000,13.361,3.585740723551626,1000,1000,1000,0.013361,0.0035857407235516227,0.004,0.011,0.013,0.016,0.024
EUROPE,country_model,CH,1000,10.666,3.251617600059547,1000,1000,1000,0.010666,0.0032516176000595494,0.002,0.008,0.011,0.013,0.023
EUROPE,country_model,Missing,1000,10.274,3.1961131299031207,1000,1000,1000,0.010274,0.0031961131299031273,0.002,0.008,0.01,0.012,0.025
EUROPE,country_model,FI,1000,9.616,2.98352902540689,1000,1000,1000,0.009616,0.002983529025406895,0.001,0.008,0.009,0.011,0.02
EUROPE,country_model,SE,1000,8.862,2.9996589729424206,1000,1000,1000,0.008862,0.0029996589729424142,0,0.007,0.009,0.011,0.021
EUROPE,country_model,AT,1000,7.627,2.7672239751289616,1000,1000,1000,0.007627,0.0027672239751289534,0,0.006,0.008,0.009,0.016
EUROPE,country_model,NO,1000,8.046,2.783816379295453,1000,1000,1000,0.008046000000000001,0.0027838163792954533,0.001,0.006,0.008,0.01,0.017
EUROPE,country_model,DK,1000,5.416,2.240527608391374,1000,1000,1000,0.005416,0.002240527608391365,0,0.004,0.005,0.007,0.012
EUROPE,country_model,LV,1000,5.293,2.3521657432425234,1000,1000,1000,0.005293,0.002352165743242522,0,0.004,0.005,0.007,0.015
EUROPE,country_model,SI,1000,5.391,2.30248136157938,1000,1000,1000,0.005391,0.0023024813615793722,0,0.004,0.005,0.007,0.016
EUROPE,country_model,SK,1000,5.281,2.327543008508428,1000,1000,1000,0.005281,0.0023275430085084236,0,0.004,0.005,0.007,0.014
EUROPE,country_model,BG,1000,4.388,2.047840240265252,1000,1000,1000,0.004388,0.0020478402402652543,0,0.003,0.004,0.006,0.013
EUROPE,country_model,EE,1000,2.802,1.6969607171869563,1000,1000,1000,0.002802,0.001696960717186956,0,0.002,0.003,0.004,0.01
EUROPE,country_model,LT,1000,1.849,1.3864058284359333,1000,1000,1000,0.001849,0.0013864058284359289,0,0.001,0.002,0.003,0.007
EUROPE,country_model,IS,1000,1.136,1.0623712310829156,1000,1000,1000,0.001136,0.0010623712310829211,0,0,0.001,0.002,0.005
EUROPE,country_model,MT,1000,0.183,0.44689004319934533,1000,1000,1000,1.8299999999999992e-4,4.4689004319934555e-4,0,0,0,0,0.003
