analysis_sample,bootstrap_id,variable,category,n,total_n,prop
COMPLETE,131,self_classification_archetype_model,None,14,612,0.02287581699346405
COMPLETE,131,self_classification_archetype_model,Stubborn,30,612,0.049019607843137254
COMPLETE,131,self_classification_archetype_model,Uninterested,16,612,0.026143790849673203
COMPLETE,132,self_classification_archetype_model,Activist,81,610,0.13278688524590163
COMPLETE,132,self_classification_archetype_model,Careful,174,610,0.28524590163934427
COMPLETE,132,self_classification_archetype_model,Early adopter,8,610,0.013114754098360656
COMPLETE,132,self_classification_archetype_model,Fearful,81,610,0.13278688524590163
COMPLETE,132,self_classification_archetype_model,Homo economicus,180,610,0.29508196721311475
COMPLETE,132,self_classification_archetype_model,Influencer,33,610,0.054098360655737705
COMPLETE,132,self_classification_archetype_model,None,12,610,0.019672131147540985
COMPLETE,132,self_classification_archetype_model,Stubborn,27,610,0.04426229508196721
COMPLETE,132,self_classification_archetype_model,Uninterested,14,610,0.022950819672131147
COMPLETE,133,self_classification_archetype_model,Activist,88,598,0.14715719063545152
COMPLETE,133,self_classification_archetype_model,Careful,181,598,0.30267558528428096
COMPLETE,133,self_classification_archetype_model,Early adopter,5,598,0.008361204013377926
COMPLETE,133,self_classification_archetype_model,Fearful,83,598,0.13879598662207357
COMPLETE,133,self_classification_archetype_model,Homo economicus,165,598,0.27591973244147155
COMPLETE,133,self_classification_archetype_model,Influencer,23,598,0.038461538461538464
COMPLETE,133,self_classification_archetype_model,None,9,598,0.015050167224080268
COMPLETE,133,self_classification_archetype_model,Stubborn,31,598,0.051839464882943144
COMPLETE,133,self_classification_archetype_model,Uninterested,13,598,0.021739130434782608
COMPLETE,134,self_classification_archetype_model,Activist,73,607,0.12026359143327842
COMPLETE,134,self_classification_archetype_model,Careful,186,607,0.30642504118616143
COMPLETE,134,self_classification_archetype_model,Early adopter,6,607,0.009884678747940691
COMPLETE,134,self_classification_archetype_model,Fearful,69,607,0.11367380560131796
COMPLETE,134,self_classification_archetype_model,Homo economicus,165,607,0.27182866556836904
COMPLETE,134,self_classification_archetype_model,Influencer,33,607,0.054365733113673806
COMPLETE,134,self_classification_archetype_model,None,13,607,0.0214168039538715
COMPLETE,134,self_classification_archetype_model,Stubborn,44,607,0.07248764415156507
COMPLETE,134,self_classification_archetype_model,Uninterested,18,607,0.029654036243822075
COMPLETE,135,self_classification_archetype_model,Activist,81,602,0.1345514950166113
COMPLETE,135,self_classification_archetype_model,Careful,177,602,0.29401993355481726
COMPLETE,135,self_classification_archetype_model,Early adopter,9,602,0.014950166112956811
COMPLETE,135,self_classification_archetype_model,Fearful,92,602,0.15282392026578073
COMPLETE,135,self_classification_archetype_model,Homo economicus,153,602,0.2541528239202658
COMPLETE,135,self_classification_archetype_model,Influencer,26,602,0.04318936877076412
COMPLETE,135,self_classification_archetype_model,None,16,602,0.026578073089700997
COMPLETE,135,self_classification_archetype_model,Stubborn,32,602,0.053156146179401995
COMPLETE,135,self_classification_archetype_model,Uninterested,16,602,0.026578073089700997
COMPLETE,136,self_classification_archetype_model,Activist,87,601,0.1447587354409318
COMPLETE,136,self_classification_archetype_model,Careful,165,601,0.27454242928452577
COMPLETE,136,self_classification_archetype_model,Early adopter,5,601,0.008319467554076539
COMPLETE,136,self_classification_archetype_model,Fearful,92,601,0.15307820299500832
COMPLETE,136,self_classification_archetype_model,Homo economicus,154,601,0.2562396006655574
COMPLETE,136,self_classification_archetype_model,Influencer,28,601,0.04658901830282862
COMPLETE,136,self_classification_archetype_model,None,9,601,0.014975041597337771
COMPLETE,136,self_classification_archetype_model,Stubborn,41,601,0.06821963394342762
COMPLETE,136,self_classification_archetype_model,Uninterested,20,601,0.033277870216306155
COMPLETE,137,self_classification_archetype_model,Activist,70,597,0.11725293132328309
COMPLETE,137,self_classification_archetype_model,Careful,167,597,0.2797319932998325
COMPLETE,137,self_classification_archetype_model,Early adopter,9,597,0.01507537688442211
COMPLETE,137,self_classification_archetype_model,Fearful,78,597,0.1306532663316583
COMPLETE,137,self_classification_archetype_model,Homo economicus,177,597,0.2964824120603015
COMPLETE,137,self_classification_archetype_model,Influencer,39,597,0.06532663316582915
COMPLETE,137,self_classification_archetype_model,None,8,597,0.01340033500837521
COMPLETE,137,self_classification_archetype_model,Stubborn,28,597,0.04690117252931323
COMPLETE,137,self_classification_archetype_model,Uninterested,21,597,0.035175879396984924
COMPLETE,138,self_classification_archetype_model,Activist,81,602,0.1345514950166113
COMPLETE,138,self_classification_archetype_model,Careful,166,602,0.2757475083056478
COMPLETE,138,self_classification_archetype_model,Early adopter,4,602,0.006644518272425249
COMPLETE,138,self_classification_archetype_model,Fearful,88,602,0.1461794019933555
COMPLETE,138,self_classification_archetype_model,Homo economicus,164,602,0.2724252491694352
COMPLETE,138,self_classification_archetype_model,Influencer,24,602,0.03986710963455149
COMPLETE,138,self_classification_archetype_model,None,21,602,0.03488372093023256
COMPLETE,138,self_classification_archetype_model,Stubborn,41,602,0.0681063122923588
COMPLETE,138,self_classification_archetype_model,Uninterested,13,602,0.02159468438538206
COMPLETE,139,self_classification_archetype_model,Activist,86,600,0.14333333333333334
COMPLETE,139,self_classification_archetype_model,Careful,163,600,0.27166666666666667
COMPLETE,139,self_classification_archetype_model,Early adopter,7,600,0.011666666666666667
COMPLETE,139,self_classification_archetype_model,Fearful,100,600,0.16666666666666666
COMPLETE,139,self_classification_archetype_model,Homo economicus,163,600,0.27166666666666667
COMPLETE,139,self_classification_archetype_model,Influencer,22,600,0.03666666666666667
COMPLETE,139,self_classification_archetype_model,None,9,600,0.015
COMPLETE,139,self_classification_archetype_model,Stubborn,27,600,0.045
COMPLETE,139,self_classification_archetype_model,Uninterested,23,600,0.03833333333333333
COMPLETE,140,self_classification_archetype_model,Activist,83,600,0.13833333333333334
COMPLETE,140,self_classification_archetype_model,Careful,177,600,0.295
COMPLETE,140,self_classification_archetype_model,Early adopter,4,600,0.006666666666666667
COMPLETE,140,self_classification_archetype_model,Fearful,69,600,0.115
COMPLETE,140,self_classification_archetype_model,Homo economicus,159,600,0.265
COMPLETE,140,self_classification_archetype_model,Influencer,32,600,0.05333333333333334
COMPLETE,140,self_classification_archetype_model,None,11,600,0.018333333333333333
COMPLETE,140,self_classification_archetype_model,Stubborn,44,600,0.07333333333333333
COMPLETE,140,self_classification_archetype_model,Uninterested,21,600,0.035
COMPLETE,141,self_classification_archetype_model,Activist,72,603,0.11940298507462686
COMPLETE,141,self_classification_archetype_model,Careful,194,603,0.32172470978441126
COMPLETE,141,self_classification_archetype_model,Early adopter,10,603,0.01658374792703151
COMPLETE,141,self_classification_archetype_model,Fearful,72,603,0.11940298507462686
COMPLETE,141,self_classification_archetype_model,Homo economicus,163,603,0.2703150912106136
COMPLETE,141,self_classification_archetype_model,Influencer,27,603,0.04477611940298507
COMPLETE,141,self_classification_archetype_model,None,10,603,0.01658374792703151
COMPLETE,141,self_classification_archetype_model,Stubborn,44,603,0.07296849087893864
COMPLETE,141,self_classification_archetype_model,Uninterested,11,603,0.01824212271973466
COMPLETE,142,self_classification_archetype_model,Activist,66,609,0.10837438423645321
COMPLETE,142,self_classification_archetype_model,Careful,171,609,0.28078817733990147
COMPLETE,142,self_classification_archetype_model,Early adopter,6,609,0.009852216748768473
COMPLETE,142,self_classification_archetype_model,Fearful,80,609,0.13136288998357964
COMPLETE,142,self_classification_archetype_model,Homo economicus,180,609,0.2955665024630542
COMPLETE,142,self_classification_archetype_model,Influencer,37,609,0.060755336617405585
COMPLETE,142,self_classification_archetype_model,None,13,609,0.021346469622331693
COMPLETE,142,self_classification_archetype_model,Stubborn,40,609,0.06568144499178982
COMPLETE,142,self_classification_archetype_model,Uninterested,16,609,0.026272577996715927
COMPLETE,143,self_classification_archetype_model,Activist,69,603,0.11442786069651742
COMPLETE,143,self_classification_archetype_model,Careful,166,603,0.2752902155887231
COMPLETE,143,self_classification_archetype_model,Early adopter,7,603,0.011608623548922056
COMPLETE,143,self_classification_archetype_model,Fearful,98,603,0.1625207296849088
COMPLETE,143,self_classification_archetype_model,Homo economicus,187,603,0.3101160862354892
COMPLETE,143,self_classification_archetype_model,Influencer,26,603,0.04311774461028192
COMPLETE,143,self_classification_archetype_model,None,8,603,0.013266998341625208
COMPLETE,143,self_classification_archetype_model,Stubborn,34,603,0.05638474295190713
COMPLETE,143,self_classification_archetype_model,Uninterested,8,603,0.013266998341625208
COMPLETE,144,self_classification_archetype_model,Activist,71,597,0.11892797319932999
COMPLETE,144,self_classification_archetype_model,Careful,174,597,0.2914572864321608
COMPLETE,144,self_classification_archetype_model,Early adopter,8,597,0.01340033500837521
COMPLETE,144,self_classification_archetype_model,Fearful,96,597,0.16080402010050251
COMPLETE,144,self_classification_archetype_model,Homo economicus,160,597,0.26800670016750416
COMPLETE,144,self_classification_archetype_model,Influencer,30,597,0.05025125628140704
COMPLETE,144,self_classification_archetype_model,None,7,597,0.011725293132328308
COMPLETE,144,self_classification_archetype_model,Stubborn,38,597,0.06365159128978225
COMPLETE,144,self_classification_archetype_model,Uninterested,13,597,0.021775544388609715
COMPLETE,145,self_classification_archetype_model,Activist,75,621,0.12077294685990338
COMPLETE,145,self_classification_archetype_model,Careful,199,621,0.32045088566827695
COMPLETE,145,self_classification_archetype_model,Early adopter,6,621,0.00966183574879227
COMPLETE,145,self_classification_archetype_model,Fearful,73,621,0.11755233494363929
COMPLETE,145,self_classification_archetype_model,Homo economicus,182,621,0.29307568438003223
COMPLETE,145,self_classification_archetype_model,Influencer,27,621,0.043478260869565216
COMPLETE,145,self_classification_archetype_model,None,12,621,0.01932367149758454
COMPLETE,145,self_classification_archetype_model,Stubborn,40,621,0.0644122383252818
COMPLETE,145,self_classification_archetype_model,Uninterested,7,621,0.011272141706924315
COMPLETE,146,self_classification_archetype_model,Activist,72,606,0.1188118811881188
COMPLETE,146,self_classification_archetype_model,Careful,177,606,0.29207920792079206
COMPLETE,146,self_classification_archetype_model,Early adopter,7,606,0.01155115511551155
COMPLETE,146,self_classification_archetype_model,Fearful,90,606,0.1485148514851485
COMPLETE,146,self_classification_archetype_model,Homo economicus,178,606,0.29372937293729373
COMPLETE,146,self_classification_archetype_model,Influencer,31,606,0.05115511551155116
COMPLETE,146,self_classification_archetype_model,None,6,606,0.009900990099009901
COMPLETE,146,self_classification_archetype_model,Stubborn,28,606,0.0462046204620462
COMPLETE,146,self_classification_archetype_model,Uninterested,17,606,0.028052805280528052
COMPLETE,147,self_classification_archetype_model,Activist,62,618,0.10032362459546926
COMPLETE,147,self_classification_archetype_model,Careful,191,618,0.30906148867313915
COMPLETE,147,self_classification_archetype_model,Early adopter,8,618,0.012944983818770227
COMPLETE,147,self_classification_archetype_model,Fearful,88,618,0.1423948220064725
COMPLETE,147,self_classification_archetype_model,Homo economicus,171,618,0.2766990291262136
COMPLETE,147,self_classification_archetype_model,Influencer,38,618,0.061488673139158574
COMPLETE,147,self_classification_archetype_model,None,12,618,0.019417475728155338
COMPLETE,147,self_classification_archetype_model,Stubborn,32,618,0.05177993527508091
COMPLETE,147,self_classification_archetype_model,Uninterested,16,618,0.025889967637540454
COMPLETE,148,self_classification_archetype_model,Activist,64,614,0.10423452768729642
COMPLETE,148,self_classification_archetype_model,Careful,182,614,0.2964169381107492
COMPLETE,148,self_classification_archetype_model,Early adopter,7,614,0.011400651465798045
COMPLETE,148,self_classification_archetype_model,Fearful,76,614,0.1237785016286645
COMPLETE,148,self_classification_archetype_model,Homo economicus,191,614,0.31107491856677527
COMPLETE,148,self_classification_archetype_model,Influencer,26,614,0.04234527687296417
COMPLETE,148,self_classification_archetype_model,None,11,614,0.017915309446254073
COMPLETE,148,self_classification_archetype_model,Stubborn,42,614,0.06840390879478828
COMPLETE,148,self_classification_archetype_model,Uninterested,15,614,0.024429967426710098
COMPLETE,149,self_classification_archetype_model,Activist,67,604,0.11092715231788079
COMPLETE,149,self_classification_archetype_model,Careful,186,604,0.3079470198675497
COMPLETE,149,self_classification_archetype_model,Early adopter,7,604,0.011589403973509934
COMPLETE,149,self_classification_archetype_model,Fearful,87,604,0.14403973509933773
COMPLETE,149,self_classification_archetype_model,Homo economicus,178,604,0.2947019867549669
COMPLETE,149,self_classification_archetype_model,Influencer,23,604,0.0380794701986755
COMPLETE,149,self_classification_archetype_model,None,11,604,0.018211920529801324
COMPLETE,149,self_classification_archetype_model,Stubborn,39,604,0.06456953642384106
COMPLETE,149,self_classification_archetype_model,Uninterested,6,604,0.009933774834437087
COMPLETE,150,self_classification_archetype_model,Activist,89,603,0.14759535655058043
COMPLETE,150,self_classification_archetype_model,Careful,174,603,0.2885572139303483
COMPLETE,150,self_classification_archetype_model,Early adopter,10,603,0.01658374792703151
COMPLETE,150,self_classification_archetype_model,Fearful,85,603,0.14096185737976782
COMPLETE,150,self_classification_archetype_model,Homo economicus,153,603,0.2537313432835821
COMPLETE,150,self_classification_archetype_model,Influencer,28,603,0.04643449419568822
COMPLETE,150,self_classification_archetype_model,None,11,603,0.01824212271973466
COMPLETE,150,self_classification_archetype_model,Stubborn,32,603,0.05306799336650083
COMPLETE,150,self_classification_archetype_model,Uninterested,21,603,0.03482587064676617
COMPLETE,151,self_classification_archetype_model,Activist,82,612,0.13398692810457516
COMPLETE,151,self_classification_archetype_model,Careful,166,612,0.27124183006535946
COMPLETE,151,self_classification_archetype_model,Early adopter,7,612,0.011437908496732025
COMPLETE,151,self_classification_archetype_model,Fearful,93,612,0.15196078431372548
COMPLETE,151,self_classification_archetype_model,Homo economicus,181,612,0.2957516339869281
COMPLETE,151,self_classification_archetype_model,Influencer,32,612,0.05228758169934641
COMPLETE,151,self_classification_archetype_model,None,8,612,0.013071895424836602
COMPLETE,151,self_classification_archetype_model,Stubborn,28,612,0.0457516339869281
COMPLETE,151,self_classification_archetype_model,Uninterested,15,612,0.024509803921568627
COMPLETE,152,self_classification_archetype_model,Activist,59,588,0.10034013605442177
COMPLETE,152,self_classification_archetype_model,Careful,181,588,0.3078231292517007
COMPLETE,152,self_classification_archetype_model,Early adopter,7,588,0.011904761904761904
COMPLETE,152,self_classification_archetype_model,Fearful,79,588,0.13435374149659865
COMPLETE,152,self_classification_archetype_model,Homo economicus,184,588,0.3129251700680272
COMPLETE,152,self_classification_archetype_model,Influencer,24,588,0.04081632653061224
COMPLETE,152,self_classification_archetype_model,None,9,588,0.015306122448979591
COMPLETE,152,self_classification_archetype_model,Stubborn,26,588,0.04421768707482993
COMPLETE,152,self_classification_archetype_model,Uninterested,19,588,0.03231292517006803
COMPLETE,153,self_classification_archetype_model,Activist,84,607,0.13838550247116968
COMPLETE,153,self_classification_archetype_model,Careful,169,607,0.2784184514003295
COMPLETE,153,self_classification_archetype_model,Early adopter,11,607,0.018121911037891267
COMPLETE,153,self_classification_archetype_model,Fearful,85,607,0.1400329489291598
COMPLETE,153,self_classification_archetype_model,Homo economicus,175,607,0.2883031301482702
COMPLETE,153,self_classification_archetype_model,Influencer,24,607,0.039538714991762765
COMPLETE,153,self_classification_archetype_model,None,10,607,0.016474464579901153
COMPLETE,153,self_classification_archetype_model,Stubborn,40,607,0.06589785831960461
COMPLETE,153,self_classification_archetype_model,Uninterested,9,607,0.014827018121911038
COMPLETE,154,self_classification_archetype_model,Activist,84,591,0.14213197969543148
COMPLETE,154,self_classification_archetype_model,Careful,162,591,0.27411167512690354
COMPLETE,154,self_classification_archetype_model,Early adopter,7,591,0.011844331641285956
COMPLETE,154,self_classification_archetype_model,Fearful,75,591,0.12690355329949238
COMPLETE,154,self_classification_archetype_model,Homo economicus,172,591,0.2910321489001692
COMPLETE,154,self_classification_archetype_model,Influencer,31,591,0.05245346869712352
COMPLETE,154,self_classification_archetype_model,None,12,591,0.02030456852791878
COMPLETE,154,self_classification_archetype_model,Stubborn,37,591,0.06260575296108291
COMPLETE,154,self_classification_archetype_model,Uninterested,11,591,0.018612521150592216
COMPLETE,155,self_classification_archetype_model,Activist,68,612,0.1111111111111111
COMPLETE,155,self_classification_archetype_model,Careful,176,612,0.2875816993464052
COMPLETE,155,self_classification_archetype_model,Early adopter,6,612,0.00980392156862745
COMPLETE,155,self_classification_archetype_model,Fearful,79,612,0.12908496732026145
COMPLETE,155,self_classification_archetype_model,Homo economicus,185,612,0.3022875816993464
COMPLETE,155,self_classification_archetype_model,Influencer,27,612,0.04411764705882353
COMPLETE,155,self_classification_archetype_model,None,14,612,0.02287581699346405
COMPLETE,155,self_classification_archetype_model,Stubborn,39,612,0.06372549019607843
COMPLETE,155,self_classification_archetype_model,Uninterested,18,612,0.029411764705882353
COMPLETE,156,self_classification_archetype_model,Activist,67,604,0.11092715231788079
COMPLETE,156,self_classification_archetype_model,Careful,177,604,0.29304635761589404
COMPLETE,156,self_classification_archetype_model,Early adopter,6,604,0.009933774834437087
COMPLETE,156,self_classification_archetype_model,Fearful,89,604,0.14735099337748345
COMPLETE,156,self_classification_archetype_model,Homo economicus,181,604,0.2996688741721854
COMPLETE,156,self_classification_archetype_model,Influencer,25,604,0.041390728476821195
COMPLETE,156,self_classification_archetype_model,None,10,604,0.016556291390728478
COMPLETE,156,self_classification_archetype_model,Stubborn,36,604,0.059602649006622516
COMPLETE,156,self_classification_archetype_model,Uninterested,13,604,0.02152317880794702
COMPLETE,157,self_classification_archetype_model,Activist,64,607,0.10543657331136738
COMPLETE,157,self_classification_archetype_model,Careful,169,607,0.2784184514003295
COMPLETE,157,self_classification_archetype_model,Early adopter,4,607,0.006589785831960461
COMPLETE,157,self_classification_archetype_model,Fearful,90,607,0.14827018121911037
COMPLETE,157,self_classification_archetype_model,Homo economicus,170,607,0.2800658978583196
COMPLETE,157,self_classification_archetype_model,Influencer,35,607,0.057660626029654036
COMPLETE,157,self_classification_archetype_model,None,11,607,0.018121911037891267
COMPLETE,157,self_classification_archetype_model,Stubborn,45,607,0.07413509060955518
COMPLETE,157,self_classification_archetype_model,Uninterested,19,607,0.03130148270181219
COMPLETE,158,self_classification_archetype_model,Activist,85,598,0.14214046822742474
COMPLETE,158,self_classification_archetype_model,Careful,165,598,0.27591973244147155
COMPLETE,158,self_classification_archetype_model,Early adopter,7,598,0.011705685618729096
COMPLETE,158,self_classification_archetype_model,Fearful,83,598,0.13879598662207357
COMPLETE,158,self_classification_archetype_model,Homo economicus,175,598,0.29264214046822745
COMPLETE,158,self_classification_archetype_model,Influencer,25,598,0.04180602006688963
COMPLETE,158,self_classification_archetype_model,None,6,598,0.010033444816053512
COMPLETE,158,self_classification_archetype_model,Stubborn,45,598,0.07525083612040134
COMPLETE,158,self_classification_archetype_model,Uninterested,7,598,0.011705685618729096
COMPLETE,159,self_classification_archetype_model,Activist,74,599,0.12353923205342238
COMPLETE,159,self_classification_archetype_model,Careful,179,599,0.2988313856427379
COMPLETE,159,self_classification_archetype_model,Early adopter,13,599,0.021702838063439065
COMPLETE,159,self_classification_archetype_model,Fearful,86,599,0.14357262103505844
COMPLETE,159,self_classification_archetype_model,Homo economicus,153,599,0.25542570951585974
COMPLETE,159,self_classification_archetype_model,Influencer,24,599,0.04006677796327212
COMPLETE,159,self_classification_archetype_model,None,17,599,0.028380634390651086
COMPLETE,159,self_classification_archetype_model,Stubborn,38,599,0.06343906510851419
COMPLETE,159,self_classification_archetype_model,Uninterested,15,599,0.025041736227045076
COMPLETE,160,self_classification_archetype_model,Activist,74,624,0.11858974358974358
COMPLETE,160,self_classification_archetype_model,Careful,188,624,0.30128205128205127
COMPLETE,160,self_classification_archetype_model,Early adopter,7,624,0.011217948717948718
COMPLETE,160,self_classification_archetype_model,Fearful,98,624,0.15705128205128205
COMPLETE,160,self_classification_archetype_model,Homo economicus,168,624,0.2692307692307692
COMPLETE,160,self_classification_archetype_model,Influencer,37,624,0.05929487179487179
COMPLETE,160,self_classification_archetype_model,None,10,624,0.016025641025641024
COMPLETE,160,self_classification_archetype_model,Stubborn,29,624,0.046474358974358976
COMPLETE,160,self_classification_archetype_model,Uninterested,13,624,0.020833333333333332
COMPLETE,161,self_classification_archetype_model,Activist,70,600,0.11666666666666667
COMPLETE,161,self_classification_archetype_model,Careful,182,600,0.30333333333333334
COMPLETE,161,self_classification_archetype_model,Early adopter,7,600,0.011666666666666667
COMPLETE,161,self_classification_archetype_model,Fearful,75,600,0.125
COMPLETE,161,self_classification_archetype_model,Homo economicus,171,600,0.285
COMPLETE,161,self_classification_archetype_model,Influencer,32,600,0.05333333333333334
COMPLETE,161,self_classification_archetype_model,None,12,600,0.02
COMPLETE,161,self_classification_archetype_model,Stubborn,33,600,0.055
COMPLETE,161,self_classification_archetype_model,Uninterested,18,600,0.03
COMPLETE,162,self_classification_archetype_model,Activist,80,591,0.1353637901861252
COMPLETE,162,self_classification_archetype_model,Careful,162,591,0.27411167512690354
COMPLETE,162,self_classification_archetype_model,Early adopter,7,591,0.011844331641285956
COMPLETE,162,self_classification_archetype_model,Fearful,92,591,0.155668358714044
COMPLETE,162,self_classification_archetype_model,Homo economicus,169,591,0.2859560067681895
COMPLETE,162,self_classification_archetype_model,Influencer,21,591,0.03553299492385787
COMPLETE,162,self_classification_archetype_model,None,11,591,0.018612521150592216
COMPLETE,162,self_classification_archetype_model,Stubborn,35,591,0.05922165820642978
COMPLETE,162,self_classification_archetype_model,Uninterested,14,591,0.023688663282571912
COMPLETE,163,self_classification_archetype_model,Activist,49,589,0.0831918505942275
COMPLETE,163,self_classification_archetype_model,Careful,169,589,0.2869269949066214
COMPLETE,163,self_classification_archetype_model,Early adopter,7,589,0.011884550084889643
COMPLETE,163,self_classification_archetype_model,Fearful,85,589,0.14431239388794567
COMPLETE,163,self_classification_archetype_model,Homo economicus,180,589,0.30560271646859083
COMPLETE,163,self_classification_archetype_model,Influencer,28,589,0.04753820033955857
COMPLETE,163,self_classification_archetype_model,None,11,589,0.01867572156196944
COMPLETE,163,self_classification_archetype_model,Stubborn,43,589,0.0730050933786078
COMPLETE,163,self_classification_archetype_model,Uninterested,17,589,0.028862478777589132
COMPLETE,164,self_classification_archetype_model,Activist,67,600,0.11166666666666666
COMPLETE,164,self_classification_archetype_model,Careful,183,600,0.305
COMPLETE,164,self_classification_archetype_model,Early adopter,11,600,0.018333333333333333
COMPLETE,164,self_classification_archetype_model,Fearful,75,600,0.125
COMPLETE,164,self_classification_archetype_model,Homo economicus,171,600,0.285
COMPLETE,164,self_classification_archetype_model,Influencer,34,600,0.056666666666666664
COMPLETE,164,self_classification_archetype_model,None,10,600,0.016666666666666666
COMPLETE,164,self_classification_archetype_model,Stubborn,32,600,0.05333333333333334
COMPLETE,164,self_classification_archetype_model,Uninterested,17,600,0.028333333333333332
COMPLETE,165,self_classification_archetype_model,Activist,62,602,0.10299003322259136
COMPLETE,165,self_classification_archetype_model,Careful,172,602,0.2857142857142857
COMPLETE,165,self_classification_archetype_model,Early adopter,5,602,0.008305647840531562
COMPLETE,165,self_classification_archetype_model,Fearful,96,602,0.15946843853820597
COMPLETE,165,self_classification_archetype_model,Homo economicus,180,602,0.29900332225913623
COMPLETE,165,self_classification_archetype_model,Influencer,27,602,0.044850498338870434
COMPLETE,165,self_classification_archetype_model,None,7,602,0.011627906976744186
COMPLETE,165,self_classification_archetype_model,Stubborn,35,602,0.05813953488372093
COMPLETE,165,self_classification_archetype_model,Uninterested,18,602,0.029900332225913623
COMPLETE,166,self_classification_archetype_model,Activist,82,612,0.13398692810457516
COMPLETE,166,self_classification_archetype_model,Careful,153,612,0.25
COMPLETE,166,self_classification_archetype_model,Early adopter,6,612,0.00980392156862745
COMPLETE,166,self_classification_archetype_model,Fearful,95,612,0.15522875816993464
COMPLETE,166,self_classification_archetype_model,Homo economicus,185,612,0.3022875816993464
COMPLETE,166,self_classification_archetype_model,Influencer,25,612,0.04084967320261438
COMPLETE,166,self_classification_archetype_model,None,17,612,0.027777777777777776
COMPLETE,166,self_classification_archetype_model,Stubborn,35,612,0.05718954248366013
COMPLETE,166,self_classification_archetype_model,Uninterested,14,612,0.02287581699346405
COMPLETE,167,self_classification_archetype_model,Activist,80,597,0.13400335008375208
COMPLETE,167,self_classification_archetype_model,Careful,165,597,0.27638190954773867
COMPLETE,167,self_classification_archetype_model,Early adopter,10,597,0.01675041876046901
COMPLETE,167,self_classification_archetype_model,Fearful,67,597,0.11222780569514237
COMPLETE,167,self_classification_archetype_model,Homo economicus,189,597,0.3165829145728643
COMPLETE,167,self_classification_archetype_model,Influencer,22,597,0.03685092127303183
COMPLETE,167,self_classification_archetype_model,None,9,597,0.01507537688442211
COMPLETE,167,self_classification_archetype_model,Stubborn,41,597,0.06867671691792294
COMPLETE,167,self_classification_archetype_model,Uninterested,14,597,0.023450586264656615
COMPLETE,168,self_classification_archetype_model,Activist,50,618,0.08090614886731391
COMPLETE,168,self_classification_archetype_model,Careful,186,618,0.30097087378640774
COMPLETE,168,self_classification_archetype_model,Early adopter,10,618,0.016181229773462782
COMPLETE,168,self_classification_archetype_model,Fearful,111,618,0.1796116504854369
COMPLETE,168,self_classification_archetype_model,Homo economicus,168,618,0.27184466019417475
COMPLETE,168,self_classification_archetype_model,Influencer,28,618,0.045307443365695796
COMPLETE,168,self_classification_archetype_model,None,12,618,0.019417475728155338
COMPLETE,168,self_classification_archetype_model,Stubborn,35,618,0.05663430420711974
COMPLETE,168,self_classification_archetype_model,Uninterested,18,618,0.02912621359223301
COMPLETE,169,self_classification_archetype_model,Activist,78,601,0.129783693843594
COMPLETE,169,self_classification_archetype_model,Careful,191,601,0.3178036605657238
COMPLETE,169,self_classification_archetype_model,Early adopter,10,601,0.016638935108153077
COMPLETE,169,self_classification_archetype_model,Fearful,79,601,0.1314475873544093
COMPLETE,169,self_classification_archetype_model,Homo economicus,163,601,0.27121464226289516
COMPLETE,169,self_classification_archetype_model,Influencer,27,601,0.04492512479201331
COMPLETE,169,self_classification_archetype_model,None,6,601,0.009983361064891847
COMPLETE,169,self_classification_archetype_model,Stubborn,33,601,0.05490848585690516
COMPLETE,169,self_classification_archetype_model,Uninterested,14,601,0.02329450915141431
COMPLETE,170,self_classification_archetype_model,Activist,75,596,0.12583892617449666
COMPLETE,170,self_classification_archetype_model,Careful,164,596,0.2751677852348993
COMPLETE,170,self_classification_archetype_model,Early adopter,9,596,0.015100671140939598
COMPLETE,170,self_classification_archetype_model,Fearful,87,596,0.14597315436241612
COMPLETE,170,self_classification_archetype_model,Homo economicus,181,596,0.3036912751677852
COMPLETE,170,self_classification_archetype_model,Influencer,22,596,0.03691275167785235
COMPLETE,170,self_classification_archetype_model,None,12,596,0.020134228187919462
COMPLETE,170,self_classification_archetype_model,Stubborn,31,596,0.05201342281879195
COMPLETE,170,self_classification_archetype_model,Uninterested,15,596,0.025167785234899327
COMPLETE,171,self_classification_archetype_model,Activist,64,602,0.10631229235880399
COMPLETE,171,self_classification_archetype_model,Careful,192,602,0.31893687707641194
COMPLETE,171,self_classification_archetype_model,Early adopter,7,602,0.011627906976744186
COMPLETE,171,self_classification_archetype_model,Fearful,77,602,0.12790697674418605
COMPLETE,171,self_classification_archetype_model,Homo economicus,171,602,0.2840531561461794
COMPLETE,171,self_classification_archetype_model,Influencer,27,602,0.044850498338870434
COMPLETE,171,self_classification_archetype_model,None,10,602,0.016611295681063124
COMPLETE,171,self_classification_archetype_model,Stubborn,35,602,0.05813953488372093
COMPLETE,171,self_classification_archetype_model,Uninterested,19,602,0.03156146179401993
COMPLETE,172,self_classification_archetype_model,Activist,66,591,0.1116751269035533
COMPLETE,172,self_classification_archetype_model,Careful,184,591,0.311336717428088
COMPLETE,172,self_classification_archetype_model,Early adopter,6,591,0.01015228426395939
COMPLETE,172,self_classification_archetype_model,Fearful,76,591,0.12859560067681894
COMPLETE,172,self_classification_archetype_model,Homo economicus,169,591,0.2859560067681895
COMPLETE,172,self_classification_archetype_model,Influencer,28,591,0.047377326565143825
