left_id,right_id,matching_similarity_pct
KM1,Influencer,44.44444444444444
KM2,Early.Adopter,16.666666666666668
KM3,Homo.Economicus,13.333333333333334
KM4,Activist,27.272727272727273
KM5,Careful,33.333333333333336
KM6,Fearful,30.76923076923077
