"cluster","n_patterns","pct_total_patterns","pct_rest_patterns"
"1",34,33.6633663366337,100
"2",19,18.8118811881188,66.3366336633663
"3",18,17.8217821782178,47.5247524752475
"4",8,7.92079207920792,29.7029702970297
"5",10,9.9009900990099,21.7821782178218
"6",5,4.95049504950495,11.8811881188119
"7",4,3.96039603960396,6.93069306930693
"Restantes",3,2.97029702970297,0
