kmeans_prototype,kmeans_determinants,incremental_covered_pct,cumulative_covered_pct,efa_match,common_km_efa,similarity_km_efa_pct,jaccard_km_efa_pct,common_determinants_km_efa,efa_determinants,expert_match,expert_n_active,common_km_expert,km_determinants_found_in_expert_pct,expert_determinants_found_in_km_pct,jaccard_km_expert_pct,common_determinants_km_expert,expert_determinants
KM1,det_10_cost_efficiency; det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,32.25571428571362,32.25571428571362,EFA3,6,75,60,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,det_22_peer_pressure; det_24_socialising; det_26_novelty; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,Influencer,5,5,62.5,100,62.5,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
KM2,det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_17_adherence; det_19_wellbeing,27.8264285714281,60.08214285714171,EFA6,5,62.5,45.45454545454545,det_08_trust; det_09_safety; det_10_cost_efficiency; det_17_adherence; det_19_wellbeing,det_03_risk_profile; det_08_trust; det_09_safety; det_10_cost_efficiency; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing; det_20_coziness,Fearful,9,7,87.5,77.77777777777777,70,det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
KM3,det_02_credit_score; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_14_environmental_concerns; det_19_wellbeing,4.628095238095158,64.71023809523687,EFA1,2,25,14.285714285714286,det_02_credit_score; det_10_cost_efficiency,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_10_cost_efficiency; det_23_support; det_26_novelty; det_27_fun,Careful,12,8,100,66.66666666666667,66.66666666666667,det_02_credit_score; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_14_environmental_concerns; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
KM4,det_06_climate_protection; det_07_legal; det_08_trust; det_11_knowledge; det_13_technical_fit; det_14_environmental_concerns; det_28_recognition; det_31_approval,5.844999999999899,70.55523809523677,EFA5,3,37.5,23.076923076923077,det_06_climate_protection; det_13_technical_fit; det_14_environmental_concerns,det_04_added_value; det_06_climate_protection; det_13_technical_fit; det_14_environmental_concerns; det_21_rights_and_duties; det_23_support; det_25_agreement; det_32_own_significance,Fearful,9,4,50,44.44444444444444,30.76923076923077,det_07_legal; det_08_trust; det_11_knowledge; det_13_technical_fit,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
KM5,det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_19_wellbeing; det_28_recognition,7.964523809523681,78.51976190476044,EFA2,3,37.5,23.076923076923077,det_13_technical_fit; det_15_self_satisfaction; det_16_commitment,det_04_added_value; det_07_legal; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_21_rights_and_duties; det_25_agreement,Fearful,9,5,62.5,55.55555555555556,41.666666666666664,det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
KM6,det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing; det_25_agreement; det_28_recognition; det_30_authority; det_31_approval,1.2888095238095023,79.80857142856995,EFA4,1,12.5,6.666666666666667,det_11_knowledge,det_03_risk_profile; det_11_knowledge; det_12_own_competence; det_16_commitment; det_17_adherence; det_18_autonomy; det_26_novelty; det_32_own_significance,Fearful,9,4,50,44.44444444444444,30.76923076923077,det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
