"cluster","n_patterns","pct_total_patterns","pct_rest_patterns"
"1",10891,34.2129236955361,100
"2",17572,55.2005780165237,65.7870763044639
"3",1732,5.44089466905413,10.5864982879402
"Restantes",1638,5.14560361888606,0
