"pattern_id","cluster"
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
11,1
12,1
14,1
17,1
19,1
23,1
26,1
43,1
44,1
53,1
60,1
61,1
64,1
73,1
