"cluster","n_active_dets","active_determinants"
"cluster_1",0,""
"cluster_2",4,"SECURITY; COMPETENCE; AUTONOMY; PHYSICALNESS"
"cluster_3",9,"FINANCIAL; SECURITY; COMPETENCE; AUTONOMY; PHYSICALNESS; RELATEDNESS; STIMULATION; POPULARITY; MEANING"
"cluster_4",4,"COMPETENCE; STIMULATION; POPULARITY; MEANING"
"cluster_5",4,"AUTONOMY; PHYSICALNESS; STIMULATION; POPULARITY"
"cluster_6",4,"PHYSICALNESS; RELATEDNESS; POPULARITY; MEANING"
