left_id,right_id,matching_similarity_pct
KM1,Influencer,30
KM2,Activist,40
KM3,Early.Adopter,27.272727272727273
KM4,Careful,53.84615384615385
KM5,Homo.Economicus,54.54545454545455
KM6,Fearful,30.76923076923077
