"cluster","n_active_dets","active_determinants"
"cluster_1",0,""
"cluster_2",2,"STIMULATION; POPULARITY"
"cluster_3",3,"COMPETENCE; AUTONOMY; PHYSICALNESS"
"cluster_4",9,"FINANCIAL; SECURITY; COMPETENCE; AUTONOMY; PHYSICALNESS; RELATEDNESS; STIMULATION; POPULARITY; MEANING"
"cluster_5",5,"FINANCIAL; SECURITY; COMPETENCE; AUTONOMY; PHYSICALNESS"
