"cluster","n_active_dets","active_determinants"
"cluster_1",5,"FINANCIAL; SECURITY; COMPETENCE; AUTONOMY; PHYSICALNESS"
"cluster_2",9,"FINANCIAL; SECURITY; COMPETENCE; AUTONOMY; PHYSICALNESS; RELATEDNESS; STIMULATION; POPULARITY; MEANING"
"cluster_3",3,"FINANCIAL; COMPETENCE; AUTONOMY"
"cluster_4",7,"FINANCIAL; SECURITY; COMPETENCE; AUTONOMY; PHYSICALNESS; RELATEDNESS; STIMULATION"
"cluster_5",5,"FINANCIAL; SECURITY; COMPETENCE; AUTONOMY; RELATEDNESS"
