"mode","scenario","type","K","D","cluster","n_active_dims","active_dims","n_patterns","pct_total_patterns","pct_rest_patterns","assigned_pct","unassigned_pct"
"9","10-9","ext",1,0,1,0,"",1,0.480769230769231,100,30.0236375,69.9763625
"9","10-9","ext",1,2,1,0,"",34,16.3461538461538,100,30.0236375,69.9763625
"9","10-9","ext",1,4,1,0,"",123,59.1346153846154,100,30.0236375,69.9763625
"9","10-9","ext",1,6,1,0,"",188,90.3846153846154,100,30.0236375,69.9763625
"9","10-9","ext",1,8,1,0,"",207,99.5192307692308,100,30.0236375,69.9763625
"9","10-9","ext",1,10,1,0,"",208,100,100,30.0236375,69.9763625
"9","10-9","ext",2,0,1,0,"",1,0.480769230769231,100,39.5936375,60.4063625
"9","10-9","ext",2,0,2,2,"STIMULATION | POPULARITY",1,0.480769230769231,99.5192307692308,39.5936375,60.4063625
"9","10-9","ext",2,2,1,0,"",34,16.3461538461538,100,39.5936375,60.4063625
"9","10-9","ext",2,2,2,3,"COMPETENCE | AUTONOMY | PHYSICALNESS",33,15.8653846153846,83.6538461538462,39.5936375,60.4063625
"9","10-9","ext",2,4,1,0,"",123,59.1346153846154,100,39.5936375,60.4063625
"9","10-9","ext",2,4,2,9,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS | STIMULATION | POPULARITY | MEANING",85,40.8653846153846,40.8653846153846,39.5936375,60.4063625
"9","10-9","ext",2,6,1,0,"",188,90.3846153846154,100,39.5936375,60.4063625
"9","10-9","ext",2,6,2,9,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS | STIMULATION | POPULARITY | MEANING",20,9.61538461538462,9.61538461538461,39.5936375,60.4063625
"9","10-9","ext",2,8,1,0,"",207,99.5192307692308,100,39.5936375,60.4063625
"9","10-9","ext",2,8,2,9,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS | STIMULATION | POPULARITY | MEANING",1,0.480769230769231,0.480769230769226,39.5936375,60.4063625
"9","10-9","ext",2,10,1,0,"",208,100,100,39.5936375,60.4063625
"9","10-9","ext",3,0,1,0,"",1,0.480769230769231,100,47.6078875,52.3921125
"9","10-9","ext",3,0,2,2,"STIMULATION | POPULARITY",1,0.480769230769231,99.5192307692308,47.6078875,52.3921125
"9","10-9","ext",3,0,3,3,"COMPETENCE | AUTONOMY | PHYSICALNESS",1,0.480769230769231,99.0384615384615,47.6078875,52.3921125
"9","10-9","ext",3,2,1,0,"",34,16.3461538461538,100,47.6078875,52.3921125
"9","10-9","ext",3,2,2,3,"COMPETENCE | AUTONOMY | PHYSICALNESS",33,15.8653846153846,83.6538461538462,47.6078875,52.3921125
"9","10-9","ext",3,2,3,9,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS | STIMULATION | POPULARITY | MEANING",20,9.61538461538462,67.7884615384615,47.6078875,52.3921125
"9","10-9","ext",3,4,1,0,"",123,59.1346153846154,100,47.6078875,52.3921125
"9","10-9","ext",3,4,2,9,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS | STIMULATION | POPULARITY | MEANING",85,40.8653846153846,40.8653846153846,47.6078875,52.3921125
"9","10-9","ext",3,6,1,0,"",188,90.3846153846154,100,47.6078875,52.3921125
"9","10-9","ext",3,6,2,9,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS | STIMULATION | POPULARITY | MEANING",20,9.61538461538462,9.61538461538461,47.6078875,52.3921125
"9","10-9","ext",3,8,1,0,"",207,99.5192307692308,100,47.6078875,52.3921125
"9","10-9","ext",3,8,2,9,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS | STIMULATION | POPULARITY | MEANING",1,0.480769230769231,0.480769230769226,47.6078875,52.3921125
"9","10-9","ext",3,10,1,0,"",208,100,100,47.6078875,52.3921125
"9","10-9","ext",4,0,1,0,"",1,0.480769230769231,100,55.2867625,44.7132375
"9","10-9","ext",4,0,2,2,"STIMULATION | POPULARITY",1,0.480769230769231,99.5192307692308,55.2867625,44.7132375
"9","10-9","ext",4,0,3,3,"COMPETENCE | AUTONOMY | PHYSICALNESS",1,0.480769230769231,99.0384615384615,55.2867625,44.7132375
"9","10-9","ext",4,0,4,1,"POPULARITY",1,0.480769230769231,98.5576923076923,55.2867625,44.7132375
"9","10-9","ext",4,2,1,0,"",34,16.3461538461538,100,55.2867625,44.7132375
"9","10-9","ext",4,2,2,3,"COMPETENCE | AUTONOMY | PHYSICALNESS",33,15.8653846153846,83.6538461538462,55.2867625,44.7132375
"9","10-9","ext",4,2,3,9,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS | STIMULATION | POPULARITY | MEANING",20,9.61538461538462,67.7884615384615,55.2867625,44.7132375
"9","10-9","ext",4,2,4,3,"STIMULATION | POPULARITY | MEANING",22,10.5769230769231,58.1730769230769,55.2867625,44.7132375
"9","10-9","ext",4,4,1,0,"",123,59.1346153846154,100,55.2867625,44.7132375
"9","10-9","ext",4,4,2,9,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS | STIMULATION | POPULARITY | MEANING",85,40.8653846153846,40.8653846153846,55.2867625,44.7132375
"9","10-9","ext",4,6,1,0,"",188,90.3846153846154,100,55.2867625,44.7132375
"9","10-9","ext",4,6,2,9,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS | STIMULATION | POPULARITY | MEANING",20,9.61538461538462,9.61538461538461,55.2867625,44.7132375
"9","10-9","ext",4,8,1,0,"",207,99.5192307692308,100,55.2867625,44.7132375
"9","10-9","ext",4,8,2,9,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS | STIMULATION | POPULARITY | MEANING",1,0.480769230769231,0.480769230769226,55.2867625,44.7132375
"9","10-9","ext",4,10,1,0,"",208,100,100,55.2867625,44.7132375
"9","10-9","ext",5,0,1,0,"",1,0.480769230769231,100,60.996025,39.003975
"9","10-9","ext",5,0,2,2,"STIMULATION | POPULARITY",1,0.480769230769231,99.5192307692308,60.996025,39.003975
"9","10-9","ext",5,0,3,3,"COMPETENCE | AUTONOMY | PHYSICALNESS",1,0.480769230769231,99.0384615384615,60.996025,39.003975
"9","10-9","ext",5,0,4,1,"POPULARITY",1,0.480769230769231,98.5576923076923,60.996025,39.003975
"9","10-9","ext",5,0,5,4,"COMPETENCE | AUTONOMY | PHYSICALNESS | POPULARITY",1,0.480769230769231,98.0769230769231,60.996025,39.003975
"9","10-9","ext",5,2,1,0,"",34,16.3461538461538,100,60.996025,39.003975
"9","10-9","ext",5,2,2,3,"COMPETENCE | AUTONOMY | PHYSICALNESS",33,15.8653846153846,83.6538461538462,60.996025,39.003975
"9","10-9","ext",5,2,3,9,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS | STIMULATION | POPULARITY | MEANING",20,9.61538461538462,67.7884615384615,60.996025,39.003975
"9","10-9","ext",5,2,4,3,"STIMULATION | POPULARITY | MEANING",22,10.5769230769231,58.1730769230769,60.996025,39.003975
"9","10-9","ext",5,2,5,6,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | STIMULATION",18,8.65384615384615,47.5961538461538,60.996025,39.003975
"9","10-9","ext",5,4,1,0,"",123,59.1346153846154,100,60.996025,39.003975
"9","10-9","ext",5,4,2,9,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS | STIMULATION | POPULARITY | MEANING",85,40.8653846153846,40.8653846153846,60.996025,39.003975
"9","10-9","ext",5,6,1,0,"",188,90.3846153846154,100,60.996025,39.003975
"9","10-9","ext",5,6,2,9,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS | STIMULATION | POPULARITY | MEANING",20,9.61538461538462,9.61538461538461,60.996025,39.003975
"9","10-9","ext",5,8,1,0,"",207,99.5192307692308,100,60.996025,39.003975
"9","10-9","ext",5,8,2,9,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS | STIMULATION | POPULARITY | MEANING",1,0.480769230769231,0.480769230769226,60.996025,39.003975
"9","10-9","ext",5,10,1,0,"",208,100,100,60.996025,39.003975
"9","10-9","ext",6,0,1,0,"",1,0.480769230769231,100,66.6044,33.3956
