"mode","scenario","type","K","D","n_clusters_found","assigned_pct","unassigned_pct"
"9","10-9","pos",3,0,3,77.0602125,22.9397875
"9","10-9","pos",3,2,3,77.0602125,22.9397875
"9","10-9","pos",3,4,3,77.0602125,22.9397875
"9","10-9","pos",3,6,2,77.0602125,22.9397875
"9","10-9","pos",3,8,1,77.0602125,22.9397875
"9","10-9","pos",3,10,1,77.0602125,22.9397875
"9","10-9","pos",4,0,4,84.88735,15.11265
"9","10-9","pos",4,2,4,84.88735,15.11265
"9","10-9","pos",4,4,3,84.88735,15.11265
"9","10-9","pos",4,6,2,84.88735,15.11265
"9","10-9","pos",4,8,1,84.88735,15.11265
"9","10-9","pos",4,10,1,84.88735,15.11265
"9","10-9","pos",5,0,5,87.55925,12.44075
"9","10-9","pos",5,2,5,87.55925,12.44075
"9","10-9","pos",5,4,3,87.55925,12.44075
"9","10-9","pos",5,6,2,87.55925,12.44075
"9","10-9","pos",5,8,1,87.55925,12.44075
"9","10-9","pos",5,10,1,87.55925,12.44075
"9","10-9","pos",6,0,6,89.9259125,10.0740875
"9","10-9","pos",6,2,6,89.9259125,10.0740875
"9","10-9","pos",6,4,3,89.9259125,10.0740875
"9","10-9","pos",6,6,2,89.9259125,10.0740875
"9","10-9","pos",6,8,1,89.9259125,10.0740875
"9","10-9","pos",6,10,1,89.9259125,10.0740875
"9","10-9","pos",7,0,7,92.26735,7.73265
"9","10-9","pos",7,2,7,92.26735,7.73265
"9","10-9","pos",7,4,3,92.26735,7.73265
"9","10-9","pos",7,6,2,92.26735,7.73265
"9","10-9","pos",7,8,1,92.26735,7.73265
"9","10-9","pos",7,10,1,92.26735,7.73265
"9","10-9","pos",8,0,8,94.4241,5.5759
"9","10-9","pos",8,2,8,94.4241,5.5759
"9","10-9","pos",8,4,3,94.4241,5.5759
"9","10-9","pos",8,6,2,94.4241,5.5759
"9","10-9","pos",8,8,1,94.4241,5.5759
"9","10-9","pos",8,10,1,94.4241,5.5759
"9","100-9","ext",1,0,1,30.6824125,69.3175875
"9","100-9","ext",1,2,1,30.6824125,69.3175875
"9","100-9","ext",1,4,1,30.6824125,69.3175875
"9","100-9","ext",1,6,1,30.6824125,69.3175875
"9","100-9","ext",1,8,1,30.6824125,69.3175875
"9","100-9","ext",1,10,1,30.6824125,69.3175875
"9","100-9","ext",2,0,2,40.3157,59.6843
"9","100-9","ext",2,2,2,40.3157,59.6843
"9","100-9","ext",2,4,2,40.3157,59.6843
"9","100-9","ext",2,6,2,40.3157,59.6843
"9","100-9","ext",2,8,2,40.3157,59.6843
"9","100-9","ext",2,10,1,40.3157,59.6843
"9","100-9","ext",3,0,3,48.1148,51.8852
"9","100-9","ext",3,2,3,48.1148,51.8852
"9","100-9","ext",3,4,2,48.1148,51.8852
"9","100-9","ext",3,6,2,48.1148,51.8852
"9","100-9","ext",3,8,2,48.1148,51.8852
"9","100-9","ext",3,10,1,48.1148,51.8852
"9","100-9","ext",4,0,4,55.6794125,44.3205875
"9","100-9","ext",4,2,4,55.6794125,44.3205875
"9","100-9","ext",4,4,2,55.6794125,44.3205875
"9","100-9","ext",4,6,2,55.6794125,44.3205875
"9","100-9","ext",4,8,2,55.6794125,44.3205875
"9","100-9","ext",4,10,1,55.6794125,44.3205875
"9","100-9","ext",5,0,5,61.3713125,38.6286875
"9","100-9","ext",5,2,5,61.3713125,38.6286875
"9","100-9","ext",5,4,2,61.3713125,38.6286875
"9","100-9","ext",5,6,2,61.3713125,38.6286875
"9","100-9","ext",5,8,2,61.3713125,38.6286875
"9","100-9","ext",5,10,1,61.3713125,38.6286875
"9","100-9","ext",6,0,6,66.8601,33.1399
"9","100-9","ext",6,2,6,66.8601,33.1399
"9","100-9","ext",6,4,2,66.8601,33.1399
"9","100-9","ext",6,6,2,66.8601,33.1399
"9","100-9","ext",6,8,2,66.8601,33.1399
"9","100-9","ext",6,10,1,66.8601,33.1399
"9","100-9","ext",7,0,7,71.794575,28.205425
"9","100-9","ext",7,2,7,71.794575,28.205425
"9","100-9","ext",7,4,2,71.794575,28.205425
"9","100-9","ext",7,6,2,71.794575,28.205425
"9","100-9","ext",7,8,2,71.794575,28.205425
"9","100-9","ext",7,10,1,71.794575,28.205425
"9","100-9","ext",8,0,8,75.4459125,24.5540875
"9","100-9","ext",8,2,8,75.4459125,24.5540875
"9","100-9","ext",8,4,2,75.4459125,24.5540875
"9","100-9","ext",8,6,2,75.4459125,24.5540875
"9","100-9","ext",8,8,2,75.4459125,24.5540875
"9","100-9","ext",8,10,1,75.4459125,24.5540875
"9","100-9","pos",1,0,1,34.25575,65.74425
"9","100-9","pos",1,2,1,34.25575,65.74425
"9","100-9","pos",1,4,1,34.25575,65.74425
"9","100-9","pos",1,6,1,34.25575,65.74425
"9","100-9","pos",1,8,1,34.25575,65.74425
"9","100-9","pos",1,10,1,34.25575,65.74425
"9","100-9","pos",2,0,2,61.695325,38.304675
"9","100-9","pos",2,2,2,61.695325,38.304675
"9","100-9","pos",2,4,2,61.695325,38.304675
"9","100-9","pos",2,6,2,61.695325,38.304675
"9","100-9","pos",2,8,1,61.695325,38.304675
"9","100-9","pos",2,10,1,61.695325,38.304675
"9","100-9","pos",3,0,3,76.6883375,23.3116625
"9","100-9","pos",3,2,3,76.6883375,23.3116625
"9","100-9","pos",3,4,3,76.6883375,23.3116625
"9","100-9","pos",3,6,2,76.6883375,23.3116625
"9","100-9","pos",3,8,1,76.6883375,23.3116625
"9","100-9","pos",3,10,1,76.6883375,23.3116625
"9","100-9","pos",4,0,4,84.9763625,15.0236375
"9","100-9","pos",4,2,4,84.9763625,15.0236375
"9","100-9","pos",4,4,3,84.9763625,15.0236375
"9","100-9","pos",4,6,2,84.9763625,15.0236375
"9","100-9","pos",4,8,1,84.9763625,15.0236375
"9","100-9","pos",4,10,1,84.9763625,15.0236375
"9","100-9","pos",5,0,5,87.6362125,12.3637875
"9","100-9","pos",5,2,5,87.6362125,12.3637875
"9","100-9","pos",5,4,3,87.6362125,12.3637875
"9","100-9","pos",5,6,2,87.6362125,12.3637875
"9","100-9","pos",5,8,1,87.6362125,12.3637875
"9","100-9","pos",5,10,1,87.6362125,12.3637875
"9","100-9","pos",6,0,6,90.1190625,9.8809375
"9","100-9","pos",6,2,6,90.1190625,9.8809375
"9","100-9","pos",6,4,3,90.1190625,9.8809375
"9","100-9","pos",6,6,2,90.1190625,9.8809375
"9","100-9","pos",6,8,1,90.1190625,9.8809375
"9","100-9","pos",6,10,1,90.1190625,9.8809375
"9","100-9","pos",7,0,7,92.4286125,7.5713875
"9","100-9","pos",7,2,7,92.4286125,7.5713875
"9","100-9","pos",7,4,3,92.4286125,7.5713875
"9","100-9","pos",7,6,2,92.4286125,7.5713875
"9","100-9","pos",7,8,1,92.4286125,7.5713875
"9","100-9","pos",7,10,1,92.4286125,7.5713875
"9","100-9","pos",8,0,8,94.3281125,5.6718875
"9","100-9","pos",8,2,8,94.3281125,5.6718875
"9","100-9","pos",8,4,3,94.3281125,5.6718875
"9","100-9","pos",8,6,2,94.3281125,5.6718875
"9","100-9","pos",8,8,1,94.3281125,5.6718875
"9","100-9","pos",8,10,1,94.3281125,5.6718875
