left_id,right_id,matching_similarity_pct
KM1,Activist,17.647058823529413
KM2,Fearful,54.54545454545455
KM3,Careful,50
KM4,Stubborn,22.22222222222222
KM5,Uninterested,27.272727272727273
KM6,Homo.Economicus,21.428571428571427
