"cluster","n_patterns","pct_total_patterns","pct_rest_patterns"
"1",1,1.12359550561798,100
"2",1,1.12359550561798,98.876404494382
"3",1,1.12359550561798,97.752808988764
"4",1,1.12359550561798,96.6292134831461
"Restantes",85,95.5056179775281,0
