bootstrap_id,variable,category,n,total_n,prop
283,self_classification_archetype_model,Stubborn,46,608,0.0756578947368421
283,self_classification_archetype_model,Uninterested,13,608,0.02138157894736842
284,self_classification_archetype_model,Activist,77,616,0.125
284,self_classification_archetype_model,Careful,192,616,0.3116883116883117
284,self_classification_archetype_model,Early adopter,6,616,0.00974025974025974
284,self_classification_archetype_model,Fearful,93,616,0.15097402597402598
284,self_classification_archetype_model,Homo economicus,155,616,0.25162337662337664
284,self_classification_archetype_model,Influencer,26,616,0.04220779220779221
284,self_classification_archetype_model,None,17,616,0.027597402597402596
284,self_classification_archetype_model,Stubborn,38,616,0.06168831168831169
284,self_classification_archetype_model,Uninterested,12,616,0.01948051948051948
285,self_classification_archetype_model,Activist,66,611,0.10801963993453355
285,self_classification_archetype_model,Careful,167,611,0.2733224222585925
285,self_classification_archetype_model,Early adopter,6,611,0.009819967266775777
285,self_classification_archetype_model,Fearful,76,611,0.12438625204582651
285,self_classification_archetype_model,Homo economicus,195,611,0.3191489361702128
285,self_classification_archetype_model,Influencer,23,611,0.03764320785597381
285,self_classification_archetype_model,None,13,611,0.02127659574468085
285,self_classification_archetype_model,Stubborn,43,611,0.07037643207855974
285,self_classification_archetype_model,Uninterested,22,611,0.03600654664484452
286,self_classification_archetype_model,Activist,63,634,0.09936908517350158
286,self_classification_archetype_model,Careful,172,634,0.27129337539432175
286,self_classification_archetype_model,Early adopter,3,634,0.00473186119873817
286,self_classification_archetype_model,Fearful,84,634,0.13249211356466878
286,self_classification_archetype_model,Homo economicus,186,634,0.29337539432176657
286,self_classification_archetype_model,Influencer,31,634,0.04889589905362776
286,self_classification_archetype_model,None,21,634,0.033123028391167195
286,self_classification_archetype_model,Stubborn,56,634,0.08832807570977919
286,self_classification_archetype_model,Uninterested,18,634,0.028391167192429023
287,self_classification_archetype_model,Activist,78,615,0.12682926829268293
287,self_classification_archetype_model,Careful,188,615,0.3056910569105691
287,self_classification_archetype_model,Early adopter,7,615,0.011382113821138212
287,self_classification_archetype_model,Fearful,81,615,0.13170731707317074
287,self_classification_archetype_model,Homo economicus,154,615,0.25040650406504067
287,self_classification_archetype_model,Influencer,30,615,0.04878048780487805
287,self_classification_archetype_model,None,14,615,0.022764227642276424
287,self_classification_archetype_model,Stubborn,45,615,0.07317073170731707
287,self_classification_archetype_model,Uninterested,18,615,0.02926829268292683
288,self_classification_archetype_model,Activist,75,614,0.12214983713355049
288,self_classification_archetype_model,Careful,170,614,0.2768729641693811
288,self_classification_archetype_model,Early adopter,5,614,0.008143322475570033
288,self_classification_archetype_model,Fearful,84,614,0.13680781758957655
288,self_classification_archetype_model,Homo economicus,183,614,0.2980456026058632
288,self_classification_archetype_model,Influencer,31,614,0.050488599348534204
288,self_classification_archetype_model,None,19,614,0.030944625407166124
288,self_classification_archetype_model,Stubborn,42,614,0.06840390879478828
288,self_classification_archetype_model,Uninterested,5,614,0.008143322475570033
289,self_classification_archetype_model,Activist,79,620,0.12741935483870967
289,self_classification_archetype_model,Careful,171,620,0.27580645161290324
289,self_classification_archetype_model,Early adopter,8,620,0.012903225806451613
289,self_classification_archetype_model,Fearful,79,620,0.12741935483870967
289,self_classification_archetype_model,Homo economicus,181,620,0.29193548387096774
289,self_classification_archetype_model,Influencer,32,620,0.05161290322580645
289,self_classification_archetype_model,None,16,620,0.025806451612903226
289,self_classification_archetype_model,Stubborn,39,620,0.06290322580645161
289,self_classification_archetype_model,Uninterested,15,620,0.024193548387096774
290,self_classification_archetype_model,Activist,50,620,0.08064516129032258
290,self_classification_archetype_model,Careful,186,620,0.3
290,self_classification_archetype_model,Early adopter,3,620,0.004838709677419355
290,self_classification_archetype_model,Fearful,102,620,0.16451612903225807
290,self_classification_archetype_model,Homo economicus,188,620,0.3032258064516129
290,self_classification_archetype_model,Influencer,27,620,0.043548387096774194
290,self_classification_archetype_model,None,16,620,0.025806451612903226
290,self_classification_archetype_model,Stubborn,37,620,0.05967741935483871
290,self_classification_archetype_model,Uninterested,11,620,0.017741935483870968
291,self_classification_archetype_model,Activist,61,604,0.10099337748344371
291,self_classification_archetype_model,Careful,161,604,0.26655629139072845
291,self_classification_archetype_model,Early adopter,12,604,0.019867549668874173
291,self_classification_archetype_model,Fearful,96,604,0.15894039735099338
291,self_classification_archetype_model,Homo economicus,171,604,0.28311258278145696
291,self_classification_archetype_model,Influencer,30,604,0.04966887417218543
291,self_classification_archetype_model,None,20,604,0.033112582781456956
291,self_classification_archetype_model,Stubborn,39,604,0.06456953642384106
291,self_classification_archetype_model,Uninterested,14,604,0.023178807947019868
292,self_classification_archetype_model,Activist,65,618,0.10517799352750809
292,self_classification_archetype_model,Careful,185,618,0.2993527508090615
292,self_classification_archetype_model,Early adopter,5,618,0.008090614886731391
292,self_classification_archetype_model,Fearful,99,618,0.16019417475728157
292,self_classification_archetype_model,Homo economicus,176,618,0.284789644012945
292,self_classification_archetype_model,Influencer,31,618,0.05016181229773463
292,self_classification_archetype_model,None,14,618,0.022653721682847898
292,self_classification_archetype_model,Stubborn,27,618,0.043689320388349516
292,self_classification_archetype_model,Uninterested,16,618,0.025889967637540454
293,self_classification_archetype_model,Activist,79,616,0.12824675324675325
293,self_classification_archetype_model,Careful,183,616,0.29707792207792205
293,self_classification_archetype_model,Early adopter,10,616,0.016233766233766232
293,self_classification_archetype_model,Fearful,70,616,0.11363636363636363
293,self_classification_archetype_model,Homo economicus,176,616,0.2857142857142857
293,self_classification_archetype_model,Influencer,30,616,0.048701298701298704
293,self_classification_archetype_model,None,10,616,0.016233766233766232
293,self_classification_archetype_model,Stubborn,45,616,0.07305194805194805
293,self_classification_archetype_model,Uninterested,13,616,0.021103896103896104
294,self_classification_archetype_model,Activist,72,617,0.1166936790923825
294,self_classification_archetype_model,Careful,176,617,0.2852512155591572
294,self_classification_archetype_model,Early adopter,10,617,0.01620745542949757
294,self_classification_archetype_model,Fearful,82,617,0.13290113452188007
294,self_classification_archetype_model,Homo economicus,176,617,0.2852512155591572
294,self_classification_archetype_model,Influencer,19,617,0.03079416531604538
294,self_classification_archetype_model,None,17,617,0.027552674230145867
294,self_classification_archetype_model,Stubborn,41,617,0.06645056726094004
294,self_classification_archetype_model,Uninterested,24,617,0.03889789303079417
295,self_classification_archetype_model,Activist,61,609,0.10016420361247948
295,self_classification_archetype_model,Careful,175,609,0.28735632183908044
295,self_classification_archetype_model,Early adopter,9,609,0.014778325123152709
295,self_classification_archetype_model,Fearful,89,609,0.14614121510673234
295,self_classification_archetype_model,Homo economicus,172,609,0.2824302134646962
295,self_classification_archetype_model,Influencer,32,609,0.052545155993431854
295,self_classification_archetype_model,None,15,609,0.024630541871921183
295,self_classification_archetype_model,Stubborn,41,609,0.06732348111658457
295,self_classification_archetype_model,Uninterested,15,609,0.024630541871921183
296,self_classification_archetype_model,Activist,65,603,0.1077943615257048
296,self_classification_archetype_model,Careful,168,603,0.27860696517412936
296,self_classification_archetype_model,Early adopter,8,603,0.013266998341625208
296,self_classification_archetype_model,Fearful,93,603,0.15422885572139303
296,self_classification_archetype_model,Homo economicus,163,603,0.2703150912106136
296,self_classification_archetype_model,Influencer,23,603,0.03814262023217247
296,self_classification_archetype_model,None,15,603,0.024875621890547265
296,self_classification_archetype_model,Stubborn,50,603,0.08291873963515754
296,self_classification_archetype_model,Uninterested,18,603,0.029850746268656716
297,self_classification_archetype_model,Activist,56,626,0.08945686900958466
297,self_classification_archetype_model,Careful,186,626,0.2971246006389776
297,self_classification_archetype_model,Early adopter,9,626,0.01437699680511182
297,self_classification_archetype_model,Fearful,74,626,0.1182108626198083
297,self_classification_archetype_model,Homo economicus,199,626,0.31789137380191695
297,self_classification_archetype_model,Influencer,28,626,0.04472843450479233
297,self_classification_archetype_model,None,15,626,0.023961661341853034
297,self_classification_archetype_model,Stubborn,47,626,0.07507987220447285
297,self_classification_archetype_model,Uninterested,12,626,0.019169329073482427
298,self_classification_archetype_model,Activist,76,621,0.12238325281803543
298,self_classification_archetype_model,Careful,188,621,0.3027375201288245
298,self_classification_archetype_model,Early adopter,9,621,0.014492753623188406
298,self_classification_archetype_model,Fearful,87,621,0.14009661835748793
298,self_classification_archetype_model,Homo economicus,169,621,0.2721417069243156
298,self_classification_archetype_model,Influencer,21,621,0.033816425120772944
298,self_classification_archetype_model,None,17,621,0.027375201288244767
298,self_classification_archetype_model,Stubborn,39,621,0.06280193236714976
298,self_classification_archetype_model,Uninterested,15,621,0.024154589371980676
299,self_classification_archetype_model,Activist,85,630,0.1349206349206349
299,self_classification_archetype_model,Careful,174,630,0.2761904761904762
299,self_classification_archetype_model,Early adopter,10,630,0.015873015873015872
299,self_classification_archetype_model,Fearful,87,630,0.1380952380952381
299,self_classification_archetype_model,Homo economicus,177,630,0.28095238095238095
299,self_classification_archetype_model,Influencer,25,630,0.03968253968253968
299,self_classification_archetype_model,None,20,630,0.031746031746031744
299,self_classification_archetype_model,Stubborn,38,630,0.06031746031746032
299,self_classification_archetype_model,Uninterested,14,630,0.022222222222222223
300,self_classification_archetype_model,Activist,63,612,0.10294117647058823
300,self_classification_archetype_model,Careful,192,612,0.3137254901960784
300,self_classification_archetype_model,Early adopter,4,612,0.006535947712418301
300,self_classification_archetype_model,Fearful,85,612,0.1388888888888889
300,self_classification_archetype_model,Homo economicus,169,612,0.2761437908496732
300,self_classification_archetype_model,Influencer,27,612,0.04411764705882353
300,self_classification_archetype_model,None,12,612,0.0196078431372549
300,self_classification_archetype_model,Stubborn,49,612,0.08006535947712418
300,self_classification_archetype_model,Uninterested,11,612,0.017973856209150325
301,self_classification_archetype_model,Activist,66,619,0.10662358642972536
301,self_classification_archetype_model,Careful,174,619,0.28109854604200324
301,self_classification_archetype_model,Early adopter,4,619,0.006462035541195477
301,self_classification_archetype_model,Fearful,90,619,0.14539579967689822
301,self_classification_archetype_model,Homo economicus,176,619,0.284329563812601
301,self_classification_archetype_model,Influencer,33,619,0.05331179321486268
301,self_classification_archetype_model,None,17,619,0.027463651050080775
301,self_classification_archetype_model,Stubborn,52,619,0.0840064620355412
301,self_classification_archetype_model,Uninterested,7,619,0.011308562197092083
302,self_classification_archetype_model,Activist,85,620,0.13709677419354838
302,self_classification_archetype_model,Careful,183,620,0.29516129032258065
302,self_classification_archetype_model,Early adopter,8,620,0.012903225806451613
302,self_classification_archetype_model,Fearful,76,620,0.12258064516129032
302,self_classification_archetype_model,Homo economicus,178,620,0.2870967741935484
302,self_classification_archetype_model,Influencer,22,620,0.035483870967741936
302,self_classification_archetype_model,None,16,620,0.025806451612903226
302,self_classification_archetype_model,Stubborn,41,620,0.06612903225806452
302,self_classification_archetype_model,Uninterested,11,620,0.017741935483870968
303,self_classification_archetype_model,Activist,64,609,0.10509031198686371
303,self_classification_archetype_model,Careful,210,609,0.3448275862068966
303,self_classification_archetype_model,Early adopter,8,609,0.013136288998357963
303,self_classification_archetype_model,Fearful,82,609,0.13464696223316913
303,self_classification_archetype_model,Homo economicus,155,609,0.2545155993431856
303,self_classification_archetype_model,Influencer,24,609,0.03940886699507389
303,self_classification_archetype_model,None,14,609,0.022988505747126436
303,self_classification_archetype_model,Stubborn,36,609,0.059113300492610835
303,self_classification_archetype_model,Uninterested,16,609,0.026272577996715927
304,self_classification_archetype_model,Activist,74,613,0.12071778140293637
304,self_classification_archetype_model,Careful,182,613,0.2969004893964111
304,self_classification_archetype_model,Early adopter,7,613,0.011419249592169658
304,self_classification_archetype_model,Fearful,84,613,0.1370309951060359
304,self_classification_archetype_model,Homo economicus,167,613,0.2724306688417618
304,self_classification_archetype_model,Influencer,25,613,0.040783034257748776
304,self_classification_archetype_model,None,12,613,0.01957585644371941
304,self_classification_archetype_model,Stubborn,50,613,0.08156606851549755
304,self_classification_archetype_model,Uninterested,12,613,0.01957585644371941
305,self_classification_archetype_model,Activist,70,632,0.11075949367088607
305,self_classification_archetype_model,Careful,184,632,0.2911392405063291
305,self_classification_archetype_model,Early adopter,10,632,0.015822784810126583
305,self_classification_archetype_model,Fearful,90,632,0.14240506329113925
305,self_classification_archetype_model,Homo economicus,174,632,0.27531645569620256
305,self_classification_archetype_model,Influencer,28,632,0.04430379746835443
305,self_classification_archetype_model,None,15,632,0.023734177215189875
305,self_classification_archetype_model,Stubborn,39,632,0.061708860759493674
305,self_classification_archetype_model,Uninterested,22,632,0.03481012658227848
306,self_classification_archetype_model,Activist,81,618,0.13106796116504854
306,self_classification_archetype_model,Careful,191,618,0.30906148867313915
306,self_classification_archetype_model,Early adopter,9,618,0.014563106796116505
306,self_classification_archetype_model,Fearful,85,618,0.13754045307443366
306,self_classification_archetype_model,Homo economicus,161,618,0.2605177993527508
306,self_classification_archetype_model,Influencer,27,618,0.043689320388349516
306,self_classification_archetype_model,None,15,618,0.024271844660194174
306,self_classification_archetype_model,Stubborn,37,618,0.059870550161812294
306,self_classification_archetype_model,Uninterested,12,618,0.019417475728155338
307,self_classification_archetype_model,Activist,76,613,0.12398042414355628
307,self_classification_archetype_model,Careful,169,613,0.27569331158238175
307,self_classification_archetype_model,Early adopter,4,613,0.0065252854812398045
307,self_classification_archetype_model,Fearful,114,613,0.1859706362153344
307,self_classification_archetype_model,Homo economicus,159,613,0.25938009787928223
307,self_classification_archetype_model,Influencer,34,613,0.05546492659053834
307,self_classification_archetype_model,None,20,613,0.03262642740619902
307,self_classification_archetype_model,Stubborn,30,613,0.048939641109298535
307,self_classification_archetype_model,Uninterested,7,613,0.011419249592169658
308,self_classification_archetype_model,Activist,61,603,0.1011608623548922
308,self_classification_archetype_model,Careful,166,603,0.2752902155887231
308,self_classification_archetype_model,Early adopter,3,603,0.004975124378109453
308,self_classification_archetype_model,Fearful,103,603,0.17081260364842454
308,self_classification_archetype_model,Homo economicus,169,603,0.2802653399668325
308,self_classification_archetype_model,Influencer,26,603,0.04311774461028192
308,self_classification_archetype_model,None,13,603,0.02155887230514096
308,self_classification_archetype_model,Stubborn,48,603,0.07960199004975124
308,self_classification_archetype_model,Uninterested,14,603,0.02321724709784411
309,self_classification_archetype_model,Activist,64,619,0.10339256865912763
309,self_classification_archetype_model,Careful,173,619,0.27948303715670436
309,self_classification_archetype_model,Early adopter,12,619,0.01938610662358643
309,self_classification_archetype_model,Fearful,87,619,0.14054927302100162
309,self_classification_archetype_model,Homo economicus,170,619,0.27463651050080773
309,self_classification_archetype_model,Influencer,32,619,0.051696284329563816
309,self_classification_archetype_model,None,18,619,0.029079159935379646
309,self_classification_archetype_model,Stubborn,44,619,0.07108239095315025
309,self_classification_archetype_model,Uninterested,19,619,0.030694668820678513
310,self_classification_archetype_model,Activist,84,611,0.13747954173486088
310,self_classification_archetype_model,Careful,166,611,0.27168576104746317
310,self_classification_archetype_model,Early adopter,4,611,0.006546644844517185
310,self_classification_archetype_model,Fearful,88,611,0.14402618657937807
310,self_classification_archetype_model,Homo economicus,168,611,0.27495908346972175
310,self_classification_archetype_model,Influencer,35,611,0.057283142389525366
310,self_classification_archetype_model,None,17,611,0.027823240589198037
310,self_classification_archetype_model,Stubborn,33,611,0.054009819967266774
310,self_classification_archetype_model,Uninterested,16,611,0.02618657937806874
311,self_classification_archetype_model,Activist,77,615,0.12520325203252033
311,self_classification_archetype_model,Careful,167,615,0.27154471544715447
311,self_classification_archetype_model,Early adopter,7,615,0.011382113821138212
311,self_classification_archetype_model,Fearful,79,615,0.12845528455284552
311,self_classification_archetype_model,Homo economicus,174,615,0.28292682926829266
311,self_classification_archetype_model,Influencer,22,615,0.03577235772357724
311,self_classification_archetype_model,None,20,615,0.032520325203252036
311,self_classification_archetype_model,Stubborn,56,615,0.0910569105691057
311,self_classification_archetype_model,Uninterested,13,615,0.02113821138211382
312,self_classification_archetype_model,Activist,81,613,0.13213703099510604
312,self_classification_archetype_model,Careful,214,613,0.34910277324632955
312,self_classification_archetype_model,Early adopter,9,613,0.01468189233278956
312,self_classification_archetype_model,Fearful,87,613,0.14192495921696574
312,self_classification_archetype_model,Homo economicus,130,613,0.21207177814029363
312,self_classification_archetype_model,Influencer,26,613,0.04241435562805873
312,self_classification_archetype_model,None,14,613,0.022838499184339316
312,self_classification_archetype_model,Stubborn,34,613,0.05546492659053834
312,self_classification_archetype_model,Uninterested,18,613,0.02936378466557912
313,self_classification_archetype_model,Activist,58,604,0.09602649006622517
313,self_classification_archetype_model,Careful,180,604,0.2980132450331126
313,self_classification_archetype_model,Early adopter,4,604,0.006622516556291391
313,self_classification_archetype_model,Fearful,100,604,0.16556291390728478
313,self_classification_archetype_model,Homo economicus,170,604,0.2814569536423841
313,self_classification_archetype_model,Influencer,24,604,0.039735099337748346
313,self_classification_archetype_model,None,10,604,0.016556291390728478
313,self_classification_archetype_model,Stubborn,45,604,0.07450331125827815
313,self_classification_archetype_model,Uninterested,13,604,0.02152317880794702
314,self_classification_archetype_model,Activist,78,615,0.12682926829268293
314,self_classification_archetype_model,Careful,169,615,0.27479674796747966
314,self_classification_archetype_model,Early adopter,8,615,0.013008130081300813
314,self_classification_archetype_model,Fearful,81,615,0.13170731707317074
314,self_classification_archetype_model,Homo economicus,178,615,0.2894308943089431
314,self_classification_archetype_model,Influencer,31,615,0.05040650406504065
314,self_classification_archetype_model,None,14,615,0.022764227642276424
314,self_classification_archetype_model,Stubborn,39,615,0.06341463414634146
314,self_classification_archetype_model,Uninterested,17,615,0.027642276422764227
315,self_classification_archetype_model,Activist,80,631,0.12678288431061807
315,self_classification_archetype_model,Careful,176,631,0.27892234548335976
315,self_classification_archetype_model,Early adopter,11,631,0.017432646592709985
315,self_classification_archetype_model,Fearful,94,631,0.14896988906497624
315,self_classification_archetype_model,Homo economicus,173,631,0.27416798732171155
315,self_classification_archetype_model,Influencer,20,631,0.03169572107765452
315,self_classification_archetype_model,None,17,631,0.02694136291600634
315,self_classification_archetype_model,Stubborn,42,631,0.06656101426307448
315,self_classification_archetype_model,Uninterested,18,631,0.028526148969889066
316,self_classification_archetype_model,Activist,67,593,0.11298482293423272
316,self_classification_archetype_model,Careful,186,593,0.3136593591905565
316,self_classification_archetype_model,Early adopter,11,593,0.01854974704890388
316,self_classification_archetype_model,Fearful,85,593,0.1433389544688027
316,self_classification_archetype_model,Homo economicus,151,593,0.25463743676222594
316,self_classification_archetype_model,Influencer,18,593,0.03035413153456998
316,self_classification_archetype_model,None,15,593,0.025295109612141653
316,self_classification_archetype_model,Stubborn,41,593,0.06913996627318718
316,self_classification_archetype_model,Uninterested,19,593,0.03204047217537943
317,self_classification_archetype_model,Activist,65,625,0.104
317,self_classification_archetype_model,Careful,193,625,0.3088
317,self_classification_archetype_model,Early adopter,12,625,0.0192
317,self_classification_archetype_model,Fearful,94,625,0.1504
317,self_classification_archetype_model,Homo economicus,179,625,0.2864
317,self_classification_archetype_model,Influencer,19,625,0.0304
317,self_classification_archetype_model,None,18,625,0.0288
317,self_classification_archetype_model,Stubborn,32,625,0.0512
317,self_classification_archetype_model,Uninterested,13,625,0.0208
318,self_classification_archetype_model,Activist,76,602,0.12624584717607973
318,self_classification_archetype_model,Careful,165,602,0.27408637873754155
318,self_classification_archetype_model,Early adopter,7,602,0.011627906976744186
318,self_classification_archetype_model,Fearful,95,602,0.15780730897009967
318,self_classification_archetype_model,Homo economicus,171,602,0.2840531561461794
318,self_classification_archetype_model,Influencer,23,602,0.03820598006644518
318,self_classification_archetype_model,None,11,602,0.018272425249169437
318,self_classification_archetype_model,Stubborn,38,602,0.06312292358803986
318,self_classification_archetype_model,Uninterested,16,602,0.026578073089700997
319,self_classification_archetype_model,Activist,56,601,0.09317803660565724
319,self_classification_archetype_model,Careful,180,601,0.2995008319467554
319,self_classification_archetype_model,Early adopter,6,601,0.009983361064891847
319,self_classification_archetype_model,Fearful,89,601,0.1480865224625624
319,self_classification_archetype_model,Homo economicus,180,601,0.2995008319467554
319,self_classification_archetype_model,Influencer,23,601,0.03826955074875208
319,self_classification_archetype_model,None,13,601,0.021630615640599003
319,self_classification_archetype_model,Stubborn,37,601,0.06156405990016639
319,self_classification_archetype_model,Uninterested,17,601,0.028286189683860232
320,self_classification_archetype_model,Activist,77,614,0.1254071661237785
320,self_classification_archetype_model,Careful,164,614,0.2671009771986971
320,self_classification_archetype_model,Early adopter,7,614,0.011400651465798045
320,self_classification_archetype_model,Fearful,94,614,0.15309446254071662
320,self_classification_archetype_model,Homo economicus,173,614,0.28175895765472314
320,self_classification_archetype_model,Influencer,33,614,0.05374592833876222
320,self_classification_archetype_model,None,9,614,0.014657980456026058
320,self_classification_archetype_model,Stubborn,44,614,0.07166123778501629
320,self_classification_archetype_model,Uninterested,13,614,0.021172638436482084
321,self_classification_archetype_model,Activist,70,617,0.11345218800648298
321,self_classification_archetype_model,Careful,156,617,0.25283630470016205
321,self_classification_archetype_model,Early adopter,6,617,0.009724473257698542
321,self_classification_archetype_model,Fearful,83,617,0.13452188006482982
321,self_classification_archetype_model,Homo economicus,197,617,0.3192868719611021
321,self_classification_archetype_model,Influencer,25,617,0.04051863857374392
321,self_classification_archetype_model,None,17,617,0.027552674230145867
321,self_classification_archetype_model,Stubborn,44,617,0.0713128038897893
321,self_classification_archetype_model,Uninterested,19,617,0.03079416531604538
322,self_classification_archetype_model,Activist,61,598,0.1020066889632107
322,self_classification_archetype_model,Careful,172,598,0.28762541806020064
322,self_classification_archetype_model,Early adopter,3,598,0.005016722408026756
322,self_classification_archetype_model,Fearful,83,598,0.13879598662207357
322,self_classification_archetype_model,Homo economicus,182,598,0.30434782608695654
322,self_classification_archetype_model,Influencer,24,598,0.04013377926421405
322,self_classification_archetype_model,None,12,598,0.020066889632107024
322,self_classification_archetype_model,Stubborn,48,598,0.0802675585284281
322,self_classification_archetype_model,Uninterested,13,598,0.021739130434782608
323,self_classification_archetype_model,Activist,77,606,0.12706270627062707
323,self_classification_archetype_model,Careful,158,606,0.2607260726072607
323,self_classification_archetype_model,Early adopter,11,606,0.018151815181518153
323,self_classification_archetype_model,Fearful,89,606,0.14686468646864687
323,self_classification_archetype_model,Homo economicus,179,606,0.2953795379537954
323,self_classification_archetype_model,Influencer,24,606,0.039603960396039604
323,self_classification_archetype_model,None,18,606,0.0297029702970297
323,self_classification_archetype_model,Stubborn,34,606,0.056105610561056105
323,self_classification_archetype_model,Uninterested,16,606,0.026402640264026403
324,self_classification_archetype_model,Activist,67,625,0.1072
324,self_classification_archetype_model,Careful,171,625,0.2736
324,self_classification_archetype_model,Early adopter,8,625,0.0128
324,self_classification_archetype_model,Fearful,82,625,0.1312
324,self_classification_archetype_model,Homo economicus,188,625,0.3008
324,self_classification_archetype_model,Influencer,33,625,0.0528
324,self_classification_archetype_model,None,14,625,0.0224
324,self_classification_archetype_model,Stubborn,47,625,0.0752
324,self_classification_archetype_model,Uninterested,15,625,0.024
325,self_classification_archetype_model,Activist,66,635,0.10393700787401575
325,self_classification_archetype_model,Careful,193,635,0.30393700787401573
325,self_classification_archetype_model,Early adopter,13,635,0.02047244094488189
325,self_classification_archetype_model,Fearful,90,635,0.14173228346456693
325,self_classification_archetype_model,Homo economicus,166,635,0.2614173228346457
325,self_classification_archetype_model,Influencer,30,635,0.047244094488188976
325,self_classification_archetype_model,None,16,635,0.025196850393700787
325,self_classification_archetype_model,Stubborn,45,635,0.07086614173228346
325,self_classification_archetype_model,Uninterested,16,635,0.025196850393700787
326,self_classification_archetype_model,Activist,70,617,0.11345218800648298
326,self_classification_archetype_model,Careful,177,617,0.28687196110210694
326,self_classification_archetype_model,Early adopter,5,617,0.008103727714748784
326,self_classification_archetype_model,Fearful,90,617,0.1458670988654781
326,self_classification_archetype_model,Homo economicus,177,617,0.28687196110210694
326,self_classification_archetype_model,Influencer,22,617,0.03565640194489465
326,self_classification_archetype_model,None,18,617,0.029173419773095625
326,self_classification_archetype_model,Stubborn,43,617,0.06969205834683954
326,self_classification_archetype_model,Uninterested,15,617,0.024311183144246355
327,self_classification_archetype_model,Activist,60,602,0.09966777408637874
327,self_classification_archetype_model,Careful,177,602,0.29401993355481726
327,self_classification_archetype_model,Early adopter,9,602,0.014950166112956811
327,self_classification_archetype_model,Fearful,100,602,0.16611295681063123
327,self_classification_archetype_model,Homo economicus,165,602,0.27408637873754155
327,self_classification_archetype_model,Influencer,23,602,0.03820598006644518
327,self_classification_archetype_model,None,12,602,0.019933554817275746
327,self_classification_archetype_model,Stubborn,44,602,0.07308970099667775
327,self_classification_archetype_model,Uninterested,12,602,0.019933554817275746
328,self_classification_archetype_model,Activist,80,621,0.1288244766505636
328,self_classification_archetype_model,Careful,173,621,0.2785829307568438
328,self_classification_archetype_model,Early adopter,11,621,0.017713365539452495
328,self_classification_archetype_model,Fearful,90,621,0.14492753623188406
328,self_classification_archetype_model,Homo economicus,166,621,0.2673107890499195
328,self_classification_archetype_model,Influencer,23,621,0.037037037037037035
328,self_classification_archetype_model,None,11,621,0.017713365539452495
328,self_classification_archetype_model,Stubborn,52,621,0.08373590982286634
328,self_classification_archetype_model,Uninterested,15,621,0.024154589371980676
329,self_classification_archetype_model,Activist,61,608,0.10032894736842106
329,self_classification_archetype_model,Careful,174,608,0.28618421052631576
329,self_classification_archetype_model,Early adopter,9,608,0.014802631578947368
329,self_classification_archetype_model,Fearful,78,608,0.12828947368421054
329,self_classification_archetype_model,Homo economicus,168,608,0.27631578947368424
329,self_classification_archetype_model,Influencer,25,608,0.04111842105263158
329,self_classification_archetype_model,None,22,608,0.03618421052631579
329,self_classification_archetype_model,Stubborn,64,608,0.10526315789473684
329,self_classification_archetype_model,Uninterested,7,608,0.011513157894736841
330,self_classification_archetype_model,Activist,68,612,0.1111111111111111
330,self_classification_archetype_model,Careful,165,612,0.2696078431372549
330,self_classification_archetype_model,Early adopter,9,612,0.014705882352941176
330,self_classification_archetype_model,Fearful,95,612,0.15522875816993464
330,self_classification_archetype_model,Homo economicus,192,612,0.3137254901960784
330,self_classification_archetype_model,Influencer,13,612,0.021241830065359478
330,self_classification_archetype_model,None,15,612,0.024509803921568627
330,self_classification_archetype_model,Stubborn,41,612,0.06699346405228758
330,self_classification_archetype_model,Uninterested,14,612,0.02287581699346405
331,self_classification_archetype_model,Activist,75,619,0.12116316639741519
331,self_classification_archetype_model,Careful,190,619,0.3069466882067851
331,self_classification_archetype_model,Early adopter,7,619,0.011308562197092083
331,self_classification_archetype_model,Fearful,86,619,0.13893376413570274
331,self_classification_archetype_model,Homo economicus,161,619,0.26009693053311794
331,self_classification_archetype_model,Influencer,35,619,0.05654281098546042
331,self_classification_archetype_model,None,22,619,0.035541195476575124
331,self_classification_archetype_model,Stubborn,33,619,0.05331179321486268
331,self_classification_archetype_model,Uninterested,10,619,0.01615508885298869
332,self_classification_archetype_model,Activist,66,619,0.10662358642972536
332,self_classification_archetype_model,Careful,168,619,0.27140549273021003
332,self_classification_archetype_model,Early adopter,8,619,0.012924071082390954
332,self_classification_archetype_model,Fearful,101,619,0.1631663974151858
332,self_classification_archetype_model,Homo economicus,178,619,0.2875605815831987
332,self_classification_archetype_model,Influencer,21,619,0.033925686591276254
332,self_classification_archetype_model,None,9,619,0.014539579967689823
332,self_classification_archetype_model,Stubborn,46,619,0.07431340872374798
332,self_classification_archetype_model,Uninterested,22,619,0.035541195476575124
333,self_classification_archetype_model,Activist,71,614,0.11563517915309446
333,self_classification_archetype_model,Careful,163,614,0.26547231270358307
333,self_classification_archetype_model,Early adopter,3,614,0.004885993485342019
333,self_classification_archetype_model,Fearful,97,614,0.15798045602605862
333,self_classification_archetype_model,Homo economicus,187,614,0.30456026058631924
333,self_classification_archetype_model,Influencer,28,614,0.04560260586319218
333,self_classification_archetype_model,None,15,614,0.024429967426710098
333,self_classification_archetype_model,Stubborn,41,614,0.06677524429967427
333,self_classification_archetype_model,Uninterested,9,614,0.014657980456026058
334,self_classification_archetype_model,Activist,77,614,0.1254071661237785
