bootstrap_id,variable,category,n,total_n,prop
230,age_group_model,55_64,76,1000,0.076
230,age_group_model,65_plus,25,1000,0.025
230,age_group_model,unknown,64,1000,0.064
231,age_group_model,18_24,217,1000,0.217
231,age_group_model,25_34,360,1000,0.36
231,age_group_model,35_44,141,1000,0.141
231,age_group_model,45_54,112,1000,0.112
231,age_group_model,55_64,55,1000,0.055
231,age_group_model,65_plus,30,1000,0.03
231,age_group_model,unknown,85,1000,0.085
232,age_group_model,18_24,213,1000,0.213
232,age_group_model,25_34,368,1000,0.368
232,age_group_model,35_44,142,1000,0.142
232,age_group_model,45_54,133,1000,0.133
232,age_group_model,55_64,62,1000,0.062
232,age_group_model,65_plus,22,1000,0.022
232,age_group_model,unknown,60,1000,0.06
233,age_group_model,18_24,216,1000,0.216
233,age_group_model,25_34,367,1000,0.367
233,age_group_model,35_44,148,1000,0.148
233,age_group_model,45_54,126,1000,0.126
233,age_group_model,55_64,50,1000,0.05
233,age_group_model,65_plus,22,1000,0.022
233,age_group_model,unknown,71,1000,0.071
234,age_group_model,18_24,209,1000,0.209
234,age_group_model,25_34,377,1000,0.377
234,age_group_model,35_44,145,1000,0.145
234,age_group_model,45_54,139,1000,0.139
234,age_group_model,55_64,50,1000,0.05
234,age_group_model,65_plus,25,1000,0.025
234,age_group_model,unknown,55,1000,0.055
235,age_group_model,18_24,228,1000,0.228
235,age_group_model,25_34,355,1000,0.355
235,age_group_model,35_44,140,1000,0.14
235,age_group_model,45_54,108,1000,0.108
235,age_group_model,55_64,63,1000,0.063
235,age_group_model,65_plus,26,1000,0.026
235,age_group_model,unknown,80,1000,0.08
236,age_group_model,18_24,219,1000,0.219
236,age_group_model,25_34,353,1000,0.353
236,age_group_model,35_44,159,1000,0.159
236,age_group_model,45_54,123,1000,0.123
236,age_group_model,55_64,54,1000,0.054
236,age_group_model,65_plus,17,1000,0.017
236,age_group_model,unknown,75,1000,0.075
237,age_group_model,18_24,220,1000,0.22
237,age_group_model,25_34,367,1000,0.367
237,age_group_model,35_44,130,1000,0.13
237,age_group_model,45_54,139,1000,0.139
237,age_group_model,55_64,53,1000,0.053
237,age_group_model,65_plus,25,1000,0.025
237,age_group_model,unknown,66,1000,0.066
238,age_group_model,18_24,217,1000,0.217
238,age_group_model,25_34,383,1000,0.383
238,age_group_model,35_44,141,1000,0.141
238,age_group_model,45_54,108,1000,0.108
238,age_group_model,55_64,56,1000,0.056
238,age_group_model,65_plus,25,1000,0.025
238,age_group_model,unknown,70,1000,0.07
239,age_group_model,18_24,227,1000,0.227
239,age_group_model,25_34,360,1000,0.36
239,age_group_model,35_44,142,1000,0.142
239,age_group_model,45_54,125,1000,0.125
239,age_group_model,55_64,50,1000,0.05
239,age_group_model,65_plus,25,1000,0.025
239,age_group_model,unknown,71,1000,0.071
240,age_group_model,18_24,199,1000,0.199
240,age_group_model,25_34,382,1000,0.382
240,age_group_model,35_44,137,1000,0.137
240,age_group_model,45_54,118,1000,0.118
240,age_group_model,55_64,59,1000,0.059
240,age_group_model,65_plus,25,1000,0.025
240,age_group_model,unknown,80,1000,0.08
241,age_group_model,18_24,236,1000,0.236
241,age_group_model,25_34,363,1000,0.363
241,age_group_model,35_44,145,1000,0.145
241,age_group_model,45_54,113,1000,0.113
241,age_group_model,55_64,57,1000,0.057
241,age_group_model,65_plus,19,1000,0.019
241,age_group_model,unknown,67,1000,0.067
242,age_group_model,18_24,212,1000,0.212
242,age_group_model,25_34,367,1000,0.367
242,age_group_model,35_44,143,1000,0.143
242,age_group_model,45_54,133,1000,0.133
242,age_group_model,55_64,57,1000,0.057
242,age_group_model,65_plus,16,1000,0.016
242,age_group_model,unknown,72,1000,0.072
243,age_group_model,18_24,219,1000,0.219
243,age_group_model,25_34,388,1000,0.388
243,age_group_model,35_44,139,1000,0.139
243,age_group_model,45_54,113,1000,0.113
243,age_group_model,55_64,50,1000,0.05
243,age_group_model,65_plus,26,1000,0.026
243,age_group_model,unknown,65,1000,0.065
244,age_group_model,18_24,218,1000,0.218
244,age_group_model,25_34,374,1000,0.374
244,age_group_model,35_44,131,1000,0.131
244,age_group_model,45_54,116,1000,0.116
244,age_group_model,55_64,49,1000,0.049
244,age_group_model,65_plus,26,1000,0.026
244,age_group_model,unknown,86,1000,0.086
245,age_group_model,18_24,238,1000,0.238
245,age_group_model,25_34,356,1000,0.356
245,age_group_model,35_44,121,1000,0.121
245,age_group_model,45_54,141,1000,0.141
245,age_group_model,55_64,60,1000,0.06
245,age_group_model,65_plus,23,1000,0.023
245,age_group_model,unknown,61,1000,0.061
246,age_group_model,18_24,205,1000,0.205
246,age_group_model,25_34,384,1000,0.384
246,age_group_model,35_44,132,1000,0.132
246,age_group_model,45_54,127,1000,0.127
246,age_group_model,55_64,50,1000,0.05
246,age_group_model,65_plus,29,1000,0.029
246,age_group_model,unknown,73,1000,0.073
247,age_group_model,18_24,219,1000,0.219
247,age_group_model,25_34,369,1000,0.369
247,age_group_model,35_44,153,1000,0.153
247,age_group_model,45_54,109,1000,0.109
247,age_group_model,55_64,58,1000,0.058
247,age_group_model,65_plus,33,1000,0.033
247,age_group_model,unknown,59,1000,0.059
248,age_group_model,18_24,221,1000,0.221
248,age_group_model,25_34,365,1000,0.365
248,age_group_model,35_44,153,1000,0.153
248,age_group_model,45_54,105,1000,0.105
248,age_group_model,55_64,55,1000,0.055
248,age_group_model,65_plus,31,1000,0.031
248,age_group_model,unknown,70,1000,0.07
249,age_group_model,18_24,211,1000,0.211
249,age_group_model,25_34,392,1000,0.392
249,age_group_model,35_44,129,1000,0.129
249,age_group_model,45_54,110,1000,0.11
249,age_group_model,55_64,55,1000,0.055
249,age_group_model,65_plus,30,1000,0.03
249,age_group_model,unknown,73,1000,0.073
250,age_group_model,18_24,209,1000,0.209
250,age_group_model,25_34,353,1000,0.353
250,age_group_model,35_44,161,1000,0.161
250,age_group_model,45_54,129,1000,0.129
250,age_group_model,55_64,58,1000,0.058
250,age_group_model,65_plus,19,1000,0.019
250,age_group_model,unknown,71,1000,0.071
251,age_group_model,18_24,215,1000,0.215
251,age_group_model,25_34,361,1000,0.361
251,age_group_model,35_44,148,1000,0.148
251,age_group_model,45_54,124,1000,0.124
251,age_group_model,55_64,60,1000,0.06
251,age_group_model,65_plus,32,1000,0.032
251,age_group_model,unknown,60,1000,0.06
252,age_group_model,18_24,206,1000,0.206
252,age_group_model,25_34,384,1000,0.384
252,age_group_model,35_44,139,1000,0.139
252,age_group_model,45_54,116,1000,0.116
252,age_group_model,55_64,50,1000,0.05
252,age_group_model,65_plus,36,1000,0.036
252,age_group_model,unknown,69,1000,0.069
253,age_group_model,18_24,207,1000,0.207
253,age_group_model,25_34,367,1000,0.367
253,age_group_model,35_44,145,1000,0.145
253,age_group_model,45_54,122,1000,0.122
253,age_group_model,55_64,57,1000,0.057
253,age_group_model,65_plus,28,1000,0.028
253,age_group_model,unknown,74,1000,0.074
254,age_group_model,18_24,206,1000,0.206
254,age_group_model,25_34,375,1000,0.375
254,age_group_model,35_44,148,1000,0.148
254,age_group_model,45_54,131,1000,0.131
254,age_group_model,55_64,53,1000,0.053
254,age_group_model,65_plus,24,1000,0.024
254,age_group_model,unknown,63,1000,0.063
255,age_group_model,18_24,252,1000,0.252
255,age_group_model,25_34,362,1000,0.362
255,age_group_model,35_44,137,1000,0.137
255,age_group_model,45_54,108,1000,0.108
255,age_group_model,55_64,42,1000,0.042
255,age_group_model,65_plus,24,1000,0.024
255,age_group_model,unknown,75,1000,0.075
256,age_group_model,18_24,210,1000,0.21
256,age_group_model,25_34,377,1000,0.377
256,age_group_model,35_44,137,1000,0.137
256,age_group_model,45_54,128,1000,0.128
256,age_group_model,55_64,48,1000,0.048
256,age_group_model,65_plus,28,1000,0.028
256,age_group_model,unknown,72,1000,0.072
257,age_group_model,18_24,194,1000,0.194
257,age_group_model,25_34,395,1000,0.395
257,age_group_model,35_44,145,1000,0.145
257,age_group_model,45_54,123,1000,0.123
257,age_group_model,55_64,63,1000,0.063
257,age_group_model,65_plus,20,1000,0.02
257,age_group_model,unknown,60,1000,0.06
258,age_group_model,18_24,209,1000,0.209
258,age_group_model,25_34,383,1000,0.383
258,age_group_model,35_44,138,1000,0.138
258,age_group_model,45_54,121,1000,0.121
258,age_group_model,55_64,56,1000,0.056
258,age_group_model,65_plus,27,1000,0.027
258,age_group_model,unknown,66,1000,0.066
259,age_group_model,18_24,212,1000,0.212
259,age_group_model,25_34,385,1000,0.385
259,age_group_model,35_44,137,1000,0.137
259,age_group_model,45_54,121,1000,0.121
259,age_group_model,55_64,50,1000,0.05
259,age_group_model,65_plus,30,1000,0.03
259,age_group_model,unknown,65,1000,0.065
260,age_group_model,18_24,221,1000,0.221
260,age_group_model,25_34,361,1000,0.361
260,age_group_model,35_44,140,1000,0.14
260,age_group_model,45_54,125,1000,0.125
260,age_group_model,55_64,57,1000,0.057
260,age_group_model,65_plus,25,1000,0.025
260,age_group_model,unknown,71,1000,0.071
261,age_group_model,18_24,227,1000,0.227
261,age_group_model,25_34,349,1000,0.349
261,age_group_model,35_44,149,1000,0.149
261,age_group_model,45_54,112,1000,0.112
261,age_group_model,55_64,60,1000,0.06
261,age_group_model,65_plus,24,1000,0.024
261,age_group_model,unknown,79,1000,0.079
262,age_group_model,18_24,200,1000,0.2
262,age_group_model,25_34,368,1000,0.368
262,age_group_model,35_44,150,1000,0.15
262,age_group_model,45_54,138,1000,0.138
262,age_group_model,55_64,59,1000,0.059
262,age_group_model,65_plus,17,1000,0.017
262,age_group_model,unknown,68,1000,0.068
263,age_group_model,18_24,204,1000,0.204
263,age_group_model,25_34,405,1000,0.405
263,age_group_model,35_44,146,1000,0.146
263,age_group_model,45_54,118,1000,0.118
263,age_group_model,55_64,52,1000,0.052
263,age_group_model,65_plus,20,1000,0.02
263,age_group_model,unknown,55,1000,0.055
264,age_group_model,18_24,212,1000,0.212
264,age_group_model,25_34,383,1000,0.383
264,age_group_model,35_44,144,1000,0.144
264,age_group_model,45_54,125,1000,0.125
264,age_group_model,55_64,45,1000,0.045
264,age_group_model,65_plus,20,1000,0.02
264,age_group_model,unknown,71,1000,0.071
265,age_group_model,18_24,228,1000,0.228
265,age_group_model,25_34,376,1000,0.376
265,age_group_model,35_44,129,1000,0.129
265,age_group_model,45_54,136,1000,0.136
265,age_group_model,55_64,56,1000,0.056
265,age_group_model,65_plus,22,1000,0.022
265,age_group_model,unknown,53,1000,0.053
266,age_group_model,18_24,203,1000,0.203
266,age_group_model,25_34,377,1000,0.377
266,age_group_model,35_44,132,1000,0.132
266,age_group_model,45_54,138,1000,0.138
266,age_group_model,55_64,60,1000,0.06
266,age_group_model,65_plus,17,1000,0.017
266,age_group_model,unknown,73,1000,0.073
267,age_group_model,18_24,213,1000,0.213
267,age_group_model,25_34,351,1000,0.351
267,age_group_model,35_44,140,1000,0.14
267,age_group_model,45_54,119,1000,0.119
267,age_group_model,55_64,64,1000,0.064
267,age_group_model,65_plus,29,1000,0.029
267,age_group_model,unknown,84,1000,0.084
268,age_group_model,18_24,233,1000,0.233
268,age_group_model,25_34,360,1000,0.36
268,age_group_model,35_44,155,1000,0.155
268,age_group_model,45_54,114,1000,0.114
268,age_group_model,55_64,52,1000,0.052
268,age_group_model,65_plus,15,1000,0.015
268,age_group_model,unknown,71,1000,0.071
269,age_group_model,18_24,225,1000,0.225
269,age_group_model,25_34,357,1000,0.357
269,age_group_model,35_44,152,1000,0.152
269,age_group_model,45_54,116,1000,0.116
269,age_group_model,55_64,62,1000,0.062
269,age_group_model,65_plus,18,1000,0.018
269,age_group_model,unknown,70,1000,0.07
270,age_group_model,18_24,220,1000,0.22
270,age_group_model,25_34,380,1000,0.38
270,age_group_model,35_44,123,1000,0.123
270,age_group_model,45_54,122,1000,0.122
270,age_group_model,55_64,48,1000,0.048
270,age_group_model,65_plus,21,1000,0.021
270,age_group_model,unknown,86,1000,0.086
271,age_group_model,18_24,225,1000,0.225
271,age_group_model,25_34,359,1000,0.359
271,age_group_model,35_44,136,1000,0.136
271,age_group_model,45_54,121,1000,0.121
271,age_group_model,55_64,55,1000,0.055
271,age_group_model,65_plus,31,1000,0.031
271,age_group_model,unknown,73,1000,0.073
272,age_group_model,18_24,212,1000,0.212
272,age_group_model,25_34,368,1000,0.368
272,age_group_model,35_44,143,1000,0.143
272,age_group_model,45_54,128,1000,0.128
272,age_group_model,55_64,61,1000,0.061
272,age_group_model,65_plus,21,1000,0.021
272,age_group_model,unknown,67,1000,0.067
273,age_group_model,18_24,218,1000,0.218
273,age_group_model,25_34,362,1000,0.362
273,age_group_model,35_44,145,1000,0.145
273,age_group_model,45_54,109,1000,0.109
273,age_group_model,55_64,72,1000,0.072
273,age_group_model,65_plus,20,1000,0.02
273,age_group_model,unknown,74,1000,0.074
274,age_group_model,18_24,222,1000,0.222
274,age_group_model,25_34,358,1000,0.358
274,age_group_model,35_44,151,1000,0.151
274,age_group_model,45_54,115,1000,0.115
274,age_group_model,55_64,56,1000,0.056
274,age_group_model,65_plus,20,1000,0.02
274,age_group_model,unknown,78,1000,0.078
275,age_group_model,18_24,218,1000,0.218
275,age_group_model,25_34,374,1000,0.374
275,age_group_model,35_44,141,1000,0.141
275,age_group_model,45_54,127,1000,0.127
275,age_group_model,55_64,50,1000,0.05
275,age_group_model,65_plus,14,1000,0.014
275,age_group_model,unknown,76,1000,0.076
276,age_group_model,18_24,215,1000,0.215
276,age_group_model,25_34,370,1000,0.37
276,age_group_model,35_44,143,1000,0.143
276,age_group_model,45_54,126,1000,0.126
276,age_group_model,55_64,52,1000,0.052
276,age_group_model,65_plus,16,1000,0.016
276,age_group_model,unknown,78,1000,0.078
277,age_group_model,18_24,217,1000,0.217
277,age_group_model,25_34,347,1000,0.347
277,age_group_model,35_44,165,1000,0.165
277,age_group_model,45_54,126,1000,0.126
277,age_group_model,55_64,38,1000,0.038
277,age_group_model,65_plus,33,1000,0.033
277,age_group_model,unknown,74,1000,0.074
278,age_group_model,18_24,228,1000,0.228
278,age_group_model,25_34,341,1000,0.341
278,age_group_model,35_44,155,1000,0.155
278,age_group_model,45_54,120,1000,0.12
278,age_group_model,55_64,58,1000,0.058
278,age_group_model,65_plus,30,1000,0.03
278,age_group_model,unknown,68,1000,0.068
279,age_group_model,18_24,206,1000,0.206
279,age_group_model,25_34,360,1000,0.36
279,age_group_model,35_44,156,1000,0.156
279,age_group_model,45_54,126,1000,0.126
279,age_group_model,55_64,63,1000,0.063
279,age_group_model,65_plus,25,1000,0.025
279,age_group_model,unknown,64,1000,0.064
280,age_group_model,18_24,243,1000,0.243
280,age_group_model,25_34,363,1000,0.363
280,age_group_model,35_44,136,1000,0.136
280,age_group_model,45_54,119,1000,0.119
280,age_group_model,55_64,46,1000,0.046
280,age_group_model,65_plus,23,1000,0.023
280,age_group_model,unknown,70,1000,0.07
281,age_group_model,18_24,212,1000,0.212
281,age_group_model,25_34,343,1000,0.343
281,age_group_model,35_44,140,1000,0.14
281,age_group_model,45_54,149,1000,0.149
281,age_group_model,55_64,49,1000,0.049
281,age_group_model,65_plus,25,1000,0.025
281,age_group_model,unknown,82,1000,0.082
282,age_group_model,18_24,222,1000,0.222
282,age_group_model,25_34,357,1000,0.357
282,age_group_model,35_44,151,1000,0.151
282,age_group_model,45_54,126,1000,0.126
282,age_group_model,55_64,44,1000,0.044
282,age_group_model,65_plus,22,1000,0.022
282,age_group_model,unknown,78,1000,0.078
283,age_group_model,18_24,223,1000,0.223
283,age_group_model,25_34,360,1000,0.36
283,age_group_model,35_44,134,1000,0.134
283,age_group_model,45_54,121,1000,0.121
283,age_group_model,55_64,65,1000,0.065
283,age_group_model,65_plus,27,1000,0.027
283,age_group_model,unknown,70,1000,0.07
284,age_group_model,18_24,216,1000,0.216
284,age_group_model,25_34,363,1000,0.363
284,age_group_model,35_44,155,1000,0.155
284,age_group_model,45_54,116,1000,0.116
284,age_group_model,55_64,68,1000,0.068
284,age_group_model,65_plus,21,1000,0.021
284,age_group_model,unknown,61,1000,0.061
285,age_group_model,18_24,220,1000,0.22
285,age_group_model,25_34,359,1000,0.359
285,age_group_model,35_44,165,1000,0.165
285,age_group_model,45_54,121,1000,0.121
285,age_group_model,55_64,39,1000,0.039
285,age_group_model,65_plus,25,1000,0.025
285,age_group_model,unknown,71,1000,0.071
286,age_group_model,18_24,209,1000,0.209
286,age_group_model,25_34,371,1000,0.371
286,age_group_model,35_44,156,1000,0.156
286,age_group_model,45_54,104,1000,0.104
286,age_group_model,55_64,58,1000,0.058
286,age_group_model,65_plus,18,1000,0.018
286,age_group_model,unknown,84,1000,0.084
287,age_group_model,18_24,216,1000,0.216
287,age_group_model,25_34,356,1000,0.356
287,age_group_model,35_44,141,1000,0.141
287,age_group_model,45_54,113,1000,0.113
287,age_group_model,55_64,58,1000,0.058
287,age_group_model,65_plus,28,1000,0.028
287,age_group_model,unknown,88,1000,0.088
288,age_group_model,18_24,214,1000,0.214
288,age_group_model,25_34,380,1000,0.38
288,age_group_model,35_44,138,1000,0.138
288,age_group_model,45_54,112,1000,0.112
288,age_group_model,55_64,71,1000,0.071
288,age_group_model,65_plus,23,1000,0.023
288,age_group_model,unknown,62,1000,0.062
289,age_group_model,18_24,208,1000,0.208
289,age_group_model,25_34,372,1000,0.372
289,age_group_model,35_44,143,1000,0.143
289,age_group_model,45_54,132,1000,0.132
289,age_group_model,55_64,51,1000,0.051
289,age_group_model,65_plus,23,1000,0.023
289,age_group_model,unknown,71,1000,0.071
290,age_group_model,18_24,242,1000,0.242
290,age_group_model,25_34,379,1000,0.379
290,age_group_model,35_44,138,1000,0.138
290,age_group_model,45_54,110,1000,0.11
290,age_group_model,55_64,44,1000,0.044
290,age_group_model,65_plus,20,1000,0.02
290,age_group_model,unknown,67,1000,0.067
291,age_group_model,18_24,222,1000,0.222
291,age_group_model,25_34,360,1000,0.36
291,age_group_model,35_44,140,1000,0.14
291,age_group_model,45_54,137,1000,0.137
291,age_group_model,55_64,52,1000,0.052
291,age_group_model,65_plus,23,1000,0.023
291,age_group_model,unknown,66,1000,0.066
292,age_group_model,18_24,219,1000,0.219
292,age_group_model,25_34,352,1000,0.352
292,age_group_model,35_44,159,1000,0.159
292,age_group_model,45_54,122,1000,0.122
292,age_group_model,55_64,59,1000,0.059
292,age_group_model,65_plus,26,1000,0.026
292,age_group_model,unknown,63,1000,0.063
293,age_group_model,18_24,207,1000,0.207
293,age_group_model,25_34,389,1000,0.389
293,age_group_model,35_44,136,1000,0.136
293,age_group_model,45_54,123,1000,0.123
293,age_group_model,55_64,52,1000,0.052
293,age_group_model,65_plus,32,1000,0.032
293,age_group_model,unknown,61,1000,0.061
294,age_group_model,18_24,227,1000,0.227
294,age_group_model,25_34,353,1000,0.353
294,age_group_model,35_44,142,1000,0.142
294,age_group_model,45_54,112,1000,0.112
294,age_group_model,55_64,62,1000,0.062
294,age_group_model,65_plus,18,1000,0.018
294,age_group_model,unknown,86,1000,0.086
295,age_group_model,18_24,222,1000,0.222
295,age_group_model,25_34,369,1000,0.369
295,age_group_model,35_44,142,1000,0.142
295,age_group_model,45_54,111,1000,0.111
295,age_group_model,55_64,47,1000,0.047
295,age_group_model,65_plus,28,1000,0.028
295,age_group_model,unknown,81,1000,0.081
296,age_group_model,18_24,203,1000,0.203
296,age_group_model,25_34,375,1000,0.375
296,age_group_model,35_44,146,1000,0.146
296,age_group_model,45_54,126,1000,0.126
296,age_group_model,55_64,52,1000,0.052
296,age_group_model,65_plus,27,1000,0.027
296,age_group_model,unknown,71,1000,0.071
297,age_group_model,18_24,206,1000,0.206
297,age_group_model,25_34,373,1000,0.373
297,age_group_model,35_44,149,1000,0.149
297,age_group_model,45_54,132,1000,0.132
297,age_group_model,55_64,57,1000,0.057
297,age_group_model,65_plus,20,1000,0.02
297,age_group_model,unknown,63,1000,0.063
298,age_group_model,18_24,223,1000,0.223
298,age_group_model,25_34,362,1000,0.362
298,age_group_model,35_44,154,1000,0.154
298,age_group_model,45_54,101,1000,0.101
298,age_group_model,55_64,60,1000,0.06
298,age_group_model,65_plus,21,1000,0.021
298,age_group_model,unknown,79,1000,0.079
299,age_group_model,18_24,209,1000,0.209
299,age_group_model,25_34,368,1000,0.368
299,age_group_model,35_44,144,1000,0.144
299,age_group_model,45_54,124,1000,0.124
299,age_group_model,55_64,54,1000,0.054
299,age_group_model,65_plus,30,1000,0.03
299,age_group_model,unknown,71,1000,0.071
300,age_group_model,18_24,231,1000,0.231
300,age_group_model,25_34,382,1000,0.382
300,age_group_model,35_44,136,1000,0.136
300,age_group_model,45_54,105,1000,0.105
300,age_group_model,55_64,51,1000,0.051
300,age_group_model,65_plus,24,1000,0.024
300,age_group_model,unknown,71,1000,0.071
301,age_group_model,18_24,230,1000,0.23
301,age_group_model,25_34,349,1000,0.349
301,age_group_model,35_44,142,1000,0.142
301,age_group_model,45_54,114,1000,0.114
301,age_group_model,55_64,51,1000,0.051
301,age_group_model,65_plus,29,1000,0.029
301,age_group_model,unknown,85,1000,0.085
302,age_group_model,18_24,243,1000,0.243
302,age_group_model,25_34,359,1000,0.359
302,age_group_model,35_44,144,1000,0.144
302,age_group_model,45_54,117,1000,0.117
302,age_group_model,55_64,41,1000,0.041
302,age_group_model,65_plus,16,1000,0.016
302,age_group_model,unknown,80,1000,0.08
303,age_group_model,18_24,232,1000,0.232
303,age_group_model,25_34,352,1000,0.352
303,age_group_model,35_44,158,1000,0.158
303,age_group_model,45_54,116,1000,0.116
303,age_group_model,55_64,51,1000,0.051
303,age_group_model,65_plus,25,1000,0.025
303,age_group_model,unknown,66,1000,0.066
304,age_group_model,18_24,222,1000,0.222
304,age_group_model,25_34,355,1000,0.355
304,age_group_model,35_44,150,1000,0.15
304,age_group_model,45_54,124,1000,0.124
304,age_group_model,55_64,54,1000,0.054
304,age_group_model,65_plus,23,1000,0.023
304,age_group_model,unknown,72,1000,0.072
305,age_group_model,18_24,208,1000,0.208
305,age_group_model,25_34,372,1000,0.372
305,age_group_model,35_44,132,1000,0.132
305,age_group_model,45_54,119,1000,0.119
305,age_group_model,55_64,58,1000,0.058
305,age_group_model,65_plus,28,1000,0.028
305,age_group_model,unknown,83,1000,0.083
306,age_group_model,18_24,219,1000,0.219
306,age_group_model,25_34,358,1000,0.358
306,age_group_model,35_44,145,1000,0.145
306,age_group_model,45_54,123,1000,0.123
306,age_group_model,55_64,50,1000,0.05
306,age_group_model,65_plus,20,1000,0.02
306,age_group_model,unknown,85,1000,0.085
307,age_group_model,18_24,216,1000,0.216
307,age_group_model,25_34,364,1000,0.364
307,age_group_model,35_44,152,1000,0.152
307,age_group_model,45_54,119,1000,0.119
307,age_group_model,55_64,53,1000,0.053
307,age_group_model,65_plus,22,1000,0.022
307,age_group_model,unknown,74,1000,0.074
308,age_group_model,18_24,195,1000,0.195
308,age_group_model,25_34,358,1000,0.358
308,age_group_model,35_44,139,1000,0.139
308,age_group_model,45_54,144,1000,0.144
308,age_group_model,55_64,53,1000,0.053
308,age_group_model,65_plus,25,1000,0.025
308,age_group_model,unknown,86,1000,0.086
309,age_group_model,18_24,231,1000,0.231
309,age_group_model,25_34,347,1000,0.347
309,age_group_model,35_44,137,1000,0.137
309,age_group_model,45_54,127,1000,0.127
309,age_group_model,55_64,52,1000,0.052
309,age_group_model,65_plus,29,1000,0.029
309,age_group_model,unknown,77,1000,0.077
310,age_group_model,18_24,206,1000,0.206
310,age_group_model,25_34,387,1000,0.387
310,age_group_model,35_44,133,1000,0.133
310,age_group_model,45_54,111,1000,0.111
310,age_group_model,55_64,59,1000,0.059
310,age_group_model,65_plus,22,1000,0.022
310,age_group_model,unknown,82,1000,0.082
311,age_group_model,18_24,213,1000,0.213
311,age_group_model,25_34,367,1000,0.367
311,age_group_model,35_44,133,1000,0.133
311,age_group_model,45_54,129,1000,0.129
311,age_group_model,55_64,54,1000,0.054
311,age_group_model,65_plus,22,1000,0.022
311,age_group_model,unknown,82,1000,0.082
312,age_group_model,18_24,242,1000,0.242
312,age_group_model,25_34,383,1000,0.383
312,age_group_model,35_44,126,1000,0.126
312,age_group_model,45_54,116,1000,0.116
312,age_group_model,55_64,46,1000,0.046
312,age_group_model,65_plus,22,1000,0.022
312,age_group_model,unknown,65,1000,0.065
313,age_group_model,18_24,239,1000,0.239
313,age_group_model,25_34,361,1000,0.361
313,age_group_model,35_44,132,1000,0.132
313,age_group_model,45_54,106,1000,0.106
313,age_group_model,55_64,56,1000,0.056
313,age_group_model,65_plus,26,1000,0.026
313,age_group_model,unknown,80,1000,0.08
314,age_group_model,18_24,221,1000,0.221
314,age_group_model,25_34,358,1000,0.358
314,age_group_model,35_44,136,1000,0.136
314,age_group_model,45_54,140,1000,0.14
314,age_group_model,55_64,51,1000,0.051
314,age_group_model,65_plus,28,1000,0.028
314,age_group_model,unknown,66,1000,0.066
315,age_group_model,18_24,209,1000,0.209
315,age_group_model,25_34,365,1000,0.365
315,age_group_model,35_44,143,1000,0.143
315,age_group_model,45_54,122,1000,0.122
315,age_group_model,55_64,61,1000,0.061
315,age_group_model,65_plus,28,1000,0.028
315,age_group_model,unknown,72,1000,0.072
316,age_group_model,18_24,222,1000,0.222
316,age_group_model,25_34,366,1000,0.366
316,age_group_model,35_44,144,1000,0.144
316,age_group_model,45_54,108,1000,0.108
316,age_group_model,55_64,61,1000,0.061
316,age_group_model,65_plus,20,1000,0.02
316,age_group_model,unknown,79,1000,0.079
317,age_group_model,18_24,187,1000,0.187
317,age_group_model,25_34,403,1000,0.403
317,age_group_model,35_44,153,1000,0.153
317,age_group_model,45_54,124,1000,0.124
317,age_group_model,55_64,45,1000,0.045
317,age_group_model,65_plus,25,1000,0.025
317,age_group_model,unknown,63,1000,0.063
318,age_group_model,18_24,253,1000,0.253
318,age_group_model,25_34,353,1000,0.353
318,age_group_model,35_44,151,1000,0.151
318,age_group_model,45_54,92,1000,0.092
318,age_group_model,55_64,54,1000,0.054
318,age_group_model,65_plus,21,1000,0.021
318,age_group_model,unknown,76,1000,0.076
319,age_group_model,18_24,202,1000,0.202
319,age_group_model,25_34,398,1000,0.398
319,age_group_model,35_44,163,1000,0.163
319,age_group_model,45_54,114,1000,0.114
319,age_group_model,55_64,53,1000,0.053
319,age_group_model,65_plus,15,1000,0.015
319,age_group_model,unknown,55,1000,0.055
320,age_group_model,18_24,205,1000,0.205
320,age_group_model,25_34,367,1000,0.367
320,age_group_model,35_44,152,1000,0.152
320,age_group_model,45_54,117,1000,0.117
320,age_group_model,55_64,50,1000,0.05
320,age_group_model,65_plus,30,1000,0.03
320,age_group_model,unknown,79,1000,0.079
321,age_group_model,18_24,225,1000,0.225
321,age_group_model,25_34,355,1000,0.355
321,age_group_model,35_44,141,1000,0.141
321,age_group_model,45_54,133,1000,0.133
321,age_group_model,55_64,58,1000,0.058
321,age_group_model,65_plus,29,1000,0.029
321,age_group_model,unknown,59,1000,0.059
322,age_group_model,18_24,212,1000,0.212
322,age_group_model,25_34,363,1000,0.363
322,age_group_model,35_44,135,1000,0.135
322,age_group_model,45_54,137,1000,0.137
322,age_group_model,55_64,49,1000,0.049
322,age_group_model,65_plus,19,1000,0.019
322,age_group_model,unknown,85,1000,0.085
323,age_group_model,18_24,208,1000,0.208
323,age_group_model,25_34,387,1000,0.387
323,age_group_model,35_44,139,1000,0.139
323,age_group_model,45_54,109,1000,0.109
323,age_group_model,55_64,70,1000,0.07
323,age_group_model,65_plus,14,1000,0.014
323,age_group_model,unknown,73,1000,0.073
324,age_group_model,18_24,188,1000,0.188
324,age_group_model,25_34,409,1000,0.409
324,age_group_model,35_44,142,1000,0.142
324,age_group_model,45_54,123,1000,0.123
324,age_group_model,55_64,56,1000,0.056
324,age_group_model,65_plus,23,1000,0.023
324,age_group_model,unknown,59,1000,0.059
