"cluster","Early.Adopter","Uninterested","Homo.Economicus","Fearful","Stubborn","Influencer","Careful","Activist"
"cluster_1",0,0,0,0,0,0,0,0
"cluster_2",50,16.6666666666667,0,0,0,20,0,0
"cluster_3",40,33.3333333333333,40,40,66.6666666666667,16.6666666666667,60,50
"cluster_4",25,20,0,0,0,0,0,0
"cluster_5",60,50,33.3333333333333,33.3333333333333,50,14.2857142857143,50,40
"cluster_6",33.3333333333333,50,60,60,50,14.2857142857143,80,75
"cluster_7",44.4444444444444,55.5555555555556,44.4444444444444,44.4444444444444,22.2222222222222,44.4444444444444,55.5555555555556,33.3333333333333
"cluster_8",50,62.5,50,50,25,33.3333333333333,62.5,37.5
