bootstrap_id,bootstrap_draw_id,participant_id,participant_id_original,political_profile,macro_archetype_5,self_profile,adoption_stage,stage,technology,FINANCIAL,SECURITY,COMPETENCE,AUTONOMY,PHYSIOLOGICAL,RELATEDNESS,STIMULATION,POPULARITY,MEANING,z_FINANCIAL,z_SECURITY,z_COMPETENCE,z_AUTONOMY,z_PHYSIOLOGICAL,z_RELATEDNESS,z_STIMULATION,z_POPULARITY,z_MEANING
71,1,PROLIFIC_5e8f740429529124dfc3e7a5_boot71_draw1,PROLIFIC_5e8f740429529124dfc3e7a5,Left,G4_HomoEconomicus,Homo economicus,Done,Implementada,Electrodomésticos eficientes,0.010404304688951482,0,0,0,0,0,0,0,-0.27704140148632816,0.010404304688951482,0,0,0,0,0,0,0,-0.27704140148632816
71,1,PROLIFIC_5e8f740429529124dfc3e7a5_boot71_draw1,PROLIFIC_5e8f740429529124dfc3e7a5,Left,G4_HomoEconomicus,Homo economicus,Considering,La conoce / la consideraría,Agua caliente sanitaria,0,0,0,0,0,-0.6655063829760831,0,0,0,0,0,0,0,0,-0.6655063829760831,0,0,0
71,1,PROLIFIC_5e8f740429529124dfc3e7a5_boot71_draw1,PROLIFIC_5e8f740429529124dfc3e7a5,Left,G4_HomoEconomicus,Homo economicus,Knowledge,"No la conoce, pero le genera curiosidad",Cambio de tarifa eléctrica,0.010404304688951482,0,0,0,0,0,0,0,0,0.010404304688951482,0,0,0,0,0,0,0,0
71,2,PROLIFIC_6a1614592a9d17aadbee6b06_boot71_draw2,PROLIFIC_6a1614592a9d17aadbee6b06,Left,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Sistema de refrigeración,0,0,0,3.3215884567336373e-4,0,0,0,0,0,0,0,0,3.3215884567336373e-4,0,0,0,0,0
71,2,PROLIFIC_6a1614592a9d17aadbee6b06_boot71_draw2,PROLIFIC_6a1614592a9d17aadbee6b06,Left,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Vehículo eléctrico,0.4320930416209137,0,0,0,0,0,0,0,0,0.4320930416209137,0,0,0,0,0,0,0,0
71,2,PROLIFIC_6a1614592a9d17aadbee6b06_boot71_draw2,PROLIFIC_6a1614592a9d17aadbee6b06,Left,G3_Fearful_Careful,Cuidadoso/a,Knowledge,"No la conoce, pero le genera curiosidad",Comunidad energética,0,0,0,3.3215884567336373e-4,0,0,0,0,0.4102740497921399,0,0,0,3.3215884567336373e-4,0,0,0,0,0.4102740497921399
71,3,PROLIFIC_6a229a63b2044a3b6694cdf5_boot71_draw3,PROLIFIC_6a229a63b2044a3b6694cdf5,Left,G4_HomoEconomicus,Homo economicus,Done,Implementada,Medidas de microeficiencia,0.2595987714613992,0,0,0.14364061102353318,0,0,0,0,0.01333422593950273,0.2595987714613992,0,0,0.14364061102353318,0,0,0,0,0.01333422593950273
71,3,PROLIFIC_6a229a63b2044a3b6694cdf5_boot71_draw3,PROLIFIC_6a229a63b2044a3b6694cdf5,Left,G4_HomoEconomicus,Homo economicus,Considering,La conoce / la consideraría,Renovación de envolvente,0.2595987714613992,0,0,0.14364061102353318,0,0,0,0,0.01333422593950273,0.2595987714613992,0,0,0.14364061102353318,0,0,0,0,0.01333422593950273
71,3,PROLIFIC_6a229a63b2044a3b6694cdf5_boot71_draw3,PROLIFIC_6a229a63b2044a3b6694cdf5,Left,G4_HomoEconomicus,Homo economicus,Knowledge,"No la conoce, pero le genera curiosidad",Comunidad energética,0.2595987714613992,0,0,0.14364061102353318,0,0,0,0,0.01333422593950273,0.2595987714613992,0,0,0.14364061102353318,0,0,0,0,0.01333422593950273
71,4,PROLIFIC_697b4452d0057be21360d8d6_boot71_draw4,PROLIFIC_697b4452d0057be21360d8d6,Left,G3_Fearful_Careful,Temeroso/a,Done,Implementada,Sistemas inteligentes del hogar,0.6412435639745022,0.7470471907881009,0,0,0,0,0,0,0,0.6412435639745022,0.7470471907881009,0,0,0,0,0,0,0
71,4,PROLIFIC_697b4452d0057be21360d8d6_boot71_draw4,PROLIFIC_697b4452d0057be21360d8d6,Left,G3_Fearful_Careful,Temeroso/a,Considering,La conoce / la consideraría,Vehículo eléctrico,0.6412435639745022,0,0,0,0,0,0,0,0,0.6412435639745022,0,0,0,0,0,0,0,0
71,4,PROLIFIC_697b4452d0057be21360d8d6_boot71_draw4,PROLIFIC_697b4452d0057be21360d8d6,Left,G3_Fearful_Careful,Temeroso/a,Knowledge,"No la conoce, pero le genera curiosidad",Renovación de envolvente,0.6412435639745022,0,0,0,0,0,0,0,0,0.6412435639745022,0,0,0,0,0,0,0,0
71,5,254_boot71_draw5,254,Left,G1_Activist_Stubborn_Sentient,Activista,Done,Implementada,Renovación de envolvente,0,0,0,0,0,0,0,0,0.3987263526125392,0,0,0,0,0,0,0,0,0.3987263526125392
71,5,254_boot71_draw5,254,Left,G1_Activist_Stubborn_Sentient,Activista,Knowledge,"No la conoce, pero le genera curiosidad",Agua caliente sanitaria,0.018781126938683744,0,0,-0.011677540704616685,0,0,0,0,0.3987263526125392,0.018781126938683744,0,0,-0.011677540704616685,0,0,0,0,0.3987263526125392
71,6,PROLIFIC_697cae93b9bd8250922a71ce_boot71_draw6,PROLIFIC_697cae93b9bd8250922a71ce,Left,G4_HomoEconomicus,Homo economicus,Done,Implementada,Cambio de tarifa eléctrica,-0.02585014821405409,0,0,0,0,0,0,0,0,-0.02585014821405409,0,0,0,0,0,0,0,0
71,6,PROLIFIC_697cae93b9bd8250922a71ce_boot71_draw6,PROLIFIC_697cae93b9bd8250922a71ce,Left,G4_HomoEconomicus,Homo economicus,Considering,La conoce / la consideraría,Sistemas inteligentes del hogar,-0.02585014821405409,0,0,0,0,0,0,0,0,-0.02585014821405409,0,0,0,0,0,0,0,0
