"pattern_id","cluster"
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
11,1
13,1
15,1
16,1
17,1
24,1
26,1
42,1
45,1
55,1
59,1
62,1
65,1
75,1
