"scenario","type","reference","K","D","D_order","archetypes_used","n_patterns_covered","freq_covered","pct_covered"
"10-9-top3","ext","kmeans",1,0,4,"Careful",0,0,0
"10-9-top3","ext","kmeans",1,2,4,"Careful",0,0,0
"10-9-top3","ext","kmeans",1,4,4,"Careful",20,3054957,38.1869625
"10-9-top3","ext","kmeans",1,6,4,"Careful",80,6854142,85.676775
"10-9-top3","ext","kmeans",1,8,4,"Careful",101,8000000,100
"10-9-top3","ext","kmeans",1,10,4,"Careful",101,8000000,100
"10-9-top3","ext","kmeans",2,0,4,"Careful | Early.Adopter",0,0,0
"10-9-top3","ext","kmeans",2,2,4,"Careful | Early.Adopter",0,0,0
"10-9-top3","ext","kmeans",2,4,4,"Careful | Early.Adopter",20,3054957,38.1869625
"10-9-top3","ext","kmeans",2,6,4,"Careful | Early.Adopter",89,7972301,99.6537625
"10-9-top3","ext","kmeans",2,8,4,"Careful | Early.Adopter",101,8000000,100
"10-9-top3","ext","kmeans",2,10,4,"Careful | Early.Adopter",101,8000000,100
"10-9-top3","ext","kmeans",3,0,4,"Careful | Early.Adopter | Fearful",0,0,0
"10-9-top3","ext","kmeans",3,2,4,"Careful | Early.Adopter | Fearful",0,0,0
"10-9-top3","ext","kmeans",3,4,4,"Careful | Early.Adopter | Fearful",20,3054957,38.1869625
"10-9-top3","ext","kmeans",3,6,4,"Careful | Early.Adopter | Fearful",89,7972301,99.6537625
"10-9-top3","ext","kmeans",3,8,4,"Careful | Early.Adopter | Fearful",101,8000000,100
"10-9-top3","ext","kmeans",3,10,4,"Careful | Early.Adopter | Fearful",101,8000000,100
"10-9-top3","ext","kmeans",4,0,4,"Careful | Early.Adopter | Fearful | Homo.Economicus",0,0,0
"10-9-top3","ext","kmeans",4,2,4,"Careful | Early.Adopter | Fearful | Homo.Economicus",0,0,0
"10-9-top3","ext","kmeans",4,4,4,"Careful | Early.Adopter | Fearful | Homo.Economicus",20,3054957,38.1869625
"10-9-top3","ext","kmeans",4,6,4,"Careful | Early.Adopter | Fearful | Homo.Economicus",89,7972301,99.6537625
"10-9-top3","ext","kmeans",4,8,4,"Careful | Early.Adopter | Fearful | Homo.Economicus",101,8000000,100
"10-9-top3","ext","kmeans",4,10,4,"Careful | Early.Adopter | Fearful | Homo.Economicus",101,8000000,100
"10-9-top3","ext","kmeans",5,0,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer",0,0,0
"10-9-top3","ext","kmeans",5,2,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer",0,0,0
"10-9-top3","ext","kmeans",5,4,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer",20,3054957,38.1869625
"10-9-top3","ext","kmeans",5,6,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer",96,7986127,99.8265875
"10-9-top3","ext","kmeans",5,8,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer",101,8000000,100
"10-9-top3","ext","kmeans",5,10,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer",101,8000000,100
"10-9-top3","ext","kmeans",6,0,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn",0,0,0
"10-9-top3","ext","kmeans",6,2,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn",0,0,0
"10-9-top3","ext","kmeans",6,4,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn",20,3054957,38.1869625
"10-9-top3","ext","kmeans",6,6,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn",96,7986127,99.8265875
"10-9-top3","ext","kmeans",6,8,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn",101,8000000,100
"10-9-top3","ext","kmeans",6,10,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn",101,8000000,100
"10-9-top3","ext","kmeans",7,0,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn | Uninterested",0,0,0
"10-9-top3","ext","kmeans",7,2,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn | Uninterested",0,0,0
"10-9-top3","ext","kmeans",7,4,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn | Uninterested",20,3054957,38.1869625
"10-9-top3","ext","kmeans",7,6,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn | Uninterested",98,7999928,99.9991
"10-9-top3","ext","kmeans",7,8,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn | Uninterested",101,8000000,100
"10-9-top3","ext","kmeans",7,10,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn | Uninterested",101,8000000,100
"10-9-top3","ext","kmeans",8,0,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn | Uninterested | X8",0,0,0
"10-9-top3","ext","kmeans",8,2,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn | Uninterested | X8",0,0,0
"10-9-top3","ext","kmeans",8,4,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn | Uninterested | X8",20,3054957,38.1869625
"10-9-top3","ext","kmeans",8,6,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn | Uninterested | X8",98,7999928,99.9991
"10-9-top3","ext","kmeans",8,8,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn | Uninterested | X8",101,8000000,100
"10-9-top3","ext","kmeans",8,10,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn | Uninterested | X8",101,8000000,100
