Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Total rejections,Approval rate,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,Custom study tncs accepted at
6324383a1d14b990f4017a9d,5bcae4e85c2b810001dc2466,APPROVED,2022-09-16T08:48:08.449000Z,2022-09-16T09:04:11.205000Z,2022-09-19T22:39:25.297000Z,2022-09-16T09:04:11.586184Z,963.0,CYDMOCQ1,213,4.0,99.0,27,Male,White,Poland,Poland,Poland,Polish,No,Full-Time,
6324383b1ea7f9a426a07b63,5c0004fc4210510001725547,APPROVED,2022-09-16T08:48:03.581000Z,2022-09-16T09:00:22.203000Z,2022-09-19T22:39:25.395000Z,2022-09-16T09:00:22.640821Z,739.0,CYDMOCQ1,553,1.0,100.0,39,Male,White,Italy,Italy,Italy,Italian,No,Part-Time,
6324383cbec09a0c9b57f523,5c9cb670b472d0001295f377,APPROVED,2022-09-16T08:47:56.794000Z,2022-09-16T09:09:12.483000Z,2022-09-19T22:39:25.492000Z,2022-09-16T09:09:12.861285Z,1276.0,CYDMOCQ1,647,6.0,99.0,66,Male,White,Greece,Greece,Greece,English,No,Full-Time,
6324383dcee77f3a387f5ac7,5e552e189f09b10457d0a4ae,APPROVED,2022-09-16T08:47:59.458000Z,2022-09-16T09:01:38.881000Z,2022-09-19T22:39:25.682000Z,2022-09-16T09:01:39.304070Z,820.0,CYDMOCQ1,6,0.0,100.0,22,Male,White,Hungary,Hungary,Hungary,Hungarian,Yes,Other,
6324383d75f11c9fcaeb44da,5d678b1609288100014849e8,APPROVED,2022-09-16T08:47:57.369000Z,2022-09-16T09:16:30.591000Z,2022-09-19T22:39:25.591000Z,2022-09-16T09:16:31.008720Z,1714.0,CYDMOCQ1,459,1.0,100.0,36,Male,White,Greece,Greece,Greece,Greek,No,Full-Time,
6324383f06b74346a5aa1a3e,5d8c9182bc22d700191aef2b,APPROVED,2022-09-16T08:47:59.148000Z,2022-09-16T09:14:00.442000Z,2022-09-19T22:39:25.781000Z,2022-09-16T09:14:00.798300Z,1562.0,CYDMOCQ1,454,5.0,99.0,39,Male,White,Greece,Greece,Greece,Greek,No,Part-Time,
6324383f5197c3b6771e4d58,5dd2759d98981d2840e20a09,APPROVED,2022-09-16T08:47:59.717000Z,2022-09-16T09:06:21.742000Z,2022-09-19T22:39:25.872000Z,2022-09-16T09:06:22.160926Z,1103.0,CYDMOCQ1,301,3.0,99.0,21,Male,White,Poland,Poland,Poland,Polish,Yes,Part-Time,
6324383f9298c638ed3ddb56,5e8ecc2ccd40fa1876aa7c23,APPROVED,2022-09-16T08:47:59.950000Z,2022-09-16T09:03:00.711000Z,2022-09-19T22:39:25.964000Z,2022-09-16T09:03:01.172963Z,901.0,CYDMOCQ1,231,1.0,100.0,31,Male,White,Estonia,Estonia,Estonia,Estonian,No,DATA_EXPIRED,
63243840f823320d285bf6c3,55dc405950a1f7000590d658,APPROVED,2022-09-16T08:48:00.192000Z,2022-09-16T09:05:09.281000Z,2022-09-19T22:39:26.148000Z,2022-09-16T09:05:09.689977Z,1030.0,CYDMOCQ1,179,2.0,100.0,42,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time,
6324384091b7159b0a3ce52a,5c48be0496d59b000183e68d,APPROVED,2022-09-16T08:48:29.757000Z,2022-09-16T09:33:23.267000Z,2022-09-19T22:39:26.058000Z,2022-09-16T09:33:24.048803Z,2694.0,CYDMOCQ1,417,1.0,100.0,45,Male,White,Hungary,Hungary,Hungary,Hungarian,No,Full-Time,
