Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Total rejections,Approval rate,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,Custom study tncs accepted at
633eb16096298c8c7184ae29,6310a3ffc3b0a98b26445843,APPROVED,2022-10-06T10:44:02.694000Z,2022-10-06T10:54:56.233000Z,2022-10-11T05:27:40.855000Z,2022-10-06T10:54:57.069181Z,654.0,CYDMOCQ1,51,0.0,100.0,28,Male,White,Netherlands,Netherlands,Netherlands,Dutch,No,Full-Time,
633eb162958e774e83659ed8,603f6e643234e512fc197ae1,APPROVED,2022-10-06T10:53:00.906000Z,2022-10-06T11:27:51.724000Z,2022-10-11T05:27:40.957000Z,2022-10-06T11:27:52.113916Z,2091.0,CYDMOCQ1,533,4.0,99.0,33,Male,White,Italy,Germany,Italy,Italian,Yes,Full-Time,
633eb16a38ed909427d7d7c2,613334cf5293abe84a78239c,APPROVED,2022-10-06T10:44:12.570000Z,2022-10-06T11:06:46.331000Z,2022-10-11T05:27:41.062000Z,2022-10-06T11:06:46.839401Z,1354.0,CYDMOCQ1,382,4.0,99.0,33,Male,White,France,France,France,French,No,Full-Time,
633eb16d7c9cac0f68fe6c2c,6310aadd077de00d527415bf,APPROVED,2022-10-06T10:44:00.020000Z,2022-10-06T11:02:46.078000Z,2022-10-11T05:27:41.171000Z,2022-10-06T11:02:46.411042Z,1127.0,CYDMOCQ1,33,0.0,100.0,33,Male,Asian,India,Netherlands,India,Hindi,No,Full-Time,
633eb16dba0f7e393e4b966d,6145a3537543ca6dca883190,APPROVED,2022-10-06T10:43:57.677000Z,2022-10-06T11:02:40.377000Z,2022-10-11T05:27:41.277000Z,2022-10-06T11:02:40.779158Z,1123.0,CYDMOCQ1,362,1.0,100.0,29,Male,White,France,France,France,French,No,Full-Time,
633eb175366ba24647031350,60ff16c186d2024641575b61,APPROVED,2022-10-06T10:44:05.188000Z,2022-10-06T10:54:50.304000Z,2022-10-11T05:27:41.494000Z,2022-10-06T10:54:50.650934Z,646.0,CYDMOCQ1,435,6.0,98.0,29,Male,Asian,India,Germany,India,English,Yes,Part-Time,
633eb1750bb54edee8edc7c7,6320b0f0782ad75ec20759ea,APPROVED,2022-10-06T10:44:05.519000Z,2022-10-06T11:07:39.985000Z,2022-10-11T05:27:41.389000Z,2022-10-06T11:07:40.365643Z,1415.0,CYDMOCQ1,6,0.0,100.0,35,Male,White,United Kingdom,Netherlands,United Kingdom,English,No,Full-Time,
633eb176232b094c6741881e,5e7d272089d6170d7f575f1d,APPROVED,2022-10-06T10:44:06.846000Z,2022-10-06T11:05:06.128000Z,2022-10-11T05:27:41.598000Z,2022-10-06T11:05:06.545623Z,1260.0,CYDMOCQ1,283,4.0,99.0,26,Male,Other,Mexico,Netherlands,Mexico,Spanish,No,Full-Time,
633eb1770fe8f19aaa1a36fe,5f14ae1200ee580bf5ace9d6,APPROVED,2022-10-06T10:44:07.717000Z,2022-10-06T10:59:30.777000Z,2022-10-11T05:27:41.701000Z,2022-10-06T10:59:31.165670Z,924.0,CYDMOCQ1,330,1.0,100.0,34,Male,White,Switzerland,Germany,Switzerland,French,No,Part-Time,
633eb17901693d2080a93d8f,6062ee5cc6b95aae21bc7c02,APPROVED,2022-10-06T10:44:09.036000Z,2022-10-06T11:10:53.926000Z,2022-10-11T05:27:41.803000Z,2022-10-06T11:10:54.892422Z,1605.0,CYDMOCQ1,398,1.0,100.0,40,Male,White,Germany,France,France,French,No,Full-Time,
633eb1824799f9aed558bd28,608c64e14968cdd8dcbe1be4,APPROVED,2022-10-06T10:44:18.770000Z,2022-10-06T11:00:58.563000Z,2022-10-11T05:27:41.905000Z,2022-10-06T11:00:58.935749Z,1000.0,CYDMOCQ1,202,2.0,100.0,23,Male,White,France,France,France,French,Yes,Full-Time,
633eb186d04e36f816db169d,601ae5ee8c799e3ef21c7816,APPROVED,2022-10-06T10:44:22.024000Z,2022-10-06T11:01:40.185000Z,2022-10-11T05:27:42.114000Z,2022-10-06T11:01:40.508430Z,1039.0,CYDMOCQ1,315,2.0,100.0,44,Male,White,Belgium,Belgium,Belgium,Dutch,No,Full-Time,
633eb1860e9c59ee2b1c6045,60f2c01eda767e48b6c2830a,APPROVED,2022-10-06T10:44:22.518000Z,2022-10-06T11:03:08.174000Z,2022-10-11T05:27:42.011000Z,2022-10-06T11:03:08.663217Z,1126.0,CYDMOCQ1,390,5.0,99.0,25,Male,White,Austria,Austria,Austria,German,No,Full-Time,
633eb18ac333cd9c9fefa739,631a1795de5efe7d3395caa3,APPROVED,2022-10-06T10:44:26.990000Z,2022-10-06T11:02:04.275000Z,2022-10-11T05:27:42.220000Z,2022-10-06T11:02:04.768632Z,1058.0,CYDMOCQ1,5,0.0,100.0,23,Male,White,Netherlands,Netherlands,Netherlands,Dutch,No,Full-Time,
633eb18bf1aac4d322fe6c64,5cdc111d8738880001d23c6e,APPROVED,2022-10-06T10:44:27.286000Z,2022-10-06T11:05:43.848000Z,2022-10-11T05:27:42.320000Z,2022-10-06T11:05:44.336044Z,1277.0,CYDMOCQ1,632,10.0,98.0,29,Male,White,Germany,Germany,Turkey,Turkish,No,Unemployed (and job seeking),
633eb18fd8a5610fa0bb8ab5,5f7014ba8655415e9dddc1b7,APPROVED,2022-10-06T10:44:31.079000Z,2022-10-06T11:07:49.052000Z,2022-10-11T05:27:42.422000Z,2022-10-06T11:07:49.527965Z,1398.0,CYDMOCQ1,327,0.0,100.0,24,Male,White,France,France,France,French,No,Unemployed (and job seeking),
633eb1932e6f3def6ea3e693,5a19b5076e1ea9000124f940,APPROVED,2022-10-06T10:44:35.014000Z,2022-10-06T11:25:06.005000Z,2022-10-11T05:27:42.522000Z,2022-10-06T11:25:06.406402Z,2431.0,CYDMOCQ1,645,3.0,100.0,41,Male,Mixed,France,France,France,French,No,Full-Time,
633eb19456738eb98a402530,6312f83ee5b1e762f3648060,APPROVED,2022-10-06T10:44:36.538000Z,2022-10-06T11:04:51.215000Z,2022-10-11T05:27:42.625000Z,2022-10-06T11:04:51.643973Z,1215.0,CYDMOCQ1,15,0.0,100.0,20,Male,White,Lithuania,Netherlands,Lithuania,Lithuanian,Yes,Part-Time,
633eb196c333cd9c9fefa73d,627bbf69ab2788507bc421a2,APPROVED,2022-10-06T10:44:38.415000Z,2022-10-06T11:24:55.516000Z,2022-10-11T05:27:42.729000Z,2022-10-06T11:24:55.876909Z,2418.0,CYDMOCQ1,325,2.0,100.0,35,Male,White,Germany,Germany,Germany,German,Yes,Part-Time,
633eb1985ae73910fdc8ba6d,60c9f510282b994f965f122d,APPROVED,2022-10-06T10:44:40.621000Z,2022-10-06T11:11:44.235000Z,2022-10-11T05:27:42.831000Z,2022-10-06T11:11:44.650134Z,1624.0,CYDMOCQ1,649,5.0,100.0,24,Male,White,Germany,Germany,Germany,German,Yes,Other,
633eb19b4c423aecc0ea0c96,61646505857d4f6e4debcc7b,APPROVED,2022-10-06T10:45:06.299000Z,2022-10-06T11:07:34.930000Z,2022-10-11T05:27:43.039000Z,2022-10-06T11:07:35.265427Z,1349.0,CYDMOCQ1,158,1.0,100.0,52,Male,White,Lebanon,Belgium,Lebanon,Arabic,No,Full-Time,
633eb19b1ccfecb4b34d017e,61547e4101693206125d0d96,APPROVED,2022-10-06T10:45:53.426000Z,2022-10-06T11:18:11.157000Z,2022-10-11T05:27:42.934000Z,2022-10-06T11:18:11.705782Z,1938.0,CYDMOCQ1,498,7.0,98.0,30,Male,White,Germany,Germany,Germany,German,DATA_EXPIRED,DATA_EXPIRED,
633eb19eaa2f049b6bfe6c4e,6315fb3f3c2c5775f53de79f,APPROVED,2022-10-06T10:44:46.636000Z,2022-10-06T11:09:54.900000Z,2022-10-11T05:27:43.149000Z,2022-10-06T11:09:55.279437Z,1509.0,CYDMOCQ1,22,1.0,98.0,21,Male,Other,Morocco,Germany,Morocco,French,Yes,Unemployed (and job seeking),
633eb1a24803cbc1aae47e08,5e440e4f19962228cf949247,APPROVED,2022-10-06T10:44:50.190000Z,2022-10-06T11:16:29.455000Z,2022-10-11T05:27:43.251000Z,2022-10-06T11:16:29.800383Z,1900.0,CYDMOCQ1,416,1.0,100.0,34,Male,Asian,France,France,France,French,No,DATA_EXPIRED,
