"D","assigned_pct","unassigned_pct"
0,25.8610625,74.1389375
2,51.1066875,48.8933125
4,79.0762875,20.9237125
6,94.85755,5.14245
8,99.2800625,0.7199375
10,99.7186875,0.2813125
