"cluster","n_patterns","pct_total_patterns","pct_rest_patterns"
"1",15668,48.7310276188106,100
"2",15622,48.5879572032844,51.2689723811894
"3",226,0.702911171933317,2.68101517790495
"4",435,1.35294849465041,1.97810400597163
"5",116,0.36078626524011,0.625155511321225
"6",68,0.211495396864892,0.264369246081117
"7",9,0.0279920378203533,0.0528738492162262
"8",2,0.0062204528489674,0.024881811395872
"Restantes",6,0.0186613585469022,0
