"D","n_patterns_covered","freq_covered","pct_covered"
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,5,46,0.00575
8,12,60,0.0075
9,26,87,0.010875
10,85,180,0.0225
11,137,336,0.042
12,351,757,0.094625
13,490,1142,0.14275
14,990,2511,0.313875
15,1184,4329,0.541125
16,3456,18916,2.3645
17,3778,25428,3.1785
18,10630,438635,54.829375
19,10902,450612,56.3265
20,16583,778520,97.315
