"D","n_patterns_covered","freq_covered","pct_covered"
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,6,40,0.005
5,33,651,0.081375
6,108,3600,0.45
7,299,10802,1.35025
8,1294,169449,21.181125
9,1667,175654,21.95675
10,5369,345108,43.1385
11,5660,351375,43.921875
12,11469,666550,83.31875
13,11572,667168,83.396
14,16056,786218,98.27725
15,16086,786275,98.284375
16,17832,799310,99.91375
17,17840,799319,99.914875
18,18029,799939,99.992375
19,18030,799941,99.992625
20,18047,799999,99.999875
