"cluster","n_active_dets","active_determinants"
"cluster_1",0,""
"cluster_2",3,"COMPETENCE; AUTONOMY; PHYSICALNESS"
"cluster_3",9,"FINANCIAL; SECURITY; COMPETENCE; AUTONOMY; PHYSICALNESS; RELATEDNESS; STIMULATION; POPULARITY; MEANING"
"cluster_4",3,"STIMULATION; POPULARITY; MEANING"
"cluster_5",6,"FINANCIAL; SECURITY; COMPETENCE; AUTONOMY; PHYSICALNESS; STIMULATION"
