bootstrap_id,comparison_region,n_draws,prop_complete
133,LATAM,608,0.3781094527363184
134,EUROPE,1000,0.6218905472636815
134,LATAM,608,0.3781094527363184
135,EUROPE,1000,0.6218905472636815
135,LATAM,608,0.3781094527363184
136,EUROPE,1000,0.6218905472636815
136,LATAM,608,0.3781094527363184
137,EUROPE,1000,0.6218905472636815
137,LATAM,608,0.3781094527363184
138,EUROPE,1000,0.6218905472636815
138,LATAM,608,0.3781094527363184
139,EUROPE,1000,0.6218905472636815
139,LATAM,608,0.3781094527363184
140,EUROPE,1000,0.6218905472636815
140,LATAM,608,0.3781094527363184
141,EUROPE,1000,0.6218905472636815
141,LATAM,608,0.3781094527363184
142,EUROPE,1000,0.6218905472636815
142,LATAM,608,0.3781094527363184
143,EUROPE,1000,0.6218905472636815
143,LATAM,608,0.3781094527363184
144,EUROPE,1000,0.6218905472636815
144,LATAM,608,0.3781094527363184
145,EUROPE,1000,0.6218905472636815
145,LATAM,608,0.3781094527363184
146,EUROPE,1000,0.6218905472636815
146,LATAM,608,0.3781094527363184
147,EUROPE,1000,0.6218905472636815
147,LATAM,608,0.3781094527363184
148,EUROPE,1000,0.6218905472636815
148,LATAM,608,0.3781094527363184
149,EUROPE,1000,0.6218905472636815
149,LATAM,608,0.3781094527363184
150,EUROPE,1000,0.6218905472636815
150,LATAM,608,0.3781094527363184
151,EUROPE,1000,0.6218905472636815
151,LATAM,608,0.3781094527363184
152,EUROPE,1000,0.6218905472636815
152,LATAM,608,0.3781094527363184
153,EUROPE,1000,0.6218905472636815
153,LATAM,608,0.3781094527363184
154,EUROPE,1000,0.6218905472636815
154,LATAM,608,0.3781094527363184
155,EUROPE,1000,0.6218905472636815
155,LATAM,608,0.3781094527363184
156,EUROPE,1000,0.6218905472636815
156,LATAM,608,0.3781094527363184
157,EUROPE,1000,0.6218905472636815
157,LATAM,608,0.3781094527363184
158,EUROPE,1000,0.6218905472636815
158,LATAM,608,0.3781094527363184
159,EUROPE,1000,0.6218905472636815
159,LATAM,608,0.3781094527363184
160,EUROPE,1000,0.6218905472636815
160,LATAM,608,0.3781094527363184
161,EUROPE,1000,0.6218905472636815
161,LATAM,608,0.3781094527363184
162,EUROPE,1000,0.6218905472636815
162,LATAM,608,0.3781094527363184
163,EUROPE,1000,0.6218905472636815
163,LATAM,608,0.3781094527363184
164,EUROPE,1000,0.6218905472636815
164,LATAM,608,0.3781094527363184
165,EUROPE,1000,0.6218905472636815
165,LATAM,608,0.3781094527363184
166,EUROPE,1000,0.6218905472636815
166,LATAM,608,0.3781094527363184
167,EUROPE,1000,0.6218905472636815
167,LATAM,608,0.3781094527363184
168,EUROPE,1000,0.6218905472636815
168,LATAM,608,0.3781094527363184
169,EUROPE,1000,0.6218905472636815
169,LATAM,608,0.3781094527363184
170,EUROPE,1000,0.6218905472636815
170,LATAM,608,0.3781094527363184
171,EUROPE,1000,0.6218905472636815
171,LATAM,608,0.3781094527363184
