bootstrap_id,comparison_region,n_draws,prop_complete
366,EUROPE,1000,0.6218905472636815
366,LATAM,608,0.3781094527363184
367,EUROPE,1000,0.6218905472636815
367,LATAM,608,0.3781094527363184
368,EUROPE,1000,0.6218905472636815
368,LATAM,608,0.3781094527363184
369,EUROPE,1000,0.6218905472636815
369,LATAM,608,0.3781094527363184
370,EUROPE,1000,0.6218905472636815
370,LATAM,608,0.3781094527363184
371,EUROPE,1000,0.6218905472636815
371,LATAM,608,0.3781094527363184
372,EUROPE,1000,0.6218905472636815
372,LATAM,608,0.3781094527363184
373,EUROPE,1000,0.6218905472636815
373,LATAM,608,0.3781094527363184
374,EUROPE,1000,0.6218905472636815
374,LATAM,608,0.3781094527363184
375,EUROPE,1000,0.6218905472636815
375,LATAM,608,0.3781094527363184
376,EUROPE,1000,0.6218905472636815
376,LATAM,608,0.3781094527363184
377,EUROPE,1000,0.6218905472636815
377,LATAM,608,0.3781094527363184
378,EUROPE,1000,0.6218905472636815
378,LATAM,608,0.3781094527363184
379,EUROPE,1000,0.6218905472636815
379,LATAM,608,0.3781094527363184
380,EUROPE,1000,0.6218905472636815
380,LATAM,608,0.3781094527363184
381,EUROPE,1000,0.6218905472636815
381,LATAM,608,0.3781094527363184
382,EUROPE,1000,0.6218905472636815
382,LATAM,608,0.3781094527363184
383,EUROPE,1000,0.6218905472636815
383,LATAM,608,0.3781094527363184
384,EUROPE,1000,0.6218905472636815
384,LATAM,608,0.3781094527363184
385,EUROPE,1000,0.6218905472636815
385,LATAM,608,0.3781094527363184
386,EUROPE,1000,0.6218905472636815
386,LATAM,608,0.3781094527363184
387,EUROPE,1000,0.6218905472636815
387,LATAM,608,0.3781094527363184
388,EUROPE,1000,0.6218905472636815
388,LATAM,608,0.3781094527363184
389,EUROPE,1000,0.6218905472636815
389,LATAM,608,0.3781094527363184
390,EUROPE,1000,0.6218905472636815
390,LATAM,608,0.3781094527363184
391,EUROPE,1000,0.6218905472636815
391,LATAM,608,0.3781094527363184
392,EUROPE,1000,0.6218905472636815
392,LATAM,608,0.3781094527363184
393,EUROPE,1000,0.6218905472636815
393,LATAM,608,0.3781094527363184
394,EUROPE,1000,0.6218905472636815
394,LATAM,608,0.3781094527363184
395,EUROPE,1000,0.6218905472636815
395,LATAM,608,0.3781094527363184
396,EUROPE,1000,0.6218905472636815
396,LATAM,608,0.3781094527363184
397,EUROPE,1000,0.6218905472636815
397,LATAM,608,0.3781094527363184
398,EUROPE,1000,0.6218905472636815
398,LATAM,608,0.3781094527363184
399,EUROPE,1000,0.6218905472636815
399,LATAM,608,0.3781094527363184
400,EUROPE,1000,0.6218905472636815
400,LATAM,608,0.3781094527363184
401,EUROPE,1000,0.6218905472636815
401,LATAM,608,0.3781094527363184
402,EUROPE,1000,0.6218905472636815
402,LATAM,608,0.3781094527363184
403,EUROPE,1000,0.6218905472636815
403,LATAM,608,0.3781094527363184
404,EUROPE,1000,0.6218905472636815
404,LATAM,608,0.3781094527363184
405,EUROPE,1000,0.6218905472636815
405,LATAM,608,0.3781094527363184
406,EUROPE,1000,0.6218905472636815
406,LATAM,608,0.3781094527363184
407,EUROPE,1000,0.6218905472636815
407,LATAM,608,0.3781094527363184
408,EUROPE,1000,0.6218905472636815
408,LATAM,608,0.3781094527363184
409,EUROPE,1000,0.6218905472636815
409,LATAM,608,0.3781094527363184
410,EUROPE,1000,0.6218905472636815
410,LATAM,608,0.3781094527363184
411,EUROPE,1000,0.6218905472636815
411,LATAM,608,0.3781094527363184
412,EUROPE,1000,0.6218905472636815
412,LATAM,608,0.3781094527363184
413,EUROPE,1000,0.6218905472636815
413,LATAM,608,0.3781094527363184
414,EUROPE,1000,0.6218905472636815
414,LATAM,608,0.3781094527363184
415,EUROPE,1000,0.6218905472636815
415,LATAM,608,0.3781094527363184
416,EUROPE,1000,0.6218905472636815
416,LATAM,608,0.3781094527363184
417,EUROPE,1000,0.6218905472636815
417,LATAM,608,0.3781094527363184
418,EUROPE,1000,0.6218905472636815
418,LATAM,608,0.3781094527363184
419,EUROPE,1000,0.6218905472636815
419,LATAM,608,0.3781094527363184
420,EUROPE,1000,0.6218905472636815
420,LATAM,608,0.3781094527363184
421,EUROPE,1000,0.6218905472636815
421,LATAM,608,0.3781094527363184
422,EUROPE,1000,0.6218905472636815
422,LATAM,608,0.3781094527363184
423,EUROPE,1000,0.6218905472636815
423,LATAM,608,0.3781094527363184
424,EUROPE,1000,0.6218905472636815
424,LATAM,608,0.3781094527363184
425,EUROPE,1000,0.6218905472636815
425,LATAM,608,0.3781094527363184
426,EUROPE,1000,0.6218905472636815
426,LATAM,608,0.3781094527363184
427,EUROPE,1000,0.6218905472636815
427,LATAM,608,0.3781094527363184
428,EUROPE,1000,0.6218905472636815
428,LATAM,608,0.3781094527363184
429,EUROPE,1000,0.6218905472636815
429,LATAM,608,0.3781094527363184
430,EUROPE,1000,0.6218905472636815
430,LATAM,608,0.3781094527363184
431,EUROPE,1000,0.6218905472636815
431,LATAM,608,0.3781094527363184
432,EUROPE,1000,0.6218905472636815
432,LATAM,608,0.3781094527363184
433,EUROPE,1000,0.6218905472636815
433,LATAM,608,0.3781094527363184
434,EUROPE,1000,0.6218905472636815
434,LATAM,608,0.3781094527363184
435,EUROPE,1000,0.6218905472636815
435,LATAM,608,0.3781094527363184
436,EUROPE,1000,0.6218905472636815
436,LATAM,608,0.3781094527363184
437,EUROPE,1000,0.6218905472636815
437,LATAM,608,0.3781094527363184
438,EUROPE,1000,0.6218905472636815
438,LATAM,608,0.3781094527363184
439,EUROPE,1000,0.6218905472636815
439,LATAM,608,0.3781094527363184
440,EUROPE,1000,0.6218905472636815
440,LATAM,608,0.3781094527363184
441,EUROPE,1000,0.6218905472636815
441,LATAM,608,0.3781094527363184
442,EUROPE,1000,0.6218905472636815
442,LATAM,608,0.3781094527363184
443,EUROPE,1000,0.6218905472636815
443,LATAM,608,0.3781094527363184
444,EUROPE,1000,0.6218905472636815
444,LATAM,608,0.3781094527363184
445,EUROPE,1000,0.6218905472636815
445,LATAM,608,0.3781094527363184
446,EUROPE,1000,0.6218905472636815
446,LATAM,608,0.3781094527363184
447,EUROPE,1000,0.6218905472636815
447,LATAM,608,0.3781094527363184
448,EUROPE,1000,0.6218905472636815
448,LATAM,608,0.3781094527363184
449,EUROPE,1000,0.6218905472636815
449,LATAM,608,0.3781094527363184
450,EUROPE,1000,0.6218905472636815
450,LATAM,608,0.3781094527363184
451,EUROPE,1000,0.6218905472636815
451,LATAM,608,0.3781094527363184
452,EUROPE,1000,0.6218905472636815
452,LATAM,608,0.3781094527363184
453,EUROPE,1000,0.6218905472636815
453,LATAM,608,0.3781094527363184
454,EUROPE,1000,0.6218905472636815
454,LATAM,608,0.3781094527363184
455,EUROPE,1000,0.6218905472636815
455,LATAM,608,0.3781094527363184
456,EUROPE,1000,0.6218905472636815
456,LATAM,608,0.3781094527363184
457,EUROPE,1000,0.6218905472636815
457,LATAM,608,0.3781094527363184
458,EUROPE,1000,0.6218905472636815
458,LATAM,608,0.3781094527363184
459,EUROPE,1000,0.6218905472636815
459,LATAM,608,0.3781094527363184
460,EUROPE,1000,0.6218905472636815
460,LATAM,608,0.3781094527363184
461,EUROPE,1000,0.6218905472636815
461,LATAM,608,0.3781094527363184
462,EUROPE,1000,0.6218905472636815
462,LATAM,608,0.3781094527363184
463,EUROPE,1000,0.6218905472636815
463,LATAM,608,0.3781094527363184
464,EUROPE,1000,0.6218905472636815
464,LATAM,608,0.3781094527363184
465,EUROPE,1000,0.6218905472636815
465,LATAM,608,0.3781094527363184
466,EUROPE,1000,0.6218905472636815
466,LATAM,608,0.3781094527363184
467,EUROPE,1000,0.6218905472636815
467,LATAM,608,0.3781094527363184
468,EUROPE,1000,0.6218905472636815
468,LATAM,608,0.3781094527363184
469,EUROPE,1000,0.6218905472636815
469,LATAM,608,0.3781094527363184
470,EUROPE,1000,0.6218905472636815
470,LATAM,608,0.3781094527363184
471,EUROPE,1000,0.6218905472636815
471,LATAM,608,0.3781094527363184
472,EUROPE,1000,0.6218905472636815
472,LATAM,608,0.3781094527363184
473,EUROPE,1000,0.6218905472636815
473,LATAM,608,0.3781094527363184
474,EUROPE,1000,0.6218905472636815
474,LATAM,608,0.3781094527363184
475,EUROPE,1000,0.6218905472636815
475,LATAM,608,0.3781094527363184
476,EUROPE,1000,0.6218905472636815
476,LATAM,608,0.3781094527363184
477,EUROPE,1000,0.6218905472636815
477,LATAM,608,0.3781094527363184
478,EUROPE,1000,0.6218905472636815
478,LATAM,608,0.3781094527363184
479,EUROPE,1000,0.6218905472636815
479,LATAM,608,0.3781094527363184
480,EUROPE,1000,0.6218905472636815
480,LATAM,608,0.3781094527363184
481,EUROPE,1000,0.6218905472636815
481,LATAM,608,0.3781094527363184
482,EUROPE,1000,0.6218905472636815
482,LATAM,608,0.3781094527363184
483,EUROPE,1000,0.6218905472636815
483,LATAM,608,0.3781094527363184
484,EUROPE,1000,0.6218905472636815
484,LATAM,608,0.3781094527363184
485,EUROPE,1000,0.6218905472636815
485,LATAM,608,0.3781094527363184
486,EUROPE,1000,0.6218905472636815
486,LATAM,608,0.3781094527363184
487,EUROPE,1000,0.6218905472636815
487,LATAM,608,0.3781094527363184
488,EUROPE,1000,0.6218905472636815
488,LATAM,608,0.3781094527363184
489,EUROPE,1000,0.6218905472636815
489,LATAM,608,0.3781094527363184
490,EUROPE,1000,0.6218905472636815
490,LATAM,608,0.3781094527363184
491,EUROPE,1000,0.6218905472636815
491,LATAM,608,0.3781094527363184
492,EUROPE,1000,0.6218905472636815
492,LATAM,608,0.3781094527363184
493,EUROPE,1000,0.6218905472636815
493,LATAM,608,0.3781094527363184
494,EUROPE,1000,0.6218905472636815
494,LATAM,608,0.3781094527363184
495,EUROPE,1000,0.6218905472636815
495,LATAM,608,0.3781094527363184
496,EUROPE,1000,0.6218905472636815
496,LATAM,608,0.3781094527363184
497,EUROPE,1000,0.6218905472636815
497,LATAM,608,0.3781094527363184
498,EUROPE,1000,0.6218905472636815
498,LATAM,608,0.3781094527363184
499,EUROPE,1000,0.6218905472636815
499,LATAM,608,0.3781094527363184
500,EUROPE,1000,0.6218905472636815
500,LATAM,608,0.3781094527363184
501,EUROPE,1000,0.6218905472636815
501,LATAM,608,0.3781094527363184
502,EUROPE,1000,0.6218905472636815
502,LATAM,608,0.3781094527363184
503,EUROPE,1000,0.6218905472636815
503,LATAM,608,0.3781094527363184
504,EUROPE,1000,0.6218905472636815
504,LATAM,608,0.3781094527363184
505,EUROPE,1000,0.6218905472636815
505,LATAM,608,0.3781094527363184
506,EUROPE,1000,0.6218905472636815
506,LATAM,608,0.3781094527363184
507,EUROPE,1000,0.6218905472636815
507,LATAM,608,0.3781094527363184
508,EUROPE,1000,0.6218905472636815
508,LATAM,608,0.3781094527363184
509,EUROPE,1000,0.6218905472636815
509,LATAM,608,0.3781094527363184
510,EUROPE,1000,0.6218905472636815
510,LATAM,608,0.3781094527363184
511,EUROPE,1000,0.6218905472636815
511,LATAM,608,0.3781094527363184
512,EUROPE,1000,0.6218905472636815
512,LATAM,608,0.3781094527363184
513,EUROPE,1000,0.6218905472636815
513,LATAM,608,0.3781094527363184
514,EUROPE,1000,0.6218905472636815
514,LATAM,608,0.3781094527363184
515,EUROPE,1000,0.6218905472636815
515,LATAM,608,0.3781094527363184
516,EUROPE,1000,0.6218905472636815
516,LATAM,608,0.3781094527363184
517,EUROPE,1000,0.6218905472636815
517,LATAM,608,0.3781094527363184
518,EUROPE,1000,0.6218905472636815
518,LATAM,608,0.3781094527363184
519,EUROPE,1000,0.6218905472636815
519,LATAM,608,0.3781094527363184
520,EUROPE,1000,0.6218905472636815
520,LATAM,608,0.3781094527363184
521,EUROPE,1000,0.6218905472636815
521,LATAM,608,0.3781094527363184
522,EUROPE,1000,0.6218905472636815
522,LATAM,608,0.3781094527363184
523,EUROPE,1000,0.6218905472636815
523,LATAM,608,0.3781094527363184
524,EUROPE,1000,0.6218905472636815
524,LATAM,608,0.3781094527363184
525,EUROPE,1000,0.6218905472636815
525,LATAM,608,0.3781094527363184
526,EUROPE,1000,0.6218905472636815
526,LATAM,608,0.3781094527363184
527,EUROPE,1000,0.6218905472636815
527,LATAM,608,0.3781094527363184
528,EUROPE,1000,0.6218905472636815
528,LATAM,608,0.3781094527363184
529,EUROPE,1000,0.6218905472636815
529,LATAM,608,0.3781094527363184
530,EUROPE,1000,0.6218905472636815
530,LATAM,608,0.3781094527363184
531,EUROPE,1000,0.6218905472636815
531,LATAM,608,0.3781094527363184
532,EUROPE,1000,0.6218905472636815
532,LATAM,608,0.3781094527363184
533,EUROPE,1000,0.6218905472636815
533,LATAM,608,0.3781094527363184
534,EUROPE,1000,0.6218905472636815
534,LATAM,608,0.3781094527363184
535,EUROPE,1000,0.6218905472636815
535,LATAM,608,0.3781094527363184
536,EUROPE,1000,0.6218905472636815
536,LATAM,608,0.3781094527363184
537,EUROPE,1000,0.6218905472636815
537,LATAM,608,0.3781094527363184
538,EUROPE,1000,0.6218905472636815
538,LATAM,608,0.3781094527363184
539,EUROPE,1000,0.6218905472636815
539,LATAM,608,0.3781094527363184
540,EUROPE,1000,0.6218905472636815
540,LATAM,608,0.3781094527363184
541,EUROPE,1000,0.6218905472636815
541,LATAM,608,0.3781094527363184
542,EUROPE,1000,0.6218905472636815
542,LATAM,608,0.3781094527363184
543,EUROPE,1000,0.6218905472636815
543,LATAM,608,0.3781094527363184
544,EUROPE,1000,0.6218905472636815
544,LATAM,608,0.3781094527363184
545,EUROPE,1000,0.6218905472636815
545,LATAM,608,0.3781094527363184
546,EUROPE,1000,0.6218905472636815
546,LATAM,608,0.3781094527363184
547,EUROPE,1000,0.6218905472636815
547,LATAM,608,0.3781094527363184
548,EUROPE,1000,0.6218905472636815
548,LATAM,608,0.3781094527363184
549,EUROPE,1000,0.6218905472636815
549,LATAM,608,0.3781094527363184
550,EUROPE,1000,0.6218905472636815
550,LATAM,608,0.3781094527363184
551,EUROPE,1000,0.6218905472636815
551,LATAM,608,0.3781094527363184
552,EUROPE,1000,0.6218905472636815
552,LATAM,608,0.3781094527363184
553,EUROPE,1000,0.6218905472636815
553,LATAM,608,0.3781094527363184
554,EUROPE,1000,0.6218905472636815
554,LATAM,608,0.3781094527363184
555,EUROPE,1000,0.6218905472636815
555,LATAM,608,0.3781094527363184
556,EUROPE,1000,0.6218905472636815
556,LATAM,608,0.3781094527363184
557,EUROPE,1000,0.6218905472636815
557,LATAM,608,0.3781094527363184
558,EUROPE,1000,0.6218905472636815
558,LATAM,608,0.3781094527363184
559,EUROPE,1000,0.6218905472636815
559,LATAM,608,0.3781094527363184
560,EUROPE,1000,0.6218905472636815
560,LATAM,608,0.3781094527363184
561,EUROPE,1000,0.6218905472636815
561,LATAM,608,0.3781094527363184
562,EUROPE,1000,0.6218905472636815
562,LATAM,608,0.3781094527363184
563,EUROPE,1000,0.6218905472636815
563,LATAM,608,0.3781094527363184
564,EUROPE,1000,0.6218905472636815
564,LATAM,608,0.3781094527363184
565,EUROPE,1000,0.6218905472636815
565,LATAM,608,0.3781094527363184
566,EUROPE,1000,0.6218905472636815
566,LATAM,608,0.3781094527363184
567,EUROPE,1000,0.6218905472636815
567,LATAM,608,0.3781094527363184
568,EUROPE,1000,0.6218905472636815
568,LATAM,608,0.3781094527363184
569,EUROPE,1000,0.6218905472636815
569,LATAM,608,0.3781094527363184
570,EUROPE,1000,0.6218905472636815
570,LATAM,608,0.3781094527363184
571,EUROPE,1000,0.6218905472636815
571,LATAM,608,0.3781094527363184
572,EUROPE,1000,0.6218905472636815
572,LATAM,608,0.3781094527363184
573,EUROPE,1000,0.6218905472636815
573,LATAM,608,0.3781094527363184
574,EUROPE,1000,0.6218905472636815
574,LATAM,608,0.3781094527363184
575,EUROPE,1000,0.6218905472636815
575,LATAM,608,0.3781094527363184
576,EUROPE,1000,0.6218905472636815
576,LATAM,608,0.3781094527363184
577,EUROPE,1000,0.6218905472636815
577,LATAM,608,0.3781094527363184
578,EUROPE,1000,0.6218905472636815
578,LATAM,608,0.3781094527363184
579,EUROPE,1000,0.6218905472636815
579,LATAM,608,0.3781094527363184
580,EUROPE,1000,0.6218905472636815
580,LATAM,608,0.3781094527363184
581,EUROPE,1000,0.6218905472636815
581,LATAM,608,0.3781094527363184
582,EUROPE,1000,0.6218905472636815
582,LATAM,608,0.3781094527363184
583,EUROPE,1000,0.6218905472636815
583,LATAM,608,0.3781094527363184
584,EUROPE,1000,0.6218905472636815
584,LATAM,608,0.3781094527363184
585,EUROPE,1000,0.6218905472636815
585,LATAM,608,0.3781094527363184
586,EUROPE,1000,0.6218905472636815
586,LATAM,608,0.3781094527363184
587,EUROPE,1000,0.6218905472636815
587,LATAM,608,0.3781094527363184
588,EUROPE,1000,0.6218905472636815
588,LATAM,608,0.3781094527363184
589,EUROPE,1000,0.6218905472636815
589,LATAM,608,0.3781094527363184
590,EUROPE,1000,0.6218905472636815
590,LATAM,608,0.3781094527363184
591,EUROPE,1000,0.6218905472636815
591,LATAM,608,0.3781094527363184
592,EUROPE,1000,0.6218905472636815
592,LATAM,608,0.3781094527363184
593,EUROPE,1000,0.6218905472636815
593,LATAM,608,0.3781094527363184
594,EUROPE,1000,0.6218905472636815
594,LATAM,608,0.3781094527363184
595,EUROPE,1000,0.6218905472636815
595,LATAM,608,0.3781094527363184
596,EUROPE,1000,0.6218905472636815
596,LATAM,608,0.3781094527363184
597,EUROPE,1000,0.6218905472636815
597,LATAM,608,0.3781094527363184
598,EUROPE,1000,0.6218905472636815
598,LATAM,608,0.3781094527363184
599,EUROPE,1000,0.6218905472636815
599,LATAM,608,0.3781094527363184
600,EUROPE,1000,0.6218905472636815
600,LATAM,608,0.3781094527363184
601,EUROPE,1000,0.6218905472636815
601,LATAM,608,0.3781094527363184
602,EUROPE,1000,0.6218905472636815
602,LATAM,608,0.3781094527363184
603,EUROPE,1000,0.6218905472636815
603,LATAM,608,0.3781094527363184
604,EUROPE,1000,0.6218905472636815
604,LATAM,608,0.3781094527363184
605,EUROPE,1000,0.6218905472636815
605,LATAM,608,0.3781094527363184
606,EUROPE,1000,0.6218905472636815
606,LATAM,608,0.3781094527363184
607,EUROPE,1000,0.6218905472636815
607,LATAM,608,0.3781094527363184
608,EUROPE,1000,0.6218905472636815
608,LATAM,608,0.3781094527363184
609,EUROPE,1000,0.6218905472636815
609,LATAM,608,0.3781094527363184
610,EUROPE,1000,0.6218905472636815
610,LATAM,608,0.3781094527363184
611,EUROPE,1000,0.6218905472636815
611,LATAM,608,0.3781094527363184
612,EUROPE,1000,0.6218905472636815
612,LATAM,608,0.3781094527363184
613,EUROPE,1000,0.6218905472636815
613,LATAM,608,0.3781094527363184
614,EUROPE,1000,0.6218905472636815
614,LATAM,608,0.3781094527363184
615,EUROPE,1000,0.6218905472636815
615,LATAM,608,0.3781094527363184
616,EUROPE,1000,0.6218905472636815
616,LATAM,608,0.3781094527363184
617,EUROPE,1000,0.6218905472636815
617,LATAM,608,0.3781094527363184
618,EUROPE,1000,0.6218905472636815
618,LATAM,608,0.3781094527363184
619,EUROPE,1000,0.6218905472636815
619,LATAM,608,0.3781094527363184
620,EUROPE,1000,0.6218905472636815
620,LATAM,608,0.3781094527363184
621,EUROPE,1000,0.6218905472636815
621,LATAM,608,0.3781094527363184
622,EUROPE,1000,0.6218905472636815
622,LATAM,608,0.3781094527363184
623,EUROPE,1000,0.6218905472636815
623,LATAM,608,0.3781094527363184
624,EUROPE,1000,0.6218905472636815
624,LATAM,608,0.3781094527363184
625,EUROPE,1000,0.6218905472636815
625,LATAM,608,0.3781094527363184
626,EUROPE,1000,0.6218905472636815
626,LATAM,608,0.3781094527363184
627,EUROPE,1000,0.6218905472636815
627,LATAM,608,0.3781094527363184
628,EUROPE,1000,0.6218905472636815
628,LATAM,608,0.3781094527363184
629,EUROPE,1000,0.6218905472636815
629,LATAM,608,0.3781094527363184
630,EUROPE,1000,0.6218905472636815
630,LATAM,608,0.3781094527363184
631,EUROPE,1000,0.6218905472636815
631,LATAM,608,0.3781094527363184
632,EUROPE,1000,0.6218905472636815
632,LATAM,608,0.3781094527363184
633,EUROPE,1000,0.6218905472636815
633,LATAM,608,0.3781094527363184
634,EUROPE,1000,0.6218905472636815
634,LATAM,608,0.3781094527363184
635,EUROPE,1000,0.6218905472636815
635,LATAM,608,0.3781094527363184
636,EUROPE,1000,0.6218905472636815
636,LATAM,608,0.3781094527363184
637,EUROPE,1000,0.6218905472636815
637,LATAM,608,0.3781094527363184
638,EUROPE,1000,0.6218905472636815
638,LATAM,608,0.3781094527363184
639,EUROPE,1000,0.6218905472636815
639,LATAM,608,0.3781094527363184
640,EUROPE,1000,0.6218905472636815
640,LATAM,608,0.3781094527363184
641,EUROPE,1000,0.6218905472636815
641,LATAM,608,0.3781094527363184
642,EUROPE,1000,0.6218905472636815
642,LATAM,608,0.3781094527363184
643,EUROPE,1000,0.6218905472636815
643,LATAM,608,0.3781094527363184
644,EUROPE,1000,0.6218905472636815
644,LATAM,608,0.3781094527363184
645,EUROPE,1000,0.6218905472636815
645,LATAM,608,0.3781094527363184
646,EUROPE,1000,0.6218905472636815
646,LATAM,608,0.3781094527363184
647,EUROPE,1000,0.6218905472636815
647,LATAM,608,0.3781094527363184
648,EUROPE,1000,0.6218905472636815
648,LATAM,608,0.3781094527363184
649,EUROPE,1000,0.6218905472636815
649,LATAM,608,0.3781094527363184
650,EUROPE,1000,0.6218905472636815
650,LATAM,608,0.3781094527363184
651,EUROPE,1000,0.6218905472636815
651,LATAM,608,0.3781094527363184
652,EUROPE,1000,0.6218905472636815
652,LATAM,608,0.3781094527363184
653,EUROPE,1000,0.6218905472636815
653,LATAM,608,0.3781094527363184
654,EUROPE,1000,0.6218905472636815
654,LATAM,608,0.3781094527363184
655,EUROPE,1000,0.6218905472636815
655,LATAM,608,0.3781094527363184
656,EUROPE,1000,0.6218905472636815
656,LATAM,608,0.3781094527363184
657,EUROPE,1000,0.6218905472636815
657,LATAM,608,0.3781094527363184
658,EUROPE,1000,0.6218905472636815
658,LATAM,608,0.3781094527363184
659,EUROPE,1000,0.6218905472636815
659,LATAM,608,0.3781094527363184
660,EUROPE,1000,0.6218905472636815
660,LATAM,608,0.3781094527363184
661,EUROPE,1000,0.6218905472636815
661,LATAM,608,0.3781094527363184
662,EUROPE,1000,0.6218905472636815
662,LATAM,608,0.3781094527363184
663,EUROPE,1000,0.6218905472636815
663,LATAM,608,0.3781094527363184
664,EUROPE,1000,0.6218905472636815
664,LATAM,608,0.3781094527363184
665,EUROPE,1000,0.6218905472636815
665,LATAM,608,0.3781094527363184
666,EUROPE,1000,0.6218905472636815
666,LATAM,608,0.3781094527363184
667,EUROPE,1000,0.6218905472636815
667,LATAM,608,0.3781094527363184
668,EUROPE,1000,0.6218905472636815
668,LATAM,608,0.3781094527363184
669,EUROPE,1000,0.6218905472636815
669,LATAM,608,0.3781094527363184
670,EUROPE,1000,0.6218905472636815
670,LATAM,608,0.3781094527363184
671,EUROPE,1000,0.6218905472636815
671,LATAM,608,0.3781094527363184
672,EUROPE,1000,0.6218905472636815
672,LATAM,608,0.3781094527363184
673,EUROPE,1000,0.6218905472636815
673,LATAM,608,0.3781094527363184
674,EUROPE,1000,0.6218905472636815
674,LATAM,608,0.3781094527363184
675,EUROPE,1000,0.6218905472636815
675,LATAM,608,0.3781094527363184
676,EUROPE,1000,0.6218905472636815
676,LATAM,608,0.3781094527363184
677,EUROPE,1000,0.6218905472636815
677,LATAM,608,0.3781094527363184
678,EUROPE,1000,0.6218905472636815
678,LATAM,608,0.3781094527363184
679,EUROPE,1000,0.6218905472636815
679,LATAM,608,0.3781094527363184
680,EUROPE,1000,0.6218905472636815
680,LATAM,608,0.3781094527363184
681,EUROPE,1000,0.6218905472636815
681,LATAM,608,0.3781094527363184
682,EUROPE,1000,0.6218905472636815
682,LATAM,608,0.3781094527363184
683,EUROPE,1000,0.6218905472636815
683,LATAM,608,0.3781094527363184
684,EUROPE,1000,0.6218905472636815
684,LATAM,608,0.3781094527363184
685,EUROPE,1000,0.6218905472636815
685,LATAM,608,0.3781094527363184
686,EUROPE,1000,0.6218905472636815
686,LATAM,608,0.3781094527363184
687,EUROPE,1000,0.6218905472636815
687,LATAM,608,0.3781094527363184
688,EUROPE,1000,0.6218905472636815
688,LATAM,608,0.3781094527363184
689,EUROPE,1000,0.6218905472636815
689,LATAM,608,0.3781094527363184
690,EUROPE,1000,0.6218905472636815
690,LATAM,608,0.3781094527363184
691,EUROPE,1000,0.6218905472636815
691,LATAM,608,0.3781094527363184
692,EUROPE,1000,0.6218905472636815
692,LATAM,608,0.3781094527363184
693,EUROPE,1000,0.6218905472636815
693,LATAM,608,0.3781094527363184
694,EUROPE,1000,0.6218905472636815
694,LATAM,608,0.3781094527363184
695,EUROPE,1000,0.6218905472636815
695,LATAM,608,0.3781094527363184
696,EUROPE,1000,0.6218905472636815
696,LATAM,608,0.3781094527363184
697,EUROPE,1000,0.6218905472636815
697,LATAM,608,0.3781094527363184
698,EUROPE,1000,0.6218905472636815
698,LATAM,608,0.3781094527363184
699,EUROPE,1000,0.6218905472636815
699,LATAM,608,0.3781094527363184
700,EUROPE,1000,0.6218905472636815
700,LATAM,608,0.3781094527363184
701,EUROPE,1000,0.6218905472636815
701,LATAM,608,0.3781094527363184
702,EUROPE,1000,0.6218905472636815
702,LATAM,608,0.3781094527363184
703,EUROPE,1000,0.6218905472636815
703,LATAM,608,0.3781094527363184
704,EUROPE,1000,0.6218905472636815
704,LATAM,608,0.3781094527363184
705,EUROPE,1000,0.6218905472636815
705,LATAM,608,0.3781094527363184
706,EUROPE,1000,0.6218905472636815
706,LATAM,608,0.3781094527363184
707,EUROPE,1000,0.6218905472636815
707,LATAM,608,0.3781094527363184
708,EUROPE,1000,0.6218905472636815
708,LATAM,608,0.3781094527363184
709,EUROPE,1000,0.6218905472636815
709,LATAM,608,0.3781094527363184
710,EUROPE,1000,0.6218905472636815
710,LATAM,608,0.3781094527363184
711,EUROPE,1000,0.6218905472636815
711,LATAM,608,0.3781094527363184
712,EUROPE,1000,0.6218905472636815
712,LATAM,608,0.3781094527363184
713,EUROPE,1000,0.6218905472636815
713,LATAM,608,0.3781094527363184
714,EUROPE,1000,0.6218905472636815
714,LATAM,608,0.3781094527363184
715,EUROPE,1000,0.6218905472636815
715,LATAM,608,0.3781094527363184
716,EUROPE,1000,0.6218905472636815
716,LATAM,608,0.3781094527363184
717,EUROPE,1000,0.6218905472636815
717,LATAM,608,0.3781094527363184
718,EUROPE,1000,0.6218905472636815
718,LATAM,608,0.3781094527363184
719,EUROPE,1000,0.6218905472636815
719,LATAM,608,0.3781094527363184
720,EUROPE,1000,0.6218905472636815
720,LATAM,608,0.3781094527363184
721,EUROPE,1000,0.6218905472636815
721,LATAM,608,0.3781094527363184
722,EUROPE,1000,0.6218905472636815
722,LATAM,608,0.3781094527363184
723,EUROPE,1000,0.6218905472636815
723,LATAM,608,0.3781094527363184
724,EUROPE,1000,0.6218905472636815
724,LATAM,608,0.3781094527363184
725,EUROPE,1000,0.6218905472636815
725,LATAM,608,0.3781094527363184
726,EUROPE,1000,0.6218905472636815
726,LATAM,608,0.3781094527363184
727,EUROPE,1000,0.6218905472636815
727,LATAM,608,0.3781094527363184
728,EUROPE,1000,0.6218905472636815
728,LATAM,608,0.3781094527363184
729,EUROPE,1000,0.6218905472636815
729,LATAM,608,0.3781094527363184
730,EUROPE,1000,0.6218905472636815
730,LATAM,608,0.3781094527363184
731,EUROPE,1000,0.6218905472636815
731,LATAM,608,0.3781094527363184
732,EUROPE,1000,0.6218905472636815
732,LATAM,608,0.3781094527363184
733,EUROPE,1000,0.6218905472636815
