bootstrap_id,comparison_region,subsample,n_draws,n_unique_people,unique_share
253,EUROPE,WHY_EUROPE,135,124,0.9185185185185185
253,LATAM,WHY_LATAM,608,265,0.43585526315789475
254,EUROPE,DIEGO,255,234,0.9176470588235294
254,EUROPE,RENOVISOR,612,396,0.6470588235294118
254,EUROPE,WHY_EUROPE,133,124,0.9323308270676691
254,LATAM,WHY_LATAM,608,265,0.43585526315789475
255,EUROPE,DIEGO,243,227,0.934156378600823
255,EUROPE,RENOVISOR,616,382,0.6201298701298701
255,EUROPE,WHY_EUROPE,141,130,0.9219858156028369
255,LATAM,WHY_LATAM,608,259,0.42598684210526316
256,EUROPE,DIEGO,249,226,0.9076305220883534
256,EUROPE,RENOVISOR,615,390,0.6341463414634146
256,EUROPE,WHY_EUROPE,136,123,0.9044117647058824
256,LATAM,WHY_LATAM,608,271,0.4457236842105263
257,EUROPE,DIEGO,244,231,0.9467213114754098
257,EUROPE,RENOVISOR,605,393,0.6495867768595042
257,EUROPE,WHY_EUROPE,151,138,0.9139072847682119
257,LATAM,WHY_LATAM,608,279,0.4588815789473684
258,EUROPE,DIEGO,236,216,0.9152542372881356
258,EUROPE,RENOVISOR,613,399,0.6508972267536705
258,EUROPE,WHY_EUROPE,151,138,0.9139072847682119
258,LATAM,WHY_LATAM,608,266,0.4375
259,EUROPE,DIEGO,252,230,0.9126984126984127
259,EUROPE,RENOVISOR,607,393,0.6474464579901154
259,EUROPE,WHY_EUROPE,141,133,0.9432624113475178
259,LATAM,WHY_LATAM,608,267,0.43914473684210525
260,EUROPE,DIEGO,253,232,0.9169960474308301
260,EUROPE,RENOVISOR,628,392,0.6242038216560509
260,EUROPE,WHY_EUROPE,119,109,0.9159663865546218
260,LATAM,WHY_LATAM,608,259,0.42598684210526316
261,EUROPE,DIEGO,243,226,0.9300411522633745
261,EUROPE,RENOVISOR,631,388,0.6148969889064976
261,EUROPE,WHY_EUROPE,126,113,0.8968253968253969
261,LATAM,WHY_LATAM,608,266,0.4375
262,EUROPE,DIEGO,258,243,0.9418604651162791
262,EUROPE,RENOVISOR,604,380,0.6291390728476821
262,EUROPE,WHY_EUROPE,138,128,0.927536231884058
262,LATAM,WHY_LATAM,608,267,0.43914473684210525
263,EUROPE,DIEGO,279,249,0.8924731182795699
263,EUROPE,RENOVISOR,613,403,0.6574225122349103
263,EUROPE,WHY_EUROPE,108,101,0.9351851851851852
263,LATAM,WHY_LATAM,608,279,0.4588815789473684
264,EUROPE,DIEGO,243,222,0.9135802469135802
264,EUROPE,RENOVISOR,622,381,0.612540192926045
264,EUROPE,WHY_EUROPE,135,123,0.9111111111111111
264,LATAM,WHY_LATAM,608,260,0.4276315789473684
265,EUROPE,DIEGO,275,258,0.9381818181818182
265,EUROPE,RENOVISOR,610,395,0.6475409836065574
265,EUROPE,WHY_EUROPE,115,103,0.8956521739130435
265,LATAM,WHY_LATAM,608,260,0.4276315789473684
266,EUROPE,DIEGO,237,218,0.919831223628692
266,EUROPE,RENOVISOR,616,378,0.6136363636363636
266,EUROPE,WHY_EUROPE,147,134,0.9115646258503401
266,LATAM,WHY_LATAM,608,272,0.4473684210526316
267,EUROPE,DIEGO,236,229,0.9703389830508474
267,EUROPE,RENOVISOR,614,394,0.6416938110749185
267,EUROPE,WHY_EUROPE,150,141,0.94
267,LATAM,WHY_LATAM,608,253,0.4161184210526316
268,EUROPE,DIEGO,262,239,0.9122137404580153
268,EUROPE,RENOVISOR,606,391,0.6452145214521452
268,EUROPE,WHY_EUROPE,132,124,0.9393939393939394
268,LATAM,WHY_LATAM,608,256,0.42105263157894735
269,EUROPE,DIEGO,245,223,0.9102040816326531
269,EUROPE,RENOVISOR,618,382,0.6181229773462783
269,EUROPE,WHY_EUROPE,137,133,0.9708029197080292
269,LATAM,WHY_LATAM,608,270,0.4440789473684211
270,EUROPE,DIEGO,254,236,0.9291338582677166
270,EUROPE,RENOVISOR,610,385,0.6311475409836066
270,EUROPE,WHY_EUROPE,136,125,0.9191176470588235
270,LATAM,WHY_LATAM,608,271,0.4457236842105263
271,EUROPE,DIEGO,263,246,0.935361216730038
271,EUROPE,RENOVISOR,611,392,0.6415711947626841
271,EUROPE,WHY_EUROPE,126,111,0.8809523809523809
271,LATAM,WHY_LATAM,608,273,0.44901315789473684
272,EUROPE,DIEGO,271,245,0.9040590405904059
272,EUROPE,RENOVISOR,599,374,0.6243739565943238
272,EUROPE,WHY_EUROPE,130,121,0.9307692307692308
272,LATAM,WHY_LATAM,608,288,0.47368421052631576
273,EUROPE,DIEGO,259,234,0.9034749034749034
273,EUROPE,RENOVISOR,610,385,0.6311475409836066
273,EUROPE,WHY_EUROPE,131,121,0.9236641221374046
273,LATAM,WHY_LATAM,608,258,0.4243421052631579
274,EUROPE,DIEGO,244,227,0.930327868852459
274,EUROPE,RENOVISOR,606,397,0.6551155115511551
274,EUROPE,WHY_EUROPE,150,143,0.9533333333333334
274,LATAM,WHY_LATAM,608,263,0.43256578947368424
275,EUROPE,DIEGO,253,231,0.9130434782608695
275,EUROPE,RENOVISOR,617,400,0.6482982171799028
275,EUROPE,WHY_EUROPE,130,123,0.9461538461538461
275,LATAM,WHY_LATAM,608,266,0.4375
276,EUROPE,DIEGO,248,229,0.9233870967741935
276,EUROPE,RENOVISOR,616,397,0.6444805194805194
276,EUROPE,WHY_EUROPE,136,124,0.9117647058823529
276,LATAM,WHY_LATAM,608,261,0.4292763157894737
277,EUROPE,DIEGO,260,237,0.9115384615384615
277,EUROPE,RENOVISOR,605,385,0.6363636363636364
277,EUROPE,WHY_EUROPE,135,126,0.9333333333333333
277,LATAM,WHY_LATAM,608,261,0.4292763157894737
278,EUROPE,DIEGO,251,230,0.9163346613545816
278,EUROPE,RENOVISOR,612,395,0.6454248366013072
278,EUROPE,WHY_EUROPE,137,127,0.927007299270073
278,LATAM,WHY_LATAM,608,275,0.45230263157894735
279,EUROPE,DIEGO,245,226,0.9224489795918367
279,EUROPE,RENOVISOR,616,402,0.6525974025974026
279,EUROPE,WHY_EUROPE,139,131,0.9424460431654677
279,LATAM,WHY_LATAM,608,254,0.41776315789473684
280,EUROPE,DIEGO,237,221,0.9324894514767933
280,EUROPE,RENOVISOR,624,392,0.6282051282051282
280,EUROPE,WHY_EUROPE,139,124,0.8920863309352518
280,LATAM,WHY_LATAM,608,271,0.4457236842105263
281,EUROPE,DIEGO,249,232,0.9317269076305221
281,EUROPE,RENOVISOR,629,396,0.629570747217806
281,EUROPE,WHY_EUROPE,122,116,0.9508196721311475
281,LATAM,WHY_LATAM,608,252,0.4144736842105263
282,EUROPE,DIEGO,265,233,0.879245283018868
282,EUROPE,RENOVISOR,604,368,0.609271523178808
282,EUROPE,WHY_EUROPE,131,123,0.9389312977099237
282,LATAM,WHY_LATAM,608,277,0.4555921052631579
283,EUROPE,DIEGO,248,224,0.9032258064516129
283,EUROPE,RENOVISOR,599,396,0.66110183639399
283,EUROPE,WHY_EUROPE,153,144,0.9411764705882353
283,LATAM,WHY_LATAM,608,272,0.4473684210526316
284,EUROPE,DIEGO,241,225,0.9336099585062241
284,EUROPE,RENOVISOR,618,411,0.6650485436893204
284,EUROPE,WHY_EUROPE,141,129,0.9148936170212766
284,LATAM,WHY_LATAM,608,266,0.4375
285,EUROPE,DIEGO,240,217,0.9041666666666667
285,EUROPE,RENOVISOR,616,387,0.6282467532467533
285,EUROPE,WHY_EUROPE,144,134,0.9305555555555556
285,LATAM,WHY_LATAM,608,276,0.45394736842105265
286,EUROPE,DIEGO,265,244,0.9207547169811321
286,EUROPE,RENOVISOR,605,389,0.6429752066115703
286,EUROPE,WHY_EUROPE,130,121,0.9307692307692308
286,LATAM,WHY_LATAM,608,267,0.43914473684210525
287,EUROPE,DIEGO,254,233,0.9173228346456693
287,EUROPE,RENOVISOR,612,389,0.6356209150326797
287,EUROPE,WHY_EUROPE,134,122,0.9104477611940298
287,LATAM,WHY_LATAM,608,271,0.4457236842105263
288,EUROPE,DIEGO,265,245,0.9245283018867925
288,EUROPE,RENOVISOR,613,386,0.6296900489396411
288,EUROPE,WHY_EUROPE,122,112,0.9180327868852459
288,LATAM,WHY_LATAM,608,257,0.42269736842105265
289,EUROPE,DIEGO,265,244,0.9207547169811321
289,EUROPE,RENOVISOR,610,402,0.659016393442623
289,EUROPE,WHY_EUROPE,125,118,0.944
289,LATAM,WHY_LATAM,608,263,0.43256578947368424
290,EUROPE,DIEGO,253,241,0.9525691699604744
290,EUROPE,RENOVISOR,610,399,0.6540983606557377
290,EUROPE,WHY_EUROPE,137,125,0.9124087591240876
290,LATAM,WHY_LATAM,608,254,0.41776315789473684
291,EUROPE,DIEGO,239,223,0.9330543933054394
291,EUROPE,RENOVISOR,616,401,0.650974025974026
291,EUROPE,WHY_EUROPE,145,136,0.9379310344827586
291,LATAM,WHY_LATAM,608,255,0.4194078947368421
292,EUROPE,DIEGO,249,240,0.963855421686747
292,EUROPE,RENOVISOR,621,406,0.6537842190016103
292,EUROPE,WHY_EUROPE,130,122,0.9384615384615385
292,LATAM,WHY_LATAM,608,256,0.42105263157894735
293,EUROPE,DIEGO,280,257,0.9178571428571428
293,EUROPE,RENOVISOR,591,373,0.6311336717428088
293,EUROPE,WHY_EUROPE,129,120,0.9302325581395349
293,LATAM,WHY_LATAM,608,263,0.43256578947368424
294,EUROPE,DIEGO,241,226,0.9377593360995851
294,EUROPE,RENOVISOR,629,404,0.6422893481717011
294,EUROPE,WHY_EUROPE,130,112,0.8615384615384616
294,LATAM,WHY_LATAM,608,263,0.43256578947368424
295,EUROPE,DIEGO,259,244,0.9420849420849421
295,EUROPE,RENOVISOR,619,395,0.6381260096930533
295,EUROPE,WHY_EUROPE,122,108,0.8852459016393442
295,LATAM,WHY_LATAM,608,262,0.4309210526315789
296,EUROPE,DIEGO,252,233,0.9246031746031746
296,EUROPE,RENOVISOR,613,395,0.6443719412724307
296,EUROPE,WHY_EUROPE,135,118,0.8740740740740741
296,LATAM,WHY_LATAM,608,259,0.42598684210526316
297,EUROPE,DIEGO,259,234,0.9034749034749034
297,EUROPE,RENOVISOR,604,364,0.6026490066225165
297,EUROPE,WHY_EUROPE,137,128,0.9343065693430657
297,LATAM,WHY_LATAM,608,275,0.45230263157894735
298,EUROPE,DIEGO,242,226,0.9338842975206612
298,EUROPE,RENOVISOR,613,394,0.6427406199021207
298,EUROPE,WHY_EUROPE,145,129,0.8896551724137931
298,LATAM,WHY_LATAM,608,259,0.42598684210526316
299,EUROPE,DIEGO,251,242,0.9641434262948207
299,EUROPE,RENOVISOR,612,392,0.6405228758169934
299,EUROPE,WHY_EUROPE,137,126,0.9197080291970803
299,LATAM,WHY_LATAM,608,271,0.4457236842105263
300,EUROPE,DIEGO,255,235,0.9215686274509803
300,EUROPE,RENOVISOR,604,374,0.6192052980132451
300,EUROPE,WHY_EUROPE,141,127,0.900709219858156
300,LATAM,WHY_LATAM,608,275,0.45230263157894735
301,EUROPE,DIEGO,247,234,0.9473684210526315
301,EUROPE,RENOVISOR,631,400,0.6339144215530903
301,EUROPE,WHY_EUROPE,122,119,0.9754098360655737
301,LATAM,WHY_LATAM,608,268,0.4407894736842105
302,EUROPE,DIEGO,258,240,0.9302325581395349
302,EUROPE,RENOVISOR,611,388,0.6350245499181669
302,EUROPE,WHY_EUROPE,131,123,0.9389312977099237
302,LATAM,WHY_LATAM,608,270,0.4440789473684211
303,EUROPE,DIEGO,258,243,0.9418604651162791
303,EUROPE,RENOVISOR,594,381,0.6414141414141414
303,EUROPE,WHY_EUROPE,148,137,0.9256756756756757
303,LATAM,WHY_LATAM,608,261,0.4292763157894737
304,EUROPE,DIEGO,227,214,0.9427312775330396
304,EUROPE,RENOVISOR,640,420,0.65625
304,EUROPE,WHY_EUROPE,133,122,0.9172932330827067
304,LATAM,WHY_LATAM,608,273,0.44901315789473684
305,EUROPE,DIEGO,237,217,0.9156118143459916
305,EUROPE,RENOVISOR,612,394,0.6437908496732027
305,EUROPE,WHY_EUROPE,151,134,0.8874172185430463
305,LATAM,WHY_LATAM,608,261,0.4292763157894737
306,EUROPE,DIEGO,245,231,0.9428571428571428
306,EUROPE,RENOVISOR,613,393,0.6411092985318108
306,EUROPE,WHY_EUROPE,142,132,0.9295774647887324
306,LATAM,WHY_LATAM,608,259,0.42598684210526316
307,EUROPE,DIEGO,246,221,0.8983739837398373
307,EUROPE,RENOVISOR,616,397,0.6444805194805194
307,EUROPE,WHY_EUROPE,138,127,0.9202898550724637
307,LATAM,WHY_LATAM,608,270,0.4440789473684211
308,EUROPE,DIEGO,232,215,0.9267241379310345
308,EUROPE,RENOVISOR,626,399,0.6373801916932907
308,EUROPE,WHY_EUROPE,142,134,0.9436619718309859
308,LATAM,WHY_LATAM,608,256,0.42105263157894735
309,EUROPE,DIEGO,239,222,0.9288702928870293
309,EUROPE,RENOVISOR,622,395,0.635048231511254
309,EUROPE,WHY_EUROPE,139,131,0.9424460431654677
309,LATAM,WHY_LATAM,608,276,0.45394736842105265
310,EUROPE,DIEGO,262,243,0.9274809160305344
310,EUROPE,RENOVISOR,606,388,0.6402640264026402
310,EUROPE,WHY_EUROPE,132,119,0.9015151515151515
310,LATAM,WHY_LATAM,608,274,0.4506578947368421
311,EUROPE,DIEGO,250,234,0.936
311,EUROPE,RENOVISOR,597,391,0.6549413735343383
311,EUROPE,WHY_EUROPE,153,141,0.9215686274509803
311,LATAM,WHY_LATAM,608,281,0.4621710526315789
312,EUROPE,DIEGO,248,235,0.9475806451612904
312,EUROPE,RENOVISOR,611,396,0.6481178396072013
312,EUROPE,WHY_EUROPE,141,133,0.9432624113475178
312,LATAM,WHY_LATAM,608,270,0.4440789473684211
313,EUROPE,DIEGO,252,232,0.9206349206349206
313,EUROPE,RENOVISOR,606,384,0.6336633663366337
313,EUROPE,WHY_EUROPE,142,128,0.9014084507042254
313,LATAM,WHY_LATAM,608,277,0.4555921052631579
314,EUROPE,DIEGO,246,217,0.8821138211382114
314,EUROPE,RENOVISOR,608,386,0.6348684210526315
314,EUROPE,WHY_EUROPE,146,130,0.8904109589041096
314,LATAM,WHY_LATAM,608,274,0.4506578947368421
315,EUROPE,DIEGO,237,213,0.8987341772151899
315,EUROPE,RENOVISOR,608,382,0.6282894736842105
315,EUROPE,WHY_EUROPE,155,141,0.9096774193548387
315,LATAM,WHY_LATAM,608,255,0.4194078947368421
316,EUROPE,DIEGO,248,232,0.9354838709677419
316,EUROPE,RENOVISOR,629,403,0.6406995230524642
316,EUROPE,WHY_EUROPE,123,111,0.9024390243902439
316,LATAM,WHY_LATAM,608,274,0.4506578947368421
317,EUROPE,DIEGO,243,229,0.9423868312757202
317,EUROPE,RENOVISOR,625,398,0.6368
317,EUROPE,WHY_EUROPE,132,115,0.8712121212121212
317,LATAM,WHY_LATAM,608,279,0.4588815789473684
318,EUROPE,DIEGO,261,246,0.9425287356321839
318,EUROPE,RENOVISOR,602,390,0.6478405315614618
318,EUROPE,WHY_EUROPE,137,127,0.927007299270073
318,LATAM,WHY_LATAM,608,266,0.4375
319,EUROPE,DIEGO,230,211,0.9173913043478261
319,EUROPE,RENOVISOR,613,387,0.6313213703099511
319,EUROPE,WHY_EUROPE,157,150,0.9554140127388535
319,LATAM,WHY_LATAM,608,269,0.44243421052631576
320,EUROPE,DIEGO,246,226,0.9186991869918699
320,EUROPE,RENOVISOR,623,399,0.6404494382022472
320,EUROPE,WHY_EUROPE,131,122,0.9312977099236641
320,LATAM,WHY_LATAM,608,271,0.4457236842105263
321,EUROPE,DIEGO,269,248,0.9219330855018587
321,EUROPE,RENOVISOR,615,392,0.6373983739837399
321,EUROPE,WHY_EUROPE,116,109,0.9396551724137931
321,LATAM,WHY_LATAM,608,272,0.4473684210526316
322,EUROPE,DIEGO,257,234,0.9105058365758755
322,EUROPE,RENOVISOR,585,373,0.6376068376068376
322,EUROPE,WHY_EUROPE,158,147,0.930379746835443
322,LATAM,WHY_LATAM,608,278,0.45723684210526316
323,EUROPE,DIEGO,228,211,0.9254385964912281
323,EUROPE,RENOVISOR,608,397,0.6529605263157895
323,EUROPE,WHY_EUROPE,164,153,0.9329268292682927
323,LATAM,WHY_LATAM,608,270,0.4440789473684211
324,EUROPE,DIEGO,235,216,0.9191489361702128
324,EUROPE,RENOVISOR,628,411,0.6544585987261147
324,EUROPE,WHY_EUROPE,137,127,0.927007299270073
324,LATAM,WHY_LATAM,608,273,0.44901315789473684
325,EUROPE,DIEGO,259,237,0.915057915057915
325,EUROPE,RENOVISOR,614,406,0.6612377850162866
325,EUROPE,WHY_EUROPE,127,116,0.9133858267716536
325,LATAM,WHY_LATAM,608,267,0.43914473684210525
326,EUROPE,DIEGO,260,242,0.9307692307692308
326,EUROPE,RENOVISOR,599,374,0.6243739565943238
326,EUROPE,WHY_EUROPE,141,129,0.9148936170212766
326,LATAM,WHY_LATAM,608,266,0.4375
327,EUROPE,DIEGO,244,231,0.9467213114754098
327,EUROPE,RENOVISOR,615,397,0.6455284552845528
327,EUROPE,WHY_EUROPE,141,127,0.900709219858156
327,LATAM,WHY_LATAM,608,262,0.4309210526315789
328,EUROPE,DIEGO,254,232,0.9133858267716536
328,EUROPE,RENOVISOR,610,387,0.6344262295081967
328,EUROPE,WHY_EUROPE,136,129,0.9485294117647058
328,LATAM,WHY_LATAM,608,274,0.4506578947368421
329,EUROPE,DIEGO,251,231,0.9203187250996016
329,EUROPE,RENOVISOR,617,388,0.6288492706645057
329,EUROPE,WHY_EUROPE,132,123,0.9318181818181818
329,LATAM,WHY_LATAM,608,260,0.4276315789473684
330,EUROPE,DIEGO,264,242,0.9166666666666666
330,EUROPE,RENOVISOR,603,390,0.6467661691542289
330,EUROPE,WHY_EUROPE,133,127,0.9548872180451128
330,LATAM,WHY_LATAM,608,278,0.45723684210526316
331,EUROPE,DIEGO,244,232,0.9508196721311475
331,EUROPE,RENOVISOR,616,401,0.650974025974026
331,EUROPE,WHY_EUROPE,140,125,0.8928571428571429
331,LATAM,WHY_LATAM,608,270,0.4440789473684211
332,EUROPE,DIEGO,279,251,0.899641577060932
332,EUROPE,RENOVISOR,589,373,0.633276740237691
332,EUROPE,WHY_EUROPE,132,121,0.9166666666666666
332,LATAM,WHY_LATAM,608,268,0.4407894736842105
333,EUROPE,DIEGO,242,225,0.9297520661157025
333,EUROPE,RENOVISOR,623,403,0.6468699839486356
333,EUROPE,WHY_EUROPE,135,123,0.9111111111111111
333,LATAM,WHY_LATAM,608,270,0.4440789473684211
334,EUROPE,DIEGO,252,239,0.9484126984126984
334,EUROPE,RENOVISOR,600,375,0.625
334,EUROPE,WHY_EUROPE,148,128,0.8648648648648649
334,LATAM,WHY_LATAM,608,264,0.4342105263157895
335,EUROPE,DIEGO,238,228,0.957983193277311
335,EUROPE,RENOVISOR,617,381,0.6175040518638574
335,EUROPE,WHY_EUROPE,145,133,0.9172413793103448
335,LATAM,WHY_LATAM,608,264,0.4342105263157895
336,EUROPE,DIEGO,247,228,0.9230769230769231
336,EUROPE,RENOVISOR,624,394,0.6314102564102564
336,EUROPE,WHY_EUROPE,129,113,0.875968992248062
336,LATAM,WHY_LATAM,608,258,0.4243421052631579
337,EUROPE,DIEGO,267,245,0.9176029962546817
337,EUROPE,RENOVISOR,597,386,0.6465661641541038
337,EUROPE,WHY_EUROPE,136,125,0.9191176470588235
337,LATAM,WHY_LATAM,608,263,0.43256578947368424
338,EUROPE,DIEGO,257,239,0.9299610894941635
338,EUROPE,RENOVISOR,596,384,0.6442953020134228
338,EUROPE,WHY_EUROPE,147,138,0.9387755102040817
338,LATAM,WHY_LATAM,608,266,0.4375
339,EUROPE,DIEGO,252,237,0.9404761904761905
339,EUROPE,RENOVISOR,605,380,0.628099173553719
339,EUROPE,WHY_EUROPE,143,129,0.9020979020979021
339,LATAM,WHY_LATAM,608,271,0.4457236842105263
340,EUROPE,DIEGO,253,238,0.9407114624505929
340,EUROPE,RENOVISOR,614,384,0.6254071661237784
340,EUROPE,WHY_EUROPE,133,121,0.9097744360902256
340,LATAM,WHY_LATAM,608,273,0.44901315789473684
341,EUROPE,DIEGO,256,239,0.93359375
341,EUROPE,RENOVISOR,607,386,0.6359143327841845
341,EUROPE,WHY_EUROPE,137,122,0.8905109489051095
341,LATAM,WHY_LATAM,608,258,0.4243421052631579
342,EUROPE,DIEGO,248,227,0.9153225806451613
342,EUROPE,RENOVISOR,613,390,0.636215334420881
342,EUROPE,WHY_EUROPE,139,130,0.935251798561151
342,LATAM,WHY_LATAM,608,259,0.42598684210526316
343,EUROPE,DIEGO,245,218,0.889795918367347
343,EUROPE,RENOVISOR,626,407,0.6501597444089456
343,EUROPE,WHY_EUROPE,129,120,0.9302325581395349
343,LATAM,WHY_LATAM,608,271,0.4457236842105263
344,EUROPE,DIEGO,242,225,0.9297520661157025
344,EUROPE,RENOVISOR,606,379,0.6254125412541254
344,EUROPE,WHY_EUROPE,152,130,0.8552631578947368
344,LATAM,WHY_LATAM,608,267,0.43914473684210525
345,EUROPE,DIEGO,241,225,0.9336099585062241
345,EUROPE,RENOVISOR,613,403,0.6574225122349103
345,EUROPE,WHY_EUROPE,146,129,0.8835616438356164
345,LATAM,WHY_LATAM,608,277,0.4555921052631579
346,EUROPE,DIEGO,248,226,0.9112903225806451
346,EUROPE,RENOVISOR,604,383,0.6341059602649006
346,EUROPE,WHY_EUROPE,148,135,0.9121621621621622
346,LATAM,WHY_LATAM,608,272,0.4473684210526316
347,EUROPE,DIEGO,236,218,0.923728813559322
347,EUROPE,RENOVISOR,608,394,0.6480263157894737
347,EUROPE,WHY_EUROPE,156,137,0.8782051282051282
347,LATAM,WHY_LATAM,608,256,0.42105263157894735
348,EUROPE,DIEGO,247,228,0.9230769230769231
348,EUROPE,RENOVISOR,619,384,0.6203554119547657
348,EUROPE,WHY_EUROPE,134,118,0.8805970149253731
348,LATAM,WHY_LATAM,608,267,0.43914473684210525
349,EUROPE,DIEGO,255,238,0.9333333333333333
349,EUROPE,RENOVISOR,621,397,0.6392914653784219
349,EUROPE,WHY_EUROPE,124,116,0.9354838709677419
349,LATAM,WHY_LATAM,608,250,0.41118421052631576
350,EUROPE,DIEGO,265,242,0.9132075471698113
350,EUROPE,RENOVISOR,612,384,0.6274509803921569
350,EUROPE,WHY_EUROPE,123,118,0.959349593495935
350,LATAM,WHY_LATAM,608,273,0.44901315789473684
351,EUROPE,DIEGO,252,229,0.9087301587301587
351,EUROPE,RENOVISOR,607,383,0.6309719934102141
351,EUROPE,WHY_EUROPE,141,130,0.9219858156028369
351,LATAM,WHY_LATAM,608,285,0.46875
352,EUROPE,DIEGO,237,223,0.9409282700421941
352,EUROPE,RENOVISOR,617,398,0.6450567260940032
352,EUROPE,WHY_EUROPE,146,133,0.910958904109589
352,LATAM,WHY_LATAM,608,257,0.42269736842105265
353,EUROPE,DIEGO,254,232,0.9133858267716536
353,EUROPE,RENOVISOR,610,398,0.6524590163934426
353,EUROPE,WHY_EUROPE,136,124,0.9117647058823529
353,LATAM,WHY_LATAM,608,257,0.42269736842105265
354,EUROPE,DIEGO,258,234,0.9069767441860465
354,EUROPE,RENOVISOR,620,397,0.6403225806451613
354,EUROPE,WHY_EUROPE,122,117,0.9590163934426229
354,LATAM,WHY_LATAM,608,276,0.45394736842105265
355,EUROPE,DIEGO,254,227,0.8937007874015748
355,EUROPE,RENOVISOR,618,399,0.6456310679611651
355,EUROPE,WHY_EUROPE,128,120,0.9375
355,LATAM,WHY_LATAM,608,268,0.4407894736842105
356,EUROPE,DIEGO,248,227,0.9153225806451613
356,EUROPE,RENOVISOR,611,383,0.6268412438625205
356,EUROPE,WHY_EUROPE,141,128,0.9078014184397163
356,LATAM,WHY_LATAM,608,272,0.4473684210526316
357,EUROPE,DIEGO,234,217,0.9273504273504274
357,EUROPE,RENOVISOR,618,385,0.6229773462783171
357,EUROPE,WHY_EUROPE,148,139,0.9391891891891891
357,LATAM,WHY_LATAM,608,267,0.43914473684210525
358,EUROPE,DIEGO,265,252,0.9509433962264151
358,EUROPE,RENOVISOR,608,391,0.6430921052631579
358,EUROPE,WHY_EUROPE,127,115,0.905511811023622
358,LATAM,WHY_LATAM,608,266,0.4375
359,EUROPE,DIEGO,251,235,0.9362549800796812
359,EUROPE,RENOVISOR,612,391,0.6388888888888888
359,EUROPE,WHY_EUROPE,137,127,0.927007299270073
359,LATAM,WHY_LATAM,608,267,0.43914473684210525
360,EUROPE,DIEGO,256,241,0.94140625
360,EUROPE,RENOVISOR,613,405,0.6606851549755302
360,EUROPE,WHY_EUROPE,131,123,0.9389312977099237
360,LATAM,WHY_LATAM,608,274,0.4506578947368421
361,EUROPE,DIEGO,243,231,0.9506172839506173
361,EUROPE,RENOVISOR,609,372,0.6108374384236454
361,EUROPE,WHY_EUROPE,148,132,0.8918918918918919
361,LATAM,WHY_LATAM,608,256,0.42105263157894735
362,EUROPE,DIEGO,243,219,0.9012345679012346
362,EUROPE,RENOVISOR,618,391,0.6326860841423948
362,EUROPE,WHY_EUROPE,139,128,0.920863309352518
362,LATAM,WHY_LATAM,608,271,0.4457236842105263
363,EUROPE,DIEGO,247,235,0.951417004048583
363,EUROPE,RENOVISOR,606,385,0.6353135313531353
363,EUROPE,WHY_EUROPE,147,138,0.9387755102040817
363,LATAM,WHY_LATAM,608,268,0.4407894736842105
364,EUROPE,DIEGO,229,210,0.9170305676855895
364,EUROPE,RENOVISOR,609,386,0.6338259441707718
364,EUROPE,WHY_EUROPE,162,148,0.9135802469135802
364,LATAM,WHY_LATAM,608,264,0.4342105263157895
365,EUROPE,DIEGO,250,229,0.916
365,EUROPE,RENOVISOR,603,366,0.6069651741293532
365,EUROPE,WHY_EUROPE,147,134,0.9115646258503401
365,LATAM,WHY_LATAM,608,278,0.45723684210526316
366,EUROPE,DIEGO,249,227,0.9116465863453815
366,EUROPE,RENOVISOR,621,377,0.607085346215781
366,EUROPE,WHY_EUROPE,130,114,0.8769230769230769
366,LATAM,WHY_LATAM,608,269,0.44243421052631576
367,EUROPE,DIEGO,251,234,0.9322709163346613
367,EUROPE,RENOVISOR,604,396,0.6556291390728477
367,EUROPE,WHY_EUROPE,145,133,0.9172413793103448
367,LATAM,WHY_LATAM,608,269,0.44243421052631576
368,EUROPE,DIEGO,266,251,0.943609022556391
368,EUROPE,RENOVISOR,614,396,0.6449511400651465
368,EUROPE,WHY_EUROPE,120,109,0.9083333333333333
368,LATAM,WHY_LATAM,608,269,0.44243421052631576
369,EUROPE,DIEGO,251,232,0.9243027888446215
369,EUROPE,RENOVISOR,598,382,0.6387959866220736
369,EUROPE,WHY_EUROPE,151,139,0.9205298013245033
369,LATAM,WHY_LATAM,608,267,0.43914473684210525
370,EUROPE,DIEGO,244,227,0.930327868852459
370,EUROPE,RENOVISOR,602,405,0.6727574750830565
370,EUROPE,WHY_EUROPE,154,137,0.8896103896103896
370,LATAM,WHY_LATAM,608,268,0.4407894736842105
371,EUROPE,DIEGO,242,227,0.9380165289256198
371,EUROPE,RENOVISOR,610,390,0.639344262295082
371,EUROPE,WHY_EUROPE,148,144,0.972972972972973
371,LATAM,WHY_LATAM,608,258,0.4243421052631579
372,EUROPE,DIEGO,256,234,0.9140625
372,EUROPE,RENOVISOR,622,395,0.635048231511254
372,EUROPE,WHY_EUROPE,122,116,0.9508196721311475
372,LATAM,WHY_LATAM,608,273,0.44901315789473684
373,EUROPE,DIEGO,253,240,0.9486166007905138
373,EUROPE,RENOVISOR,616,393,0.637987012987013
373,EUROPE,WHY_EUROPE,131,114,0.8702290076335878
373,LATAM,WHY_LATAM,608,276,0.45394736842105265
374,EUROPE,DIEGO,253,237,0.9367588932806324
374,EUROPE,RENOVISOR,618,392,0.6343042071197411
374,EUROPE,WHY_EUROPE,129,118,0.9147286821705426
