bootstrap_id,comparison_region,subsample,dataset_source,n_draws
341,EUROPE,RENOVISOR,rv,607
341,EUROPE,WHY_EUROPE,why,137
341,LATAM,WHY_LATAM,why,608
342,EUROPE,DIEGO,diego,248
342,EUROPE,RENOVISOR,rv,613
342,EUROPE,WHY_EUROPE,why,139
342,LATAM,WHY_LATAM,why,608
343,EUROPE,DIEGO,diego,245
343,EUROPE,RENOVISOR,rv,626
343,EUROPE,WHY_EUROPE,why,129
343,LATAM,WHY_LATAM,why,608
344,EUROPE,DIEGO,diego,242
344,EUROPE,RENOVISOR,rv,606
344,EUROPE,WHY_EUROPE,why,152
344,LATAM,WHY_LATAM,why,608
345,EUROPE,DIEGO,diego,241
345,EUROPE,RENOVISOR,rv,613
345,EUROPE,WHY_EUROPE,why,146
345,LATAM,WHY_LATAM,why,608
346,EUROPE,DIEGO,diego,248
346,EUROPE,RENOVISOR,rv,604
346,EUROPE,WHY_EUROPE,why,148
346,LATAM,WHY_LATAM,why,608
347,EUROPE,DIEGO,diego,236
347,EUROPE,RENOVISOR,rv,608
347,EUROPE,WHY_EUROPE,why,156
347,LATAM,WHY_LATAM,why,608
348,EUROPE,DIEGO,diego,247
348,EUROPE,RENOVISOR,rv,619
348,EUROPE,WHY_EUROPE,why,134
348,LATAM,WHY_LATAM,why,608
349,EUROPE,DIEGO,diego,255
349,EUROPE,RENOVISOR,rv,621
349,EUROPE,WHY_EUROPE,why,124
349,LATAM,WHY_LATAM,why,608
350,EUROPE,DIEGO,diego,265
350,EUROPE,RENOVISOR,rv,612
350,EUROPE,WHY_EUROPE,why,123
350,LATAM,WHY_LATAM,why,608
351,EUROPE,DIEGO,diego,252
351,EUROPE,RENOVISOR,rv,607
351,EUROPE,WHY_EUROPE,why,141
351,LATAM,WHY_LATAM,why,608
352,EUROPE,DIEGO,diego,237
352,EUROPE,RENOVISOR,rv,617
352,EUROPE,WHY_EUROPE,why,146
352,LATAM,WHY_LATAM,why,608
353,EUROPE,DIEGO,diego,254
353,EUROPE,RENOVISOR,rv,610
353,EUROPE,WHY_EUROPE,why,136
353,LATAM,WHY_LATAM,why,608
354,EUROPE,DIEGO,diego,258
354,EUROPE,RENOVISOR,rv,620
354,EUROPE,WHY_EUROPE,why,122
354,LATAM,WHY_LATAM,why,608
355,EUROPE,DIEGO,diego,254
355,EUROPE,RENOVISOR,rv,618
355,EUROPE,WHY_EUROPE,why,128
355,LATAM,WHY_LATAM,why,608
356,EUROPE,DIEGO,diego,248
356,EUROPE,RENOVISOR,rv,611
356,EUROPE,WHY_EUROPE,why,141
356,LATAM,WHY_LATAM,why,608
357,EUROPE,DIEGO,diego,234
357,EUROPE,RENOVISOR,rv,618
357,EUROPE,WHY_EUROPE,why,148
357,LATAM,WHY_LATAM,why,608
358,EUROPE,DIEGO,diego,265
358,EUROPE,RENOVISOR,rv,608
358,EUROPE,WHY_EUROPE,why,127
358,LATAM,WHY_LATAM,why,608
359,EUROPE,DIEGO,diego,251
359,EUROPE,RENOVISOR,rv,612
359,EUROPE,WHY_EUROPE,why,137
359,LATAM,WHY_LATAM,why,608
360,EUROPE,DIEGO,diego,256
360,EUROPE,RENOVISOR,rv,613
360,EUROPE,WHY_EUROPE,why,131
360,LATAM,WHY_LATAM,why,608
361,EUROPE,DIEGO,diego,243
361,EUROPE,RENOVISOR,rv,609
361,EUROPE,WHY_EUROPE,why,148
361,LATAM,WHY_LATAM,why,608
362,EUROPE,DIEGO,diego,243
362,EUROPE,RENOVISOR,rv,618
362,EUROPE,WHY_EUROPE,why,139
362,LATAM,WHY_LATAM,why,608
363,EUROPE,DIEGO,diego,247
363,EUROPE,RENOVISOR,rv,606
363,EUROPE,WHY_EUROPE,why,147
363,LATAM,WHY_LATAM,why,608
364,EUROPE,DIEGO,diego,229
364,EUROPE,RENOVISOR,rv,609
364,EUROPE,WHY_EUROPE,why,162
364,LATAM,WHY_LATAM,why,608
365,EUROPE,DIEGO,diego,250
365,EUROPE,RENOVISOR,rv,603
365,EUROPE,WHY_EUROPE,why,147
365,LATAM,WHY_LATAM,why,608
366,EUROPE,DIEGO,diego,249
366,EUROPE,RENOVISOR,rv,621
366,EUROPE,WHY_EUROPE,why,130
366,LATAM,WHY_LATAM,why,608
367,EUROPE,DIEGO,diego,251
367,EUROPE,RENOVISOR,rv,604
367,EUROPE,WHY_EUROPE,why,145
367,LATAM,WHY_LATAM,why,608
368,EUROPE,DIEGO,diego,266
368,EUROPE,RENOVISOR,rv,614
368,EUROPE,WHY_EUROPE,why,120
368,LATAM,WHY_LATAM,why,608
369,EUROPE,DIEGO,diego,251
369,EUROPE,RENOVISOR,rv,598
369,EUROPE,WHY_EUROPE,why,151
369,LATAM,WHY_LATAM,why,608
370,EUROPE,DIEGO,diego,244
370,EUROPE,RENOVISOR,rv,602
370,EUROPE,WHY_EUROPE,why,154
370,LATAM,WHY_LATAM,why,608
371,EUROPE,DIEGO,diego,242
371,EUROPE,RENOVISOR,rv,610
371,EUROPE,WHY_EUROPE,why,148
371,LATAM,WHY_LATAM,why,608
372,EUROPE,DIEGO,diego,256
372,EUROPE,RENOVISOR,rv,622
372,EUROPE,WHY_EUROPE,why,122
372,LATAM,WHY_LATAM,why,608
373,EUROPE,DIEGO,diego,253
373,EUROPE,RENOVISOR,rv,616
373,EUROPE,WHY_EUROPE,why,131
373,LATAM,WHY_LATAM,why,608
374,EUROPE,DIEGO,diego,253
374,EUROPE,RENOVISOR,rv,618
374,EUROPE,WHY_EUROPE,why,129
374,LATAM,WHY_LATAM,why,608
375,EUROPE,DIEGO,diego,259
375,EUROPE,RENOVISOR,rv,620
375,EUROPE,WHY_EUROPE,why,121
375,LATAM,WHY_LATAM,why,608
376,EUROPE,DIEGO,diego,250
376,EUROPE,RENOVISOR,rv,611
376,EUROPE,WHY_EUROPE,why,139
376,LATAM,WHY_LATAM,why,608
377,EUROPE,DIEGO,diego,258
377,EUROPE,RENOVISOR,rv,602
377,EUROPE,WHY_EUROPE,why,140
377,LATAM,WHY_LATAM,why,608
378,EUROPE,DIEGO,diego,257
378,EUROPE,RENOVISOR,rv,618
378,EUROPE,WHY_EUROPE,why,125
378,LATAM,WHY_LATAM,why,608
379,EUROPE,DIEGO,diego,245
379,EUROPE,RENOVISOR,rv,608
379,EUROPE,WHY_EUROPE,why,147
379,LATAM,WHY_LATAM,why,608
380,EUROPE,DIEGO,diego,269
380,EUROPE,RENOVISOR,rv,603
380,EUROPE,WHY_EUROPE,why,128
380,LATAM,WHY_LATAM,why,608
381,EUROPE,DIEGO,diego,238
381,EUROPE,RENOVISOR,rv,596
381,EUROPE,WHY_EUROPE,why,166
381,LATAM,WHY_LATAM,why,608
382,EUROPE,DIEGO,diego,255
382,EUROPE,RENOVISOR,rv,617
382,EUROPE,WHY_EUROPE,why,128
382,LATAM,WHY_LATAM,why,608
383,EUROPE,DIEGO,diego,254
383,EUROPE,RENOVISOR,rv,614
383,EUROPE,WHY_EUROPE,why,132
383,LATAM,WHY_LATAM,why,608
384,EUROPE,DIEGO,diego,262
384,EUROPE,RENOVISOR,rv,610
384,EUROPE,WHY_EUROPE,why,128
384,LATAM,WHY_LATAM,why,608
385,EUROPE,DIEGO,diego,276
385,EUROPE,RENOVISOR,rv,606
385,EUROPE,WHY_EUROPE,why,118
385,LATAM,WHY_LATAM,why,608
386,EUROPE,DIEGO,diego,242
386,EUROPE,RENOVISOR,rv,605
386,EUROPE,WHY_EUROPE,why,153
386,LATAM,WHY_LATAM,why,608
387,EUROPE,DIEGO,diego,245
387,EUROPE,RENOVISOR,rv,610
387,EUROPE,WHY_EUROPE,why,145
387,LATAM,WHY_LATAM,why,608
388,EUROPE,DIEGO,diego,223
388,EUROPE,RENOVISOR,rv,621
388,EUROPE,WHY_EUROPE,why,156
388,LATAM,WHY_LATAM,why,608
389,EUROPE,DIEGO,diego,259
389,EUROPE,RENOVISOR,rv,604
389,EUROPE,WHY_EUROPE,why,137
389,LATAM,WHY_LATAM,why,608
390,EUROPE,DIEGO,diego,246
390,EUROPE,RENOVISOR,rv,608
390,EUROPE,WHY_EUROPE,why,146
390,LATAM,WHY_LATAM,why,608
391,EUROPE,DIEGO,diego,246
391,EUROPE,RENOVISOR,rv,621
391,EUROPE,WHY_EUROPE,why,133
391,LATAM,WHY_LATAM,why,608
392,EUROPE,DIEGO,diego,248
392,EUROPE,RENOVISOR,rv,604
392,EUROPE,WHY_EUROPE,why,148
392,LATAM,WHY_LATAM,why,608
393,EUROPE,DIEGO,diego,245
393,EUROPE,RENOVISOR,rv,614
393,EUROPE,WHY_EUROPE,why,141
393,LATAM,WHY_LATAM,why,608
394,EUROPE,DIEGO,diego,230
394,EUROPE,RENOVISOR,rv,618
394,EUROPE,WHY_EUROPE,why,152
394,LATAM,WHY_LATAM,why,608
395,EUROPE,DIEGO,diego,274
395,EUROPE,RENOVISOR,rv,594
395,EUROPE,WHY_EUROPE,why,132
395,LATAM,WHY_LATAM,why,608
396,EUROPE,DIEGO,diego,241
396,EUROPE,RENOVISOR,rv,617
396,EUROPE,WHY_EUROPE,why,142
396,LATAM,WHY_LATAM,why,608
397,EUROPE,DIEGO,diego,255
397,EUROPE,RENOVISOR,rv,616
397,EUROPE,WHY_EUROPE,why,129
397,LATAM,WHY_LATAM,why,608
398,EUROPE,DIEGO,diego,237
398,EUROPE,RENOVISOR,rv,611
398,EUROPE,WHY_EUROPE,why,152
398,LATAM,WHY_LATAM,why,608
399,EUROPE,DIEGO,diego,248
399,EUROPE,RENOVISOR,rv,625
399,EUROPE,WHY_EUROPE,why,127
399,LATAM,WHY_LATAM,why,608
400,EUROPE,DIEGO,diego,249
400,EUROPE,RENOVISOR,rv,615
400,EUROPE,WHY_EUROPE,why,136
400,LATAM,WHY_LATAM,why,608
401,EUROPE,DIEGO,diego,258
401,EUROPE,RENOVISOR,rv,603
401,EUROPE,WHY_EUROPE,why,139
401,LATAM,WHY_LATAM,why,608
402,EUROPE,DIEGO,diego,247
402,EUROPE,RENOVISOR,rv,606
402,EUROPE,WHY_EUROPE,why,147
402,LATAM,WHY_LATAM,why,608
403,EUROPE,DIEGO,diego,258
403,EUROPE,RENOVISOR,rv,602
403,EUROPE,WHY_EUROPE,why,140
403,LATAM,WHY_LATAM,why,608
404,EUROPE,DIEGO,diego,261
404,EUROPE,RENOVISOR,rv,606
404,EUROPE,WHY_EUROPE,why,133
404,LATAM,WHY_LATAM,why,608
405,EUROPE,DIEGO,diego,246
405,EUROPE,RENOVISOR,rv,628
405,EUROPE,WHY_EUROPE,why,126
405,LATAM,WHY_LATAM,why,608
406,EUROPE,DIEGO,diego,235
406,EUROPE,RENOVISOR,rv,608
406,EUROPE,WHY_EUROPE,why,157
406,LATAM,WHY_LATAM,why,608
407,EUROPE,DIEGO,diego,246
407,EUROPE,RENOVISOR,rv,616
407,EUROPE,WHY_EUROPE,why,138
407,LATAM,WHY_LATAM,why,608
408,EUROPE,DIEGO,diego,239
408,EUROPE,RENOVISOR,rv,600
408,EUROPE,WHY_EUROPE,why,161
408,LATAM,WHY_LATAM,why,608
409,EUROPE,DIEGO,diego,263
409,EUROPE,RENOVISOR,rv,635
409,EUROPE,WHY_EUROPE,why,102
409,LATAM,WHY_LATAM,why,608
410,EUROPE,DIEGO,diego,250
410,EUROPE,RENOVISOR,rv,620
410,EUROPE,WHY_EUROPE,why,130
410,LATAM,WHY_LATAM,why,608
411,EUROPE,DIEGO,diego,255
411,EUROPE,RENOVISOR,rv,600
411,EUROPE,WHY_EUROPE,why,145
411,LATAM,WHY_LATAM,why,608
412,EUROPE,DIEGO,diego,251
412,EUROPE,RENOVISOR,rv,596
412,EUROPE,WHY_EUROPE,why,153
412,LATAM,WHY_LATAM,why,608
413,EUROPE,DIEGO,diego,241
413,EUROPE,RENOVISOR,rv,604
413,EUROPE,WHY_EUROPE,why,155
413,LATAM,WHY_LATAM,why,608
414,EUROPE,DIEGO,diego,264
414,EUROPE,RENOVISOR,rv,604
414,EUROPE,WHY_EUROPE,why,132
414,LATAM,WHY_LATAM,why,608
415,EUROPE,DIEGO,diego,245
415,EUROPE,RENOVISOR,rv,622
415,EUROPE,WHY_EUROPE,why,133
415,LATAM,WHY_LATAM,why,608
416,EUROPE,DIEGO,diego,243
416,EUROPE,RENOVISOR,rv,615
416,EUROPE,WHY_EUROPE,why,142
416,LATAM,WHY_LATAM,why,608
417,EUROPE,DIEGO,diego,257
417,EUROPE,RENOVISOR,rv,609
417,EUROPE,WHY_EUROPE,why,134
417,LATAM,WHY_LATAM,why,608
418,EUROPE,DIEGO,diego,242
418,EUROPE,RENOVISOR,rv,623
418,EUROPE,WHY_EUROPE,why,135
418,LATAM,WHY_LATAM,why,608
419,EUROPE,DIEGO,diego,244
419,EUROPE,RENOVISOR,rv,609
419,EUROPE,WHY_EUROPE,why,147
419,LATAM,WHY_LATAM,why,608
420,EUROPE,DIEGO,diego,250
420,EUROPE,RENOVISOR,rv,615
420,EUROPE,WHY_EUROPE,why,135
420,LATAM,WHY_LATAM,why,608
421,EUROPE,DIEGO,diego,247
421,EUROPE,RENOVISOR,rv,619
421,EUROPE,WHY_EUROPE,why,134
421,LATAM,WHY_LATAM,why,608
422,EUROPE,DIEGO,diego,252
422,EUROPE,RENOVISOR,rv,609
422,EUROPE,WHY_EUROPE,why,139
422,LATAM,WHY_LATAM,why,608
423,EUROPE,DIEGO,diego,255
423,EUROPE,RENOVISOR,rv,615
423,EUROPE,WHY_EUROPE,why,130
423,LATAM,WHY_LATAM,why,608
424,EUROPE,DIEGO,diego,252
424,EUROPE,RENOVISOR,rv,610
424,EUROPE,WHY_EUROPE,why,138
424,LATAM,WHY_LATAM,why,608
425,EUROPE,DIEGO,diego,279
425,EUROPE,RENOVISOR,rv,600
425,EUROPE,WHY_EUROPE,why,121
425,LATAM,WHY_LATAM,why,608
426,EUROPE,DIEGO,diego,263
426,EUROPE,RENOVISOR,rv,602
426,EUROPE,WHY_EUROPE,why,135
426,LATAM,WHY_LATAM,why,608
427,EUROPE,DIEGO,diego,254
427,EUROPE,RENOVISOR,rv,607
427,EUROPE,WHY_EUROPE,why,139
427,LATAM,WHY_LATAM,why,608
428,EUROPE,DIEGO,diego,246
428,EUROPE,RENOVISOR,rv,595
428,EUROPE,WHY_EUROPE,why,159
428,LATAM,WHY_LATAM,why,608
429,EUROPE,DIEGO,diego,251
429,EUROPE,RENOVISOR,rv,610
429,EUROPE,WHY_EUROPE,why,139
429,LATAM,WHY_LATAM,why,608
430,EUROPE,DIEGO,diego,246
430,EUROPE,RENOVISOR,rv,617
430,EUROPE,WHY_EUROPE,why,137
430,LATAM,WHY_LATAM,why,608
431,EUROPE,DIEGO,diego,255
431,EUROPE,RENOVISOR,rv,610
431,EUROPE,WHY_EUROPE,why,135
431,LATAM,WHY_LATAM,why,608
432,EUROPE,DIEGO,diego,238
432,EUROPE,RENOVISOR,rv,623
432,EUROPE,WHY_EUROPE,why,139
432,LATAM,WHY_LATAM,why,608
433,EUROPE,DIEGO,diego,263
433,EUROPE,RENOVISOR,rv,606
433,EUROPE,WHY_EUROPE,why,131
433,LATAM,WHY_LATAM,why,608
434,EUROPE,DIEGO,diego,251
434,EUROPE,RENOVISOR,rv,618
434,EUROPE,WHY_EUROPE,why,131
434,LATAM,WHY_LATAM,why,608
435,EUROPE,DIEGO,diego,250
435,EUROPE,RENOVISOR,rv,622
435,EUROPE,WHY_EUROPE,why,128
435,LATAM,WHY_LATAM,why,608
436,EUROPE,DIEGO,diego,246
436,EUROPE,RENOVISOR,rv,625
436,EUROPE,WHY_EUROPE,why,129
436,LATAM,WHY_LATAM,why,608
437,EUROPE,DIEGO,diego,246
437,EUROPE,RENOVISOR,rv,613
437,EUROPE,WHY_EUROPE,why,141
437,LATAM,WHY_LATAM,why,608
438,EUROPE,DIEGO,diego,255
438,EUROPE,RENOVISOR,rv,619
438,EUROPE,WHY_EUROPE,why,126
438,LATAM,WHY_LATAM,why,608
439,EUROPE,DIEGO,diego,255
439,EUROPE,RENOVISOR,rv,612
439,EUROPE,WHY_EUROPE,why,133
439,LATAM,WHY_LATAM,why,608
440,EUROPE,DIEGO,diego,248
440,EUROPE,RENOVISOR,rv,606
440,EUROPE,WHY_EUROPE,why,146
440,LATAM,WHY_LATAM,why,608
441,EUROPE,DIEGO,diego,258
441,EUROPE,RENOVISOR,rv,596
441,EUROPE,WHY_EUROPE,why,146
441,LATAM,WHY_LATAM,why,608
442,EUROPE,DIEGO,diego,259
442,EUROPE,RENOVISOR,rv,610
442,EUROPE,WHY_EUROPE,why,131
442,LATAM,WHY_LATAM,why,608
443,EUROPE,DIEGO,diego,259
443,EUROPE,RENOVISOR,rv,598
443,EUROPE,WHY_EUROPE,why,143
443,LATAM,WHY_LATAM,why,608
444,EUROPE,DIEGO,diego,253
444,EUROPE,RENOVISOR,rv,601
444,EUROPE,WHY_EUROPE,why,146
444,LATAM,WHY_LATAM,why,608
445,EUROPE,DIEGO,diego,256
445,EUROPE,RENOVISOR,rv,599
445,EUROPE,WHY_EUROPE,why,145
445,LATAM,WHY_LATAM,why,608
446,EUROPE,DIEGO,diego,229
446,EUROPE,RENOVISOR,rv,619
446,EUROPE,WHY_EUROPE,why,152
446,LATAM,WHY_LATAM,why,608
447,EUROPE,DIEGO,diego,247
447,EUROPE,RENOVISOR,rv,613
447,EUROPE,WHY_EUROPE,why,140
447,LATAM,WHY_LATAM,why,608
448,EUROPE,DIEGO,diego,267
448,EUROPE,RENOVISOR,rv,592
448,EUROPE,WHY_EUROPE,why,141
448,LATAM,WHY_LATAM,why,608
449,EUROPE,DIEGO,diego,237
449,EUROPE,RENOVISOR,rv,612
449,EUROPE,WHY_EUROPE,why,151
449,LATAM,WHY_LATAM,why,608
450,EUROPE,DIEGO,diego,254
450,EUROPE,RENOVISOR,rv,602
450,EUROPE,WHY_EUROPE,why,144
450,LATAM,WHY_LATAM,why,608
451,EUROPE,DIEGO,diego,247
451,EUROPE,RENOVISOR,rv,627
451,EUROPE,WHY_EUROPE,why,126
451,LATAM,WHY_LATAM,why,608
452,EUROPE,DIEGO,diego,258
452,EUROPE,RENOVISOR,rv,596
452,EUROPE,WHY_EUROPE,why,146
452,LATAM,WHY_LATAM,why,608
453,EUROPE,DIEGO,diego,245
453,EUROPE,RENOVISOR,rv,618
453,EUROPE,WHY_EUROPE,why,137
453,LATAM,WHY_LATAM,why,608
454,EUROPE,DIEGO,diego,244
454,EUROPE,RENOVISOR,rv,627
454,EUROPE,WHY_EUROPE,why,129
454,LATAM,WHY_LATAM,why,608
455,EUROPE,DIEGO,diego,256
455,EUROPE,RENOVISOR,rv,605
455,EUROPE,WHY_EUROPE,why,139
455,LATAM,WHY_LATAM,why,608
456,EUROPE,DIEGO,diego,253
456,EUROPE,RENOVISOR,rv,610
456,EUROPE,WHY_EUROPE,why,137
456,LATAM,WHY_LATAM,why,608
457,EUROPE,DIEGO,diego,249
457,EUROPE,RENOVISOR,rv,612
457,EUROPE,WHY_EUROPE,why,139
457,LATAM,WHY_LATAM,why,608
458,EUROPE,DIEGO,diego,240
458,EUROPE,RENOVISOR,rv,608
458,EUROPE,WHY_EUROPE,why,152
458,LATAM,WHY_LATAM,why,608
459,EUROPE,DIEGO,diego,255
459,EUROPE,RENOVISOR,rv,620
459,EUROPE,WHY_EUROPE,why,125
459,LATAM,WHY_LATAM,why,608
460,EUROPE,DIEGO,diego,250
460,EUROPE,RENOVISOR,rv,633
460,EUROPE,WHY_EUROPE,why,117
460,LATAM,WHY_LATAM,why,608
461,EUROPE,DIEGO,diego,266
461,EUROPE,RENOVISOR,rv,612
461,EUROPE,WHY_EUROPE,why,122
461,LATAM,WHY_LATAM,why,608
462,EUROPE,DIEGO,diego,259
462,EUROPE,RENOVISOR,rv,600
462,EUROPE,WHY_EUROPE,why,141
462,LATAM,WHY_LATAM,why,608
463,EUROPE,DIEGO,diego,247
463,EUROPE,RENOVISOR,rv,625
463,EUROPE,WHY_EUROPE,why,128
463,LATAM,WHY_LATAM,why,608
464,EUROPE,DIEGO,diego,254
464,EUROPE,RENOVISOR,rv,620
464,EUROPE,WHY_EUROPE,why,126
464,LATAM,WHY_LATAM,why,608
465,EUROPE,DIEGO,diego,260
465,EUROPE,RENOVISOR,rv,607
465,EUROPE,WHY_EUROPE,why,133
465,LATAM,WHY_LATAM,why,608
466,EUROPE,DIEGO,diego,266
466,EUROPE,RENOVISOR,rv,596
466,EUROPE,WHY_EUROPE,why,138
466,LATAM,WHY_LATAM,why,608
467,EUROPE,DIEGO,diego,248
467,EUROPE,RENOVISOR,rv,598
467,EUROPE,WHY_EUROPE,why,154
467,LATAM,WHY_LATAM,why,608
468,EUROPE,DIEGO,diego,258
468,EUROPE,RENOVISOR,rv,604
468,EUROPE,WHY_EUROPE,why,138
468,LATAM,WHY_LATAM,why,608
469,EUROPE,DIEGO,diego,251
469,EUROPE,RENOVISOR,rv,612
469,EUROPE,WHY_EUROPE,why,137
469,LATAM,WHY_LATAM,why,608
470,EUROPE,DIEGO,diego,259
470,EUROPE,RENOVISOR,rv,598
470,EUROPE,WHY_EUROPE,why,143
470,LATAM,WHY_LATAM,why,608
471,EUROPE,DIEGO,diego,240
471,EUROPE,RENOVISOR,rv,610
471,EUROPE,WHY_EUROPE,why,150
471,LATAM,WHY_LATAM,why,608
472,EUROPE,DIEGO,diego,222
472,EUROPE,RENOVISOR,rv,629
472,EUROPE,WHY_EUROPE,why,149
472,LATAM,WHY_LATAM,why,608
473,EUROPE,DIEGO,diego,246
473,EUROPE,RENOVISOR,rv,621
473,EUROPE,WHY_EUROPE,why,133
473,LATAM,WHY_LATAM,why,608
474,EUROPE,DIEGO,diego,259
474,EUROPE,RENOVISOR,rv,610
474,EUROPE,WHY_EUROPE,why,131
474,LATAM,WHY_LATAM,why,608
475,EUROPE,DIEGO,diego,265
475,EUROPE,RENOVISOR,rv,599
475,EUROPE,WHY_EUROPE,why,136
475,LATAM,WHY_LATAM,why,608
476,EUROPE,DIEGO,diego,269
476,EUROPE,RENOVISOR,rv,614
476,EUROPE,WHY_EUROPE,why,117
476,LATAM,WHY_LATAM,why,608
477,EUROPE,DIEGO,diego,248
477,EUROPE,RENOVISOR,rv,601
477,EUROPE,WHY_EUROPE,why,151
477,LATAM,WHY_LATAM,why,608
478,EUROPE,DIEGO,diego,231
478,EUROPE,RENOVISOR,rv,619
478,EUROPE,WHY_EUROPE,why,150
478,LATAM,WHY_LATAM,why,608
479,EUROPE,DIEGO,diego,243
479,EUROPE,RENOVISOR,rv,632
479,EUROPE,WHY_EUROPE,why,125
479,LATAM,WHY_LATAM,why,608
480,EUROPE,DIEGO,diego,257
480,EUROPE,RENOVISOR,rv,623
480,EUROPE,WHY_EUROPE,why,120
480,LATAM,WHY_LATAM,why,608
481,EUROPE,DIEGO,diego,253
481,EUROPE,RENOVISOR,rv,605
481,EUROPE,WHY_EUROPE,why,142
481,LATAM,WHY_LATAM,why,608
482,EUROPE,DIEGO,diego,230
482,EUROPE,RENOVISOR,rv,611
482,EUROPE,WHY_EUROPE,why,159
482,LATAM,WHY_LATAM,why,608
483,EUROPE,DIEGO,diego,251
483,EUROPE,RENOVISOR,rv,618
483,EUROPE,WHY_EUROPE,why,131
483,LATAM,WHY_LATAM,why,608
484,EUROPE,DIEGO,diego,227
484,EUROPE,RENOVISOR,rv,607
484,EUROPE,WHY_EUROPE,why,166
484,LATAM,WHY_LATAM,why,608
485,EUROPE,DIEGO,diego,248
485,EUROPE,RENOVISOR,rv,613
485,EUROPE,WHY_EUROPE,why,139
485,LATAM,WHY_LATAM,why,608
486,EUROPE,DIEGO,diego,238
486,EUROPE,RENOVISOR,rv,625
486,EUROPE,WHY_EUROPE,why,137
486,LATAM,WHY_LATAM,why,608
487,EUROPE,DIEGO,diego,238
487,EUROPE,RENOVISOR,rv,630
487,EUROPE,WHY_EUROPE,why,132
487,LATAM,WHY_LATAM,why,608
488,EUROPE,DIEGO,diego,265
488,EUROPE,RENOVISOR,rv,607
488,EUROPE,WHY_EUROPE,why,128
488,LATAM,WHY_LATAM,why,608
489,EUROPE,DIEGO,diego,233
489,EUROPE,RENOVISOR,rv,626
489,EUROPE,WHY_EUROPE,why,141
489,LATAM,WHY_LATAM,why,608
490,EUROPE,DIEGO,diego,249
490,EUROPE,RENOVISOR,rv,606
490,EUROPE,WHY_EUROPE,why,145
490,LATAM,WHY_LATAM,why,608
491,EUROPE,DIEGO,diego,255
491,EUROPE,RENOVISOR,rv,607
491,EUROPE,WHY_EUROPE,why,138
491,LATAM,WHY_LATAM,why,608
492,EUROPE,DIEGO,diego,244
492,EUROPE,RENOVISOR,rv,616
492,EUROPE,WHY_EUROPE,why,140
492,LATAM,WHY_LATAM,why,608
493,EUROPE,DIEGO,diego,240
493,EUROPE,RENOVISOR,rv,615
493,EUROPE,WHY_EUROPE,why,145
493,LATAM,WHY_LATAM,why,608
494,EUROPE,DIEGO,diego,258
494,EUROPE,RENOVISOR,rv,597
494,EUROPE,WHY_EUROPE,why,145
494,LATAM,WHY_LATAM,why,608
495,EUROPE,DIEGO,diego,233
495,EUROPE,RENOVISOR,rv,615
495,EUROPE,WHY_EUROPE,why,152
495,LATAM,WHY_LATAM,why,608
496,EUROPE,DIEGO,diego,248
496,EUROPE,RENOVISOR,rv,604
496,EUROPE,WHY_EUROPE,why,148
496,LATAM,WHY_LATAM,why,608
497,EUROPE,DIEGO,diego,255
497,EUROPE,RENOVISOR,rv,607
497,EUROPE,WHY_EUROPE,why,138
497,LATAM,WHY_LATAM,why,608
498,EUROPE,DIEGO,diego,256
498,EUROPE,RENOVISOR,rv,609
498,EUROPE,WHY_EUROPE,why,135
498,LATAM,WHY_LATAM,why,608
499,EUROPE,DIEGO,diego,238
499,EUROPE,RENOVISOR,rv,612
499,EUROPE,WHY_EUROPE,why,150
499,LATAM,WHY_LATAM,why,608
500,EUROPE,DIEGO,diego,244
500,EUROPE,RENOVISOR,rv,615
500,EUROPE,WHY_EUROPE,why,141
500,LATAM,WHY_LATAM,why,608
501,EUROPE,DIEGO,diego,231
501,EUROPE,RENOVISOR,rv,618
501,EUROPE,WHY_EUROPE,why,151
501,LATAM,WHY_LATAM,why,608
502,EUROPE,DIEGO,diego,273
502,EUROPE,RENOVISOR,rv,605
502,EUROPE,WHY_EUROPE,why,122
502,LATAM,WHY_LATAM,why,608
503,EUROPE,DIEGO,diego,239
503,EUROPE,RENOVISOR,rv,600
503,EUROPE,WHY_EUROPE,why,161
503,LATAM,WHY_LATAM,why,608
504,EUROPE,DIEGO,diego,240
504,EUROPE,RENOVISOR,rv,610
504,EUROPE,WHY_EUROPE,why,150
504,LATAM,WHY_LATAM,why,608
505,EUROPE,DIEGO,diego,237
505,EUROPE,RENOVISOR,rv,627
505,EUROPE,WHY_EUROPE,why,136
505,LATAM,WHY_LATAM,why,608
506,EUROPE,DIEGO,diego,248
506,EUROPE,RENOVISOR,rv,621
506,EUROPE,WHY_EUROPE,why,131
506,LATAM,WHY_LATAM,why,608
507,EUROPE,DIEGO,diego,251
507,EUROPE,RENOVISOR,rv,618
507,EUROPE,WHY_EUROPE,why,131
507,LATAM,WHY_LATAM,why,608
508,EUROPE,DIEGO,diego,244
508,EUROPE,RENOVISOR,rv,633
508,EUROPE,WHY_EUROPE,why,123
508,LATAM,WHY_LATAM,why,608
509,EUROPE,DIEGO,diego,252
509,EUROPE,RENOVISOR,rv,595
509,EUROPE,WHY_EUROPE,why,153
509,LATAM,WHY_LATAM,why,608
510,EUROPE,DIEGO,diego,235
510,EUROPE,RENOVISOR,rv,617
510,EUROPE,WHY_EUROPE,why,148
510,LATAM,WHY_LATAM,why,608
511,EUROPE,DIEGO,diego,248
511,EUROPE,RENOVISOR,rv,624
