"","expert_1","expert_2","expert_3","expert_4","expert_5","expert_6","expert_7","expert_8","expert_9"
"pattern_30707",15,13,11,16,13,14,10,11,17
"pattern_30708",15,13,7,10,7,16,10,9,11
"pattern_30709",14,8,12,15,12,11,7,10,8
"pattern_30710",11,13,9,14,13,14,10,5,9
"pattern_30711",9,13,7,8,7,16,10,9,11
"pattern_30712",12,14,8,11,8,15,11,6,12
"pattern_30713",14,10,10,13,12,13,9,10,10
"pattern_30714",15,19,13,10,13,22,20,15,17
"pattern_30715",12,8,14,19,16,9,7,10,12
"pattern_30716",10,8,8,11,10,15,11,10,6
"pattern_30717",15,19,13,8,11,24,20,15,15
"pattern_30718",11,11,9,12,9,12,8,7,9
"pattern_30719",15,17,13,10,9,24,20,17,17
"pattern_30720",13,15,9,10,9,14,10,7,11
"pattern_30721",15,11,7,10,9,18,12,9,7
"pattern_30722",15,19,9,6,9,20,16,13,13
"pattern_30723",15,17,13,8,9,26,20,15,15
"pattern_30724",9,13,13,18,15,10,8,11,11
"pattern_30725",15,15,13,10,9,22,20,15,17
"pattern_30726",15,15,9,6,7,20,16,11,9
"pattern_30727",9,13,7,8,9,18,10,9,9
"pattern_30728",15,17,13,12,13,24,16,13,17
"pattern_30729",13,17,13,8,9,20,16,13,15
"pattern_30730",7,11,13,16,13,12,14,13,13
"pattern_30731",14,6,12,15,14,11,11,8,10
"pattern_30732",15,13,9,14,13,14,12,3,11
"pattern_30733",14,8,14,17,16,9,11,12,10
"pattern_30734",15,13,13,10,9,22,18,13,15
"pattern_30735",15,19,13,14,15,22,16,13,17
"pattern_30736",11,13,5,8,7,16,12,5,9
"pattern_30737",15,15,15,10,13,24,22,15,17
"pattern_30738",15,11,13,10,9,20,14,13,11
"pattern_30739",6,14,14,19,16,9,11,14,14
"pattern_30740",7,15,11,14,11,14,12,9,13
"pattern_30741",15,15,15,20,19,12,14,15,15
"pattern_30742",15,13,13,10,9,20,16,13,17
"pattern_30743",12,12,14,19,16,11,7,10,10
"pattern_30744",15,17,9,8,9,20,14,11,13
"pattern_30745",15,13,9,8,5,18,14,9,9
"pattern_30746",15,15,13,10,9,24,20,13,15
"pattern_30747",15,11,7,10,9,14,10,9,7
"pattern_30748",15,17,13,12,15,20,16,13,17
"pattern_30749",15,17,13,10,9,22,20,15,15
"pattern_30750",15,15,15,16,13,14,12,17,15
"pattern_30751",8,14,14,19,16,13,11,14,14
"pattern_30752",9,7,13,18,15,12,8,11,11
"pattern_30753",15,17,13,10,9,20,16,15,13
"pattern_30754",9,7,13,18,15,8,8,9,9
"pattern_30755",15,13,13,8,9,22,18,15,15
"pattern_30756",12,18,8,7,8,19,15,10,14
"pattern_30757",15,11,7,6,5,18,12,11,9
"pattern_30758",15,15,11,8,9,22,14,11,11
"pattern_30759",15,15,15,14,13,18,16,13,19
"pattern_30760",15,17,13,8,11,22,20,13,17
"pattern_30761",15,13,13,8,9,20,16,15,13
"pattern_30762",15,17,13,8,9,22,18,15,13
"pattern_30763",15,13,13,8,9,22,20,15,15
"pattern_30764",15,15,13,8,9,22,20,15,17
"pattern_30765",15,15,9,8,9,22,18,9,13
"pattern_30766",15,15,15,12,11,24,20,15,15
"pattern_30767",6,14,16,17,16,11,11,14,16
"pattern_30768",15,17,15,12,13,22,18,15,15
"pattern_30769",15,17,7,2,5,24,18,13,13
"pattern_30770",10,12,8,9,6,15,11,12,12
"pattern_30771",15,15,11,10,9,20,16,15,13
"pattern_30772",15,15,9,10,7,18,12,9,13
"pattern_30773",15,19,11,8,9,18,16,13,15
"pattern_30774",15,15,5,10,9,16,10,7,11
"pattern_30775",15,15,17,16,15,12,14,17,15
"pattern_30776",10,12,10,11,8,15,11,12,8
"pattern_30777",15,11,13,18,15,8,8,9,13
"pattern_30778",15,19,9,6,9,20,16,11,13
"pattern_30779",15,17,9,4,7,18,14,13,11
"pattern_30780",15,17,13,12,13,22,16,11,15
"pattern_30781",6,14,14,15,16,13,15,14,14
"pattern_30782",13,7,13,18,15,10,8,9,11
"pattern_30783",15,17,11,16,13,14,10,9,15
"pattern_30784",15,17,13,8,9,20,16,17,13
"pattern_30785",15,9,13,18,15,10,4,11,11
"pattern_30786",15,15,15,10,13,24,20,15,13
"pattern_30787",15,15,15,10,11,24,20,15,15
"pattern_30788",15,17,11,8,9,20,16,11,13
"pattern_30789",11,9,13,18,15,12,8,9,11
"pattern_30790",9,11,13,10,9,16,12,13,9
"pattern_30791",15,15,13,12,11,20,18,15,17
"pattern_30792",12,8,12,17,14,11,5,12,12
"pattern_30793",15,15,5,8,7,18,14,7,11
"pattern_30794",9,13,15,16,13,14,12,15,11
"pattern_30795",15,17,11,8,7,22,18,13,15
"pattern_30796",15,13,9,6,9,22,18,9,11
"pattern_30797",15,15,11,8,9,26,18,15,13
"pattern_30798",15,11,9,12,11,12,10,9,7
"pattern_30799",10,16,8,9,10,17,13,6,12
"pattern_30800",12,18,10,9,10,17,15,10,14
"pattern_30801",15,17,13,10,11,22,16,17,15
"pattern_30802",14,12,8,11,8,15,9,12,10
"pattern_30803",15,19,11,8,11,26,18,13,15
"pattern_30804",11,13,13,18,15,10,10,13,13
"pattern_30805",15,17,13,10,13,24,18,13,13
"pattern_30806",13,13,9,14,13,10,10,5,9
"pattern_30807",14,14,8,7,6,17,11,6,12
"pattern_30808",15,15,13,8,9,24,20,15,17
"pattern_30809",15,15,11,8,11,22,18,11,15
"pattern_30810",15,17,9,8,7,18,14,9,15
"pattern_30811",10,16,12,11,10,15,13,10,14
"pattern_30812",15,17,17,18,19,18,16,17,15
"pattern_30813",15,17,11,6,7,18,16,15,13
"pattern_30814",13,13,9,8,5,18,14,7,11
"pattern_30815",15,15,11,10,11,20,16,9,15
"pattern_30816",11,13,7,10,7,16,8,7,11
"pattern_30817",4,12,10,13,12,11,11,10,10
"pattern_30818",9,11,11,10,11,16,12,13,7
"pattern_30819",15,15,11,8,11,20,16,9,11
"pattern_30820",12,12,6,11,10,13,7,6,10
"pattern_30821",15,13,5,4,5,20,14,9,9
"pattern_30822",8,8,12,13,10,13,9,12,8
"pattern_30823",11,15,11,14,13,14,10,9,13
"pattern_30824",15,15,11,6,9,18,16,13,11
"pattern_30825",12,10,12,15,14,11,7,10,4
"pattern_30826",10,12,16,21,18,7,11,12,16
"pattern_30827",15,17,11,16,13,16,8,11,13
"pattern_30828",15,17,11,8,9,20,14,11,13
"pattern_30829",15,13,7,8,7,20,12,9,11
"pattern_30830",15,13,17,20,17,12,8,19,13
"pattern_30831",11,9,11,16,13,10,8,9,11
"pattern_30832",15,15,9,6,7,20,14,13,9
"pattern_30833",15,13,11,10,9,22,16,13,13
"pattern_30834",6,14,10,11,12,17,13,10,12
"pattern_30835",8,16,10,11,12,17,11,10,12
"pattern_30836",12,12,14,17,16,11,9,10,12
"pattern_30837",15,13,7,6,7,20,14,11,9
"pattern_30838",15,17,13,12,15,20,16,13,15
"pattern_30839",15,21,13,10,11,20,18,13,19
"pattern_30840",9,15,7,10,9,14,12,7,13
"pattern_30841",15,21,11,10,13,18,16,13,17
"pattern_30842",9,13,13,18,15,10,12,13,13
"pattern_30843",15,17,15,10,11,20,18,15,15
"pattern_30844",15,17,9,6,9,20,14,9,11
"pattern_30845",15,17,11,8,9,20,18,15,11
"pattern_30846",15,13,13,10,11,20,20,13,15
"pattern_30847",15,9,11,16,13,8,8,7,11
"pattern_30848",15,13,15,12,11,20,14,17,15
"pattern_30849",11,11,15,20,17,10,10,9,13
"pattern_30850",14,12,12,17,16,9,9,8,10
"pattern_30851",15,17,11,10,9,20,18,15,17
"pattern_30852",15,19,9,8,9,18,14,11,13
"pattern_30853",15,17,7,2,5,22,16,13,13
"pattern_30854",15,19,13,8,9,22,18,13,17
"pattern_30855",15,17,9,4,7,20,14,13,11
"pattern_30856",15,17,11,10,9,22,16,13,13
"pattern_30857",15,19,9,6,7,22,16,11,13
"pattern_30858",12,16,10,13,12,13,9,10,14
"pattern_30859",15,11,11,14,13,12,8,11,5
"pattern_30860",10,12,8,11,8,15,9,6,10
"pattern_30861",15,17,13,8,11,26,22,15,17
"pattern_30862",15,17,17,12,15,28,24,17,17
"pattern_30863",10,10,14,19,16,11,9,12,12
"pattern_30864",8,12,10,13,10,11,9,10,10
"pattern_30865",6,14,10,9,8,15,11,12,14
"pattern_30866",15,19,13,10,11,24,18,13,15
"pattern_30867",15,15,13,8,11,24,18,15,13
"pattern_30868",15,17,11,6,9,22,16,13,11
"pattern_30869",11,15,7,10,7,16,10,7,13
"pattern_30870",15,19,9,6,9,22,16,15,13
"pattern_30871",14,16,10,15,14,11,9,6,10
"pattern_30872",15,15,9,12,11,14,14,7,11
"pattern_30873",15,17,11,8,9,20,14,13,13
"pattern_30874",10,14,10,13,14,15,13,12,12
"pattern_30875",15,13,7,8,7,16,14,7,11
"pattern_30876",15,15,15,12,13,20,16,17,15
"pattern_30877",11,15,9,8,7,18,14,13,13
"pattern_30878",15,15,11,10,9,18,16,13,13
"pattern_30879",15,21,15,14,15,18,16,15,19
"pattern_30880",13,13,11,16,13,10,6,9,11
"pattern_30881",13,13,11,12,11,18,10,9,11
"pattern_30882",9,17,15,16,17,16,16,15,17
"pattern_30883",15,15,13,8,11,22,18,17,13
"pattern_30884",15,19,15,10,11,22,20,17,19
"pattern_30885",10,10,12,13,10,15,9,12,8
"pattern_30886",11,17,9,8,9,18,14,9,13
"pattern_30887",15,17,11,6,7,24,18,15,15
"pattern_30888",15,17,13,10,13,24,20,15,17
"pattern_30889",14,8,14,15,14,11,9,10,6
"pattern_30890",15,19,11,8,9,22,18,13,15
"pattern_30891",15,15,13,8,9,22,16,13,13
"pattern_30892",15,15,15,10,11,22,18,15,15
"pattern_30893",15,17,11,8,9,22,18,13,13
"pattern_30894",15,15,15,16,15,10,12,15,13
"pattern_30895",15,15,13,18,15,14,10,13,17
"pattern_30896",14,18,10,7,8,21,15,12,16
"pattern_30897",15,17,9,10,11,20,16,9,15
"pattern_30898",15,15,11,8,9,24,20,13,13
"pattern_30899",15,19,19,16,17,18,18,19,21
"pattern_30900",10,16,10,9,8,17,13,8,14
"pattern_30901",15,19,11,6,9,24,16,13,13
"pattern_30902",8,12,8,13,10,13,9,8,10
"pattern_30903",15,15,11,8,9,22,20,13,17
"pattern_30904",8,12,16,21,18,7,11,14,14
"pattern_30905",15,13,15,18,17,8,8,11,13
"pattern_30906",12,12,10,15,12,11,9,8,12
"pattern_30907",15,17,13,12,11,20,16,15,13
"pattern_30908",15,17,9,4,7,24,18,13,13
"pattern_30909",15,17,9,10,11,16,12,7,11
"pattern_30910",15,15,11,14,11,14,10,7,13
"pattern_30911",13,11,13,18,17,12,10,9,11
"pattern_30912",15,19,11,10,11,22,18,13,15
"pattern_30913",15,17,13,10,9,20,16,15,15
"pattern_30914",10,12,10,11,10,15,13,14,10
"pattern_30915",15,15,13,8,11,20,18,15,13
"pattern_30916",7,13,11,10,9,16,14,9,13
"pattern_30917",15,17,23,26,25,12,16,21,21
"pattern_30918",15,13,15,12,13,20,18,15,19
"pattern_30919",15,9,11,14,11,12,10,7,11
"pattern_30920",10,14,8,9,8,17,15,10,14
"pattern_30921",13,15,7,6,7,20,16,11,13
"pattern_30922",15,13,13,18,15,10,10,9,15
"pattern_30923",15,13,11,8,11,20,16,13,11
"pattern_30924",15,17,9,8,7,18,12,13,13
"pattern_30925",15,15,19,20,21,12,14,19,13
"pattern_30926",15,19,11,6,7,22,16,13,15
"pattern_30927",15,15,13,10,11,22,16,13,15
"pattern_30928",13,17,9,8,9,16,14,11,11
"pattern_30929",15,17,13,8,9,24,16,17,13
"pattern_30930",14,12,20,23,20,9,15,16,14
"pattern_30931",10,16,8,5,6,17,13,12,14
"pattern_30932",15,13,13,16,15,16,8,11,11
"pattern_30933",3,13,15,16,15,12,12,15,13
"pattern_30934",15,13,5,6,7,16,10,7,9
"pattern_30935",15,11,9,8,7,20,14,13,13
"pattern_30936",8,10,12,17,14,13,9,8,10
"pattern_30937",15,17,11,8,9,22,20,15,17
"pattern_30938",15,17,13,8,9,20,18,15,15
"pattern_30939",14,10,8,13,10,11,7,8,8
"pattern_30940",15,19,11,10,11,22,16,13,13
"pattern_30941",10,14,8,7,8,19,13,8,10
"pattern_30942",15,15,13,10,11,22,18,13,15
"pattern_30943",15,15,13,8,9,20,16,15,13
"pattern_30944",12,10,16,19,18,7,7,14,12
"pattern_30945",11,9,17,22,19,6,8,13,11
"pattern_30946",15,19,13,10,13,24,20,13,19
"pattern_30947",9,9,13,18,15,12,10,13,13
"pattern_30948",15,11,13,14,11,14,10,13,11
"pattern_30949",15,19,11,10,11,24,16,13,15
"pattern_30950",15,13,15,18,15,14,12,17,17
"pattern_30951",15,17,13,10,11,22,20,13,15
"pattern_30952",9,11,13,18,15,10,8,11,11
"pattern_30953",14,10,8,13,10,13,9,8,10
"pattern_30954",13,11,7,12,9,14,8,5,9
"pattern_30955",15,17,11,8,9,20,18,13,15
"pattern_30956",13,11,9,12,9,14,10,9,9
"pattern_30957",15,17,13,12,11,22,14,15,15
"pattern_30958",15,13,11,8,9,20,14,15,11
"pattern_30959",13,17,7,6,7,20,14,9,13
"pattern_30960",14,8,10,15,14,9,9,8,8
"pattern_30961",14,14,10,15,14,11,9,10,12
"pattern_30962",12,14,18,23,20,9,9,18,14
"pattern_30963",5,11,13,14,11,12,12,13,11
"pattern_30964",15,19,13,10,13,22,16,13,17
"pattern_30965",7,11,15,20,17,12,10,11,13
"pattern_30966",15,21,11,10,11,20,18,13,15
"pattern_30967",12,14,6,3,4,19,13,8,10
"pattern_30968",15,11,15,10,11,20,16,13,11
"pattern_30969",8,14,14,15,14,13,13,16,16
"pattern_30970",12,12,8,11,8,17,13,10,12
"pattern_30971",15,15,11,6,9,24,18,13,13
"pattern_30972",15,21,9,8,9,20,16,11,15
"pattern_30973",15,15,9,6,9,22,14,13,9
"pattern_30974",15,11,11,14,11,10,10,7,11
"pattern_30975",15,17,13,10,9,22,20,15,17
"pattern_30976",15,15,13,18,15,10,8,11,15
"pattern_30977",14,12,8,9,8,15,9,10,10
"pattern_30978",15,13,11,14,11,16,8,9,11
"pattern_30979",15,19,13,10,11,26,18,15,15
"pattern_30980",15,17,11,10,11,20,16,9,15
"pattern_30981",15,17,11,8,9,22,16,17,13
"pattern_30982",12,8,12,17,16,9,7,8,6
"pattern_30983",15,17,9,4,7,20,16,9,13
"pattern_30984",13,15,7,10,9,16,12,5,11
"pattern_30985",13,11,9,14,11,14,10,7,11
"pattern_30986",15,15,9,6,5,20,16,13,11
"pattern_30987",7,11,13,18,15,10,10,11,11
"pattern_30988",6,12,10,11,10,15,11,12,12
"pattern_30989",5,15,17,18,17,12,14,17,13
"pattern_30990",15,15,15,10,11,24,18,15,15
"pattern_30991",15,13,7,10,7,16,10,7,9
"pattern_30992",15,19,13,10,11,20,18,13,15
"pattern_30993",12,14,12,11,10,15,11,8,12
"pattern_30994",15,21,15,12,11,22,20,15,19
"pattern_30995",15,15,11,10,11,20,16,13,15
"pattern_30996",11,15,7,12,11,14,8,7,9
"pattern_30997",13,9,11,14,11,10,8,11,9
"pattern_30998",15,13,7,8,9,18,12,9,9
"pattern_30999",15,9,15,20,17,10,8,11,13
"pattern_31000",5,13,13,18,15,12,10,13,11
"pattern_31001",11,11,5,8,7,18,10,9,7
"pattern_31002",15,17,11,8,9,18,16,11,13
"pattern_31003",15,13,13,8,9,20,16,13,15
"pattern_31004",15,17,13,8,9,20,14,17,13
"pattern_31005",12,16,8,7,8,17,13,8,10
"pattern_31006",15,15,17,20,19,8,14,17,17
"pattern_31007",11,15,9,8,9,18,14,9,13
"pattern_31008",15,15,13,14,15,22,16,15,15
"pattern_31009",8,14,12,13,10,11,13,10,14
"pattern_31010",15,17,13,10,11,22,20,17,15
"pattern_31011",15,17,9,6,7,22,16,13,13
"pattern_31012",12,14,12,17,14,11,9,10,14
"pattern_31013",14,12,8,13,10,13,7,8,12
"pattern_31014",15,15,9,14,11,12,6,9,13
"pattern_31015",15,17,15,10,11,24,20,17,17
"pattern_31016",15,15,11,8,7,20,14,13,13
"pattern_31017",7,13,17,22,19,10,10,15,15
"pattern_31018",11,17,7,6,7,18,14,9,13
"pattern_31019",15,15,13,8,9,24,18,13,15
"pattern_31020",15,13,9,8,9,18,16,9,15
"pattern_31021",15,15,13,10,11,22,16,15,13
"pattern_31022",10,12,8,7,8,17,11,10,6
"pattern_31023",15,15,13,8,9,22,16,17,13
"pattern_31024",15,13,13,8,9,20,16,17,13
"pattern_31025",15,17,7,8,7,18,12,9,11
"pattern_31026",3,15,13,14,13,12,14,13,15
"pattern_31027",15,13,11,12,11,14,10,13,7
"pattern_31028",15,17,13,8,9,24,18,19,15
"pattern_31029",15,15,17,22,19,10,14,17,17
"pattern_31030",15,13,13,8,9,24,18,17,15
"pattern_31031",15,15,9,6,7,20,16,13,11
"pattern_31032",15,15,13,8,11,22,18,13,11
"pattern_31033",12,18,10,15,12,15,11,10,16
"pattern_31034",15,19,11,8,9,22,18,15,13
"pattern_31035",15,13,13,14,11,14,10,13,9
"pattern_31036",15,17,11,10,11,24,20,13,15
"pattern_31037",7,13,9,8,9,14,10,11,13
"pattern_31038",10,10,16,21,18,9,9,16,14
"pattern_31039",15,17,9,8,9,20,14,11,11
"pattern_31040",15,15,11,10,11,20,16,13,15
"pattern_31041",15,17,7,6,7,22,18,9,13
"pattern_31042",9,13,11,16,13,12,10,13,15
"pattern_31043",10,10,12,17,16,11,7,12,10
"pattern_31044",15,17,9,8,9,22,14,11,11
"pattern_31045",15,17,11,10,9,20,16,15,15
"pattern_31046",15,15,13,10,11,22,18,15,15
"pattern_31047",15,15,11,16,13,12,10,11,17
"pattern_31048",15,19,13,10,11,22,18,15,17
"pattern_31049",8,12,8,11,8,15,9,10,10
"pattern_31050",12,12,12,17,14,15,9,10,14
"pattern_31051",9,13,7,6,7,16,12,7,11
"pattern_31052",15,13,13,16,15,14,16,11,15
"pattern_31053",15,11,11,14,11,12,10,7,9
"pattern_31054",15,17,9,10,11,16,10,9,13
"pattern_31055",15,15,13,10,9,22,18,13,17
"pattern_31056",15,13,13,10,11,22,20,13,15
"pattern_31057",15,19,13,10,11,24,16,15,13
"pattern_31058",11,15,11,16,13,14,8,13,15
"pattern_31059",6,14,14,19,16,11,11,14,14
"pattern_31060",7,13,9,14,11,10,8,9,11
"pattern_31061",15,17,11,8,9,26,18,15,17
"pattern_31062",10,10,10,15,14,9,11,6,10
"pattern_31063",15,15,9,6,7,20,16,11,11
"pattern_31064",15,19,11,8,11,22,18,11,17
"pattern_31065",15,17,11,8,7,20,16,15,13
"pattern_31066",15,17,15,10,13,26,20,15,13
"pattern_31067",15,13,9,10,9,18,12,9,11
"pattern_31068",15,19,9,8,9,22,16,13,13
"pattern_31069",15,13,11,8,11,24,16,13,13
"pattern_31070",12,14,6,9,6,15,11,8,12
"pattern_31071",15,19,11,8,11,20,18,11,17
"pattern_31072",15,13,17,14,13,20,16,17,13
"pattern_31073",15,13,9,8,7,22,16,11,13
"pattern_31074",10,14,8,11,10,15,9,8,8
"pattern_31075",15,11,9,14,11,14,6,7,9
"pattern_31076",4,14,10,11,10,15,13,12,14
"pattern_31077",15,17,15,10,11,26,20,17,17
"pattern_31078",15,15,13,12,13,20,18,9,17
"pattern_31079",15,15,9,6,5,20,16,11,13
"pattern_31080",14,10,14,19,18,7,9,10,10
"pattern_31081",15,11,9,10,7,18,12,13,7
"pattern_31082",15,17,11,10,11,22,18,13,13
"pattern_31083",15,11,15,16,15,10,8,17,13
"pattern_31084",15,11,5,10,9,14,8,5,7
"pattern_31085",15,15,11,10,11,22,20,9,15
"pattern_31086",12,16,8,7,10,19,15,8,14
"pattern_31087",15,11,9,12,9,12,10,9,9
"pattern_31088",13,13,9,6,7,20,14,11,9
"pattern_31089",14,10,4,7,6,19,13,8,6
"pattern_31090",15,13,11,14,13,16,12,11,9
"pattern_31091",15,17,11,8,11,22,18,13,15
"pattern_31092",5,13,9,10,9,16,12,9,11
"pattern_31093",9,15,11,10,9,18,14,15,13
"pattern_31094",15,17,17,12,13,22,20,19,15
"pattern_31095",11,15,13,18,15,10,10,11,15
"pattern_31096",7,13,15,20,17,8,12,15,15
"pattern_31097",11,9,7,10,7,14,8,9,7
"pattern_31098",15,13,11,14,13,14,12,9,9
"pattern_31099",8,10,16,21,18,7,9,14,14
"pattern_31100",15,11,15,16,15,18,16,11,15
"pattern_31101",15,15,13,8,11,24,22,13,15
"pattern_31102",14,8,14,19,16,9,9,8,12
"pattern_31103",15,13,11,8,9,20,16,11,15
"pattern_31104",9,9,9,12,9,14,8,9,7
"pattern_31105",15,17,11,10,11,24,18,13,15
"pattern_31106",9,13,9,10,11,18,12,9,11
"pattern_31107",15,13,7,12,11,18,10,9,7
"pattern_31108",11,11,11,16,13,14,8,9,11
"pattern_31109",15,17,13,12,13,18,14,13,17
"pattern_31110",15,15,9,6,9,20,18,9,13
"pattern_31111",15,15,11,8,9,22,14,13,11
"pattern_31112",15,9,11,12,11,14,12,11,7
"pattern_31113",15,15,13,10,9,24,16,15,13
"pattern_31114",15,11,11,6,9,20,18,11,13
"pattern_31115",15,17,15,10,13,24,18,15,11
"pattern_31116",15,19,13,8,9,22,16,13,15
"pattern_31117",13,11,5,8,7,18,12,9,7
"pattern_31118",15,13,9,14,11,12,10,11,13
"pattern_31119",15,9,7,10,7,14,12,7,9
"pattern_31120",15,13,13,12,11,20,20,13,15
"pattern_31121",15,11,9,12,11,14,8,11,7
"pattern_31122",15,17,11,10,11,20,18,11,17
"pattern_31123",15,13,9,12,9,12,10,11,9
"pattern_31124",14,16,10,7,8,19,15,12,14
"pattern_31125",14,10,10,11,10,15,11,10,6
"pattern_31126",15,15,9,6,7,18,16,13,13
"pattern_31127",15,19,13,12,11,20,14,13,17
"pattern_31128",9,11,15,20,17,8,10,11,13
"pattern_31129",15,15,11,12,9,18,14,11,13
"pattern_31130",15,15,13,8,9,22,16,15,13
"pattern_31131",15,11,9,10,9,12,10,9,7
"pattern_31132",15,15,11,6,7,24,18,15,15
"pattern_31133",7,11,11,16,13,10,8,11,11
"pattern_31134",13,15,5,6,5,16,10,9,9
"pattern_31135",15,11,11,16,13,10,8,7,13
"pattern_31136",15,15,15,14,13,22,16,17,13
"pattern_31137",15,17,17,20,19,10,10,17,15
"pattern_31138",7,13,11,12,9,14,10,13,9
"pattern_31139",13,7,9,14,13,12,8,11,7
"pattern_31140",13,15,7,8,7,18,14,7,11
"pattern_31141",15,15,9,4,5,20,18,13,13
"pattern_31142",7,13,11,10,9,16,14,13,11
"pattern_31143",10,14,10,7,8,19,11,12,12
"pattern_31144",15,19,13,12,13,24,20,15,15
"pattern_31145",9,15,7,10,9,14,12,7,11
"pattern_31146",15,17,11,10,11,20,16,11,17
"pattern_31147",15,11,7,10,9,14,12,5,7
"pattern_31148",6,12,14,17,14,11,11,14,10
"pattern_31149",15,17,9,8,9,18,14,11,11
"pattern_31150",15,15,11,10,11,22,16,11,15
"pattern_31151",15,13,9,10,9,16,14,9,11
"pattern_31152",15,13,11,16,15,12,12,9,13
"pattern_31153",14,8,8,11,8,13,9,10,8
"pattern_31154",15,13,9,10,9,16,14,7,9
"pattern_31155",15,19,15,10,11,24,18,19,15
"pattern_31156",11,15,17,20,19,10,12,17,15
"pattern_31157",15,19,11,10,9,22,16,13,17
"pattern_31158",15,17,17,12,13,20,20,17,17
"pattern_31159",15,19,11,10,11,20,14,13,13
"pattern_31160",15,15,13,8,9,22,20,15,15
"pattern_31161",10,12,14,19,16,13,9,10,12
"pattern_31162",15,17,9,6,9,22,18,13,15
"pattern_31163",15,15,17,14,15,18,20,15,19
"pattern_31164",15,17,13,8,9,18,18,13,13
"pattern_31165",15,17,7,10,9,18,12,9,11
"pattern_31166",15,19,13,10,9,22,18,15,15
"pattern_31167",14,16,8,9,10,17,13,6,12
"pattern_31168",14,10,12,17,14,11,5,10,10
"pattern_31169",15,13,7,12,11,14,10,7,7
"pattern_31170",15,9,11,16,13,12,8,11,11
"pattern_31171",12,12,14,17,14,11,9,18,14
"pattern_31172",15,17,11,6,9,26,18,15,13
"pattern_31173",15,17,11,10,9,20,12,13,13
"pattern_31174",13,9,13,18,15,8,8,9,11
"pattern_31175",15,17,9,14,11,14,8,9,13
"pattern_31176",15,15,15,20,17,10,14,11,17
"pattern_31177",15,19,13,10,11,22,16,15,15
"pattern_31178",11,13,11,16,13,12,14,11,13
"pattern_31179",15,19,13,10,13,28,20,17,17
"pattern_31180",12,10,14,19,16,9,7,10,10
"pattern_31181",10,14,10,15,12,11,7,8,10
"pattern_31182",15,17,11,10,11,24,18,13,15
"pattern_31183",12,10,12,17,16,9,9,10,10
"pattern_31184",15,15,13,10,9,22,16,15,13
"pattern_31185",15,15,11,10,9,18,14,11,13
"pattern_31186",7,13,7,10,9,14,8,9,9
"pattern_31187",13,13,15,20,17,12,10,11,15
"pattern_31188",13,13,9,14,11,16,8,9,13
"pattern_31189",13,11,5,4,3,18,12,9,7
"pattern_31190",11,7,13,18,15,10,8,7,11
"pattern_31191",15,15,11,6,9,22,20,13,13
"pattern_31192",13,17,9,8,9,20,12,9,11
"pattern_31193",12,12,10,15,12,13,7,10,14
"pattern_31194",14,16,10,13,12,15,11,8,14
"pattern_31195",10,8,14,19,16,7,11,8,10
"pattern_31196",15,13,7,10,11,14,8,7,11
"pattern_31197",11,15,11,8,7,18,16,11,13
"pattern_31198",15,15,13,10,11,22,20,13,15
"pattern_31199",12,10,8,9,6,17,9,12,6
"pattern_31200",15,15,11,8,9,26,18,13,13
"pattern_31201",15,15,9,6,5,20,14,15,11
"pattern_31202",15,13,13,10,9,18,14,13,15
"pattern_31203",15,17,9,6,9,20,14,13,11
"pattern_31204",14,14,12,15,14,13,7,10,14
"pattern_31205",15,15,13,8,11,22,20,13,13
"pattern_31206",14,12,12,13,12,15,11,10,8
"pattern_31207",14,10,14,19,18,9,9,10,12
"pattern_31208",15,17,11,8,9,22,20,13,15
"pattern_31209",15,17,13,8,11,24,20,13,17
"pattern_31210",13,13,11,16,13,12,10,9,15
"pattern_31211",15,15,11,8,9,22,18,15,15
"pattern_31212",15,17,13,10,11,20,14,13,13
"pattern_31213",15,19,17,12,13,22,18,17,19
"pattern_31214",15,13,7,10,11,16,10,9,9
"pattern_31215",15,11,17,22,19,12,8,13,13
"pattern_31216",10,14,12,13,12,15,13,14,14
"pattern_31217",10,12,8,13,12,11,11,8,12
"pattern_31218",14,10,12,17,14,9,7,6,10
"pattern_31219",8,12,10,15,12,11,7,14,14
"pattern_31220",6,10,8,9,8,17,13,10,10
"pattern_31221",15,15,11,8,7,20,16,17,13
"pattern_31222",15,15,17,14,15,22,20,19,19
"pattern_31223",14,14,12,15,14,17,9,12,14
"pattern_31224",15,15,17,14,15,20,20,17,15
"pattern_31225",15,17,11,10,11,20,18,13,17
"pattern_31226",10,14,10,11,8,15,11,8,12
"pattern_31227",13,11,7,8,7,18,10,11,5
"pattern_31228",15,13,5,6,5,20,14,7,9
"pattern_31229",10,14,8,13,12,11,9,6,10
"pattern_31230",15,11,7,10,7,16,10,11,11
"pattern_31231",15,15,11,8,9,22,18,11,13
"pattern_31232",15,15,9,6,9,20,14,11,11
"pattern_31233",15,17,11,8,11,22,20,15,15
"pattern_31234",6,10,14,19,16,7,9,12,14
"pattern_31235",8,12,16,21,18,9,9,16,12
"pattern_31236",15,13,9,8,9,20,14,11,7
"pattern_31237",15,13,15,14,15,22,22,13,17
"pattern_31238",12,14,6,7,8,19,13,8,10
"pattern_31239",15,17,9,8,9,18,12,7,13
"pattern_31240",15,11,13,16,15,10,10,11,7
"pattern_31241",15,15,15,12,13,22,22,13,19
"pattern_31242",15,15,13,10,11,22,20,13,15
