"cluster","best_match","pct_match","active_determinants","n_active_dets"
"cluster_1","Homo.Economicus",0,"",0
"cluster_2","Stubborn",66.6666666666667,"COMPETENCE; AUTONOMY; PHYSICALNESS",3
"cluster_3","Early.Adopter",40,"STIMULATION; POPULARITY; MEANING",3
"cluster_4","Uninterested",60,"SECURITY; COMPETENCE; POPULARITY",3
