kmeans_prototype,kmeans_determinants,incremental_covered_pct,cumulative_covered_pct,efa_match,common_km_efa,similarity_km_efa_pct,jaccard_km_efa_pct,common_determinants_km_efa,efa_determinants,expert_match,expert_n_active,common_km_expert,km_determinants_found_in_expert_pct,expert_determinants_found_in_km_pct,jaccard_km_expert_pct,common_determinants_km_expert,expert_determinants
KM1,det_22_peer_pressure; det_24_socialising; det_26_novelty; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,18.5880952380947,18.5880952380947,EFA6,7,87.5,77.77777777777777,det_22_peer_pressure; det_24_socialising; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,det_22_peer_pressure; det_23_support; det_24_socialising; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,Influencer,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
KM2,det_01_profits; det_02_credit_score; det_06_climate_protection; det_07_legal; det_22_peer_pressure; det_23_support; det_25_agreement; det_29_trends,12.259523809523468,30.847619047618167,EFA5,2,25,14.285714285714286,det_01_profits; det_02_credit_score,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_10_cost_efficiency; det_19_wellbeing; det_20_coziness; det_27_fun,Uninterested,6,2,25,33.333333333333336,16.666666666666668,det_07_legal; det_22_peer_pressure,det_07_legal; det_13_technical_fit; det_19_wellbeing; det_20_coziness; det_22_peer_pressure; det_30_authority
KM3,det_02_credit_score; det_04_added_value; det_06_climate_protection; det_14_environmental_concerns; det_17_adherence; det_23_support; det_27_fun; det_32_own_significance,7.746666666666456,38.594285714284624,EFA3,6,75,60,det_04_added_value; det_06_climate_protection; det_14_environmental_concerns; det_17_adherence; det_23_support; det_32_own_significance,det_04_added_value; det_06_climate_protection; det_07_legal; det_08_trust; det_14_environmental_concerns; det_17_adherence; det_23_support; det_32_own_significance,Careful,12,4,50,33.333333333333336,25,det_02_credit_score; det_06_climate_protection; det_14_environmental_concerns; det_17_adherence,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
KM4,det_01_profits; det_02_credit_score; det_07_legal; det_09_safety; det_10_cost_efficiency; det_19_wellbeing; det_20_coziness; det_21_rights_and_duties,5.537619047618884,44.131904761903506,EFA4,5,62.5,45.45454545454545,det_01_profits; det_07_legal; det_09_safety; det_19_wellbeing; det_20_coziness,det_01_profits; det_04_added_value; det_07_legal; det_08_trust; det_09_safety; det_13_technical_fit; det_19_wellbeing; det_20_coziness,Fearful,9,5,62.5,55.55555555555556,41.666666666666664,det_02_credit_score; det_07_legal; det_09_safety; det_10_cost_efficiency; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
KM5,det_01_profits; det_02_credit_score; det_05_frugality; det_22_peer_pressure; det_25_agreement; det_26_novelty; det_27_fun; det_29_trends,2.4123809523808792,46.54428571428439,EFA1,5,62.5,45.45454545454545,det_01_profits; det_02_credit_score; det_25_agreement; det_26_novelty; det_27_fun,det_01_profits; det_02_credit_score; det_18_autonomy; det_21_rights_and_duties; det_25_agreement; det_26_novelty; det_27_fun; det_32_own_significance,Early.Adopter,6,2,25,33.333333333333336,16.666666666666668,det_26_novelty; det_29_trends,det_11_knowledge; det_14_environmental_concerns; det_15_self_satisfaction; det_17_adherence; det_26_novelty; det_29_trends
KM6,det_18_autonomy; det_22_peer_pressure; det_23_support; det_24_socialising; det_25_agreement; det_28_recognition; det_30_authority; det_32_own_significance,4.809523809523668,51.35380952380806,EFA2,0,0,0,,det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_21_rights_and_duties,Influencer,5,3,37.5,60,30,det_22_peer_pressure; det_24_socialising; det_28_recognition,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
