consensus_factor,id,determinants,mean_selection_frequency,mean_abs_loading
1,EFA1,det_01_profits; det_02_credit_score; det_18_autonomy; det_21_rights_and_duties; det_25_agreement; det_26_novelty; det_27_fun; det_32_own_significance,0.5975,0.200522180140056
2,EFA2,det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_21_rights_and_duties,0.74,0.27657270009442003
3,EFA3,det_04_added_value; det_06_climate_protection; det_07_legal; det_08_trust; det_14_environmental_concerns; det_17_adherence; det_23_support; det_32_own_significance,0.73625,0.2813159563674604
4,EFA4,det_01_profits; det_04_added_value; det_07_legal; det_08_trust; det_09_safety; det_13_technical_fit; det_19_wellbeing; det_20_coziness,0.6025,0.24821565301469056
5,EFA5,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_10_cost_efficiency; det_19_wellbeing; det_20_coziness; det_27_fun,0.53125,0.20838100587539832
6,EFA6,det_22_peer_pressure; det_23_support; det_24_socialising; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,0.8674999999999999,0.3867053624888009
