"cluster","best_match","pct_match","active_determinants","n_active_dets"
"cluster_1","Homo.Economicus",0,"",0
"cluster_2","Careful",60,"COMPETENCE; AUTONOMY; PHYSICALNESS",3
"cluster_3","Influencer",20,"STIMULATION; POPULARITY",2
"cluster_4","Uninterested",20,"POPULARITY",1
"cluster_5","Early.Adopter",75,"COMPETENCE; AUTONOMY; POPULARITY",3
"cluster_6","Stubborn",50,"COMPETENCE",1
"cluster_7","Activist",100,"SECURITY; COMPETENCE; AUTONOMY",3
"cluster_8","Fearful",16.6666666666667,"AUTONOMY; PHYSICALNESS; POPULARITY",3
