analysis_sample,n_rows,n_unique_integrated_ids,n_subsamples,n_sources,n_europe,n_latam,n_diego,n_renovisor,n_why_europe,n_why_latam
WHY_EUROPE,971,971,1,1,971,0,0,0,971,0
