analysis_sample,determinant,n_rows,n_missing,prop_missing,mean_observed,sd_observed,min_observed,max_observed
WHY_EUROPE,det_18_autonomy,971,21,0.021627188465499485,60.35052631578948,21.124107022779512,0,100
WHY_EUROPE,det_04_added_value,971,14,0.014418125643666324,54.639498432601876,21.607003043025312,0,100
WHY_EUROPE,det_12_own_competence,971,13,0.013388259526261586,63.27453027139874,20.732832999838376,0,100
WHY_EUROPE,det_08_trust,971,12,0.012358393408856848,72.54327424400417,19.477838006353448,0,100
WHY_EUROPE,det_27_fun,971,12,0.012358393408856848,40.436913451511984,23.93030793914777,0,100
WHY_EUROPE,det_03_risk_profile,971,11,0.01132852729145211,70.06041666666665,17.83128250871083,0,100
WHY_EUROPE,det_21_rights_and_duties,971,11,0.01132852729145211,61.21458333333333,22.851923839884314,0,100
WHY_EUROPE,det_25_agreement,971,11,0.01132852729145211,47.72708333333334,24.331532167019752,0,100
WHY_EUROPE,det_02_credit_score,971,10,0.010298661174047374,71.3038501560874,21.416292370782983,0,100
WHY_EUROPE,det_06_climate_protection,971,10,0.010298661174047374,54.56711758584807,24.452460700044124,0,100
WHY_EUROPE,det_32_own_significance,971,10,0.010298661174047374,54.448491155046824,22.569976838531492,0,100
WHY_EUROPE,det_16_commitment,971,9,0.009268795056642637,68.67151767151768,18.36694423594422,0,100
WHY_EUROPE,det_19_wellbeing,971,9,0.009268795056642637,64.28794178794178,21.403055402601925,0,100
WHY_EUROPE,det_20_coziness,971,9,0.009268795056642637,59.6039501039501,21.54525051997241,0,100
WHY_EUROPE,det_30_authority,971,9,0.009268795056642637,33.54885654885656,23.543972271578838,0,100
WHY_EUROPE,det_22_peer_pressure,971,8,0.008238928939237899,41.58463136033228,23.628092369177317,0,100
WHY_EUROPE,det_26_novelty,971,8,0.008238928939237899,50.19833852544133,25.09767027773072,0,100
WHY_EUROPE,det_01_profits,971,7,0.007209062821833162,60.10477178423236,24.26871071741467,0,100
WHY_EUROPE,det_05_frugality,971,7,0.007209062821833162,61.32987551867218,22.593640371549267,0,100
WHY_EUROPE,det_07_legal,971,7,0.007209062821833162,65.59751037344397,23.077678975585936,0,100
WHY_EUROPE,det_09_safety,971,7,0.007209062821833162,65.72095435684645,19.843152801582452,0,100
WHY_EUROPE,det_17_adherence,971,7,0.007209062821833162,73.07676348547719,17.970967688165572,0,100
WHY_EUROPE,det_23_support,971,7,0.007209062821833162,46.46473029045644,24.322764760548147,0,100
WHY_EUROPE,det_24_socialising,971,7,0.007209062821833162,28.394190871369286,22.102945384534888,0,100
WHY_EUROPE,det_10_cost_efficiency,971,6,0.006179196704428424,77.98963730569949,17.539637871191893,0,100
WHY_EUROPE,det_14_environmental_concerns,971,6,0.006179196704428424,64.29430051813472,22.9543209271141,0,100
WHY_EUROPE,det_13_technical_fit,971,5,0.005149330587023687,71.66873706004142,19.149101248115688,4,100
WHY_EUROPE,det_28_recognition,971,4,0.004119464469618949,26.028955532574976,23.711717304336968,0,100
WHY_EUROPE,det_29_trends,971,4,0.004119464469618949,30.27611168562564,22.94216506946266,0,93
WHY_EUROPE,det_31_approval,971,4,0.004119464469618949,22.080661840744565,20.447572417795126,0,96
WHY_EUROPE,det_11_knowledge,971,2,0.0020597322348094747,76.85345717234262,18.65711679620363,15,100
WHY_EUROPE,det_15_self_satisfaction,971,2,0.0020597322348094747,76.42105263157895,16.39480020263164,0,100
