"cluster","Early.Adopter","Fearful","Careful","Stubborn","Influencer","Uninterested","Homo.Economicus","X8"
"cluster_1",0,0,0,0,0,0,0,0
"cluster_2",25,37.5,60,42.8571428571429,11.1111111111111,37.5,22.2222222222222,25
"cluster_3",28.5714285714286,11.1111111111111,0,12.5,28.5714285714286,25,25,28.5714285714286
"cluster_4",14.2857142857143,0,0,0,14.2857142857143,12.5,12.5,14.2857142857143
"cluster_5",42.8571428571429,22.2222222222222,33.3333333333333,25,25,37.5,37.5,42.8571428571429
"cluster_6",14.2857142857143,12.5,20,14.2857142857143,14.2857142857143,12.5,12.5,14.2857142857143
