"archetype_id","cluster"
10,1
14,1
24,1
26,1
27,1
35,1
64,1
68,1
76,1
82,1
84,1
86,1
100,1
137,1
177,1
183,1
209,1
214,1
215,1
216,1
219,1
221,1
223,1
225,1
231,1
233,1
237,1
244,1
250,1
251,1
262,1
316,1
322,1
331,1
342,1
344,1
350,1
354,1
381,1
384,1
389,1
401,1
404,1
410,1
422,1
428,1
429,1
454,1
463,1
466,1
472,1
476,1
478,1
481,1
482,1
486,1
493,1
503,1
508,1
511,1
517,1
537,1
545,1
558,1
564,1
576,1
584,1
585,1
591,1
595,1
597,1
601,1
624,1
626,1
628,1
630,1
633,1
638,1
644,1
656,1
658,1
669,1
675,1
686,1
696,1
697,1
708,1
713,1
714,1
715,1
724,1
728,1
729,1
754,1
758,1
761,1
777,1
807,1
834,1
844,1
845,1
864,1
872,1
874,1
878,1
933,1
952,1
966,1
973,1
998,1
1000,1
1026,1
1028,1
1031,1
1033,1
1068,1
1077,1
1079,1
1097,1
1103,1
1107,1
1119,1
1125,1
1126,1
1132,1
1138,1
1141,1
1151,1
1164,1
1171,1
1173,1
1175,1
1181,1
1183,1
1192,1
1196,1
1197,1
1204,1
1219,1
1236,1
1262,1
1269,1
1282,1
1284,1
1290,1
1297,1
1299,1
1300,1
1315,1
1317,1
1319,1
1327,1
1333,1
1339,1
1343,1
1348,1
1351,1
1353,1
1354,1
1364,1
1369,1
1388,1
1399,1
1435,1
1440,1
1465,1
1472,1
1483,1
1486,1
1492,1
1509,1
1513,1
1541,1
1545,1
1550,1
1552,1
1558,1
1559,1
1599,1
1615,1
1616,1
1618,1
1623,1
1625,1
1626,1
1634,1
1642,1
1650,1
1680,1
1685,1
1687,1
1708,1
1709,1
1715,1
1732,1
1734,1
1746,1
1748,1
1751,1
1760,1
1766,1
1778,1
1783,1
1789,1
1795,1
1810,1
1826,1
1830,1
1857,1
1868,1
1876,1
1881,1
1888,1
1893,1
1894,1
1896,1
1906,1
1918,1
1919,1
1923,1
1930,1
1933,1
1934,1
1935,1
1943,1
1944,1
1947,1
1960,1
1966,1
1968,1
1977,1
1982,1
1991,1
1995,1
2009,1
2016,1
2021,1
2034,1
2039,1
2040,1
2050,1
2051,1
2061,1
2067,1
2072,1
2082,1
2093,1
2095,1
2098,1
2099,1
2100,1
2105,1
2114,1
2122,1
2123,1
2124,1
2130,1
2139,1
2156,1
2164,1
2173,1
2194,1
2195,1
2206,1
2209,1
2226,1
2236,1
2239,1
2241,1
2259,1
2264,1
2301,1
2303,1
2320,1
2322,1
2325,1
2332,1
2342,1
2348,1
2353,1
2360,1
2361,1
2385,1
2398,1
2408,1
2411,1
2427,1
2439,1
2440,1
2450,1
2463,1
2467,1
2480,1
2488,1
2514,1
2547,1
2552,1
2554,1
2562,1
2563,1
2580,1
2586,1
2588,1
2596,1
2598,1
2604,1
2614,1
2627,1
2663,1
2683,1
2690,1
2702,1
2707,1
2759,1
2771,1
2773,1
2778,1
2783,1
2794,1
2814,1
2825,1
2837,1
2847,1
2851,1
2859,1
2875,1
2884,1
2887,1
2888,1
2896,1
2902,1
2919,1
2921,1
2923,1
2929,1
2931,1
2939,1
2945,1
2950,1
2958,1
2967,1
2972,1
2978,1
2979,1
2998,1
3007,1
3008,1
3010,1
3013,1
3036,1
3068,1
3076,1
3089,1
3107,1
3108,1
3109,1
3112,1
3125,1
3134,1
3138,1
3139,1
3148,1
3166,1
3167,1
3175,1
3177,1
3179,1
3185,1
3186,1
3190,1
3208,1
3223,1
3225,1
3241,1
3242,1
3267,1
3279,1
3286,1
3293,1
3296,1
3308,1
3329,1
3355,1
3358,1
3378,1
3379,1
3383,1
