"cluster","n_archetypes","pct_total_arch","pct_rest_arch"
1,18648,99.4241842610365,100
2,78,0.415866922584773,0.575815738963541
3,25,0.133290680315632,0.159948816378773
4,5,0.0266581360631265,0.0266581360631335
