analysis_sample,matrix_name,n_factors,d_det,determinant,n_selected,n_valid_bootstraps,prop_bootstraps_selected
WHY_LATAM,matrix_32_ext_0_1,2,7,det_03_risk_profile,1,100,0.01
WHY_LATAM,matrix_32_ext_0_1,2,7,det_11_knowledge,1,100,0.01
WHY_LATAM,matrix_32_ext_0_1,2,8,det_24_socialising,100,100,1
WHY_LATAM,matrix_32_ext_0_1,2,8,det_28_recognition,100,100,1
WHY_LATAM,matrix_32_ext_0_1,2,8,det_30_authority,97,100,0.97
WHY_LATAM,matrix_32_ext_0_1,2,8,det_31_approval,97,100,0.97
WHY_LATAM,matrix_32_ext_0_1,2,8,det_15_self_satisfaction,96,100,0.96
WHY_LATAM,matrix_32_ext_0_1,2,8,det_19_wellbeing,81,100,0.81
WHY_LATAM,matrix_32_ext_0_1,2,8,det_09_safety,66,100,0.66
WHY_LATAM,matrix_32_ext_0_1,2,8,det_20_coziness,32,100,0.32
WHY_LATAM,matrix_32_ext_0_1,2,8,det_22_peer_pressure,25,100,0.25
WHY_LATAM,matrix_32_ext_0_1,2,8,det_17_adherence,24,100,0.24
WHY_LATAM,matrix_32_ext_0_1,2,8,det_12_own_competence,21,100,0.21
WHY_LATAM,matrix_32_ext_0_1,2,8,det_29_trends,18,100,0.18
WHY_LATAM,matrix_32_ext_0_1,2,8,det_16_commitment,16,100,0.16
WHY_LATAM,matrix_32_ext_0_1,2,8,det_18_autonomy,11,100,0.11
WHY_LATAM,matrix_32_ext_0_1,2,8,det_01_profits,6,100,0.06
WHY_LATAM,matrix_32_ext_0_1,2,8,det_03_risk_profile,4,100,0.04
WHY_LATAM,matrix_32_ext_0_1,2,8,det_10_cost_efficiency,4,100,0.04
WHY_LATAM,matrix_32_ext_0_1,2,8,det_11_knowledge,2,100,0.02
WHY_LATAM,matrix_32_ext_0_1,2,9,det_15_self_satisfaction,100,100,1
WHY_LATAM,matrix_32_ext_0_1,2,9,det_24_socialising,100,100,1
WHY_LATAM,matrix_32_ext_0_1,2,9,det_28_recognition,100,100,1
WHY_LATAM,matrix_32_ext_0_1,2,9,det_30_authority,99,100,0.99
WHY_LATAM,matrix_32_ext_0_1,2,9,det_31_approval,97,100,0.97
WHY_LATAM,matrix_32_ext_0_1,2,9,det_19_wellbeing,88,100,0.88
WHY_LATAM,matrix_32_ext_0_1,2,9,det_09_safety,76,100,0.76
WHY_LATAM,matrix_32_ext_0_1,2,9,det_20_coziness,49,100,0.49
WHY_LATAM,matrix_32_ext_0_1,2,9,det_17_adherence,36,100,0.36
WHY_LATAM,matrix_32_ext_0_1,2,9,det_22_peer_pressure,36,100,0.36
WHY_LATAM,matrix_32_ext_0_1,2,9,det_12_own_competence,33,100,0.33
WHY_LATAM,matrix_32_ext_0_1,2,9,det_16_commitment,22,100,0.22
WHY_LATAM,matrix_32_ext_0_1,2,9,det_29_trends,21,100,0.21
WHY_LATAM,matrix_32_ext_0_1,2,9,det_18_autonomy,15,100,0.15
WHY_LATAM,matrix_32_ext_0_1,2,9,det_01_profits,10,100,0.1
WHY_LATAM,matrix_32_ext_0_1,2,9,det_03_risk_profile,8,100,0.08
WHY_LATAM,matrix_32_ext_0_1,2,9,det_10_cost_efficiency,6,100,0.06
WHY_LATAM,matrix_32_ext_0_1,2,9,det_11_knowledge,3,100,0.03
WHY_LATAM,matrix_32_ext_0_1,2,9,det_05_frugality,1,100,0.01
WHY_LATAM,matrix_32_ext_0_1,2,10,det_15_self_satisfaction,100,100,1
WHY_LATAM,matrix_32_ext_0_1,2,10,det_24_socialising,100,100,1
WHY_LATAM,matrix_32_ext_0_1,2,10,det_28_recognition,100,100,1
WHY_LATAM,matrix_32_ext_0_1,2,10,det_30_authority,99,100,0.99
WHY_LATAM,matrix_32_ext_0_1,2,10,det_31_approval,99,100,0.99
WHY_LATAM,matrix_32_ext_0_1,2,10,det_19_wellbeing,90,100,0.9
WHY_LATAM,matrix_32_ext_0_1,2,10,det_09_safety,83,100,0.83
WHY_LATAM,matrix_32_ext_0_1,2,10,det_20_coziness,57,100,0.57
WHY_LATAM,matrix_32_ext_0_1,2,10,det_17_adherence,50,100,0.5
WHY_LATAM,matrix_32_ext_0_1,2,10,det_22_peer_pressure,46,100,0.46
WHY_LATAM,matrix_32_ext_0_1,2,10,det_12_own_competence,39,100,0.39
WHY_LATAM,matrix_32_ext_0_1,2,10,det_16_commitment,38,100,0.38
WHY_LATAM,matrix_32_ext_0_1,2,10,det_29_trends,29,100,0.29
WHY_LATAM,matrix_32_ext_0_1,2,10,det_01_profits,20,100,0.2
WHY_LATAM,matrix_32_ext_0_1,2,10,det_03_risk_profile,19,100,0.19
WHY_LATAM,matrix_32_ext_0_1,2,10,det_18_autonomy,15,100,0.15
WHY_LATAM,matrix_32_ext_0_1,2,10,det_10_cost_efficiency,9,100,0.09
WHY_LATAM,matrix_32_ext_0_1,2,10,det_11_knowledge,5,100,0.05
WHY_LATAM,matrix_32_ext_0_1,2,10,det_04_added_value,1,100,0.01
WHY_LATAM,matrix_32_ext_0_1,2,10,det_05_frugality,1,100,0.01
WHY_LATAM,matrix_32_ext_0_1,2,11,det_15_self_satisfaction,100,100,1
WHY_LATAM,matrix_32_ext_0_1,2,11,det_24_socialising,100,100,1
WHY_LATAM,matrix_32_ext_0_1,2,11,det_28_recognition,100,100,1
WHY_LATAM,matrix_32_ext_0_1,2,11,det_30_authority,99,100,0.99
WHY_LATAM,matrix_32_ext_0_1,2,11,det_31_approval,99,100,0.99
WHY_LATAM,matrix_32_ext_0_1,2,11,det_19_wellbeing,96,100,0.96
WHY_LATAM,matrix_32_ext_0_1,2,11,det_09_safety,89,100,0.89
WHY_LATAM,matrix_32_ext_0_1,2,11,det_20_coziness,62,100,0.62
WHY_LATAM,matrix_32_ext_0_1,2,11,det_22_peer_pressure,58,100,0.58
WHY_LATAM,matrix_32_ext_0_1,2,11,det_17_adherence,55,100,0.55
WHY_LATAM,matrix_32_ext_0_1,2,11,det_12_own_competence,52,100,0.52
WHY_LATAM,matrix_32_ext_0_1,2,11,det_16_commitment,47,100,0.47
WHY_LATAM,matrix_32_ext_0_1,2,11,det_29_trends,34,100,0.34
WHY_LATAM,matrix_32_ext_0_1,2,11,det_01_profits,32,100,0.32
WHY_LATAM,matrix_32_ext_0_1,2,11,det_03_risk_profile,27,100,0.27
WHY_LATAM,matrix_32_ext_0_1,2,11,det_18_autonomy,23,100,0.23
WHY_LATAM,matrix_32_ext_0_1,2,11,det_10_cost_efficiency,10,100,0.1
WHY_LATAM,matrix_32_ext_0_1,2,11,det_11_knowledge,8,100,0.08
WHY_LATAM,matrix_32_ext_0_1,2,11,det_13_technical_fit,4,100,0.04
WHY_LATAM,matrix_32_ext_0_1,2,11,det_04_added_value,3,100,0.03
WHY_LATAM,matrix_32_ext_0_1,2,11,det_05_frugality,1,100,0.01
WHY_LATAM,matrix_32_ext_0_1,2,11,det_14_environmental_concerns,1,100,0.01
WHY_LATAM,matrix_32_ext_0_1,2,12,det_15_self_satisfaction,100,100,1
WHY_LATAM,matrix_32_ext_0_1,2,12,det_24_socialising,100,100,1
WHY_LATAM,matrix_32_ext_0_1,2,12,det_28_recognition,100,100,1
WHY_LATAM,matrix_32_ext_0_1,2,12,det_30_authority,100,100,1
WHY_LATAM,matrix_32_ext_0_1,2,12,det_31_approval,99,100,0.99
WHY_LATAM,matrix_32_ext_0_1,2,12,det_09_safety,96,100,0.96
WHY_LATAM,matrix_32_ext_0_1,2,12,det_19_wellbeing,96,100,0.96
WHY_LATAM,matrix_32_ext_0_1,2,12,det_17_adherence,70,100,0.7
WHY_LATAM,matrix_32_ext_0_1,2,12,det_20_coziness,69,100,0.69
WHY_LATAM,matrix_32_ext_0_1,2,12,det_12_own_competence,64,100,0.64
WHY_LATAM,matrix_32_ext_0_1,2,12,det_16_commitment,63,100,0.63
WHY_LATAM,matrix_32_ext_0_1,2,12,det_22_peer_pressure,62,100,0.62
WHY_LATAM,matrix_32_ext_0_1,2,12,det_29_trends,43,100,0.43
WHY_LATAM,matrix_32_ext_0_1,2,12,det_01_profits,40,100,0.4
WHY_LATAM,matrix_32_ext_0_1,2,12,det_03_risk_profile,35,100,0.35
WHY_LATAM,matrix_32_ext_0_1,2,12,det_18_autonomy,26,100,0.26
WHY_LATAM,matrix_32_ext_0_1,2,12,det_10_cost_efficiency,12,100,0.12
WHY_LATAM,matrix_32_ext_0_1,2,12,det_11_knowledge,12,100,0.12
WHY_LATAM,matrix_32_ext_0_1,2,12,det_04_added_value,6,100,0.06
WHY_LATAM,matrix_32_ext_0_1,2,12,det_13_technical_fit,5,100,0.05
WHY_LATAM,matrix_32_ext_0_1,2,12,det_05_frugality,1,100,0.01
WHY_LATAM,matrix_32_ext_0_1,2,12,det_14_environmental_concerns,1,100,0.01
WHY_LATAM,matrix_32_ext_0_1,2,13,det_15_self_satisfaction,100,100,1
WHY_LATAM,matrix_32_ext_0_1,2,13,det_24_socialising,100,100,1
WHY_LATAM,matrix_32_ext_0_1,2,13,det_28_recognition,100,100,1
WHY_LATAM,matrix_32_ext_0_1,2,13,det_30_authority,100,100,1
WHY_LATAM,matrix_32_ext_0_1,2,13,det_31_approval,100,100,1
WHY_LATAM,matrix_32_ext_0_1,2,13,det_19_wellbeing,98,100,0.98
WHY_LATAM,matrix_32_ext_0_1,2,13,det_09_safety,96,100,0.96
WHY_LATAM,matrix_32_ext_0_1,2,13,det_17_adherence,81,100,0.81
WHY_LATAM,matrix_32_ext_0_1,2,13,det_20_coziness,79,100,0.79
WHY_LATAM,matrix_32_ext_0_1,2,13,det_12_own_competence,71,100,0.71
WHY_LATAM,matrix_32_ext_0_1,2,13,det_16_commitment,69,100,0.69
WHY_LATAM,matrix_32_ext_0_1,2,13,det_22_peer_pressure,66,100,0.66
WHY_LATAM,matrix_32_ext_0_1,2,13,det_29_trends,53,100,0.53
WHY_LATAM,matrix_32_ext_0_1,2,13,det_03_risk_profile,45,100,0.45
WHY_LATAM,matrix_32_ext_0_1,2,13,det_01_profits,44,100,0.44
WHY_LATAM,matrix_32_ext_0_1,2,13,det_18_autonomy,33,100,0.33
WHY_LATAM,matrix_32_ext_0_1,2,13,det_10_cost_efficiency,21,100,0.21
WHY_LATAM,matrix_32_ext_0_1,2,13,det_11_knowledge,20,100,0.2
WHY_LATAM,matrix_32_ext_0_1,2,13,det_04_added_value,12,100,0.12
WHY_LATAM,matrix_32_ext_0_1,2,13,det_13_technical_fit,9,100,0.09
WHY_LATAM,matrix_32_ext_0_1,2,13,det_05_frugality,1,100,0.01
WHY_LATAM,matrix_32_ext_0_1,2,13,det_14_environmental_concerns,1,100,0.01
WHY_LATAM,matrix_32_ext_0_1,2,13,det_27_fun,1,100,0.01
WHY_LATAM,matrix_32_ext_0_1,2,14,det_15_self_satisfaction,100,100,1
WHY_LATAM,matrix_32_ext_0_1,2,14,det_24_socialising,100,100,1
WHY_LATAM,matrix_32_ext_0_1,2,14,det_28_recognition,100,100,1
WHY_LATAM,matrix_32_ext_0_1,2,14,det_30_authority,100,100,1
WHY_LATAM,matrix_32_ext_0_1,2,14,det_31_approval,100,100,1
WHY_LATAM,matrix_32_ext_0_1,2,14,det_19_wellbeing,98,100,0.98
WHY_LATAM,matrix_32_ext_0_1,2,14,det_09_safety,97,100,0.97
WHY_LATAM,matrix_32_ext_0_1,2,14,det_20_coziness,85,100,0.85
WHY_LATAM,matrix_32_ext_0_1,2,14,det_17_adherence,84,100,0.84
WHY_LATAM,matrix_32_ext_0_1,2,14,det_12_own_competence,82,100,0.82
WHY_LATAM,matrix_32_ext_0_1,2,14,det_16_commitment,76,100,0.76
WHY_LATAM,matrix_32_ext_0_1,2,14,det_22_peer_pressure,72,100,0.72
WHY_LATAM,matrix_32_ext_0_1,2,14,det_29_trends,61,100,0.61
WHY_LATAM,matrix_32_ext_0_1,2,14,det_01_profits,58,100,0.58
WHY_LATAM,matrix_32_ext_0_1,2,14,det_03_risk_profile,55,100,0.55
WHY_LATAM,matrix_32_ext_0_1,2,14,det_18_autonomy,40,100,0.4
WHY_LATAM,matrix_32_ext_0_1,2,14,det_10_cost_efficiency,29,100,0.29
WHY_LATAM,matrix_32_ext_0_1,2,14,det_11_knowledge,24,100,0.24
WHY_LATAM,matrix_32_ext_0_1,2,14,det_04_added_value,17,100,0.17
WHY_LATAM,matrix_32_ext_0_1,2,14,det_13_technical_fit,17,100,0.17
WHY_LATAM,matrix_32_ext_0_1,2,14,det_14_environmental_concerns,3,100,0.03
WHY_LATAM,matrix_32_ext_0_1,2,14,det_05_frugality,1,100,0.01
WHY_LATAM,matrix_32_ext_0_1,2,14,det_27_fun,1,100,0.01
WHY_LATAM,matrix_32_ext_0_1,2,15,det_15_self_satisfaction,100,100,1
WHY_LATAM,matrix_32_ext_0_1,2,15,det_19_wellbeing,100,100,1
WHY_LATAM,matrix_32_ext_0_1,2,15,det_24_socialising,100,100,1
WHY_LATAM,matrix_32_ext_0_1,2,15,det_28_recognition,100,100,1
WHY_LATAM,matrix_32_ext_0_1,2,15,det_30_authority,100,100,1
WHY_LATAM,matrix_32_ext_0_1,2,15,det_31_approval,100,100,1
WHY_LATAM,matrix_32_ext_0_1,2,15,det_09_safety,98,100,0.98
WHY_LATAM,matrix_32_ext_0_1,2,15,det_17_adherence,91,100,0.91
WHY_LATAM,matrix_32_ext_0_1,2,15,det_20_coziness,89,100,0.89
WHY_LATAM,matrix_32_ext_0_1,2,15,det_12_own_competence,87,100,0.87
WHY_LATAM,matrix_32_ext_0_1,2,15,det_16_commitment,84,100,0.84
WHY_LATAM,matrix_32_ext_0_1,2,15,det_22_peer_pressure,76,100,0.76
WHY_LATAM,matrix_32_ext_0_1,2,15,det_29_trends,71,100,0.71
WHY_LATAM,matrix_32_ext_0_1,2,15,det_01_profits,65,100,0.65
WHY_LATAM,matrix_32_ext_0_1,2,15,det_03_risk_profile,65,100,0.65
WHY_LATAM,matrix_32_ext_0_1,2,15,det_18_autonomy,47,100,0.47
WHY_LATAM,matrix_32_ext_0_1,2,15,det_10_cost_efficiency,40,100,0.4
WHY_LATAM,matrix_32_ext_0_1,2,15,det_11_knowledge,28,100,0.28
WHY_LATAM,matrix_32_ext_0_1,2,15,det_13_technical_fit,26,100,0.26
WHY_LATAM,matrix_32_ext_0_1,2,15,det_04_added_value,22,100,0.22
WHY_LATAM,matrix_32_ext_0_1,2,15,det_14_environmental_concerns,8,100,0.08
WHY_LATAM,matrix_32_ext_0_1,2,15,det_27_fun,2,100,0.02
WHY_LATAM,matrix_32_ext_0_1,2,15,det_05_frugality,1,100,0.01
WHY_LATAM,matrix_32_ext_0_1,3,4,det_28_recognition,94,100,0.94
WHY_LATAM,matrix_32_ext_0_1,3,4,det_24_socialising,91,100,0.91
WHY_LATAM,matrix_32_ext_0_1,3,4,det_06_climate_protection,48,100,0.48
WHY_LATAM,matrix_32_ext_0_1,3,4,det_19_wellbeing,47,100,0.47
WHY_LATAM,matrix_32_ext_0_1,3,4,det_31_approval,47,100,0.47
WHY_LATAM,matrix_32_ext_0_1,3,4,det_30_authority,30,100,0.3
WHY_LATAM,matrix_32_ext_0_1,3,4,det_15_self_satisfaction,16,100,0.16
WHY_LATAM,matrix_32_ext_0_1,3,4,det_20_coziness,11,100,0.11
WHY_LATAM,matrix_32_ext_0_1,3,4,det_09_safety,4,100,0.04
WHY_LATAM,matrix_32_ext_0_1,3,4,det_14_environmental_concerns,4,100,0.04
WHY_LATAM,matrix_32_ext_0_1,3,4,det_16_commitment,3,100,0.03
WHY_LATAM,matrix_32_ext_0_1,3,4,det_12_own_competence,2,100,0.02
WHY_LATAM,matrix_32_ext_0_1,3,4,det_01_profits,1,100,0.01
WHY_LATAM,matrix_32_ext_0_1,3,4,det_10_cost_efficiency,1,100,0.01
WHY_LATAM,matrix_32_ext_0_1,3,4,det_29_trends,1,100,0.01
WHY_LATAM,matrix_32_ext_0_1,3,5,det_28_recognition,98,100,0.98
WHY_LATAM,matrix_32_ext_0_1,3,5,det_24_socialising,97,100,0.97
WHY_LATAM,matrix_32_ext_0_1,3,5,det_31_approval,63,100,0.63
WHY_LATAM,matrix_32_ext_0_1,3,5,det_19_wellbeing,60,100,0.6
WHY_LATAM,matrix_32_ext_0_1,3,5,det_06_climate_protection,54,100,0.54
WHY_LATAM,matrix_32_ext_0_1,3,5,det_30_authority,49,100,0.49
WHY_LATAM,matrix_32_ext_0_1,3,5,det_15_self_satisfaction,27,100,0.27
WHY_LATAM,matrix_32_ext_0_1,3,5,det_20_coziness,19,100,0.19
WHY_LATAM,matrix_32_ext_0_1,3,5,det_09_safety,10,100,0.1
WHY_LATAM,matrix_32_ext_0_1,3,5,det_12_own_competence,4,100,0.04
WHY_LATAM,matrix_32_ext_0_1,3,5,det_14_environmental_concerns,4,100,0.04
WHY_LATAM,matrix_32_ext_0_1,3,5,det_16_commitment,4,100,0.04
WHY_LATAM,matrix_32_ext_0_1,3,5,det_21_rights_and_duties,3,100,0.03
WHY_LATAM,matrix_32_ext_0_1,3,5,det_01_profits,2,100,0.02
WHY_LATAM,matrix_32_ext_0_1,3,5,det_29_trends,2,100,0.02
WHY_LATAM,matrix_32_ext_0_1,3,5,det_05_frugality,1,100,0.01
WHY_LATAM,matrix_32_ext_0_1,3,5,det_10_cost_efficiency,1,100,0.01
WHY_LATAM,matrix_32_ext_0_1,3,5,det_11_knowledge,1,100,0.01
WHY_LATAM,matrix_32_ext_0_1,3,5,det_18_autonomy,1,100,0.01
WHY_LATAM,matrix_32_ext_0_1,3,6,det_24_socialising,100,100,1
WHY_LATAM,matrix_32_ext_0_1,3,6,det_28_recognition,99,100,0.99
WHY_LATAM,matrix_32_ext_0_1,3,6,det_31_approval,77,100,0.77
WHY_LATAM,matrix_32_ext_0_1,3,6,det_30_authority,71,100,0.71
WHY_LATAM,matrix_32_ext_0_1,3,6,det_19_wellbeing,66,100,0.66
WHY_LATAM,matrix_32_ext_0_1,3,6,det_06_climate_protection,62,100,0.62
WHY_LATAM,matrix_32_ext_0_1,3,6,det_15_self_satisfaction,39,100,0.39
WHY_LATAM,matrix_32_ext_0_1,3,6,det_20_coziness,24,100,0.24
WHY_LATAM,matrix_32_ext_0_1,3,6,det_09_safety,19,100,0.19
WHY_LATAM,matrix_32_ext_0_1,3,6,det_14_environmental_concerns,8,100,0.08
WHY_LATAM,matrix_32_ext_0_1,3,6,det_12_own_competence,7,100,0.07
WHY_LATAM,matrix_32_ext_0_1,3,6,det_16_commitment,7,100,0.07
WHY_LATAM,matrix_32_ext_0_1,3,6,det_29_trends,6,100,0.06
WHY_LATAM,matrix_32_ext_0_1,3,6,det_10_cost_efficiency,4,100,0.04
WHY_LATAM,matrix_32_ext_0_1,3,6,det_21_rights_and_duties,3,100,0.03
WHY_LATAM,matrix_32_ext_0_1,3,6,det_01_profits,2,100,0.02
WHY_LATAM,matrix_32_ext_0_1,3,6,det_05_frugality,2,100,0.02
WHY_LATAM,matrix_32_ext_0_1,3,6,det_08_trust,1,100,0.01
WHY_LATAM,matrix_32_ext_0_1,3,6,det_11_knowledge,1,100,0.01
WHY_LATAM,matrix_32_ext_0_1,3,6,det_18_autonomy,1,100,0.01
WHY_LATAM,matrix_32_ext_0_1,3,6,det_22_peer_pressure,1,100,0.01
WHY_LATAM,matrix_32_ext_0_1,3,7,det_24_socialising,100,100,1
WHY_LATAM,matrix_32_ext_0_1,3,7,det_28_recognition,100,100,1
WHY_LATAM,matrix_32_ext_0_1,3,7,det_30_authority,87,100,0.87
WHY_LATAM,matrix_32_ext_0_1,3,7,det_31_approval,85,100,0.85
WHY_LATAM,matrix_32_ext_0_1,3,7,det_19_wellbeing,73,100,0.73
WHY_LATAM,matrix_32_ext_0_1,3,7,det_06_climate_protection,65,100,0.65
WHY_LATAM,matrix_32_ext_0_1,3,7,det_15_self_satisfaction,47,100,0.47
WHY_LATAM,matrix_32_ext_0_1,3,7,det_20_coziness,32,100,0.32
WHY_LATAM,matrix_32_ext_0_1,3,7,det_09_safety,29,100,0.29
WHY_LATAM,matrix_32_ext_0_1,3,7,det_16_commitment,14,100,0.14
WHY_LATAM,matrix_32_ext_0_1,3,7,det_29_trends,12,100,0.12
WHY_LATAM,matrix_32_ext_0_1,3,7,det_12_own_competence,11,100,0.11
WHY_LATAM,matrix_32_ext_0_1,3,7,det_14_environmental_concerns,10,100,0.1
WHY_LATAM,matrix_32_ext_0_1,3,7,det_10_cost_efficiency,8,100,0.08
WHY_LATAM,matrix_32_ext_0_1,3,7,det_01_profits,6,100,0.06
WHY_LATAM,matrix_32_ext_0_1,3,7,det_21_rights_and_duties,6,100,0.06
WHY_LATAM,matrix_32_ext_0_1,3,7,det_11_knowledge,4,100,0.04
WHY_LATAM,matrix_32_ext_0_1,3,7,det_05_frugality,3,100,0.03
WHY_LATAM,matrix_32_ext_0_1,3,7,det_22_peer_pressure,3,100,0.03
WHY_LATAM,matrix_32_ext_0_1,3,7,det_04_added_value,2,100,0.02
WHY_LATAM,matrix_32_ext_0_1,3,7,det_08_trust,2,100,0.02
WHY_LATAM,matrix_32_ext_0_1,3,7,det_18_autonomy,1,100,0.01
WHY_LATAM,matrix_32_ext_0_1,3,8,det_24_socialising,100,100,1
WHY_LATAM,matrix_32_ext_0_1,3,8,det_28_recognition,100,100,1
WHY_LATAM,matrix_32_ext_0_1,3,8,det_31_approval,96,100,0.96
WHY_LATAM,matrix_32_ext_0_1,3,8,det_30_authority,94,100,0.94
WHY_LATAM,matrix_32_ext_0_1,3,8,det_19_wellbeing,78,100,0.78
WHY_LATAM,matrix_32_ext_0_1,3,8,det_06_climate_protection,65,100,0.65
WHY_LATAM,matrix_32_ext_0_1,3,8,det_15_self_satisfaction,51,100,0.51
WHY_LATAM,matrix_32_ext_0_1,3,8,det_09_safety,43,100,0.43
WHY_LATAM,matrix_32_ext_0_1,3,8,det_20_coziness,43,100,0.43
WHY_LATAM,matrix_32_ext_0_1,3,8,det_29_trends,21,100,0.21
WHY_LATAM,matrix_32_ext_0_1,3,8,det_16_commitment,18,100,0.18
WHY_LATAM,matrix_32_ext_0_1,3,8,det_14_environmental_concerns,14,100,0.14
WHY_LATAM,matrix_32_ext_0_1,3,8,det_12_own_competence,13,100,0.13
WHY_LATAM,matrix_32_ext_0_1,3,8,det_10_cost_efficiency,12,100,0.12
WHY_LATAM,matrix_32_ext_0_1,3,8,det_01_profits,10,100,0.1
WHY_LATAM,matrix_32_ext_0_1,3,8,det_21_rights_and_duties,10,100,0.1
WHY_LATAM,matrix_32_ext_0_1,3,8,det_22_peer_pressure,9,100,0.09
WHY_LATAM,matrix_32_ext_0_1,3,8,det_11_knowledge,6,100,0.06
WHY_LATAM,matrix_32_ext_0_1,3,8,det_04_added_value,3,100,0.03
WHY_LATAM,matrix_32_ext_0_1,3,8,det_05_frugality,3,100,0.03
WHY_LATAM,matrix_32_ext_0_1,3,8,det_08_trust,3,100,0.03
