"cluster","n_patterns","pct_total_patterns","pct_rest_patterns"
"1",41691,59.7198149288794,100
"2",2141,3.06685192877913,40.2801850711206
"3",3963,5.6767558121213,37.2133331423415
"Restantes",22016,31.5365773302202,0
