"cluster","best_match","pct_match","active_determinants","n_active_dets"
"cluster_1","Uninterested",0,"",0
"cluster_2","Fearful",60,"CREDIT SCORE; RISK PROFILE; LEGAL; TRUST; SAFETY; COST-EFFICIENCY; KNOWLEDGE; OWN COMPETENCE; TECHNICAL FIT; SELF-SATISFACTION; COMMITMENT; ADHERENCE; WELLBEING; RECOGNITION; OWN SIGNIFICANCE",15
"cluster_3","Activist",23.5294117647059,"CREDIT SCORE; LEGAL; TRUST; COST-EFFICIENCY; KNOWLEDGE; TECHNICAL FIT; SELF-SATISFACTION; ADHERENCE; RIGHTS AND DUTIES; SOCIALISING; FUN; RECOGNITION; TRENDS; AUTHORITY; OWN SIGNIFICANCE",15
"cluster_4","Early Adopter",15.3846153846154,"PROFITS; COST-EFFICIENCY; SELF-SATISFACTION; SUPPORT; SOCIALISING; RECOGNITION; TRENDS; AUTHORITY; OWN SIGNIFICANCE",9
"cluster_5","Careful",50,"PROFITS; CREDIT SCORE; RISK PROFILE; SAFETY; COST-EFFICIENCY; KNOWLEDGE; OWN COMPETENCE; SELF-SATISFACTION; COMMITMENT; ADHERENCE; AUTARKY; WELLBEING; COZINESS; RIGHTS AND DUTIES; NOVELTY",15
"cluster_6","Influencer",30,"KNOWLEDGE; ENVIRONMENTAL CONCERNS; ADHERENCE; PEER-PRESSURE; SOCIALISING; FUN; RECOGNITION; TRENDS; AUTHORITY; OWN SIGNIFICANCE",10
"cluster_7","Stubborn",21.4285714285714,"PROFITS; CREDIT SCORE; RISK PROFILE; FRUGALITY; COST-EFFICIENCY; KNOWLEDGE; TECHNICAL FIT; SELF-SATISFACTION; ADHERENCE; WELLBEING; SOCIALISING; RECOGNITION; TRENDS; OWN SIGNIFICANCE",14
"cluster_8","Homo Economicus",41.1764705882353,"PROFITS; CREDIT SCORE; ADDED VALUE; FRUGALITY; CLIMATE PROTECTION; TRUST; SAFETY; COST-EFFICIENCY; KNOWLEDGE; OWN COMPETENCE; TECHNICAL FIT; ENVIRONMENTAL CONCERNS; AUTARKY; COZINESS; RIGHTS AND DUTIES",15
