"D","n_patterns_covered","freq_covered","pct_covered"
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,2,5,0.000625
5,12,24,0.003
6,82,293,0.036625
7,322,2033,0.254125
8,1220,17889,2.236125
9,2357,43325,5.415625
10,5856,199503,24.937875
11,7853,358322,44.79025
12,14607,490713,61.339125
13,16539,519167,64.895875
14,23312,591480,73.935
15,24858,639656,79.957
16,28829,730921,91.365125
17,29836,775869,96.983625
18,31155,792582,99.07275
19,31538,797686,99.71075
20,31942,799477,99.934625
