"D","n_patterns_covered","freq_covered","pct_covered"
0,0,0,0
1,0,0,0
2,1,1,0.000125
3,3,3,0.000375
4,14,48,0.006
5,69,1052,0.1315
6,252,6159,0.769875
7,623,141764,17.7205
8,1341,178762,22.34525
9,2403,211436,26.4295
10,5689,282351,35.293875
11,7549,311982,38.99775
12,14913,471337,58.917125
13,17322,539604,67.4505
14,24766,690961,86.370125
15,26651,727355,90.919375
16,30489,782006,97.75075
17,31108,791181,98.897625
18,31983,799309,99.913625
19,32051,799514,99.93925
20,32140,799965,99.995625
