"D","assigned_pct","unassigned_pct"
0,0.0248818113958696,99.9751181886041
1,0.36078626524011,99.6392137347599
2,2.78054242348843,97.2194575765116
3,7.3276934560836,92.6723065439164
4,27.8582980841005,72.1417019158995
5,38.162478228415,61.837521771585
6,61.8997263000746,38.1002736999254
7,72.698432445882,27.3015675541179
8,90.0410549888032,9.95894501119682
9,91.415775068425,8.58422493157502
10,97.2070166708136,2.79298332918636
11,97.9005971634735,2.0994028365265
12,98.951853694949,1.04814630505101
13,99.1166956954466,0.883304304553371
14,99.9813386414531,0.0186613585469022
15,100,0
16,100,0
17,100,0
18,100,0
19,100,0
20,100,0
