"scenario","type","reference","archetype","D","n_patterns_covered","freq_covered","pct_covered"
"10-9-top3","ext","experts","Stubborn",8,101,8000000,100
"10-9-top3","ext","experts","Stubborn",10,101,8000000,100
"10-9-top3","ext","experts","Influencer",0,0,0,0
"10-9-top3","ext","experts","Influencer",2,0,0,0
"10-9-top3","ext","experts","Influencer",4,12,2660238,33.252975
"10-9-top3","ext","experts","Influencer",6,92,7651841,95.6480125
"10-9-top3","ext","experts","Influencer",8,101,8000000,100
"10-9-top3","ext","experts","Influencer",10,101,8000000,100
"10-9-top3","ext","experts","Careful",0,0,0,0
"10-9-top3","ext","experts","Careful",2,0,0,0
"10-9-top3","ext","experts","Careful",4,0,0,0
"10-9-top3","ext","experts","Careful",6,71,6631590,82.894875
"10-9-top3","ext","experts","Careful",8,101,8000000,100
"10-9-top3","ext","experts","Careful",10,101,8000000,100
"10-9-top3","ext","experts","Activist",0,0,0,0
"10-9-top3","ext","experts","Activist",2,0,0,0
"10-9-top3","ext","experts","Activist",4,41,6188736,77.3592
"10-9-top3","ext","experts","Activist",6,101,8000000,100
"10-9-top3","ext","experts","Activist",8,101,8000000,100
"10-9-top3","ext","experts","Activist",10,101,8000000,100
"10-9-top3","ext","kmeans","Early.Adopter",0,0,0,0
"10-9-top3","ext","kmeans","Early.Adopter",2,0,0,0
"10-9-top3","ext","kmeans","Early.Adopter",4,0,0,0
"10-9-top3","ext","kmeans","Early.Adopter",6,21,2241473,28.0184125
"10-9-top3","ext","kmeans","Early.Adopter",8,95,7961053,99.5131625
"10-9-top3","ext","kmeans","Early.Adopter",10,101,8000000,100
"10-9-top3","ext","kmeans","Fearful",0,0,0,0
"10-9-top3","ext","kmeans","Fearful",2,0,0,0
"10-9-top3","ext","kmeans","Fearful",4,0,0,0
"10-9-top3","ext","kmeans","Fearful",6,0,0,0
"10-9-top3","ext","kmeans","Fearful",8,69,5349134,66.864175
"10-9-top3","ext","kmeans","Fearful",10,101,8000000,100
"10-9-top3","ext","kmeans","Careful",0,0,0,0
"10-9-top3","ext","kmeans","Careful",2,0,0,0
"10-9-top3","ext","kmeans","Careful",4,20,3054957,38.1869625
"10-9-top3","ext","kmeans","Careful",6,80,6854142,85.676775
"10-9-top3","ext","kmeans","Careful",8,101,8000000,100
"10-9-top3","ext","kmeans","Careful",10,101,8000000,100
"10-9-top3","ext","kmeans","Stubborn",0,0,0,0
"10-9-top3","ext","kmeans","Stubborn",2,0,0,0
"10-9-top3","ext","kmeans","Stubborn",4,0,0,0
"10-9-top3","ext","kmeans","Stubborn",6,20,2659814,33.247675
"10-9-top3","ext","kmeans","Stubborn",8,95,7995101,99.9387625
"10-9-top3","ext","kmeans","Stubborn",10,101,8000000,100
"10-9-top3","ext","kmeans","Influencer",0,0,0,0
"10-9-top3","ext","kmeans","Influencer",2,0,0,0
"10-9-top3","ext","kmeans","Influencer",4,0,0,0
"10-9-top3","ext","kmeans","Influencer",6,29,2018646,25.233075
"10-9-top3","ext","kmeans","Influencer",8,95,5841581,73.0197625
"10-9-top3","ext","kmeans","Influencer",10,101,8000000,100
"10-9-top3","ext","kmeans","Uninterested",0,0,0,0
"10-9-top3","ext","kmeans","Uninterested",2,0,0,0
"10-9-top3","ext","kmeans","Uninterested",4,0,0,0
"10-9-top3","ext","kmeans","Uninterested",6,7,409346,5.116825
"10-9-top3","ext","kmeans","Uninterested",8,90,7966032,99.5754
"10-9-top3","ext","kmeans","Uninterested",10,101,8000000,100
"10-9-top3","ext","kmeans","Homo.Economicus",0,0,0,0
"10-9-top3","ext","kmeans","Homo.Economicus",2,0,0,0
"10-9-top3","ext","kmeans","Homo.Economicus",4,0,0,0
"10-9-top3","ext","kmeans","Homo.Economicus",6,0,0,0
"10-9-top3","ext","kmeans","Homo.Economicus",8,66,5321257,66.5157125
"10-9-top3","ext","kmeans","Homo.Economicus",10,101,8000000,100
"10-9-top3","ext","kmeans","X8",0,0,0,0
"10-9-top3","ext","kmeans","X8",2,0,0,0
"10-9-top3","ext","kmeans","X8",4,0,0,0
"10-9-top3","ext","kmeans","X8",6,0,0,0
"10-9-top3","ext","kmeans","X8",8,94,7961038,99.512975
"10-9-top3","ext","kmeans","X8",10,101,8000000,100
"10-9-top3","ext","sins","Early.Adopter",0,0,0,0
"10-9-top3","ext","sins","Early.Adopter",2,0,0,0
"10-9-top3","ext","sins","Early.Adopter",4,0,0,0
"10-9-top3","ext","sins","Early.Adopter",6,44,5077180,63.46475
"10-9-top3","ext","sins","Early.Adopter",8,100,7925699,99.0712375
"10-9-top3","ext","sins","Early.Adopter",10,101,8000000,100
"10-9-top3","ext","sins","Uninterested",0,0,0,0
"10-9-top3","ext","sins","Uninterested",2,0,0,0
"10-9-top3","ext","sins","Uninterested",4,10,2211023,27.6377875
"10-9-top3","ext","sins","Uninterested",6,76,6657878,83.223475
"10-9-top3","ext","sins","Uninterested",8,101,8000000,100
"10-9-top3","ext","sins","Uninterested",10,101,8000000,100
"10-9-top3","ext","sins","Homo.Economicus",0,0,0,0
"10-9-top3","ext","sins","Homo.Economicus",2,2,350,0.004375
"10-9-top3","ext","sins","Homo.Economicus",4,46,3880549,48.5068625
"10-9-top3","ext","sins","Homo.Economicus",6,101,8000000,100
"10-9-top3","ext","sins","Homo.Economicus",8,101,8000000,100
"10-9-top3","ext","sins","Homo.Economicus",10,101,8000000,100
"10-9-top3","ext","sins","Fearful",0,0,0,0
"10-9-top3","ext","sins","Fearful",2,0,0,0
"10-9-top3","ext","sins","Fearful",4,0,0,0
"10-9-top3","ext","sins","Fearful",6,20,2250411,28.1301375
"10-9-top3","ext","sins","Fearful",8,94,6779521,84.7440125
"10-9-top3","ext","sins","Fearful",10,101,8000000,100
"10-9-top3","ext","sins","Stubborn",0,0,0,0
"10-9-top3","ext","sins","Stubborn",2,0,0,0
"10-9-top3","ext","sins","Stubborn",4,0,0,0
"10-9-top3","ext","sins","Stubborn",6,68,6346762,79.334525
"10-9-top3","ext","sins","Stubborn",8,101,8000000,100
"10-9-top3","ext","sins","Stubborn",10,101,8000000,100
"10-9-top3","ext","sins","Influencer",0,0,0,0
"10-9-top3","ext","sins","Influencer",2,0,0,0
"10-9-top3","ext","sins","Influencer",4,13,780512,9.7564
"10-9-top3","ext","sins","Influencer",6,75,5585919,69.8239875
"10-9-top3","ext","sins","Influencer",8,101,8000000,100
"10-9-top3","ext","sins","Influencer",10,101,8000000,100
"10-9-top3","ext","sins","Careful",0,0,0,0
"10-9-top3","ext","sins","Careful",2,0,0,0
"10-9-top3","ext","sins","Careful",4,0,0,0
"10-9-top3","ext","sins","Careful",6,34,2902854,36.285675
"10-9-top3","ext","sins","Careful",8,95,6783262,84.790775
"10-9-top3","ext","sins","Careful",10,101,8000000,100
