"cluster","Early.Adopter","Uninterested","Homo.Economicus","Fearful","Stubborn","Influencer","Careful","Activist"
"cluster_1",0,0,0,0,0,0,0,0
"cluster_2",10,10,0,0,0,25,0,0
"cluster_3",28.5714285714286,0,33.3333333333333,20,50,14.2857142857143,15.3846153846154,12.5
"cluster_4",16.6666666666667,16.6666666666667,41.1764705882353,60,20,11.1111111111111,58.8235294117647,31.25
