"cluster","n_active_dets","active_determinants"
"cluster_1",15,"CREDIT SCORE; RISK PROFILE; LEGAL; TRUST; SAFETY; COST EFFICIENCY; KNOWLEDGE; OWN COMPETENCE; TECHNICAL FIT; ENVIRONMENTAL CONCERNS; SELF SATISFACTION; COMMITMENT; ADHERENCE; WELLBEING; RIGHTS AND DUTIES"
"cluster_2",14,"CREDIT SCORE; ADDED VALUE; CLIMATE PROTECTION; TRUST; COST EFFICIENCY; KNOWLEDGE; OWN COMPETENCE; TECHNICAL FIT; ENVIRONMENTAL CONCERNS; SELF SATISFACTION; COMMITMENT; ADHERENCE; AUTARKY; APPROVAL"
"cluster_3",15,"PROFITS; CREDIT SCORE; RISK PROFILE; LEGAL; SAFETY; COST EFFICIENCY; KNOWLEDGE; OWN COMPETENCE; SELF SATISFACTION; AUTARKY; WELLBEING; COZINESS; FUN; AUTHORITY; APPROVAL"
"cluster_4",15,"PROFITS; CREDIT SCORE; RISK PROFILE; FRUGALITY; TRUST; COST EFFICIENCY; KNOWLEDGE; OWN COMPETENCE; TECHNICAL FIT; SELF SATISFACTION; ADHERENCE; AUTARKY; WELLBEING; COZINESS; NOVELTY"
"cluster_5",15,"RISK PROFILE; FRUGALITY; LEGAL; TRUST; SAFETY; KNOWLEDGE; OWN COMPETENCE; ENVIRONMENTAL CONCERNS; SELF SATISFACTION; AUTARKY; WELLBEING; RIGHTS AND DUTIES; NOVELTY; AUTHORITY; APPROVAL"
"cluster_6",15,"PROFITS; RISK PROFILE; CLIMATE PROTECTION; TRUST; KNOWLEDGE; OWN COMPETENCE; COMMITMENT; ADHERENCE; AUTARKY; COZINESS; SOCIALISING; AGREEMENT; NOVELTY; AUTHORITY; APPROVAL"
"cluster_7",15,"CREDIT SCORE; RISK PROFILE; ADDED VALUE; FRUGALITY; CLIMATE PROTECTION; OWN COMPETENCE; TECHNICAL FIT; ENVIRONMENTAL CONCERNS; SELF SATISFACTION; COMMITMENT; ADHERENCE; AUTARKY; WELLBEING; NOVELTY; RECOGNITION"
"cluster_8",15,"PROFITS; CREDIT SCORE; RISK PROFILE; ADDED VALUE; FRUGALITY; LEGAL; ENVIRONMENTAL CONCERNS; COMMITMENT; ADHERENCE; RIGHTS AND DUTIES; SUPPORT; SOCIALISING; AGREEMENT; NOVELTY; FUN"
