participant_id,year_of_birth,age_group,gender,country,residence_region,city_size,climate_zone,employment,education_group,work_home,type_house,tenure,political_orientation
PROLIFIC_6a081474f37bbaf455c26332,1997,Millennials,Hombre,Germany,Europa Occidental,Ciudad pequeña,Clima templado,Empleado/a,Universitaria,Sí,Pareja sin hijos,Alquiler,Derecha
PROLIFIC_698257587a4d2edcdc29a350,1995,Millennials,Mujer,Germany,Europa Occidental,Municipio pequeño,Clima frío,Empleado/a,Universitaria,Sí,Pareja sin hijos,Alquiler,Izquierda
PROLIFIC_5cd53d40aeb4100001c18aa8,1986,Millennials,Mujer,Italy,Europa del Sur,Municipio pequeño,Clima subtropical,Empleado/a,Universitaria,Sí,Pareja sin hijos,Alquiler,Extrema izquierda
PROLIFIC_6a211e87adf7c98358c1602b,2004,Generación Z,Hombre,France,Europa Occidental,Ciudad grande,Clima subtropical,Desempleado/a,No universitaria,No,Hogar con hijos,Propiedad sin hipoteca,Extrema izquierda
PROLIFIC_6a05cedc9a4299116a07fc59,2004,Generación Z,Mujer,Poland,Europa del Este,Ciudad grande,Clima templado,Estudiante,No universitaria,No,Vive solo/a,Propiedad sin hipoteca,Extrema izquierda
PROLIFIC_5e35394d2149184e1a3d0450,1996,Millennials,Mujer,United Kingdom,Europa del Norte,Municipio pequeño,Clima templado,Empleado/a,No universitaria,Sí,Pareja sin hijos,Propiedad con hipoteca,Extrema izquierda
PROLIFIC_6a23a4399395a8963b79587f,1989,Millennials,Hombre,Italy,Europa del Sur,Ciudad pequeña,Clima subtropical,Empleado/a,Universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Centro
PROLIFIC_698df4a194fabefa716596ec,2007,Generación Z,Hombre,Poland,Europa del Este,Metrópolis,Clima templado,Estudiante,No universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Centro
PROLIFIC_6a134c7b06246f028cc08800,2001,Generación Z,Mujer,Germany,Europa Occidental,Ciudad mediana,Clima templado,Estudiante,Universitaria,Sí,Pareja sin hijos,Alquiler,Extrema izquierda
PROLIFIC_69307ef5fe254a61dee79a78,1990,Millennials,Mujer,Czech Republic,Europa del Este,Metrópolis,Clima templado,Empleado/a,Universitaria,Sí,Vive solo/a,Propiedad sin hipoteca,Izquierda
PROLIFIC_69d8d2f724abed404eb4935d,2000,Millennials,Mujer,France,Europa Occidental,Ciudad grande,Clima templado,Desempleado/a,Universitaria,Sí,Pareja sin hijos,Alquiler,Izquierda
PROLIFIC_6034e1952ed073efce57a8a7,1994,Millennials,Hombre,Greece,Europa del Sur,Metrópolis,Clima subtropical,Empleado/a,Universitaria,Sí,Pareja sin hijos,Propiedad sin hipoteca,Izquierda
PROLIFIC_5f4d6c27b03547a378fcb44a,1995,Millennials,Mujer,Greece,Europa del Sur,Metrópolis,Clima subtropical,Empleado/a,Universitaria,Sí,Pareja sin hijos,Propiedad sin hipoteca,Centro
PROLIFIC_5f2af36061a10a452cd8dc4e,1998,Millennials,Mujer,United Kingdom,Europa del Norte,Ciudad grande,Clima templado,Empleado/a,No universitaria,No,Hogar con hijos,Propiedad sin hipoteca,Extrema izquierda
PROLIFIC_6119075f1fe00f92c8153747,1996,Millennials,Mujer,Estonia,Europa del Norte,Municipio pequeño,Clima templado,Empleado/a,Universitaria,Sí,Pareja sin hijos,Alquiler,Extrema izquierda
PROLIFIC_6a021400594777c9049633a4,1988,Millennials,Mujer,United Kingdom,Europa del Norte,NA,Clima templado,Empleado/a,Universitaria,Sí,Vive solo/a,Propiedad sin hipoteca,Extrema izquierda
PROLIFIC_69946a0579d779ee49dca2c5,1989,Millennials,Mujer,France,Europa Occidental,Municipio pequeño,Clima templado,Empleado/a,Universitaria,Sí,Otro tipo de hogar,Otro régimen,Extrema izquierda
PROLIFIC_64e91e9b7ac897d0afa22985,2000,Millennials,Hombre,United Kingdom,Europa del Norte,Municipio pequeño,Clima templado,Desempleado/a,Universitaria,No,Pareja sin hijos,Alquiler,Centro
PROLIFIC_69fc62a553e31d1f955c7d1e,1991,Millennials,Hombre,Poland,Europa del Este,Ciudad grande,Clima templado,Empleado/a,Universitaria,Sí,Vive solo/a,Alquiler,Izquierda
PROLIFIC_6978bbc0ecc89bfa720fac28,2006,Generación Z,Mujer,Italy,Europa del Sur,Municipio pequeño,Clima templado,Estudiante,No universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Centro
PROLIFIC_698df153dc723dada19b1dab,2002,Generación Z,Mujer,Poland,Europa del Este,Municipio pequeño,Clima templado,Empleado/a,No universitaria,No,Vive solo/a,Alquiler,Centro
PROLIFIC_6a1f136140310048eef382ce,1984,Generación X,Mujer,Germany,Europa Occidental,NA,Clima templado,Empleado/a,Universitaria,Sí,Pareja sin hijos,Propiedad con hipoteca,Centro
PROLIFIC_5a2310ebdf5bd00001b37474,1984,Generación X,Mujer,Poland,Europa del Este,Ciudad mediana,Clima templado,Empleado/a,Universitaria,Sí,Hogar con hijos,Alquiler,Centro
PROLIFIC_699b5130e75520d8cda5a642,1993,Millennials,Mujer,Romania,Europa del Este,Ciudad grande,Clima templado,Empleado/a,Universitaria,Sí,Pareja sin hijos,Propiedad sin hipoteca,NA
PROLIFIC_5d6eb49ab682cc000173982b,1964,Boomers + generación silenciosa,Mujer,Greece,Europa del Sur,Ciudad grande,Clima subtropical,Desempleado/a,No universitaria,No,Hogar con hijos,Alquiler,Centro
PROLIFIC_6a1d394cf761db518876cad8,2000,Millennials,Mujer,United Kingdom,Europa del Norte,NA,Clima templado,Empleado/a,Universitaria,Sí,Pareja sin hijos,Propiedad con hipoteca,Centro
PROLIFIC_6a1b5f584a440643c54aed9a,1988,Millennials,Mujer,United Kingdom,Europa del Norte,NA,Clima templado,Empleado/a,No universitaria,No,Hogar con hijos,Propiedad con hipoteca,Derecha
PROLIFIC_69c648e30d13356cd9780c9a,1996,Millennials,Hombre,Belgium,Europa Occidental,Municipio pequeño,Clima templado,Empleado/a,Universitaria,Sí,Pareja sin hijos,Propiedad con hipoteca,Derecha
PROLIFIC_69ee50cfb4f7f782d21e0238,2000,Millennials,Hombre,Italy,Europa del Sur,Metrópolis,Clima subtropical,Empleado/a,Universitaria,Sí,Pareja sin hijos,Propiedad sin hipoteca,Derecha
PROLIFIC_6a1eb7c1fd14b832013fb983,1992,Millennials,Mujer,Germany,Europa Occidental,Metrópolis,Clima templado,Empleado/a,No universitaria,Sí,Hogar con hijos,Alquiler,Izquierda
PROLIFIC_69fb3f396267d7f728885605,1985,Generación X,Mujer,Germany,Europa Occidental,Municipio pequeño,Clima templado,Empleado/a,Universitaria,Sí,Vive solo/a,Propiedad con hipoteca,Extrema derecha
PROLIFIC_6a03950c7926c7ee5b8589ae,2004,Generación Z,Hombre,Italy,Europa del Sur,Metrópolis,Clima subtropical,Estudiante,Universitaria,Sí,Hogar con hijos,Propiedad con hipoteca,Derecha
PROLIFIC_6a1614592a9d17aadbee6b06,1999,Millennials,Mujer,Italy,Europa del Sur,NA,Clima subtropical,Empleado/a,No universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Derecha
PROLIFIC_65b271a26aba0246730964f3,1999,Millennials,Mujer,Norway,Europa del Norte,Ciudad pequeña,Clima frío,Empleado/a,Universitaria,No,Vive solo/a,Alquiler,Izquierda
PROLIFIC_6a01d315cd2cd32b1511e127,2003,Generación Z,Hombre,France,Europa Occidental,Ciudad pequeña,Clima templado,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Izquierda
PROLIFIC_6a1836e6fc7d5c0c2643e609,2004,Generación Z,Mujer,Belgium,Europa Occidental,Ciudad grande,Clima templado,Estudiante,No universitaria,Sí,Hogar con hijos,Propiedad con hipoteca,Derecha
PROLIFIC_6a07020572ab3b4d691a391c,1991,Millennials,Mujer,United Kingdom,Europa del Norte,NA,Clima templado,Empleado/a,Universitaria,Sí,Pareja sin hijos,Propiedad con hipoteca,Extrema izquierda
PROLIFIC_6a1eba8c12fabb0fa7678822,1998,Millennials,Mujer,United Kingdom,Europa del Norte,Metrópolis,Clima templado,Desempleado/a,Universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Izquierda
PROLIFIC_6a0dbd152f8b5e278c18f1c2,2002,Generación Z,Mujer,Italy,Europa del Sur,Municipio pequeño,Clima subtropical,Estudiante,Universitaria,Sí,Pareja sin hijos,Propiedad sin hipoteca,Derecha
179,1965,Boomers + generación silenciosa,Mujer,Netherlands,Europa Occidental,Ciudad pequeña,Clima templado,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad con hipoteca,Centro
180,1978,Generación X,Hombre,Spain,Europa del Sur,NA,Clima subtropical,Empleado/a,No universitaria,No,Hogar con hijos,Propiedad sin hipoteca,Extrema izquierda
181,1959,Boomers + generación silenciosa,Hombre,Netherlands,Europa Occidental,NA,Clima templado,Otra situación,Universitaria,NA,Pareja sin hijos,Propiedad sin hipoteca,Centro
182,1952,Boomers + generación silenciosa,Hombre,Netherlands,Europa Occidental,Municipio pequeño,Clima templado,Otra situación,Universitaria,Sí,Pareja sin hijos,Propiedad con hipoteca,NA
183,1976,Generación X,Mujer,Spain,Europa del Sur,Ciudad mediana,Clima subtropical,Otra situación,Universitaria,No,Vive solo/a,Alquiler,Extrema izquierda
184,1986,Millennials,Mujer,Spain,Europa del Sur,NA,Clima templado,Empleado/a,Universitaria,Sí,Vive solo/a,Propiedad con hipoteca,Izquierda
185,1961,Boomers + generación silenciosa,Mujer,Spain,Europa del Sur,Ciudad mediana,Clima subtropical,Otra situación,Universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Izquierda
186,1969,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,Ciudad mediana,Clima subtropical,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad con hipoteca,Extrema izquierda
187,1998,Millennials,Mujer,Netherlands,Europa Occidental,Ciudad grande,Clima templado,Empleado/a,Universitaria,Sí,Pareja sin hijos,Otro régimen,Extrema izquierda
188,1981,Generación X,Hombre,Spain,Europa del Sur,Ciudad pequeña,Clima templado,Empleado/a,Universitaria,No,Hogar con hijos,Otro régimen,Extrema izquierda
189,1956,Boomers + generación silenciosa,Otro / Prefiere no decirlo,Netherlands,Europa Occidental,NA,Clima templado,Otra situación,Universitaria,Sí,Pareja sin hijos,Propiedad con hipoteca,Izquierda
190,1955,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,Ciudad mediana,Clima subtropical,Otra situación,Universitaria,Sí,Pareja sin hijos,Propiedad sin hipoteca,Izquierda
191,1984,Generación X,Hombre,Spain,Europa del Sur,Ciudad pequeña,Clima templado,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Extrema izquierda
192,1979,Generación X,Hombre,Spain,Europa del Sur,Municipio pequeño,Clima templado,Empleado/a,Universitaria,No,Vive solo/a,Propiedad con hipoteca,Izquierda
193,1988,Millennials,Mujer,Netherlands,Europa Occidental,Ciudad grande,Clima templado,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad con hipoteca,Extrema izquierda
194,1973,Generación X,Hombre,Netherlands,Europa Occidental,Ciudad grande,Clima templado,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Izquierda
195,1979,Generación X,Hombre,Spain,Europa del Sur,Municipio pequeño,Clima subtropical,Empleado/a,No universitaria,Sí,Hogar con hijos,Propiedad con hipoteca,Extrema izquierda
196,NA,NA,Hombre,Netherlands,Europa Occidental,Ciudad grande,Clima templado,Otra situación,Universitaria,Sí,Vive solo/a,Propiedad con hipoteca,Extrema izquierda
197,1962,Boomers + generación silenciosa,Mujer,Spain,Europa del Sur,NA,Clima subtropical,Otra situación,No universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Izquierda
199,1979,Generación X,Hombre,Spain,Europa del Sur,NA,Clima templado,Empleado/a,No universitaria,No,Hogar con hijos,Propiedad con hipoteca,Extrema izquierda
200,1973,Generación X,Hombre,Spain,Europa del Sur,NA,Clima templado,Empleado/a,No universitaria,No,Otro tipo de hogar,Otro régimen,Extrema izquierda
201,1957,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,NA,Clima subtropical,Otra situación,Universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Izquierda
202,1990,Millennials,Hombre,Spain,Europa del Sur,Ciudad mediana,Clima subtropical,Empleado/a,Universitaria,No,Pareja sin hijos,Propiedad con hipoteca,Izquierda
203,1982,Generación X,Hombre,Spain,Europa del Sur,Ciudad mediana,Clima subtropical,Empleado/a,Universitaria,No,Vive solo/a,Alquiler,Extrema izquierda
204,1953,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,Ciudad pequeña,Clima subtropical,Otra situación,Universitaria,No,Vive solo/a,Alquiler,Extrema izquierda
205,1969,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,Municipio pequeño,Clima subtropical,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad sin hipoteca,Centro
206,1964,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,NA,Clima templado,Otra situación,Universitaria,No,Hogar con hijos,Propiedad sin hipoteca,Izquierda
207,1972,Generación X,Hombre,Spain,Europa del Sur,Ciudad mediana,Clima subtropical,Empleado/a,Universitaria,Sí,Hogar con hijos,Alquiler,Extrema izquierda
209,1985,Generación X,Mujer,Spain,Europa del Sur,NA,Clima templado,Empleado/a,Universitaria,Sí,Pareja sin hijos,Propiedad con hipoteca,Izquierda
210,1977,Generación X,Hombre,Spain,Europa del Sur,Municipio pequeño,Clima templado,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad con hipoteca,Izquierda
211,1965,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,Ciudad mediana,Clima templado,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad sin hipoteca,Extrema izquierda
212,1961,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,NA,Clima subtropical,Otra situación,Universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Izquierda
213,1979,Generación X,Mujer,Spain,Europa del Sur,NA,Clima templado,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad con hipoteca,Extrema izquierda
214,1965,Boomers + generación silenciosa,Hombre,NA,NA,NA,Clima templado,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Extrema izquierda
215,1973,Generación X,Hombre,Spain,Europa del Sur,NA,Clima subtropical,Empleado/a,No universitaria,No,Pareja sin hijos,Alquiler,Extrema izquierda
216,1981,Generación X,Hombre,Spain,Europa del Sur,NA,Clima frío,Empleado/a,Universitaria,No,Vive solo/a,Propiedad sin hipoteca,Izquierda
217,1960,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,Ciudad pequeña,Clima subtropical,Otra situación,Universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Extrema izquierda
218,1986,Millennials,Mujer,Spain,Europa del Sur,Municipio pequeño,Clima frío,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad sin hipoteca,Extrema izquierda
219,1967,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,Ciudad mediana,Clima templado,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad con hipoteca,Centro
220,1979,Generación X,NA,Spain,Europa del Sur,NA,Clima subtropical,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad con hipoteca,Extrema izquierda
221,1968,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,NA,Clima templado,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad sin hipoteca,Izquierda
222,1984,Generación X,Hombre,Spain,Europa del Sur,NA,Clima templado,Empleado/a,Universitaria,No,Vive solo/a,Propiedad con hipoteca,Izquierda
223,1985,Generación X,Hombre,Spain,Europa del Sur,NA,Clima subtropical,Empleado/a,No universitaria,No,Hogar con hijos,Propiedad con hipoteca,Extrema izquierda
224,1967,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,Municipio pequeño,Clima subtropical,Empleado/a,Universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Extrema izquierda
225,1977,Generación X,Mujer,Spain,Europa del Sur,NA,Clima frío,Empleado/a,Universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Extrema izquierda
226,1965,Boomers + generación silenciosa,Mujer,Spain,Europa del Sur,Ciudad pequeña,Clima subtropical,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Izquierda
227,1966,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,Ciudad pequeña,Clima subtropical,Empleado/a,Universitaria,No,Vive solo/a,Propiedad sin hipoteca,Izquierda
228,1982,Generación X,Hombre,Spain,Europa del Sur,Ciudad mediana,Clima templado,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad con hipoteca,Extrema izquierda
229,1977,Generación X,Hombre,Spain,Europa del Sur,Municipio pequeño,Clima subtropical,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad con hipoteca,Izquierda
230,1965,Boomers + generación silenciosa,Mujer,Spain,Europa del Sur,Ciudad pequeña,Clima subtropical,Empleado/a,Universitaria,No,Vive solo/a,Propiedad sin hipoteca,NA
231,1988,Millennials,Mujer,Spain,Europa del Sur,Municipio pequeño,Clima templado,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad con hipoteca,Izquierda
232,1993,Millennials,Hombre,Spain,Europa del Sur,Ciudad pequeña,Clima frío,Empleado/a,Universitaria,Sí,Pareja sin hijos,Propiedad sin hipoteca,Extrema izquierda
233,1967,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,NA,Clima templado,Empleado/a,Universitaria,No,Vive solo/a,Propiedad con hipoteca,Extrema izquierda
234,1970,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,NA,Clima subtropical,Empleado/a,No universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Extrema izquierda
235,1973,Generación X,Mujer,Spain,Europa del Sur,Ciudad mediana,Clima templado,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad con hipoteca,Extrema izquierda
236,1977,Generación X,Hombre,Spain,Europa del Sur,Municipio pequeño,Clima templado,Empleado/a,No universitaria,No,Hogar con hijos,Propiedad con hipoteca,Izquierda
237,1967,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,Ciudad mediana,Clima frío,Empleado/a,No universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Extrema izquierda
238,1963,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,NA,Clima templado,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad con hipoteca,Extrema izquierda
239,1950,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,Ciudad pequeña,Clima subtropical,Otra situación,No universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Izquierda
240,1978,Generación X,Mujer,Spain,Europa del Sur,Ciudad mediana,Clima subtropical,Empleado/a,Universitaria,Sí,Vive solo/a,Propiedad con hipoteca,Extrema izquierda
241,1970,Boomers + generación silenciosa,Mujer,Spain,Europa del Sur,NA,Clima templado,Empleado/a,Universitaria,No,Pareja sin hijos,Otro régimen,Extrema izquierda
242,1996,Millennials,Hombre,Spain,Europa del Sur,Municipio pequeño,Clima templado,Empleado/a,Universitaria,Sí,Pareja sin hijos,Propiedad con hipoteca,Extrema izquierda
243,1983,Generación X,Hombre,Spain,Europa del Sur,Municipio pequeño,Clima templado,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad sin hipoteca,Izquierda
244,1969,Boomers + generación silenciosa,Mujer,Spain,Europa del Sur,NA,Clima subtropical,Empleado/a,Universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Extrema izquierda
245,1962,Boomers + generación silenciosa,Mujer,Spain,Europa del Sur,Municipio pequeño,Clima subtropical,Otra situación,Universitaria,No,Hogar con hijos,Propiedad sin hipoteca,Extrema derecha
246,1957,Boomers + generación silenciosa,Mujer,Spain,Europa del Sur,NA,Clima subtropical,Otra situación,Universitaria,No,Pareja sin hijos,Propiedad con hipoteca,Izquierda
247,1971,Generación X,Mujer,Spain,Europa del Sur,NA,Clima subtropical,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Extrema izquierda
248,1972,Generación X,Mujer,Spain,Europa del Sur,Ciudad grande,Clima subtropical,Empleado/a,Universitaria,Sí,Vive solo/a,Propiedad sin hipoteca,Extrema izquierda
249,1976,Generación X,Hombre,Spain,Europa del Sur,NA,Clima subtropical,Empleado/a,No universitaria,No,Hogar con hijos,Propiedad con hipoteca,Extrema izquierda
250,1959,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,NA,Clima subtropical,Otra situación,Universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Izquierda
251,1958,Boomers + generación silenciosa,Mujer,Spain,Europa del Sur,Ciudad pequeña,Clima templado,Otra situación,Universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Extrema izquierda
252,1964,Boomers + generación silenciosa,Hombre,NA,NA,Ciudad mediana,Clima subtropical,Otra situación,Universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Extrema izquierda
253,1962,Boomers + generación silenciosa,Mujer,NA,NA,Ciudad mediana,Clima subtropical,Otra situación,Universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Izquierda
254,1974,Generación X,Mujer,Spain,Europa del Sur,NA,Clima subtropical,Otra situación inactiva,No universitaria,No,Hogar con hijos,Propiedad con hipoteca,Izquierda
255,1956,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,Ciudad mediana,Clima subtropical,Otra situación,Universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Izquierda
256,1949,Boomers + generación silenciosa,Hombre,NA,NA,NA,Clima templado,Otra situación,Universitaria,Sí,Pareja sin hijos,Propiedad sin hipoteca,Extrema izquierda
257,1981,Generación X,Hombre,Spain,Europa del Sur,Ciudad pequeña,Clima subtropical,Empleado/a,No universitaria,Sí,Vive solo/a,Propiedad sin hipoteca,Izquierda
258,1969,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,Municipio pequeño,Clima templado,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad con hipoteca,Extrema izquierda
259,1966,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,Municipio pequeño,Clima templado,Empleado/a,No universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Extrema izquierda
PROLIFIC_qwertyuiop,1945,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,Ciudad mediana,Clima subtropical,Otra situación,No universitaria,No,Vive solo/a,Propiedad sin hipoteca,Extrema izquierda
261,1965,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,Municipio pequeño,Clima subtropical,Empleado/a,Universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Izquierda
262,1972,Generación X,Hombre,Spain,Europa del Sur,Municipio pequeño,Clima templado,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad con hipoteca,Izquierda
263,1962,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,NA,Clima subtropical,Empleado/a,No universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Izquierda
264,1979,Generación X,Hombre,Spain,Europa del Sur,Ciudad pequeña,Clima subtropical,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad con hipoteca,Izquierda
265,1969,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,Ciudad pequeña,Clima templado,Empleado/a,Universitaria,Sí,Vive solo/a,Alquiler,Izquierda
266,1974,Generación X,Hombre,NA,NA,Municipio pequeño,Clima templado,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad con hipoteca,Izquierda
267,1963,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,NA,Clima subtropical,Empleado/a,Universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Izquierda
268,1967,Boomers + generación silenciosa,Mujer,Spain,Europa del Sur,NA,Clima subtropical,Empleado/a,No universitaria,Sí,Vive solo/a,Propiedad sin hipoteca,Extrema izquierda
269,1969,Boomers + generación silenciosa,Mujer,Spain,Europa del Sur,Ciudad pequeña,Clima subtropical,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Izquierda
270,1958,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,Ciudad pequeña,Clima subtropical,Otra situación,Universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Izquierda
272,1973,Generación X,Hombre,Spain,Europa del Sur,NA,Clima templado,Empleado/a,Universitaria,Sí,Vive solo/a,Propiedad con hipoteca,Izquierda
274,1963,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,Ciudad mediana,Clima subtropical,Empleado/a,Universitaria,Sí,Pareja sin hijos,Otro régimen,Izquierda
275,1991,Millennials,Hombre,Spain,Europa del Sur,NA,Clima templado,Empleado/a,No universitaria,No,Hogar con hijos,Propiedad con hipoteca,Extrema izquierda
276,1959,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,NA,Clima templado,Otra situación,No universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Extrema izquierda
277,1977,Generación X,Hombre,Spain,Europa del Sur,Municipio pequeño,Clima subtropical,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Izquierda
278,1946,Boomers + generación silenciosa,Mujer,Spain,Europa del Sur,Ciudad pequeña,Clima subtropical,Otra situación,Universitaria,NA,Vivienda compartida,Alquiler,Izquierda
279,1958,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,Municipio pequeño,Clima subtropical,Otra situación,Universitaria,NA,Vive solo/a,Propiedad sin hipoteca,Izquierda
280,1959,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,Ciudad pequeña,Clima subtropical,Otra situación,Universitaria,NA,Pareja sin hijos,Propiedad sin hipoteca,Izquierda
281,1966,Boomers + generación silenciosa,Mujer,Spain,Europa del Sur,NA,Clima subtropical,Empleado/a,Universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Centro
282,1963,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,NA,Clima subtropical,Empleado/a,Universitaria,Sí,Pareja sin hijos,Propiedad con hipoteca,Extrema izquierda
283,1985,Generación X,Hombre,Spain,Europa del Sur,Ciudad pequeña,Clima templado,Desempleado/a,No universitaria,No,Vive solo/a,NA,Extrema izquierda
284,1961,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,Ciudad mediana,Clima subtropical,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad sin hipoteca,Izquierda
285,1961,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,Ciudad pequeña,Clima subtropical,Otra situación,Universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Izquierda
286,1956,Boomers + generación silenciosa,Hombre,NA,NA,Ciudad pequeña,Clima templado,Otra situación,Universitaria,NA,Pareja sin hijos,Propiedad sin hipoteca,Extrema izquierda
287,1990,Millennials,Hombre,Spain,Europa del Sur,Ciudad mediana,Clima subtropical,Empleado/a,Universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Izquierda
288,1973,Generación X,Mujer,Spain,Europa del Sur,Municipio pequeño,Clima subtropical,Empleado/a,No universitaria,No,Hogar con hijos,Propiedad con hipoteca,Izquierda
289,1982,Generación X,Mujer,Spain,Europa del Sur,Ciudad mediana,Clima templado,Empleado/a,Universitaria,Sí,Vive solo/a,Alquiler,Extrema izquierda
290,1990,Millennials,Mujer,Spain,Europa del Sur,Ciudad pequeña,Clima subtropical,Empleado/a,Universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Izquierda
291,1964,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,Municipio pequeño,Clima subtropical,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad con hipoteca,Extrema izquierda
