participant_id,renovation_age_col,renovation_age_raw,technology_index,renovation_age_clean,technology,experience_clean
PROLIFIC_64edf002c925fb837ee0a770,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_heat_pump_based_heating_system_final,"Yes, less than 5 years ago",11,Hace menos de 5 años,Bomba de calor,I have installed / implemented / am currently doing this myself
PROLIFIC_64edf002c925fb837ee0a770,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_heat_recovery_mechanical_ventilation_final,"Yes, between 15 and 5 years ago",12,Hace 5-15 años,Ventilación con recuperador,Already present when I moved in
PROLIFIC_64edf002c925fb837ee0a770,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_micro_efficiency_measures_e_g_avoiding_unnecessary_consumption_final,I do not know,14,No lo sé,Medidas de microeficiencia,I have installed / implemented / am currently doing this myself
PROLIFIC_6a06ce99e7948a2b48b807b8,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_change_of_electricity_tariff_e_g_switching_to_a_time_of_use_tariff_final,"Yes, less than 5 years ago",2,Hace menos de 5 años,Cambio de tarifa eléctrica,I have installed / implemented / am currently doing this myself
PROLIFIC_6a06ce99e7948a2b48b807b8,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_cooling_system_final,"Yes, between 15 and 5 years ago",3,Hace 5-15 años,Sistema de refrigeración,Already present when I moved in
PROLIFIC_6a06ce99e7948a2b48b807b8,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_domestic_hot_water_system_e_g_gas_boiler_electric_water_heater_thermo_solar_thermal_system_final,"Yes, between 15 and 5 years ago",4,Hace 5-15 años,Agua caliente sanitaria,Already present when I moved in
PROLIFIC_6a06ce99e7948a2b48b807b8,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_elevator_final,Never or more than 25 years ago,6,Hace más de 25 años / nunca actualizada,Ascensor,Already present when I moved in
PROLIFIC_6a06ce99e7948a2b48b807b8,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_micro_efficiency_measures_e_g_avoiding_unnecessary_consumption_final,"Yes, less than 5 years ago",14,Hace menos de 5 años,Medidas de microeficiencia,I have installed / implemented / am currently doing this myself
PROLIFIC_69f349141b7a57cdd52b671c,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_domestic_hot_water_system_e_g_gas_boiler_electric_water_heater_thermo_solar_thermal_system_final,"Yes, less than 5 years ago",4,Hace menos de 5 años,Agua caliente sanitaria,I have installed / implemented / am currently doing this myself
PROLIFIC_69f349141b7a57cdd52b671c,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_envelope_renovation_e_g_wall_roof_insulation_double_windows_final,"Yes, between 25 and 15 years ago",9,Hace 15-25 años,Renovación de envolvente,Already present when I moved in
PROLIFIC_69f349141b7a57cdd52b671c,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_micro_efficiency_measures_e_g_avoiding_unnecessary_consumption_final,I do not know,14,No lo sé,Medidas de microeficiencia,I have installed / implemented / am currently doing this myself
PROLIFIC_69f732a6afef1c53157db063,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_change_of_electricity_tariff_e_g_switching_to_a_time_of_use_tariff_final,"Yes, between 15 and 5 years ago",2,Hace 5-15 años,Cambio de tarifa eléctrica,I have installed / implemented / am currently doing this myself
PROLIFIC_69f732a6afef1c53157db063,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_energy_efficient_appliances_final,"Yes, between 15 and 5 years ago",7,Hace 5-15 años,Electrodomésticos eficientes,I have installed / implemented / am currently doing this myself
PROLIFIC_69f732a6afef1c53157db063,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_envelope_renovation_e_g_wall_roof_insulation_double_windows_final,"Yes, between 15 and 5 years ago",9,Hace 5-15 años,Renovación de envolvente,Already present when I moved in
PROLIFIC_69f732a6afef1c53157db063,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_fosil_fuel_or_biomass_based_heating_system_final,"Yes, between 15 and 5 years ago",10,Hace 5-15 años,Calefacción fósil o biomasa,Already present when I moved in
PROLIFIC_69f732a6afef1c53157db063,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_heat_pump_based_heating_system_final,"Yes, between 15 and 5 years ago",11,Hace 5-15 años,Bomba de calor,Already present when I moved in
PROLIFIC_69f732a6afef1c53157db063,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_heat_recovery_mechanical_ventilation_final,"Yes, between 15 and 5 years ago",12,Hace 5-15 años,Ventilación con recuperador,I have installed / implemented / am currently doing this myself
PROLIFIC_69f732a6afef1c53157db063,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_join_an_energy_community_final,"Yes, between 15 and 5 years ago",13,Hace 5-15 años,Comunidad energética,I have installed / implemented / am currently doing this myself
PROLIFIC_69f732a6afef1c53157db063,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_micro_efficiency_measures_e_g_avoiding_unnecessary_consumption_final,"Yes, between 15 and 5 years ago",14,Hace 5-15 años,Medidas de microeficiencia,Already present when I moved in
PROLIFIC_69f732a6afef1c53157db063,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_rooftop_photovoltaic_system_solar_pv_final,"Yes, between 15 and 5 years ago",15,Hace 5-15 años,Fotovoltaica en cubierta,Already present when I moved in
PROLIFIC_5e9c3ff1cf719d151612648f,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_change_of_electricity_tariff_e_g_switching_to_a_time_of_use_tariff_final,"Yes, between 25 and 15 years ago",2,Hace 15-25 años,Cambio de tarifa eléctrica,I have installed / implemented / am currently doing this myself
PROLIFIC_5e9c3ff1cf719d151612648f,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_domestic_hot_water_system_e_g_gas_boiler_electric_water_heater_thermo_solar_thermal_system_final,Never or more than 25 years ago,4,Hace más de 25 años / nunca actualizada,Agua caliente sanitaria,Already present when I moved in
PROLIFIC_5e9c3ff1cf719d151612648f,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_elevator_final,Never or more than 25 years ago,6,Hace más de 25 años / nunca actualizada,Ascensor,Already present when I moved in
PROLIFIC_5e9c3ff1cf719d151612648f,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_energy_efficient_appliances_final,"Yes, less than 5 years ago",7,Hace menos de 5 años,Electrodomésticos eficientes,I have installed / implemented / am currently doing this myself
PROLIFIC_5e9c3ff1cf719d151612648f,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_micro_efficiency_measures_e_g_avoiding_unnecessary_consumption_final,"Yes, between 25 and 15 years ago",14,Hace 15-25 años,Medidas de microeficiencia,I have installed / implemented / am currently doing this myself
PROLIFIC_5cf101ea48405a0018415d09,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_change_of_electricity_tariff_e_g_switching_to_a_time_of_use_tariff_final,"Yes, less than 5 years ago",2,Hace menos de 5 años,Cambio de tarifa eléctrica,I have installed / implemented / am currently doing this myself
PROLIFIC_5cf101ea48405a0018415d09,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_domestic_hot_water_system_e_g_gas_boiler_electric_water_heater_thermo_solar_thermal_system_final,"Yes, between 15 and 5 years ago",4,Hace 5-15 años,Agua caliente sanitaria,Already present when I moved in
PROLIFIC_5cf101ea48405a0018415d09,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_energy_efficient_appliances_final,"Yes, less than 5 years ago",7,Hace menos de 5 años,Electrodomésticos eficientes,I have installed / implemented / am currently doing this myself
PROLIFIC_5cf101ea48405a0018415d09,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_envelope_renovation_e_g_wall_roof_insulation_double_windows_final,"Yes, between 15 and 5 years ago",9,Hace 5-15 años,Renovación de envolvente,I have installed / implemented / am currently doing this myself
PROLIFIC_5cf101ea48405a0018415d09,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_micro_efficiency_measures_e_g_avoiding_unnecessary_consumption_final,"Yes, less than 5 years ago",14,Hace menos de 5 años,Medidas de microeficiencia,I have installed / implemented / am currently doing this myself
PROLIFIC_5f21ff288900cb4709dd49aa,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_change_of_electricity_tariff_e_g_switching_to_a_time_of_use_tariff_final,"Yes, less than 5 years ago",2,Hace menos de 5 años,Cambio de tarifa eléctrica,Already present when I moved in
PROLIFIC_5f21ff288900cb4709dd49aa,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_cooling_system_final,"Yes, less than 5 years ago",3,Hace menos de 5 años,Sistema de refrigeración,Already present when I moved in
PROLIFIC_5f21ff288900cb4709dd49aa,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_domestic_hot_water_system_e_g_gas_boiler_electric_water_heater_thermo_solar_thermal_system_final,"Yes, less than 5 years ago",4,Hace menos de 5 años,Agua caliente sanitaria,Already present when I moved in
PROLIFIC_5f21ff288900cb4709dd49aa,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_elevator_final,Never or more than 25 years ago,6,Hace más de 25 años / nunca actualizada,Ascensor,Already present when I moved in
PROLIFIC_5f21ff288900cb4709dd49aa,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_energy_efficient_appliances_final,"Yes, less than 5 years ago",7,Hace menos de 5 años,Electrodomésticos eficientes,Already present when I moved in
PROLIFIC_5f21ff288900cb4709dd49aa,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_micro_efficiency_measures_e_g_avoiding_unnecessary_consumption_final,"Yes, between 15 and 5 years ago",14,Hace 5-15 años,Medidas de microeficiencia,Already present when I moved in
PROLIFIC_5f21ff288900cb4709dd49aa,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_smart_home_systems_final,"Yes, less than 5 years ago",16,Hace menos de 5 años,Sistemas inteligentes del hogar,Already present when I moved in
PROLIFIC_5d7e41aea60f7b00013cf1af,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_cooling_system_final,"Yes, less than 5 years ago",3,Hace menos de 5 años,Sistema de refrigeración,I have installed / implemented / am currently doing this myself
PROLIFIC_5d7e41aea60f7b00013cf1af,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_domestic_hot_water_system_e_g_gas_boiler_electric_water_heater_thermo_solar_thermal_system_final,"Yes, between 25 and 15 years ago",4,Hace 15-25 años,Agua caliente sanitaria,Already present when I moved in
PROLIFIC_5d7e41aea60f7b00013cf1af,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_elevator_final,I do not know,6,No lo sé,Ascensor,I have installed / implemented / am currently doing this myself
PROLIFIC_5d7e41aea60f7b00013cf1af,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_energy_efficient_appliances_final,"Yes, between 15 and 5 years ago",7,Hace 5-15 años,Electrodomésticos eficientes,I have installed / implemented / am currently doing this myself
PROLIFIC_6a204321d4201071efadc417,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_change_of_electricity_tariff_e_g_switching_to_a_time_of_use_tariff_final,"Yes, between 15 and 5 years ago",2,Hace 5-15 años,Cambio de tarifa eléctrica,I have installed / implemented / am currently doing this myself
PROLIFIC_6a204321d4201071efadc417,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_domestic_hot_water_system_e_g_gas_boiler_electric_water_heater_thermo_solar_thermal_system_final,"Yes, between 25 and 15 years ago",4,Hace 15-25 años,Agua caliente sanitaria,I have installed / implemented / am currently doing this myself
PROLIFIC_6a204321d4201071efadc417,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_elevator_final,"Yes, between 25 and 15 years ago",6,Hace 15-25 años,Ascensor,I have installed / implemented / am currently doing this myself
PROLIFIC_6a204321d4201071efadc417,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_energy_efficient_appliances_final,"Yes, between 25 and 15 years ago",7,Hace 15-25 años,Electrodomésticos eficientes,I have installed / implemented / am currently doing this myself
PROLIFIC_6a204321d4201071efadc417,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_micro_efficiency_measures_e_g_avoiding_unnecessary_consumption_final,"Yes, between 15 and 5 years ago",14,Hace 5-15 años,Medidas de microeficiencia,I have installed / implemented / am currently doing this myself
PROLIFIC_6976fca13dd3674fd0702a52,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_envelope_renovation_e_g_wall_roof_insulation_double_windows_final,"Yes, between 15 and 5 years ago",9,Hace 5-15 años,Renovación de envolvente,I have installed / implemented / am currently doing this myself
PROLIFIC_6a098c627878fd02b2b0766e,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_elevator_final,"Yes, less than 5 years ago",6,Hace menos de 5 años,Ascensor,Already present when I moved in
PROLIFIC_6a098c627878fd02b2b0766e,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_envelope_renovation_e_g_wall_roof_insulation_double_windows_final,"Yes, less than 5 years ago",9,Hace menos de 5 años,Renovación de envolvente,Already present when I moved in
PROLIFIC_6a098c627878fd02b2b0766e,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_heat_pump_based_heating_system_final,"Yes, less than 5 years ago",11,Hace menos de 5 años,Bomba de calor,Already present when I moved in
PROLIFIC_6a098c627878fd02b2b0766e,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_smart_home_systems_final,"Yes, less than 5 years ago",16,Hace menos de 5 años,Sistemas inteligentes del hogar,I have installed / implemented / am currently doing this myself
PROLIFIC_6973653f34c609a7c3420e1c,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_envelope_renovation_e_g_wall_roof_insulation_double_windows_final,"Yes, between 25 and 15 years ago",9,Hace 15-25 años,Renovación de envolvente,Already present when I moved in
PROLIFIC_698f1a372de6aef866bec656,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_elevator_final,"Yes, between 15 and 5 years ago",6,Hace 5-15 años,Ascensor,Already present when I moved in
PROLIFIC_698f1a372de6aef866bec656,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_envelope_renovation_e_g_wall_roof_insulation_double_windows_final,"Yes, between 15 and 5 years ago",9,Hace 5-15 años,Renovación de envolvente,Already present when I moved in
PROLIFIC_69fc2d7674f4ab68ebfd7559,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_change_of_electricity_tariff_e_g_switching_to_a_time_of_use_tariff_final,"Yes, less than 5 years ago",2,Hace menos de 5 años,Cambio de tarifa eléctrica,I have installed / implemented / am currently doing this myself
PROLIFIC_69fc2d7674f4ab68ebfd7559,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_domestic_hot_water_system_e_g_gas_boiler_electric_water_heater_thermo_solar_thermal_system_final,Never or more than 25 years ago,4,Hace más de 25 años / nunca actualizada,Agua caliente sanitaria,Already present when I moved in
PROLIFIC_69fc2d7674f4ab68ebfd7559,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_energy_efficient_appliances_final,"Yes, between 15 and 5 years ago",7,Hace 5-15 años,Electrodomésticos eficientes,I have installed / implemented / am currently doing this myself
PROLIFIC_69fc2d7674f4ab68ebfd7559,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_micro_efficiency_measures_e_g_avoiding_unnecessary_consumption_final,"Yes, between 15 and 5 years ago",14,Hace 5-15 años,Medidas de microeficiencia,I have installed / implemented / am currently doing this myself
PROLIFIC_6a19a8b91331b2d709fef8b0,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_domestic_hot_water_system_e_g_gas_boiler_electric_water_heater_thermo_solar_thermal_system_final,"Yes, between 25 and 15 years ago",4,Hace 15-25 años,Agua caliente sanitaria,Already present when I moved in
PROLIFIC_6a19a8b91331b2d709fef8b0,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_micro_efficiency_measures_e_g_avoiding_unnecessary_consumption_final,"Yes, between 25 and 15 years ago",14,Hace 15-25 años,Medidas de microeficiencia,I have installed / implemented / am currently doing this myself
PROLIFIC_6a005381c9f64426562d2587,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_cooling_system_final,"Yes, between 15 and 5 years ago",3,Hace 5-15 años,Sistema de refrigeración,I have installed / implemented / am currently doing this myself
PROLIFIC_6a005381c9f64426562d2587,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_heat_pump_based_heating_system_final,"Yes, less than 5 years ago",11,Hace menos de 5 años,Bomba de calor,I have installed / implemented / am currently doing this myself
PROLIFIC_6a005381c9f64426562d2587,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_micro_efficiency_measures_e_g_avoiding_unnecessary_consumption_final,"Yes, between 15 and 5 years ago",14,Hace 5-15 años,Medidas de microeficiencia,I have installed / implemented / am currently doing this myself
PROLIFIC_6a005381c9f64426562d2587,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_rooftop_photovoltaic_system_solar_pv_final,"Yes, between 15 and 5 years ago",15,Hace 5-15 años,Fotovoltaica en cubierta,I have installed / implemented / am currently doing this myself
PROLIFIC_69cac7e6b4b245b2c38f9112,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_elevator_final,"Yes, between 15 and 5 years ago",6,Hace 5-15 años,Ascensor,Already present when I moved in
PROLIFIC_69cac7e6b4b245b2c38f9112,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_energy_efficient_appliances_final,"Yes, less than 5 years ago",7,Hace menos de 5 años,Electrodomésticos eficientes,I have installed / implemented / am currently doing this myself
PROLIFIC_69f4823b807f06208c1f8ff8,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_energy_efficient_appliances_final,"Yes, between 15 and 5 years ago",7,Hace 5-15 años,Electrodomésticos eficientes,I have installed / implemented / am currently doing this myself
PROLIFIC_67458e548861194752950b3e,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_cooling_system_final,"Yes, between 25 and 15 years ago",3,Hace 15-25 años,Sistema de refrigeración,I have installed / implemented / am currently doing this myself
PROLIFIC_67458e548861194752950b3e,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_elevator_final,Never or more than 25 years ago,6,Hace más de 25 años / nunca actualizada,Ascensor,I have installed / implemented / am currently doing this myself
PROLIFIC_67458e548861194752950b3e,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_envelope_renovation_e_g_wall_roof_insulation_double_windows_final,"Yes, between 15 and 5 years ago",9,Hace 5-15 años,Renovación de envolvente,I have installed / implemented / am currently doing this myself
PROLIFIC_67458e548861194752950b3e,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_heat_pump_based_heating_system_final,"Yes, between 25 and 15 years ago",11,Hace 15-25 años,Bomba de calor,I have installed / implemented / am currently doing this myself
PROLIFIC_67458e548861194752950b3e,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_rooftop_photovoltaic_system_solar_pv_final,"Yes, between 15 and 5 years ago",15,Hace 5-15 años,Fotovoltaica en cubierta,I have installed / implemented / am currently doing this myself
PROLIFIC_69c6a6aade93df9f06f725a2,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_cooling_system_final,I do not know,3,No lo sé,Sistema de refrigeración,I have installed / implemented / am currently doing this myself
PROLIFIC_69c6a6aade93df9f06f725a2,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_domestic_hot_water_system_e_g_gas_boiler_electric_water_heater_thermo_solar_thermal_system_final,"Yes, less than 5 years ago",4,Hace menos de 5 años,Agua caliente sanitaria,I have installed / implemented / am currently doing this myself
PROLIFIC_69c6a6aade93df9f06f725a2,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_micro_efficiency_measures_e_g_avoiding_unnecessary_consumption_final,Never or more than 25 years ago,14,Hace más de 25 años / nunca actualizada,Medidas de microeficiencia,I have installed / implemented / am currently doing this myself
PROLIFIC_69f3101cd619e2288f7cffa7,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_domestic_hot_water_system_e_g_gas_boiler_electric_water_heater_thermo_solar_thermal_system_final,"Yes, between 25 and 15 years ago",4,Hace 15-25 años,Agua caliente sanitaria,I have installed / implemented / am currently doing this myself
PROLIFIC_69f3101cd619e2288f7cffa7,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_fosil_fuel_or_biomass_based_heating_system_final,"Yes, between 25 and 15 years ago",10,Hace 15-25 años,Calefacción fósil o biomasa,Already present when I moved in
PROLIFIC_5e92267dcc3d6c553eb8c817,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_energy_efficient_appliances_final,"Yes, less than 5 years ago",7,Hace menos de 5 años,Electrodomésticos eficientes,I have installed / implemented / am currently doing this myself
PROLIFIC_5e92267dcc3d6c553eb8c817,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_envelope_renovation_e_g_wall_roof_insulation_double_windows_final,"Yes, less than 5 years ago",9,Hace menos de 5 años,Renovación de envolvente,I have installed / implemented / am currently doing this myself
PROLIFIC_5e92267dcc3d6c553eb8c817,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_fosil_fuel_or_biomass_based_heating_system_final,"Yes, less than 5 years ago",10,Hace menos de 5 años,Calefacción fósil o biomasa,Already present when I moved in
