bootstrap_id,mean_similarity_to_others
6,50.42087542087542
45,50.25252525252525
67,50.18939393939394
24,50.168350168350166
1,50.04208754208754
66,49.89478114478114
92,49.74747474747475
98,49.66329966329966
100,49.66329966329966
17,49.64225589225589
3,49.62121212121212
94,49.36868686868687
32,49.263468013468014
41,48.98989898989899
65,48.926767676767675
39,48.86363636363637
83,48.842592592592595
38,48.821548821548824
30,48.75841750841751
11,48.716329966329965
81,48.716329966329965
7,48.65319865319865
49,48.65319865319865
22,48.63215488215488
57,48.505892255892256
88,48.484848484848484
69,48.4006734006734
55,48.379629629629626
91,48.35858585858586
53,48.33754208754209
15,48.31649831649832
61,48.31649831649832
63,48.23232323232323
82,48.16919191919192
18,48.02188552188552
48,48.02188552188552
77,47.95875420875421
10,47.916666666666664
12,47.89562289562289
20,47.81144781144781
23,47.81144781144781
26,47.68518518518518
84,47.62205387205387
40,47.53787878787879
76,47.53787878787879
97,47.4537037037037
27,47.43265993265993
33,47.43265993265993
16,47.41161616161616
46,47.41161616161616
99,47.34848484848485
29,47.32744107744108
35,47.264309764309765
58,47.264309764309765
5,47.22222222222222
75,47.18013468013468
4,47.138047138047135
56,47.138047138047135
87,47.11700336700337
42,47.053872053872055
51,47.053872053872055
96,46.99074074074074
60,46.843434343434346
2,46.8013468013468
73,46.78030303030303
79,46.78030303030303
9,46.73821548821549
44,46.63299663299663
80,46.63299663299663
37,46.59090909090909
71,46.56986531986532
31,46.54882154882155
70,46.52777777777778
28,46.50673400673401
8,46.35942760942761
54,46.31734006734007
34,46.2962962962963
89,46.2962962962963
14,46.254208754208754
47,46.12794612794613
74,46.08585858585859
64,46.06481481481482
78,45.98063973063973
95,45.917508417508415
25,45.87542087542087
86,45.85437710437711
85,45.833333333333336
52,45.74915824915825
36,45.66498316498316
93,45.32828282828283
21,45.30723905723906
43,45.30723905723906
13,45.07575757575758
59,44.802188552188554
50,44.612794612794616
19,44.33922558922559
68,44.21296296296296
62,43.77104377104377
72,42.78198653198653
90,42.31902356902357
