"cluster","n_patterns","pct_total_patterns","pct_rest_patterns"
"1",836,2.60014929086838,100
"2",1554,4.83329186364767,97.3998507091316
"3",1639,5.09766110972879,92.566558845484
"Restantes",28123,87.4688977357552,0
