Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Total rejections,Approval rate,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,Custom study tncs accepted at
633d790b10dbb646af3776f1,60113374795b0d000a98b896,APPROVED,2022-10-05T12:31:07.817000Z,2022-10-05T12:52:10.331000Z,2022-10-05T13:41:52.234000Z,2022-10-05T12:52:10.668778Z,1263.0,CYDMOCQ1,238,7.0,97.0,36,Male,White,Poland,Poland,Poland,Polish,No,Full-Time,
633d79233dd59712c570bec9,5ba988cc4a16920001d48564,APPROVED,2022-10-05T12:31:31.947000Z,2022-10-05T12:49:22.305000Z,2022-10-05T13:41:52.353000Z,2022-10-05T12:49:22.727692Z,1071.0,CYDMOCQ1,226,0.0,100.0,29,Male,White,Poland,Poland,Poland,Polish,No,Other,
633d798e99804049b08f9344,602bbc6dcc465135b89fa867,APPROVED,2022-10-05T12:33:20.641000Z,2022-10-05T12:55:01.911000Z,2022-10-05T13:41:52.465000Z,2022-10-05T12:55:02.385280Z,1302.0,CYDMOCQ1,130,3.0,99.0,30,Male,White,Russian Federation,Poland,Poland,Polish,No,Full-Time,
633d79c08ef1b3a0632bdc2f,5b715fbd6d79f00001375b11,APPROVED,2022-10-05T12:34:13.057000Z,2022-10-05T12:55:15.609000Z,2022-10-05T13:41:52.575000Z,2022-10-05T12:55:16.010760Z,1263.0,CYDMOCQ1,167,0.0,100.0,27,Male,White,Poland,Poland,Poland,Italian,No,Full-Time,
633d79f9b7ada92aecdde962,5f97e6601f6d0e016087fc91,APPROVED,2022-10-05T12:35:05.080000Z,2022-10-05T12:56:18.108000Z,2022-10-05T13:41:52.710000Z,2022-10-05T12:56:18.465137Z,1274.0,CYDMOCQ1,674,1.0,100.0,29,Male,White,Poland,Poland,Poland,Polish,Yes,Full-Time,
633d79fa67a31d227d8f930f,5dafea4de40355001651fa2f,APPROVED,2022-10-05T12:35:12.766000Z,2022-10-05T12:52:44.641000Z,2022-10-05T13:41:52.952000Z,2022-10-05T12:52:45.043810Z,1052.0,CYDMOCQ1,675,9.0,98.0,28,Male,White,Poland,Poland,Poland,Polish,No,Full-Time,
633d79fa4f36597bb7dd3355,5d0bcf217a581100161860ae,APPROVED,2022-10-05T12:35:06.571000Z,2022-10-05T13:08:42.603000Z,2022-10-05T13:41:52.836000Z,2022-10-05T13:08:42.963870Z,2017.0,CYDMOCQ1,346,1.0,100.0,39,Male,White,Poland,Poland,Poland,Polish,Yes,Other,
633d79fd05bbfe923607c34d,610cda1332fb63830158c55d,APPROVED,2022-10-05T12:35:09.629000Z,2022-10-05T13:13:20.109000Z,2022-10-05T13:41:53.073000Z,2022-10-05T13:13:20.455556Z,2291.0,CYDMOCQ1,445,0.0,100.0,20,Male,White,Poland,Poland,Poland,Polish,No,Full-Time,
633d79fe75a5fd4dd069470c,5f06eefaf3fc742667b4e79d,APPROVED,2022-10-05T12:35:54.720000Z,2022-10-05T12:54:18.972000Z,2022-10-05T13:41:53.188000Z,2022-10-05T12:54:19.316653Z,1105.0,CYDMOCQ1,589,5.0,100.0,35,Male,White,Poland,Poland,Poland,Polish,No,Full-Time,
633d79fee5c197d953d4136f,5cdc88cc50f50f001a783112,APPROVED,2022-10-05T12:35:10.584000Z,2022-10-05T13:10:58.572000Z,2022-10-05T13:41:53.329000Z,2022-10-05T13:11:01.281927Z,2148.0,CYDMOCQ1,641,2.0,100.0,30,Male,White,Poland,Poland,Poland,Polish,DATA_EXPIRED,DATA_EXPIRED,
