Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Total rejections,Approval rate,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,Custom study tncs accepted at
633e8cbbbc7647e4b96a81ce,5ff4a242cbe069bc27d9278b,APPROVED,2022-10-06T08:07:23.559000Z,2022-10-06T08:36:51.392000Z,2022-10-11T05:26:09.379000Z,2022-10-06T08:36:51.818212Z,1768.0,CYDMOCQ1,582,11.0,98.0,45,Male,White,Italy,Italy,Italy,Italian,No,Full-Time,
633e8cbc07a1827476946d1b,5f2d14d99d93bf265393b8ac,APPROVED,2022-10-06T08:08:14.568000Z,2022-10-06T08:55:52.236000Z,2022-10-11T05:26:09.512000Z,2022-10-06T08:55:52.633367Z,2858.0,CYDMOCQ1,589,4.0,100.0,32,Male,White,Italy,Italy,Italy,Italian,No,Full-Time,
633e8cc0b6f5ee3c7c0ba955,5e75e37c0a52831469c2eb53,APPROVED,2022-10-06T08:07:37.575000Z,2022-10-06T08:25:01.277000Z,2022-10-11T05:26:09.644000Z,2022-10-06T08:25:01.671673Z,1044.0,CYDMOCQ1,458,11.0,97.0,28,Male,White,Lithuania,Spain,Lithuania,Lithuanian,No,Full-Time,
633e8cc4c901f3fd2a6e0a18,5e8208d95442a6028e919b7f,APPROVED,2022-10-06T08:07:32.887000Z,2022-10-06T08:45:46.933000Z,2022-10-11T05:26:09.774000Z,2022-10-06T08:45:47.301843Z,2295.0,CYDMOCQ1,235,1.0,100.0,30,Male,White,Italy,Italy,Italy,Italian,No,Full-Time,
633e8cc79d514bf4ff001877,5ebc2a962c58c303f0cac438,APPROVED,2022-10-06T08:07:35.778000Z,2022-10-06T08:35:02.836000Z,2022-10-11T05:26:09.900000Z,2022-10-06T08:35:03.231870Z,1648.0,CYDMOCQ1,219,1.0,100.0,39,Male,White,Italy,Italy,Italy,Italian,No,Full-Time,
633e8cc9ae4891b29e6a8203,60904c69d810765f15afd9f8,APPROVED,2022-10-06T08:09:05.327000Z,2022-10-06T08:31:14.172000Z,2022-10-11T05:26:10.033000Z,2022-10-06T08:31:14.559036Z,1329.0,CYDMOCQ1,195,0.0,100.0,25,Male,White,Italy,Italy,Italy,Italian,No,Full-Time,
633e8ccae842cef3e1e60951,6005acab3eb3ff531095a020,APPROVED,2022-10-06T08:07:38.014000Z,2022-10-06T08:27:49.143000Z,2022-10-11T05:26:10.178000Z,2022-10-06T08:27:49.498742Z,1212.0,CYDMOCQ1,39,1.0,99.0,43,Male,White,Spain,Spain,Spain,Spanish,No,Full-Time,
633e8ccbc8158dee381a2abf,5ccf022bafa2f60018c2e9bc,APPROVED,2022-10-06T08:07:39.603000Z,2022-10-06T08:40:57.984000Z,2022-10-11T05:26:10.311000Z,2022-10-06T08:40:58.356044Z,1999.0,CYDMOCQ1,253,1.0,100.0,27,Male,White,Italy,Italy,Italy,Italian,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)",
633e8ccdcbff43e955090cd5,60df30c4e945892dc94a626c,APPROVED,2022-10-06T08:07:41.140000Z,2022-10-06T08:27:39.992000Z,2022-10-11T05:26:10.712000Z,2022-10-06T08:27:40.392059Z,1199.0,CYDMOCQ1.,5,0.0,100.0,19,Male,White,Spain,Spain,Spain,Spanish,Yes,Unemployed (and job seeking),
633e8ccd5d84b14bfe86503f,578b4394ad1a6c0001466a6d,APPROVED,2022-10-06T08:07:43.127000Z,2022-10-06T08:45:16.558000Z,2022-10-11T05:26:10.446000Z,2022-10-06T08:45:16.994658Z,2254.0,CYDMOCQ1,647,5.0,100.0,45,Male,White,Italy,Italy,Italy,Italian,No,Part-Time,
633e8ccdc8e3fe7a0afdfd26,5abd0b935cd105000161ea7b,APPROVED,2022-10-06T08:13:00.073000Z,2022-10-06T08:26:50.207000Z,2022-10-11T05:26:10.572000Z,2022-10-06T08:26:50.642333Z,831.0,CYDMOCQ1,467,4.0,100.0,40,Male,White,Italy,Italy,Italy,Italian,No,DATA_EXPIRED,
633e8cce5823bcb36a3b8864,5be5930cb64b4c0001c67f75,APPROVED,2022-10-06T08:07:50.608000Z,2022-10-06T08:29:02.335000Z,2022-10-11T05:26:10.845000Z,2022-10-06T08:29:02.736532Z,1272.0,CYDMOCQ1,504,4.0,99.0,46,Male,White,Italy,Spain,Italy,Italian,No,Full-Time,
633e8cd038bd9fc7d10f638c,5dd3fd76b48da33ea5a00fb4,APPROVED,2022-10-06T08:07:44.322000Z,2022-10-06T08:32:05.855000Z,2022-10-11T05:26:10.979000Z,2022-10-06T08:32:06.363435Z,1462.0,CYDMOCQ1,531,2.0,100.0,42,Male,White,Spain,Spain,Spain,Spanish,No,Full-Time,
633e8cd75b8c9a150f97960b,5f3be95dfe449098eebe04e1,APPROVED,2022-10-06T08:07:51.552000Z,2022-10-06T08:28:35.484000Z,2022-10-11T05:26:11.101000Z,2022-10-06T08:28:35.885044Z,1244.0,CYDMOCQ1,273,2.0,100.0,20,Male,White,Spain,Spain,Spain,Spanish,Yes,Other,
633e8cd90d3b0a6934b20f0f,5ac2a8065cd10500016219df,APPROVED,2022-10-06T08:07:57.188000Z,2022-10-06T08:31:53.752000Z,2022-10-11T05:26:11.234000Z,2022-10-06T08:31:54.101920Z,1437.0,CYDMOCQ1,648,8.0,98.0,58,Male,White,Spain,Spain,Spain,Spanish,No,Full-Time,
633e8cdde8ddd25e7e3b880a,5e750367341e3706609b4333,APPROVED,2022-10-06T08:07:57.135000Z,2022-10-06T08:37:12.271000Z,2022-10-11T05:26:11.633000Z,2022-10-06T08:37:12.719770Z,1756.0,CYDMOCQ1,50,1.0,98.0,25,Male,White,Italy,Italy,Italy,Italian,No,Full-Time,
633e8cdd246b2359dbc35774,60754e865cf819ee7dc88fe9,APPROVED,2022-10-06T08:07:57.535000Z,2022-10-06T08:27:20.206000Z,2022-10-11T05:26:11.495000Z,2022-10-06T08:27:20.552771Z,1163.0,CYDMOCQ1,81,1.0,100.0,34,Male,White,Italy,Italy,Italy,Italian,No,Full-Time,
633e8cdd211027e282f83645,5db43b6a2f45e7000bb7ab5c,APPROVED,2022-10-06T08:07:57.845000Z,2022-10-06T08:19:32.396000Z,2022-10-11T05:26:11.366000Z,2022-10-06T08:19:32.809149Z,695.0,CYDMOCQ1,505,3.0,100.0,35,Male,White,Italy,Italy,Italy,Italian,No,Full-Time,
633e8ce260bfa9d6a7b20f45,5ea47d647a313643270a6ce3,APPROVED,2022-10-06T08:08:02.482000Z,2022-10-06T08:36:13.223000Z,2022-10-11T05:26:11.763000Z,2022-10-06T08:36:13.568950Z,1691.0,CYDMOCQ1,294,5.0,97.0,44,Male,White,Italy,Italy,Italy,Italian,No,Full-Time,
633e8ce2b26a288afff0bcb1,610a8e61ac9124977bba9a2b,APPROVED,2022-10-06T08:08:27.615000Z,2022-10-06T08:34:55.962000Z,2022-10-11T05:26:11.896000Z,2022-10-06T08:34:56.872237Z,1589.0,CYDMOCQ1,91,0.0,100.0,20,Male,White,Italy,Italy,Italy,Italian,Yes,Due to start a new job within the next month,
633e8ce3b554499120090cfb,5c45ad3793f3690001c46767,APPROVED,2022-10-06T08:08:03.207000Z,2022-10-06T08:21:13.247000Z,2022-10-11T05:26:12.296000Z,2022-10-06T08:21:13.659687Z,791.0,CYDMOCQ1,573,8.0,98.0,42,Male,White,Italy,Italy,Italy,Italian,No,Full-Time,
633e8ce329231d7dea1ed9a4,60fa8a3b63dea5731e812bb8,APPROVED,2022-10-06T08:08:09.025000Z,2022-10-06T08:27:04.326000Z,2022-10-11T05:26:12.030000Z,2022-10-06T08:27:04.725482Z,1136.0,CYDMOCQ1,155,2.0,99.0,20,Male,White,Italy,Italy,Italy,Italian,Yes,Other,
