"cluster","n_patterns","pct_total_patterns","pct_rest_patterns"
"1",34,16.3461538461538,100
"2",33,15.8653846153846,83.6538461538462
"3",20,9.61538461538462,67.7884615384615
"Restantes",121,58.1730769230769,0
