"D","assigned_pct","unassigned_pct"
0,0.0186613585469022,99.9813386414531
1,0.289251057476984,99.710748942523
2,2.06208011943269,97.9379198805673
3,5.36514058223439,94.6348594177656
4,20.8571784025877,79.1428215974123
5,29.2983329186365,70.7016670813635
6,53.0013684996268,46.9986315003732
7,62.8887783030605,37.1112216969395
8,87.108111470515,12.8918885294849
9,91.1234137845235,8.87658621547649
10,88.6881064941528,11.3118935058472
11,89.4407812888778,10.5592187111222
12,98.3391390893257,1.6608609106743
13,98.6035083354068,1.39649166459318
14,99.9471261507838,0.0528738492162229
15,100,0
16,100,0
17,100,0
18,100,0
19,100,0
20,100,0
